key_bom,bom_title,bom_budget,bom_worldwide_revenue,revenue,bom_release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,release_year,bom_runtime,runtime
b9409,pain and gain,26000000.0,86175291.0,2.314434269230769,2013-04-26 00:00:00,04,2,116,16,2013,2 hrs. 9 min.,129.0
b9420,pan,150000000.0,128388320.0,-0.14407786666666667,2015-10-09 00:00:00,10,4,282,40,2015,1 hrs. 51 min.,111.0
b9421,pan's labyrinth,19000000.0,83258226.0,3.3820118947368423,2006-12-29 00:00:00,12,4,363,52,2006,1 hrs. 52 min.,112.0
b9426,pandorum,33000000.0,20645327.0,-0.3743840303030303,2009-09-25 00:00:00,09,3,268,38,2009,1 hrs. 48 min.,108.0
b9428,panic room,48000000.0,196397415.0,3.0916128125,2002-03-29 00:00:00,03,1,88,12,2002,1 hrs. 52 min.,112.0
b9441,paper towns,12000000.0,85512300.0,6.126025,2015-07-24 00:00:00,07,3,205,29,2015,1 hrs. 49 min.,109.0
b9447,paranorman,60000000.0,107139399.0,0.78565665,2012-08-17 00:00:00,08,3,230,33,2012,1 hrs. 33 min.,93.0
b9453,paradise now,2000000.0,3579902.0,0.789951,2005-10-28 00:00:00,10,4,301,43,2005,1 hrs. 30 min.,90.0
b9459,paranoia,35000000.0,13785015.0,-0.6061424285714285,2013-08-16 00:00:00,08,3,228,32,2013,1 hrs. 55 min.,115.0
b9466,paranormal activity: the ghost dimension,10000000.0,78903124.0,6.8903124,2015-10-23 00:00:00,10,4,296,42,2015,1 hrs. 35 min.,95.0
b9470,parental guidance,25000000.0,119772232.0,3.79088928,2012-12-25 00:00:00,12,4,360,52,2012,1 hrs. 44 min.,104.0
b9484,parker,35000000.0,46216641.0,0.32047545714285713,2013-01-25 00:00:00,01,1,25,3,2013,1 hrs. 58 min.,118.0
b9500,passengers (2016),110000000.0,299508039.0,1.7228003545454544,2016-12-21 00:00:00,12,4,356,51,2016,1 hrs. 56 min.,116.0
b9513,patch adams,90000000.0,202292902.0,1.2476989111111112,1998-12-25 00:00:00,12,4,359,51,1998,1 hrs. 55 min.,115.0
b9517,pathfinder: legend of the ghost warrior,45000000.0,30822861.0,-0.31504753333333335,2007-04-13 00:00:00,04,2,103,14,2007,1 hrs. 28 min.,88.0
b9524,patriot games,45000000.0,178051587.0,2.9567019333333335,1992-06-05 00:00:00,06,2,157,22,1992,1 hrs. 56 min.,116.0
b9525,patriots day,45000000.0,44267824.0,-0.016270577777777778,2016-12-21 00:00:00,12,4,356,51,2016,2 hrs. 10 min.,130.0
b9530,paul,40000000.0,97984015.0,1.449600375,2011-03-18 00:00:00,03,1,77,11,2011,1 hrs. 40 min.,100.0
b9531,paul blart: mall cop,26000000.0,183293131.0,6.049735807692308,2009-01-16 00:00:00,01,1,16,2,2009,1 hrs. 27 min.,87.0
b9532,paul blart: mall cop 2,30000000.0,107588225.0,2.5862741666666667,2015-04-17 00:00:00,04,2,107,15,2015,1 hrs. 34 min.,94.0
b9546,pay it forward,40000000.0,55707411.0,0.392685275,2000-10-20 00:00:00,10,4,294,42,2000,2 hrs. 3 min.,123.0
b9547,payback,90000000.0,161626121.0,0.7958457888888889,1999-02-05 00:00:00,02,1,36,5,1999,1 hrs. 41 min.,101.0
b9549,paycheck,60000000.0,96269812.0,0.6044968666666667,2003-12-25 00:00:00,12,4,359,51,2003,1 hrs. 59 min.,119.0
b9556,pearl harbor,140000000.0,449220945.0,2.208721035714286,2001-05-25 00:00:00,05,2,145,20,2001,3 hrs. 3 min.,183.0
b9568,penguins of madagascar,132000000.0,373015621.0,1.8258759166666667,2014-11-26 00:00:00,11,4,330,47,2014,1 hrs. 32 min.,92.0
b9574,people like us,16000000.0,12434778.0,-0.222826375,2012-06-29 00:00:00,06,2,181,26,2012,1 hrs. 55 min.,115.0
b9580,percy jackson &amp; the olympians: the lightning thief,95000000.0,226497209.0,1.3841811473684211,2010-02-12 00:00:00,02,1,43,6,2010,2 hrs. 0 min.,120.0
b9581,percy jackson: sea of monsters,90000000.0,199850315.0,1.2205590555555557,2013-08-07 00:00:00,08,3,219,31,2013,1 hrs. 46 min.,106.0
b9586,perfect creature,20000000.0,1012639.0,-0.94936805,,,,,,,,0.0
b9592,perfume - the story of a murderer,60000000.0,135039943.0,1.2506657166666666,2006-12-27 00:00:00,12,4,361,52,2006,2 hrs. 27 min.,147.0
b9611,pete's dragon (2016),65000000.0,143695338.0,1.2106975076923077,2016-08-12 00:00:00,08,3,225,32,2016,1 hrs. 42 min.,102.0
b9614,peter pan,100000000.0,121975011.0,0.21975011,2003-12-25 00:00:00,12,4,359,51,2003,1 hrs. 53 min.,113.0
b9634,phat girlz,3000000.0,7403491.0,1.4678303333333333,2006-04-07 00:00:00,04,2,97,14,2006,1 hrs. 39 min.,99.0
b9639,philadelphia,26000000.0,206678440.0,6.949170769230769,1993-12-24 00:00:00,12,4,358,51,1993,2 hrs. 5 min.,125.0
b9640,philomena,12000000.0,100129872.0,7.344156,2013-11-22 00:00:00,11,4,326,46,2013,1 hrs. 35 min.,95.0
b9648,phone booth,13000000.0,97837138.0,6.525933692307692,2003-04-04 00:00:00,04,2,94,13,2003,1 hrs. 21 min.,81.0
b9662,pieces of april,300000.0,3272028.0,9.90676,2003-10-17 00:00:00,10,4,290,41,2003,1 hrs. 20 min.,80.0
b9672,pineapple express,27000000.0,101624843.0,2.763883074074074,2008-08-06 00:00:00,08,3,219,31,2008,1 hrs. 45 min.,105.0
b9690,piranha 3d,24000000.0,83188165.0,2.4661735416666666,2010-08-20 00:00:00,08,3,232,33,2010,1 hrs. 29 min.,89.0
b9692,pirate radio,50000000.0,36348784.0,-0.27302432,2009-11-13 00:00:00,11,4,317,45,2009,1 hrs. 55 min.,115.0
b9694,pirates of the caribbean: at world's end,300000000.0,963420425.0,2.2114014166666665,2007-05-25 00:00:00,05,2,145,20,2007,2 hrs. 48 min.,168.0
b9695,pirates of the caribbean: dead man's chest,225000000.0,1066179725.0,3.7385765555555555,2006-07-07 00:00:00,07,3,188,27,2006,2 hrs. 31 min.,151.0
b9697,pirates of the caribbean: on stranger tides,250000000.0,1045713802.0,3.182855208,2011-05-20 00:00:00,05,2,140,20,2011,2 hrs. 17 min.,137.0
b9698,pirates of the caribbean: the curse of the black pearl,140000000.0,654264015.0,3.673314392857143,2003-07-09 00:00:00,07,3,190,27,2003,2 hrs. 15 min.,135.0
b9700,pitch black,23000000.0,53187659.0,1.3125069130434783,2000-02-18 00:00:00,02,1,49,7,2000,1 hrs. 49 min.,109.0
b9701,pitch perfect,17000000.0,115350426.0,5.785319176470588,2012-09-28 00:00:00,09,3,272,39,2012,1 hrs. 52 min.,112.0
b9702,pitch perfect 2,29000000.0,287506194.0,8.914006689655173,2015-05-15 00:00:00,05,2,135,19,2015,1 hrs. 55 min.,115.0
b9705,pixels,88000000.0,244874809.0,1.7826682840909092,2015-07-24 00:00:00,07,3,205,29,2015,1 hrs. 45 min.,105.0
b9712,planes,50000000.0,239258712.0,3.78517424,2013-08-09 00:00:00,08,3,221,31,2013,1 hrs. 32 min.,92.0
b9714,planes: fire &amp; rescue,50000000.0,151386640.0,2.0277328,2014-07-18 00:00:00,07,3,199,28,2014,1 hrs. 23 min.,83.0
b9715,planet 51,70000000.0,105647102.0,0.5092443142857143,2009-11-20 00:00:00,11,4,324,46,2009,1 hrs. 31 min.,91.0
b9719,planet of the apes (2001),100000000.0,362211740.0,2.6221174,2001-07-27 00:00:00,07,3,208,29,2001,1 hrs. 59 min.,119.0
b9724,play it to the bone,24000000.0,8434146.0,-0.64857725,1999-12-25 00:00:00,12,4,359,51,1999,2 hrs. 5 min.,125.0
b9733,pleasantville,60000000.0,49805462.0,-0.16990896666666666,1998-10-23 00:00:00,10,4,296,42,1998,2 hrs. 4 min.,124.0
b9734,please give,3000000.0,4313085.0,0.437695,2010-04-30 00:00:00,04,2,120,17,2010,1 hrs. 30 min.,90.0
b9747,point break (2015),105000000.0,133718711.0,0.27351153333333333,2015-12-25 00:00:00,12,4,359,51,2015,1 hrs. 53 min.,113.0
b9753,pokemon 3: the movie,16000000.0,68411275.0,3.2757046875,2001-04-06 00:00:00,04,2,96,13,2001,1 hrs. 10 min.,70.0
b9756,pokemon: the first movie,30000000.0,163644662.0,4.454822066666667,1999-11-10 00:00:00,11,4,314,45,1999,1 hrs. 36 min.,96.0
b9757,pokemon: the movie 2000,30000000.0,133949270.0,3.4649756666666667,2000-07-21 00:00:00,07,3,203,29,2000,1 hrs. 42 min.,102.0
b9775,poltergeist (2015),35000000.0,95437994.0,1.7267998285714286,2015-05-22 00:00:00,05,2,142,20,2015,1 hrs. 33 min.,93.0
b9780,pompeii,100000000.0,117831631.0,0.17831631,2014-02-21 00:00:00,02,1,52,7,2014,1 hrs. 42 min.,102.0
b9785,pooh's heffalump movie,20000000.0,52858433.0,1.64292165,2005-02-11 00:00:00,02,1,42,6,2005,1 hrs. 8 min.,68.0
b9804,poseidon,160000000.0,181674817.0,0.13546760625,2006-05-12 00:00:00,05,2,132,19,2006,1 hrs. 39 min.,99.0
b9812,postal,15000000.0,146741.0,-0.9902172666666667,2008-05-23 00:00:00,05,2,144,20,2008,1 hrs. 40 min.,100.0
b9824,power rangers (2017),100000000.0,129010590.0,0.2901059,2017-03-24 00:00:00,03,1,83,12,2017,2 hrs. 4 min.,124.0
b9836,"""precious: based on the novel """"push"""" by sapphire""",10000000.0,63647833.0,5.3647833,2009-11-06 00:00:00,11,4,310,44,2009,1 hrs. 49 min.,109.0
b9837,predator,15000000.0,98267558.0,5.551170533333333,1987-06-12 00:00:00,06,2,163,23,1987,1 hrs. 47 min.,107.0
b9840,predators,40000000.0,127233108.0,2.1808277,2010-07-09 00:00:00,07,3,190,27,2010,1 hrs. 47 min.,107.0
b9846,premium rush,35000000.0,31083599.0,-0.11189717142857143,2012-08-24 00:00:00,08,3,237,34,2012,1 hrs. 31 min.,91.0
b9847,premonition,20000000.0,84146832.0,3.2073416,2007-03-16 00:00:00,03,1,75,10,2007,1 hrs. 50 min.,110.0
b9860,price of glory,18000000.0,3548556.0,-0.802858,2000-03-31 00:00:00,03,1,91,13,2000,1 hrs. 57 min.,117.0
b9865,pride &amp; glory,30000000.0,31148328.0,0.0382776,2008-10-24 00:00:00,10,4,298,42,2008,2 hrs. 5 min.,125.0
b9869,pride and prejudice and zombies,28000000.0,16405171.0,-0.4141010357142857,2016-02-05 00:00:00,02,1,36,5,2016,1 hrs. 48 min.,108.0
b9870,priest,60000000.0,78309131.0,0.3051521833333333,2011-05-13 00:00:00,05,2,133,19,2011,1 hrs. 27 min.,87.0
b9873,primary colors,65000000.0,52090187.0,-0.1986125076923077,1998-03-20 00:00:00,03,1,79,11,1998,2 hrs. 24 min.,144.0
b9874,prime,22000000.0,67937494.0,2.088067909090909,2005-10-28 00:00:00,10,4,301,43,2005,1 hrs. 45 min.,105.0
b9882,prince of persia: the sands of time,200000000.0,336365676.0,0.68182838,2010-05-28 00:00:00,05,2,148,21,2010,1 hrs. 55 min.,115.0
b9891,prisoners,46000000.0,122126687.0,1.6549279782608695,2013-09-20 00:00:00,09,3,263,37,2013,2 hrs. 26 min.,146.0
b9908,project almanac,12000000.0,33213241.0,1.7677700833333334,2015-01-30 00:00:00,01,1,30,4,2015,1 hrs. 46 min.,106.0
b9914,prom,8000000.0,10130219.0,0.266277375,2011-04-29 00:00:00,04,2,119,17,2011,1 hrs. 43 min.,103.0
b9916,prom night (2008),20000000.0,57197876.0,1.8598938,2008-04-11 00:00:00,04,2,102,14,2008,1 hrs. 28 min.,88.0
b9918,prometheus,130000000.0,403354469.0,2.1027266846153845,2012-06-08 00:00:00,06,2,160,23,2012,2 hrs. 4 min.,124.0
b9924,proof of life,65000000.0,62761005.0,-0.034446076923076926,2000-12-08 00:00:00,12,4,343,49,2000,2 hrs. 15 min.,135.0
b9936,psycho (1998),60000000.0,37141130.0,-0.38098116666666665,1998-12-04 00:00:00,12,4,338,48,1998,1 hrs. 40 min.,100.0
b9943,public enemies,100000000.0,214104620.0,1.1410462,2009-07-01 00:00:00,07,3,182,26,2009,2 hrs. 23 min.,143.0
b9955,pulse,20500000.0,29907685.0,0.4589114634146341,2006-08-11 00:00:00,08,3,223,32,2006,1 hrs. 30 min.,90.0
b9969,punisher: war zone,35000000.0,10100036.0,-0.7114275428571428,2008-12-05 00:00:00,12,4,340,48,2008,1 hrs. 47 min.,107.0
b9983,push,38000000.0,48858618.0,0.2857531052631579,2009-02-06 00:00:00,02,1,37,5,2009,1 hrs. 51 min.,111.0
b9987,puss in boots,130000000.0,554987477.0,3.2691344384615384,2011-10-28 00:00:00,10,4,301,43,2011,1 hrs. 30 min.,90.0
b9999,quantum of solace,200000000.0,586090727.0,1.930453635,2008-11-14 00:00:00,11,4,319,45,2008,1 hrs. 46 min.,106.0
b10000,quarantine,12000000.0,41319906.0,2.4433255,2008-10-10 00:00:00,10,4,284,40,2008,1 hrs. 29 min.,89.0
b10009,queen of katwe,15000000.0,10318027.0,-0.3121315333333333,2016-09-23 00:00:00,09,3,267,38,2016,2 hrs. 4 min.,124.0
b10011,queen of the damned,35000000.0,45479110.0,0.29940314285714287,2002-02-22 00:00:00,02,1,53,7,2002,1 hrs. 51 min.,111.0
b10034,r.i.p.d.,130000000.0,78324220.0,-0.397506,2013-07-19 00:00:00,07,3,200,28,2013,1 hrs. 36 min.,96.0
b10040,rv,50000000.0,87528173.0,0.75056346,2006-04-28 00:00:00,04,2,118,17,2006,1 hrs. 38 min.,98.0
b10045,rabbit hole,5000000.0,5129058.0,0.0258116,2010-12-17 00:00:00,12,4,351,50,2010,1 hrs. 32 min.,92.0
b10064,radio,35000000.0,53293628.0,0.5226750857142857,2003-10-24 00:00:00,10,4,297,42,2003,1 hrs. 45 min.,105.0
b10089,raise your voice,15000000.0,14867514.0,-0.0088324,2004-10-08 00:00:00,10,4,282,40,2004,1 hrs. 47 min.,107.0
b10105,rambo,50000000.0,113244290.0,1.2648858,2008-01-25 00:00:00,01,1,25,3,2008,1 hrs. 33 min.,93.0
b10106,rambo iii,63000000.0,189015611.0,2.000247793650794,1988-05-25 00:00:00,05,2,146,21,1988,1 hrs. 42 min.,102.0
b10108,ramona and beezus,15000000.0,27293743.0,0.8195828666666667,2010-07-23 00:00:00,07,3,204,29,2010,1 hrs. 44 min.,104.0
b10119,random hearts,64000000.0,74608570.0,0.16575890625,1999-10-08 00:00:00,10,4,281,40,1999,2 hrs. 13 min.,133.0
b10124,rango,135000000.0,245724603.0,0.8201822444444444,2011-03-04 00:00:00,03,1,63,9,2011,1 hrs. 47 min.,107.0
b10139,ratatouille,150000000.0,620702951.0,3.1380196733333334,2007-06-29 00:00:00,06,2,180,25,2007,1 hrs. 51 min.,111.0
b10146,ray,40000000.0,124731534.0,2.11828835,2004-10-29 00:00:00,10,4,303,43,2004,2 hrs. 32 min.,152.0
b10155,ready to rumble,24000000.0,12452362.0,-0.48115158333333335,2000-04-07 00:00:00,04,2,98,14,2000,1 hrs. 46 min.,106.0
b10172,rebound,33100000.0,17492014.0,-0.4715403625377643,2005-07-01 00:00:00,07,3,182,26,2005,1 hrs. 43 min.,103.0
b10174,recess: school's out,23000000.0,44460850.0,0.9330804347826087,2001-02-16 00:00:00,02,1,47,6,2001,1 hrs. 24 min.,84.0
b10178,red,58000000.0,199006387.0,2.431144603448276,2010-10-15 00:00:00,10,4,288,41,2010,1 hrs. 51 min.,111.0
b10181,red 2,84000000.0,148075565.0,0.7628043452380953,2013-07-19 00:00:00,07,3,200,28,2013,1 hrs. 56 min.,116.0
b10189,red dawn (2012),65000000.0,44806783.0,-0.3106648769230769,2012-11-21 00:00:00,11,4,326,47,2012,1 hrs. 33 min.,93.0
b10191,red dragon,78000000.0,209196298.0,1.6820038205128205,2002-10-04 00:00:00,10,4,277,39,2002,2 hrs. 6 min.,126.0
b10192,red eye,26000000.0,95577774.0,2.6760682307692307,2005-08-19 00:00:00,08,3,231,33,2005,1 hrs. 25 min.,85.0
b10202,red planet,80000000.0,33463969.0,-0.5817003875,2000-11-10 00:00:00,11,4,315,45,2000,1 hrs. 46 min.,106.0
b10203,red riding hood,42000000.0,89162162.0,1.122908619047619,2011-03-11 00:00:00,03,1,70,10,2011,1 hrs. 40 min.,100.0
b10216,red tails,58000000.0,50365377.0,-0.13163143103448277,2012-01-20 00:00:00,01,1,20,3,2012,2 hrs. 0 min.,120.0
b10219,redbelt,7000000.0,2674090.0,-0.6179871428571428,2008-05-02 00:00:00,05,2,123,17,2008,1 hrs. 39 min.,99.0
b10223,redline,26000000.0,8267379.0,-0.6820238846153847,2007-04-13 00:00:00,04,2,103,14,2007,1 hrs. 35 min.,95.0
b10241,reign over me,20000000.0,22222308.0,0.1111154,2007-03-23 00:00:00,03,1,82,11,2007,2 hrs. 5 min.,125.0
b10242,reign of fire,60000000.0,82150183.0,0.36916971666666665,2002-07-12 00:00:00,07,3,193,27,2002,1 hrs. 49 min.,109.0
b10244,reindeer games,42000000.0,32168970.0,-0.23407214285714287,2000-02-25 00:00:00,02,1,56,8,2000,1 hrs. 44 min.,104.0
b10247,religulous,2500000.0,13639115.0,4.455646,2008-10-01 00:00:00,10,4,275,39,2008,1 hrs. 41 min.,101.0
b10250,remember me,16000000.0,56032889.0,2.5020555625,2010-03-12 00:00:00,03,1,71,10,2010,2 hrs. 8 min.,128.0
b10255,remember the titans,30000000.0,136706683.0,3.556889433333333,2000-09-29 00:00:00,09,3,273,39,2000,1 hrs. 53 min.,113.0
b10259,renaissance,18000000.0,1831348.0,-0.8982584444444445,2006-09-22 00:00:00,09,3,265,38,2006,1 hrs. 45 min.,105.0
b10264,reno 911!: miami,10000000.0,22021262.0,1.2021262,2007-02-23 00:00:00,02,1,54,7,2007,1 hrs. 24 min.,84.0
b10266,rent,40000000.0,31670620.0,-0.2082345,2005-11-23 00:00:00,11,4,327,47,2005,2 hrs. 15 min.,135.0
b10272,repo men,32000000.0,18409891.0,-0.42469090625,2010-03-19 00:00:00,03,1,78,11,2010,1 hrs. 51 min.,111.0
b10284,resident evil,33000000.0,102984862.0,2.120753393939394,2002-03-15 00:00:00,03,1,74,10,2002,1 hrs. 34 min.,94.0
b10285,resident evil: afterlife,60000000.0,300228084.0,4.0038014,2010-09-10 00:00:00,09,3,253,36,2010,1 hrs. 40 min.,100.0
b10286,resident evil: apocalypse,45000000.0,129342769.0,1.8742837555555556,2004-09-10 00:00:00,09,3,254,36,2004,1 hrs. 34 min.,94.0
b10288,resident evil: retribution,65000000.0,240004424.0,2.6923757538461537,2012-09-14 00:00:00,09,3,258,37,2012,1 hrs. 35 min.,95.0
b10289,resident evil: the final chapter,40000000.0,312242626.0,6.80606565,2017-01-27 00:00:00,01,1,27,4,2017,1 hrs. 46 min.,106.0
b10294,restless (2011),8000000.0,163265.0,-0.979591875,2011-09-16 00:00:00,09,3,259,37,2011,1 hrs. 31 min.,91.0
b10318,return to me,24000000.0,36609995.0,0.5254164583333333,2000-04-07 00:00:00,04,2,98,14,2000,1 hrs. 56 min.,116.0
b10319,return to never land,20000000.0,109862682.0,4.4931341,2002-02-15 00:00:00,02,1,46,6,2002,1 hrs. 12 min.,72.0
b10349,revolutionary road,35000000.0,75226021.0,1.1493148857142856,2008-12-26 00:00:00,12,4,361,51,2008,1 hrs. 59 min.,119.0
b10365,ricki and the flash,18000000.0,41325328.0,1.2958515555555556,2015-08-07 00:00:00,08,3,219,31,2015,1 hrs. 41 min.,101.0
b10369,riddick,38000000.0,98337295.0,1.587823552631579,2013-09-06 00:00:00,09,3,249,35,2013,1 hrs. 59 min.,119.0
b10372,ride along,25000000.0,154468902.0,5.17875608,2014-01-17 00:00:00,01,1,17,2,2014,1 hrs. 40 min.,100.0
b10373,ride along 2,40000000.0,124605297.0,2.115132425,2016-01-15 00:00:00,01,1,15,2,2016,1 hrs. 41 min.,101.0
b10387,righteous kill,60000000.0,78460699.0,0.3076783166666667,2008-09-12 00:00:00,09,3,256,36,2008,1 hrs. 41 min.,101.0
b10390,rings,25000000.0,83080890.0,2.3232356,2017-02-03 00:00:00,02,1,34,5,2017,1 hrs. 42 min.,102.0
b10391,rio,90000000.0,484635760.0,4.384841777777778,2011-04-15 00:00:00,04,2,105,15,2011,1 hrs. 36 min.,96.0
b10392,rio 2,103000000.0,500101972.0,3.8553589514563105,2014-04-11 00:00:00,04,2,101,14,2014,1 hrs. 41 min.,101.0
b10400,rise of the guardians,145000000.0,306941670.0,1.1168391034482759,2012-11-21 00:00:00,11,4,326,47,2012,1 hrs. 37 min.,97.0
b10402,rise of the planet of the apes,93000000.0,481801049.0,4.180656440860215,2011-08-05 00:00:00,08,3,217,31,2011,1 hrs. 50 min.,110.0
b10404,risen,20000000.0,46069568.0,1.3034784,2016-02-19 00:00:00,02,1,50,7,2016,1 hrs. 47 min.,107.0
b10422,road trip,16000000.0,119754278.0,6.484642375,2000-05-19 00:00:00,05,2,140,20,2000,1 hrs. 34 min.,94.0
b10426,road to perdition,80000000.0,181001478.0,1.262518475,2002-07-12 00:00:00,07,3,193,27,2002,1 hrs. 59 min.,119.0
b10437,robin hood,200000000.0,321669741.0,0.608348705,2010-05-14 00:00:00,05,2,134,19,2010,2 hrs. 28 min.,148.0
b10440,robin hood: prince of thieves,48000000.0,390493908.0,7.13528975,1991-06-14 00:00:00,06,2,165,23,1991,2 hrs. 23 min.,143.0
b10442,robocop (2014),100000000.0,242688965.0,1.42688965,2014-02-12 00:00:00,02,1,43,6,2014,1 hrs. 48 min.,108.0
b10451,robots,75000000.0,260718330.0,2.4762444,2005-03-11 00:00:00,03,1,70,10,2005,1 hrs. 30 min.,90.0
b10456,rock star,57000000.0,19334145.0,-0.6608044736842106,2001-09-07 00:00:00,09,3,250,35,2001,1 hrs. 45 min.,105.0
b10460,rock of ages,75000000.0,59418613.0,-0.20775182666666667,2012-06-15 00:00:00,06,2,167,24,2012,2 hrs. 3 min.,123.0
b10466,rocket science,6000000.0,759676.0,-0.8733873333333333,2007-08-10 00:00:00,08,3,222,31,2007,1 hrs. 38 min.,98.0
b10472,rocky balboa,24000000.0,155721132.0,5.4883805,2006-12-20 00:00:00,12,4,354,51,2006,1 hrs. 42 min.,102.0
b10483,rogue one: a star wars story,200000000.0,1055849201.0,4.279246005,2016-12-16 00:00:00,12,4,351,50,2016,2 hrs. 13 min.,133.0
b10484,role models,28000000.0,92380927.0,2.2993188214285714,2008-11-07 00:00:00,11,4,312,44,2008,1 hrs. 35 min.,95.0
b10487,rollerball,70000000.0,25852764.0,-0.6306748,2002-02-08 00:00:00,02,1,39,5,2002,1 hrs. 37 min.,97.0
b10503,romeo must die,25000000.0,91036760.0,2.6414704,2000-03-22 00:00:00,03,1,82,12,2000,1 hrs. 55 min.,115.0
b10553,rugrats go wild,25000000.0,55405066.0,1.21620264,2003-06-13 00:00:00,06,2,164,23,2003,1 hrs. 21 min.,81.0
b10554,rugrats in paris: the movie,30000000.0,103291131.0,2.4430377,2000-11-17 00:00:00,11,4,322,46,2000,1 hrs. 18 min.,78.0
b10556,rules of engagement,60000000.0,71732303.0,0.19553838333333334,2000-04-07 00:00:00,04,2,98,14,2000,2 hrs. 7 min.,127.0
b10561,run all night,50000000.0,71661644.0,0.43323288,2015-03-13 00:00:00,03,1,72,10,2015,1 hrs. 54 min.,114.0
b10562,run fat boy run,10000000.0,33463522.0,2.3463522,2008-03-28 00:00:00,03,1,88,12,2008,1 hrs. 40 min.,100.0
b10568,runaway bride,70000000.0,309457509.0,3.4208215571428573,1999-07-30 00:00:00,07,3,211,30,1999,1 hrs. 56 min.,116.0
b10569,runaway jury,60000000.0,80154140.0,0.33590233333333336,2003-10-17 00:00:00,10,4,290,41,2003,2 hrs. 3 min.,123.0
b10572,runner runner,30000000.0,62675095.0,1.0891698333333333,2013-10-04 00:00:00,10,4,277,39,2013,1 hrs. 31 min.,91.0
b10578,running scared,15000000.0,9380029.0,-0.37466473333333333,2006-02-24 00:00:00,02,1,55,8,2006,1 hrs. 50 min.,110.0
b10586,rush (2013),38000000.0,90247624.0,1.3749374736842106,2013-09-20 00:00:00,09,3,263,37,2013,2 hrs. 3 min.,123.0
b10587,rush hour,33000000.0,244386864.0,6.405662545454545,1998-09-18 00:00:00,09,3,261,37,1998,1 hrs. 37 min.,97.0
b10588,rush hour 2,90000000.0,347325802.0,2.8591755777777776,2001-08-03 00:00:00,08,3,215,30,2001,1 hrs. 30 min.,90.0
b10589,rush hour 3,140000000.0,258022233.0,0.84301595,2007-08-10 00:00:00,08,3,222,31,2007,1 hrs. 30 min.,90.0
b10590,rushmore,9000000.0,17105219.0,0.9005798888888888,1998-12-11 00:00:00,12,4,345,49,1998,1 hrs. 30 min.,90.0
b10604,s.w.a.t.,80000000.0,207725639.0,1.5965704875,2003-08-08 00:00:00,08,3,220,31,2003,1 hrs. 51 min.,111.0
b10630,safe haven,28000000.0,97594140.0,2.485505,2013-02-14 00:00:00,02,1,45,6,2013,1 hrs. 55 min.,115.0
b10631,safe house,85000000.0,208076205.0,1.4479553529411764,2012-02-10 00:00:00,02,1,41,6,2012,1 hrs. 57 min.,117.0
b10637,sahara,130000000.0,119269486.0,-0.08254241538461539,2005-04-08 00:00:00,04,2,98,14,2005,2 hrs. 4 min.,124.0
b10649,saints and soldiers,780000.0,1310470.0,0.6800897435897436,2004-08-06 00:00:00,08,3,219,31,2004,1 hrs. 30 min.,90.0
b10658,salt,110000000.0,293503354.0,1.6682123090909091,2010-07-23 00:00:00,07,3,204,29,2010,1 hrs. 39 min.,99.0
b10672,san andreas,110000000.0,473990832.0,3.3090075636363636,2015-05-29 00:00:00,05,2,149,21,2015,1 hrs. 54 min.,114.0
b10674,sanctum,30000000.0,108609310.0,2.6203103333333333,2011-02-04 00:00:00,02,1,35,5,2011,1 hrs. 43 min.,103.0
b10713,sausage party,19000000.0,140705322.0,6.405543263157894,2016-08-12 00:00:00,08,3,225,32,2016,1 hrs. 29 min.,89.0
b10717,savages (2012),45000000.0,82966152.0,0.8436922666666666,2012-07-06 00:00:00,07,3,188,27,2012,2 hrs. 10 min.,130.0
b10724,saved!,5000000.0,10156933.0,1.0313866,2004-05-28 00:00:00,05,2,149,21,2004,1 hrs. 33 min.,93.0
b10727,saving grace,10000000.0,26330482.0,1.6330482,2000-08-04 00:00:00,08,3,217,31,2000,1 hrs. 33 min.,93.0
b10729,saving mr. banks,35000000.0,117867984.0,2.3676566857142856,2013-12-13 00:00:00,12,4,347,49,2013,2 hrs. 0 min.,120.0
b10732,saving private ryan,70000000.0,481840909.0,5.8834415571428575,1998-07-24 00:00:00,07,3,205,29,1998,2 hrs. 50 min.,170.0
b10734,saving silverman,22000000.0,26086706.0,0.18575936363636364,2001-02-09 00:00:00,02,1,40,5,2001,1 hrs. 32 min.,92.0
b10738,saw 3d,20000000.0,136150434.0,5.8075217,2010-10-29 00:00:00,10,4,302,43,2010,1 hrs. 31 min.,91.0
b10742,saw v,10800000.0,113864059.0,9.542968425925926,2008-10-24 00:00:00,10,4,298,42,2008,1 hrs. 28 min.,88.0
b10743,saw vi,11000000.0,68233629.0,5.203057181818182,2009-10-23 00:00:00,10,4,296,42,2009,2 hrs. 0 min.,120.0
b10746,say it isn't so,25000000.0,12320393.0,-0.50718428,2001-03-23 00:00:00,03,1,82,11,2001,1 hrs. 50 min.,110.0
b10757,scary movie 2,45000000.0,141220678.0,2.138237288888889,2001-07-04 00:00:00,07,3,185,26,2001,1 hrs. 23 min.,83.0
b10758,scary movie 3,48000000.0,220673217.0,3.5973586875,2003-10-24 00:00:00,10,4,297,42,2003,1 hrs. 30 min.,90.0
b10759,scary movie 4,45000000.0,178262620.0,2.9613915555555557,2006-04-14 00:00:00,04,2,104,15,2006,1 hrs. 23 min.,83.0
