,link,name,budget,rev_tot,rev_lif,rel_dt,runtime,distributor,genre,rating,awards
13221,http://www.boxofficemojo.com/movies/?id=godfather2.htm,The Godfather Part II,13000000.0,47542841.0,,12-Dec-74,3 hrs. 20 min.,Paramount,Crime Drama,R,No Academy Awards Information
13222,http://www.boxofficemojo.com/movies/?id=godfather3.htm,The Godfather Part III,54000000.0,66666062.0,,25-Dec-90,2 hrs. 42 min.,Paramount,Crime Drama,R,Nominated for Seven Oscars.
13231,http://www.boxofficemojo.com/movies/?id=goldencompass.htm,The Golden Compass,180000000.0,70107728.0,,7-Dec-07,1 hrs. 53 min.,New Line,Fantasy,PG-13,"""Nominated for Two Oscars, Including One Win."""
13241,http://www.boxofficemojo.com/movies/?id=goodgirl.htm,The Good Girl,8000000.0,14018296.0,,7-Aug-02,1 hrs. 33 min.,Fox Searchlight,Romance,R,No Academy Awards Information
13242,http://www.boxofficemojo.com/movies/?id=goodguy.htm,The Good Guy,10000000.0,100688.0,,19-Feb-10,1 hrs. 30 min.,Roadside Attractions,Romantic Comedy,R,No Academy Awards Information
13252,http://www.boxofficemojo.com/movies/?id=goodthief.htm,The Good Thief,30000000.0,3517797.0,,2-Apr-03,1 hrs. 49 min.,Fox Searchlight,Crime,R,No Academy Awards Information
13255,http://www.boxofficemojo.com/movies/?id=thegoodthebadtheweird.htm,"""The Good, the Bad, the Weird""",10000000.0,128486.0,,23-Apr-10,2 hrs. 10 min.,IFC,Action / Adventure,R,No Academy Awards Information
13256,http://www.boxofficemojo.com/movies/?id=goodsdonready.htm,"""The Goods: Live Hard, Sell Hard""",10000000.0,15122676.0,,14-Aug-09,1 hrs. 29 min.,Paramount Vantage,Comedy,R,No Academy Awards Information
13258,http://www.boxofficemojo.com/movies/?id=gospel.htm,The Gospel,4000000.0,15778152.0,,7-Oct-05,1 hrs. 33 min.,Sony / Screen Gems,Music Drama,PG,No Academy Awards Information
13260,http://www.boxofficemojo.com/movies/?id=gospelofjohn.htm,The Gospel of John,10000000.0,4069090.0,,26-Sep-03,2 hrs. 53 min.,ThinkFilm,Historical Drama,PG-13,No Academy Awards Information
13268,http://www.boxofficemojo.com/movies/?id=grandbudapesthotel.htm,The Grand Budapest Hotel,25000000.0,59301324.0,,7-Mar-14,1 hrs. 40 min.,Fox Searchlight,Comedy,R,"""Nominated for Nine Oscars, Including Four Wins."""
13282,http://www.boxofficemojo.com/movies/?id=greatgatsby2012.htm,The Great Gatsby (2013),105000000.0,144840419.0,,10-May-13,2 hrs. 23 min.,Warner Bros.,Drama,PG-13,"""Nominated for Two Oscars, Including Two Wins."""
13287,http://www.boxofficemojo.com/movies/?id=greatmousedetective.htm,The Great Mouse Detective,14000000.0,25336794.0,38625550,4-Jul-86,1 hrs. 14 min.,Buena Vista,Animation,G,No Academy Awards Information
13290,http://www.boxofficemojo.com/movies/?id=greatnewwonderful.htm,The Great New Wonderful,500000.0,150142.0,,23-Jun-06,1 hrs. 27 min.,First Independent Pictures,Comedy,R,No Academy Awards Information
13292,http://www.boxofficemojo.com/movies/?id=greatraid.htm,The Great Raid,80000000.0,10167373.0,,12-Aug-05,2 hrs. 12 min.,Miramax,War,R,No Academy Awards Information
13296,http://www.boxofficemojo.com/movies/?id=greatwall.htm,The Great Wall,150000000.0,45157105.0,,17-Feb-17,1 hrs. 44 min.,Universal,Action,PG-13,No Academy Awards Information
13300,http://www.boxofficemojo.com/movies/?id=greatest2010.htm,The Greatest (2010),6000000.0,114766.0,,2-Apr-10,N/A,Paladin,Drama,R,No Academy Awards Information
13303,http://www.boxofficemojo.com/movies/?id=greatestshowonearth.htm,The Greatest Show on Earth,4000000.0,36000000.0,,10-Jan-52,2 hrs. 32 min.,Paramount,Drama,Unrated,No Academy Awards Information
13308,http://www.boxofficemojo.com/movies/?id=greenhornet.htm,The Green Hornet,120000000.0,98780042.0,,14-Jan-11,1 hrs. 48 min.,Sony / Columbia,Action / Adventure,PG-13,No Academy Awards Information
13309,http://www.boxofficemojo.com/movies/?id=greeninferno.htm,The Green Inferno,5000000.0,7192291.0,,25-Sep-15,1 hrs. 40 min.,BH Tilt,Horror,R,No Academy Awards Information
13310,http://www.boxofficemojo.com/movies/?id=greenmile.htm,The Green Mile,60000000.0,136801374.0,,10-Dec-99,3 hrs. 8 min.,Warner Bros.,Period Drama,R,Nominated for Four Oscars.
13313,http://www.boxofficemojo.com/movies/?id=grey.htm,The Grey,25000000.0,51580236.0,,27-Jan-12,1 hrs. 57 min.,Open Road Films,Action Drama,R,No Academy Awards Information
13320,http://www.boxofficemojo.com/movies/?id=grudge.htm,The Grudge,10000000.0,110359362.0,,22-Oct-04,1 hrs. 36 min.,Sony / Columbia,Horror,PG-13,No Academy Awards Information
13321,http://www.boxofficemojo.com/movies/?id=grudge2.htm,The Grudge 2,20000000.0,39143839.0,,13-Oct-06,1 hrs. 35 min.,Sony / Columbia,Horror,PG-13,No Academy Awards Information
13322,http://www.boxofficemojo.com/movies/?id=guard.htm,The Guard,6000000.0,5360274.0,,29-Jul-11,1 hrs. 36 min.,Sony Classics,Comedy Thriller,R,No Academy Awards Information
13327,http://www.boxofficemojo.com/movies/?id=mymotherscurse.htm,The Guilt Trip,40000000.0,37134215.0,,19-Dec-12,1 hrs. 35 min.,Paramount,Comedy,PG-13,No Academy Awards Information
13329,http://www.boxofficemojo.com/movies/?id=gunman2015.htm,The Gunman,40000000.0,10664749.0,,20-Mar-15,1 hrs. 55 min.,Open Road Films,Thriller,R,No Academy Awards Information
13343,http://www.boxofficemojo.com/movies/?id=hangover.htm,The Hangover,35000000.0,277322503.0,,5-Jun-09,1 hrs. 36 min.,Warner Bros.,Comedy,R,No Academy Awards Information
13344,http://www.boxofficemojo.com/movies/?id=hangover2.htm,The Hangover Part II,80000000.0,254464305.0,,26-May-11,1 hrs. 42 min.,Warner Bros.,Comedy,R,No Academy Awards Information
13345,http://www.boxofficemojo.com/movies/?id=hangover3.htm,The Hangover Part III,103000000.0,112200072.0,,23-May-13,1 hrs. 40 min.,Warner Bros.,Comedy,R,No Academy Awards Information
13347,http://www.boxofficemojo.com/movies/?id=happening.htm,The Happening,48000000.0,64506874.0,,13-Jun-08,1 hrs. 31 min.,Fox,Thriller,R,No Academy Awards Information
13360,http://www.boxofficemojo.com/movies/?id=thehatefuleight.htm,The Hateful Eight,44000000.0,54117416.0,,25-Dec-15,2 hrs. 47 min.,Weinstein Company,Western,R,"""Nominated for Three Oscars, Including One Win."""
13361,http://www.boxofficemojo.com/movies/?id=hauntedmansion.htm,The Haunted Mansion,90000000.0,75847266.0,,26-Nov-03,1 hrs. 39 min.,Buena Vista,Family Adventure,PG,No Academy Awards Information
13363,http://www.boxofficemojo.com/movies/?id=haunting.htm,The Haunting,80000000.0,91411151.0,,23-Jul-99,1 hrs. 53 min.,DreamWorks,Horror,PG-13,No Academy Awards Information
13375,http://www.boxofficemojo.com/movies/?id=bullockmccarthy.htm,The Heat,43000000.0,159582188.0,,28-Jun-13,1 hrs. 57 min.,Fox,Comedy,R,No Academy Awards Information
13377,http://www.boxofficemojo.com/movies/?id=hebrewhammer.htm,The Hebrew Hammer,2000000.0,82157.0,,19-Dec-03,1 hrs. 25 min.,Strand,Unknown,Unrated,No Academy Awards Information
13382,http://www.boxofficemojo.com/movies/?id=help2011.htm,The Help,25000000.0,169708112.0,,10-Aug-11,2 hrs. 17 min.,Buena Vista,Drama,PG-13,"""Nominated for Four Oscars, Including One Win."""
13392,http://www.boxofficemojo.com/movies/?id=hillshaveeyes06.htm,The Hills Have Eyes,15000000.0,41778863.0,,10-Mar-06,1 hrs. 45 min.,Fox Searchlight,Horror,R,No Academy Awards Information
13393,http://www.boxofficemojo.com/movies/?id=hillshaveeyes207.htm,The Hills Have Eyes 2,15000000.0,20804166.0,,23-Mar-07,1 hrs. 29 min.,Fox Atomic,Horror,R,No Academy Awards Information
13405,http://www.boxofficemojo.com/movies/?id=hitchhikersguide.htm,The Hitchhiker's Guide to the Galaxy,50000000.0,51085416.0,,29-Apr-05,1 hrs. 43 min.,Buena Vista,Sci-Fi Comedy,PG,No Academy Awards Information
13408,http://www.boxofficemojo.com/movies/?id=hoax.htm,The Hoax,25000000.0,7164995.0,,6-Apr-07,1 hrs. 55 min.,Miramax,Drama,R,No Academy Awards Information
13413,http://www.boxofficemojo.com/movies/?id=holiday.htm,The Holiday,85000000.0,63224849.0,,8-Dec-06,2 hrs. 16 min.,Sony / Columbia,Romantic Comedy,PG-13,No Academy Awards Information
13421,http://www.boxofficemojo.com/movies/?id=hometeachers.htm,The Home Teachers,425000.0,203917.0,,9-Jan-04,1 hrs. 21 min.,Halestorm,Unknown,PG,No Academy Awards Information
13425,http://www.boxofficemojo.com/movies/?id=honeymooners.htm,The Honeymooners,25000000.0,12843849.0,,10-Jun-05,1 hrs. 25 min.,Paramount,Comedy,PG-13,No Academy Awards Information
13433,http://www.boxofficemojo.com/movies/?id=host2013.htm,The Host (2013),40000000.0,26627201.0,,29-Mar-13,2 hrs. 5 min.,Open Road Films,Sci-Fi Thriller,PG-13,No Academy Awards Information
13439,http://www.boxofficemojo.com/movies/?id=hours.htm,The Hours,25000000.0,41675994.0,,27-Dec-02,1 hrs. 54 min.,Paramount,Drama,PG-13,"""Nominated for Nine Oscars, Including One Win."""
13441,http://www.boxofficemojo.com/movies/?id=housebunny.htm,The House Bunny,25000000.0,48237389.0,,22-Aug-08,1 hrs. 34 min.,Sony / Columbia,Comedy,PG-13,No Academy Awards Information
13446,http://www.boxofficemojo.com/movies/?id=houseofyes.htm,The House of Yes,1500000.0,626057.0,,10-Oct-97,1 hrs. 25 min.,Miramax,Comedy / Drama,R,No Academy Awards Information
13448,http://www.boxofficemojo.com/movies/?id=houseofthespirits.htm,The House of the Spirits,40000000.0,6265311.0,,1-Apr-94,2 hrs. 13 min.,Miramax,Period Drama,R,No Academy Awards Information
13454,http://www.boxofficemojo.com/movies/?id=hudsuckerproxy.htm,The Hudsucker Proxy,40000000.0,2816518.0,,11-Mar-94,1 hrs. 51 min.,Warner Bros.,Period Comedy,PG,No Academy Awards Information
13462,http://www.boxofficemojo.com/movies/?id=humanstain.htm,The Human Stain,30000000.0,5381908.0,,31-Oct-03,1 hrs. 50 min.,Miramax,Drama,R,No Academy Awards Information
13463,http://www.boxofficemojo.com/movies/?id=hunchbackofnotredame.htm,The Hunchback of Notre Dame,100000000.0,100138851.0,,21-Jun-96,1 hrs. 31 min.,Buena Vista,Animation,G,Nominated for One Oscar.
13464,http://www.boxofficemojo.com/movies/?id=100foot.htm,The Hundred-Foot Journey,22000000.0,54240821.0,,8-Aug-14,2 hrs. 2 min.,Buena Vista,Drama,PG,No Academy Awards Information
13466,http://www.boxofficemojo.com/movies/?id=hungergames.htm,The Hunger Games,78000000.0,408010692.0,,23-Mar-12,2 hrs. 22 min.,Lionsgate,Action / Adventure,PG-13,No Academy Awards Information
13467,http://www.boxofficemojo.com/movies/?id=catchingfire.htm,The Hunger Games: Catching Fire,130000000.0,424668047.0,,22-Nov-13,2 hrs. 26 min.,Lionsgate,Action / Adventure,PG-13,No Academy Awards Information
13468,http://www.boxofficemojo.com/movies/?id=hungergames3.htm,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,,21-Nov-14,2 hrs. 3 min.,Lionsgate,Action / Adventure,PG-13,No Academy Awards Information
13469,http://www.boxofficemojo.com/movies/?id=hungergames4.htm,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,,20-Nov-15,2 hrs. 17 min.,Lionsgate,Action / Adventure,PG-13,No Academy Awards Information
13471,http://www.boxofficemojo.com/movies/?id=huntforredoctober.htm,The Hunt for Red October,30000000.0,122012643.0,,2-Mar-90,2 hrs. 14 min.,Paramount,Action Thriller,PG,"""Nominated for Three Oscars, Including One Win."""
13472,http://www.boxofficemojo.com/movies/?id=hunted.htm,The Hunted,55000000.0,34244097.0,,14-Mar-03,1 hrs. 34 min.,Paramount,Action,R,No Academy Awards Information
13479,http://www.boxofficemojo.com/movies/?id=huntsman.htm,The Huntsman: Winter's War,115000000.0,48390190.0,,22-Apr-16,1 hrs. 54 min.,Universal,Action / Adventure,PG-13,No Academy Awards Information
13480,http://www.boxofficemojo.com/movies/?id=hurricane.htm,The Hurricane,50000000.0,50699241.0,,29-Dec-99,2 hrs. 26 min.,Universal,Sports Drama,R,Nominated for One Oscar.
13481,http://www.boxofficemojo.com/movies/?id=hurtlocker.htm,The Hurt Locker,15000000.0,17017811.0,,26-Jun-09,2 hrs. 10 min.,Summit Entertainment,War,R,"""Nominated for Nine Oscars, Including Six Wins."""
13494,http://www.boxofficemojo.com/movies/?id=illusionist.htm,The Illusionist,16500000.0,39868642.0,,18-Aug-06,1 hrs. 49 min.,Yari Film Group,Period Drama,PG-13,Nominated for One Oscar.
13495,http://www.boxofficemojo.com/movies/?id=illusionist2010.htm,The Illusionist (2010),17000000.0,2231474.0,,25-Dec-10,1 hrs. 22 min.,Sony Classics,Animation,PG,Nominated for One Oscar.
13497,http://www.boxofficemojo.com/movies/?id=imaginariumofdoctorparnassus.htm,The Imaginarium of Doctor Parnassus,30000000.0,7689607.0,,25-Dec-09,2 hrs. 2 min.,Sony Classics,Fantasy,PG-13,Nominated for Two Oscars.
13506,http://www.boxofficemojo.com/movies/?id=incrowd.htm,The In Crowd,24000000.0,5280035.0,,21-Jul-00,1 hrs. 45 min.,Warner Bros.,Thriller,PG-13,No Academy Awards Information
13511,http://www.boxofficemojo.com/movies/?id=burtwonderstone.htm,The Incredible Burt Wonderstone,30000000.0,22537881.0,,15-Mar-13,1 hrs. 40 min.,Warner Bros. (New Line),Comedy,PG-13,No Academy Awards Information
13512,http://www.boxofficemojo.com/movies/?id=incrediblehulk.htm,The Incredible Hulk,150000000.0,134806913.0,,13-Jun-08,1 hrs. 54 min.,Universal,Action / Adventure,PG-13,No Academy Awards Information
13514,http://www.boxofficemojo.com/movies/?id=incredibles.htm,The Incredibles,92000000.0,261441092.0,,5-Nov-04,1 hrs. 55 min.,Buena Vista,Animation,PG,"""Nominated for Four Oscars, Including Two Wins."""
13522,http://www.boxofficemojo.com/movies/?id=informant.htm,The Informant!,22000000.0,33316821.0,,18-Sep-09,1 hrs. 48 min.,Warner Bros.,Drama / Thriller,R,No Academy Awards Information
13535,http://www.boxofficemojo.com/movies/?id=insider.htm,The Insider,90000000.0,29089912.0,,5-Nov-99,2 hrs. 35 min.,Buena Vista,Drama / Thriller,R,Nominated for Seven Oscars.
13538,http://www.boxofficemojo.com/movies/?id=intern.htm,The Intern,35000000.0,75764672.0,,25-Sep-15,2 hrs. 1 min.,Warner Bros.,Comedy,PG-13,No Academy Awards Information
13539,http://www.boxofficemojo.com/movies/?id=international.htm,The International,50000000.0,25450527.0,,13-Feb-09,1 hrs. 58 min.,Sony / Columbia,Drama / Thriller,R,No Academy Awards Information
13541,http://www.boxofficemojo.com/movies/?id=internship.htm,The Internship,58000000.0,44672764.0,,7-Jun-13,1 hrs. 59 min.,Fox,Comedy,PG-13,No Academy Awards Information
13542,http://www.boxofficemojo.com/movies/?id=interpreter.htm,The Interpreter,80000000.0,72708161.0,,22-Apr-05,2 hrs. 8 min.,Universal,Thriller,PG-13,No Academy Awards Information
13549,http://www.boxofficemojo.com/movies/?id=invasion.htm,The Invasion,80000000.0,15074191.0,,17-Aug-07,1 hrs. 33 min.,Warner Bros.,Sci-Fi Thriller,PG-13,No Academy Awards Information
13550,http://www.boxofficemojo.com/movies/?id=inventionoflying.htm,The Invention of Lying,18500000.0,18451251.0,,2-Oct-09,1 hrs. 40 min.,Warner Bros.,Fantasy Comedy,PG-13,No Academy Awards Information
13558,http://www.boxofficemojo.com/movies/?id=irongiant.htm,The Iron Giant,70000000.0,23159305.0,,3-Aug-99,1 hrs. 26 min.,Warner Bros.,Animation,PG,No Academy Awards Information
13564,http://www.boxofficemojo.com/movies/?id=island05.htm,The Island,126000000.0,35818913.0,,22-Jul-05,2 hrs. 7 min.,DreamWorks,Sci-Fi Action,PG-13,No Academy Awards Information
13565,http://www.boxofficemojo.com/movies/?id=island.htm,The Island (1980),22000000.0,15716828.0,,13-Jun-80,1 hrs. 54 min.,Universal,Adventure,R,No Academy Awards Information
13567,http://www.boxofficemojo.com/movies/?id=islandofdrmoreau.htm,The Island of Dr. Moreau,40000000.0,27663982.0,,23-Aug-96,1 hrs. 36 min.,New Line,Sci-Fi Horror,PG-13,No Academy Awards Information
13571,http://www.boxofficemojo.com/movies/?id=italianjob.htm,The Italian Job,60000000.0,106128601.0,,30-May-03,1 hrs. 51 min.,Paramount,Action / Crime,PG-13,No Academy Awards Information
13572,http://www.boxofficemojo.com/movies/?id=jackal.htm,The Jackal,60000000.0,54930280.0,,14-Nov-97,2 hrs. 5 min.,Universal,Action Thriller,R,No Academy Awards Information
13584,http://www.boxofficemojo.com/movies/?id=joneses.htm,The Joneses,10000000.0,1475746.0,,16-Apr-10,1 hrs. 35 min.,Roadside Attractions,Drama,R,No Academy Awards Information
13592,http://www.boxofficemojo.com/movies/?id=judge.htm,The Judge,50000000.0,47119388.0,,10-Oct-14,2 hrs. 21 min.,Warner Bros.,Drama,R,Nominated for One Oscar.
13595,http://www.boxofficemojo.com/movies/?id=junglebook2015.htm,The Jungle Book (2016),175000000.0,364001123.0,,15-Apr-16,1 hrs. 45 min.,Buena Vista,Adventure,PG,"""Nominated for One Oscar, Including One Win."""
13598,http://www.boxofficemojo.com/movies/?id=junglebook2.htm,The Jungle Book 2,20000000.0,47901582.0,,14-Feb-03,1 hrs. 18 min.,Buena Vista,Animation,G,No Academy Awards Information
13600,http://www.boxofficemojo.com/movies/?id=karatekid2010.htm,The Karate Kid,40000000.0,176591618.0,,11-Jun-10,2 hrs. 20 min.,Sony / Columbia,Action Drama,PG,No Academy Awards Information
13609,http://www.boxofficemojo.com/movies/?id=kidsareallright.htm,The Kids Are All Right,4000000.0,20811365.0,,9-Jul-10,1 hrs. 46 min.,Focus Features,Comedy,R,Nominated for Four Oscars.
13612,http://www.boxofficemojo.com/movies/?id=killerinsideme.htm,The Killer Inside Me,13000000.0,217277.0,,18-Jun-10,1 hrs. 49 min.,IFC,Crime Drama,R,No Academy Awards Information
13621,http://www.boxofficemojo.com/movies/?id=kingandi99.htm,The King and I (1999),25000000.0,11993021.0,,19-Mar-99,1 hrs. 30 min.,Warner Bros.,Animation,G,No Academy Awards Information
13628,http://www.boxofficemojo.com/movies/?id=kingsspeech.htm,The King's Speech,15000000.0,135453143.0,138797449,26-Nov-10,1 hrs. 58 min.,Weinstein Company,Historical Drama,R,"""Nominated for Twelve Oscars, Including Four Wins."""
13630,http://www.boxofficemojo.com/movies/?id=kingdom.htm,The Kingdom,70000000.0,47536778.0,,28-Sep-07,1 hrs. 50 min.,Universal,Thriller,R,No Academy Awards Information
13640,http://www.boxofficemojo.com/movies/?id=lego2.htm,The LEGO Batman Movie,80000000.0,173939726.0,,10-Feb-17,1 hrs. 44 min.,Warner Bros.,Animation,PG,No Academy Awards Information
13641,http://www.boxofficemojo.com/movies/?id=lego.htm,The LEGO Movie,60000000.0,257760692.0,,7-Feb-14,1 hrs. 40 min.,Warner Bros.,Animation,PG,Nominated for One Oscar.
13643,http://www.boxofficemojo.com/movies/?id=ladiesman.htm,The Ladies Man,24000000.0,13616610.0,,13-Oct-00,1 hrs. 24 min.,Paramount,Comedy,R,No Academy Awards Information
13651,http://www.boxofficemojo.com/movies/?id=ladykillers.htm,The Ladykillers,35000000.0,39799191.0,,26-Mar-04,1 hrs. 44 min.,Buena Vista,Crime Comedy,R,No Academy Awards Information
13652,http://www.boxofficemojo.com/movies/?id=lairofthewhiteworm.htm,The Lair of the White Worm,2500000.0,1189315.0,,21-Oct-88,1 hrs. 33 min.,Vestron,Unknown,R,No Academy Awards Information
13653,http://www.boxofficemojo.com/movies/?id=lakehouse.htm,The Lake House,40000000.0,52330111.0,,16-Jun-06,1 hrs. 45 min.,Warner Bros.,Romance,PG,No Academy Awards Information
13659,http://www.boxofficemojo.com/movies/?id=lastairbender.htm,The Last Airbender,150000000.0,131772187.0,,1-Jul-10,1 hrs. 43 min.,Paramount,Fantasy,PG,No Academy Awards Information
13665,http://www.boxofficemojo.com/movies/?id=lastcastle.htm,The Last Castle,72000000.0,18244060.0,,19-Oct-01,2 hrs. 13 min.,DreamWorks,Action Drama,R,No Academy Awards Information
13677,http://www.boxofficemojo.com/movies/?id=lastexorcism.htm,The Last Exorcism,1800000.0,41034350.0,,27-Aug-10,1 hrs. 40 min.,Lionsgate,Horror,PG-13,No Academy Awards Information
13678,http://www.boxofficemojo.com/movies/?id=lastexorcism2.htm,The Last Exorcism Part II,5000000.0,15179302.0,,1-Mar-13,1 hrs. 28 min.,CBS Films,Horror,PG-13,No Academy Awards Information
13683,http://www.boxofficemojo.com/movies/?id=lastgodfather.htm,The Last Godfather,13400000.0,164247.0,,1-Apr-11,1 hrs. 40 min.,Roadside Attractions,Comedy,PG-13,No Academy Awards Information
13688,http://www.boxofficemojo.com/movies/?id=lastkingofscotland.htm,The Last King of Scotland,6000000.0,17606684.0,,27-Sep-06,2 hrs. 3 min.,Fox Searchlight,Drama,R,"""Nominated for One Oscar, Including One Win."""
13690,http://www.boxofficemojo.com/movies/?id=lastkiss06.htm,The Last Kiss (2006),20000000.0,11614790.0,,15-Sep-06,1 hrs. 44 min.,Paramount (DreamWorks),Romance,R,No Academy Awards Information
13696,http://www.boxofficemojo.com/movies/?id=lastmistress.htm,The Last Mistress,6000000.0,785671.0,,27-Jun-08,1 hrs. 49 min.,IFC,Foreign,Unrated,No Academy Awards Information
13705,http://www.boxofficemojo.com/movies/?id=lastsamurai.htm,The Last Samurai,140000000.0,111127263.0,,5-Dec-03,2 hrs. 34 min.,Warner Bros.,War,R,Nominated for Four Oscars.
13710,http://www.boxofficemojo.com/movies/?id=lastsineater.htm,The Last Sin Eater,2200000.0,388390.0,,9-Feb-07,1 hrs. 57 min.,The Bigger Picture,Period Drama,PG-13,No Academy Awards Information
13711,http://www.boxofficemojo.com/movies/?id=lastsong.htm,The Last Song,20000000.0,62950384.0,,31-Mar-10,1 hrs. 47 min.,Buena Vista,Drama,PG,No Academy Awards Information
13712,http://www.boxofficemojo.com/movies/?id=laststand.htm,The Last Stand,45000000.0,12050299.0,,18-Jan-13,1 hrs. 47 min.,Lionsgate,Action,R,No Academy Awards Information
13714,http://www.boxofficemojo.com/movies/?id=thelaststation.htm,The Last Station,18000000.0,6617867.0,,15-Jan-10,1 hrs. 52 min.,Sony Classics,Historical Drama,R,Nominated for Two Oscars.
13717,http://www.boxofficemojo.com/movies/?id=lasttimeicommittedsuicide.htm,The Last Time I Committed Suicide,4000000.0,46362.0,,20-Jun-97,1 hrs. 32 min.,Roxie,Drama,R,No Academy Awards Information
13726,http://www.boxofficemojo.com/movies/?id=lastwitchhunter.htm,The Last Witch Hunter,90000000.0,27367660.0,,23-Oct-15,1 hrs. 46 min.,Lionsgate/Summit,Action Fantasy,PG-13,No Academy Awards Information
13732,http://www.boxofficemojo.com/movies/?id=lastofthemohicans.htm,The Last of the Mohicans,40000000.0,75505856.0,,25-Sep-92,1 hrs. 52 min.,Fox,War Romance,R,"""Nominated for One Oscar, Including One Win."""
13737,http://www.boxofficemojo.com/movies/?id=lawnmowerman.htm,The Lawnmower Man,10000000.0,32100816.0,,6-Mar-92,1 hrs. 47 min.,New Line,Sci-Fi Horror,R,No Academy Awards Information
13739,http://www.boxofficemojo.com/movies/?id=lazarus.htm,The Lazarus Effect,3300000.0,25801047.0,,27-Feb-15,1 hrs. 23 min.,Relativity,Horror,PG-13,No Academy Awards Information
13741,http://www.boxofficemojo.com/movies/?id=leagueofextraordinarygentlemen.htm,The League of Extraordinary Gentlemen,78000000.0,66465204.0,,11-Jul-03,1 hrs. 52 min.,Fox,Period Adventure,PG-13,No Academy Awards Information
13744,http://www.boxofficemojo.com/movies/?id=legacy.htm,The Legacy,2500000.0,11364985.0,,14-Sep-79,1 hrs. 42 min.,Universal,Horror,R,No Academy Awards Information
13746,http://www.boxofficemojo.com/movies/?id=legendofbaggervance.htm,The Legend of Bagger Vance,80000000.0,30919168.0,,3-Nov-00,2 hrs. 7 min.,DreamWorks,Sports Drama,PG-13,No Academy Awards Information
13748,http://www.boxofficemojo.com/movies/?id=legendofdrunkenmaster.htm,The Legend of Drunken Master,10000000.0,11555430.0,,20-Oct-00,1 hrs. 42 min.,Miramax,Action,R,No Academy Awards Information
13750,http://www.boxofficemojo.com/movies/?id=herculesbegins.htm,The Legend of Hercules,70000000.0,18848538.0,,10-Jan-14,1 hrs. 39 min.,Lionsgate/Summit,Action / Adventure,PG-13,No Academy Awards Information
13755,http://www.boxofficemojo.com/movies/?id=tarzan2016.htm,The Legend of Tarzan,180000000.0,126643061.0,,1-Jul-16,1 hrs. 49 min.,Warner Bros.,Action / Adventure,PG-13,No Academy Awards Information
13756,http://www.boxofficemojo.com/movies/?id=zorro2.htm,The Legend of Zorro,75000000.0,46464023.0,,28-Oct-05,2 hrs. 6 min.,Sony / Columbia,Period Adventure,PG,No Academy Awards Information
13766,http://www.boxofficemojo.com/movies/?id=lifeaquatic.htm,The Life Aquatic with Steve Zissou,50000000.0,24020403.0,,10-Dec-04,1 hrs. 58 min.,Buena Vista,Adventure Comedy,R,No Academy Awards Information
13767,http://www.boxofficemojo.com/movies/?id=lifebeforehereyes.htm,The Life Before Her Eyes,13000000.0,303439.0,,18-Apr-08,1 hrs. 30 min.,Magnolia,Drama,R,No Academy Awards Information
13770,http://www.boxofficemojo.com/movies/?id=lifeofdavidgale.htm,The Life of David Gale,38000000.0,19955598.0,,21-Feb-03,2 hrs. 10 min.,Universal,Drama / Thriller,R,No Academy Awards Information
13773,http://www.boxofficemojo.com/movies/?id=lightbetweenoceans.htm,The Light Between Oceans,20000000.0,12545979.0,,2-Sep-16,2 hrs. 12 min.,Buena Vista,Drama,PG-13,No Academy Awards Information
13775,http://www.boxofficemojo.com/movies/?id=limey.htm,The Limey,10000000.0,3204663.0,,8-Oct-99,1 hrs. 29 min.,Artisan,Crime Drama,R,No Academy Awards Information
13777,http://www.boxofficemojo.com/movies/?id=lincolnlawyer.htm,The Lincoln Lawyer,40000000.0,58009200.0,,18-Mar-11,1 hrs. 59 min.,Lionsgate,Crime Drama,R,No Academy Awards Information
13780,http://www.boxofficemojo.com/movies/?id=lionking.htm,The Lion King,45000000.0,312855561.0,422783777,15-Jun-94,1 hrs. 29 min.,Buena Vista,Animation,G,"""Nominated for Four Oscars, Including Two Wins."""
13800,http://www.boxofficemojo.com/movies/?id=littlevampire.htm,The Little Vampire,35000000.0,13572400.0,,27-Oct-00,1 hrs. 45 min.,New Line,Family Adventure,PG,No Academy Awards Information
13801,http://www.boxofficemojo.com/movies/?id=livesofothers.htm,The Lives of Others,2000000.0,11286112.0,,9-Feb-07,2 hrs. 17 min.,Sony Classics,Foreign,R,"""Nominated for One Oscar, Including One Win."""
13806,http://www.boxofficemojo.com/movies/?id=lizziemcguiremovie.htm,The Lizzie McGuire Movie,17000000.0,42734455.0,,2-May-03,1 hrs. 30 min.,Buena Vista,Family Adventure,PG,No Academy Awards Information
13812,http://www.boxofficemojo.com/movies/?id=loneranger.htm,The Lone Ranger,215000000.0,89302115.0,,3-Jul-13,2 hrs. 29 min.,Buena Vista,Western,PG-13,Nominated for Two Oscars.
13821,http://www.boxofficemojo.com/movies/?id=longkissgoodnight.htm,The Long Kiss Goodnight,65000000.0,33447612.0,,11-Oct-96,2 hrs. 3 min.,New Line,Action,R,No Academy Awards Information
13828,http://www.boxofficemojo.com/movies/?id=thelongestride.htm,The Longest Ride,34000000.0,37446117.0,,10-Apr-15,2 hrs. 19 min.,Fox,Romance,PG-13,No Academy Awards Information
