key_bom,genre_cluster,bom_genre
b16326,,Family Comedy
b16331,,Romantic Comedy
b16339,3.0,Comedy
b16341,3.0,Comedy
b16344,,Romantic Comedy
b16363,,Horror Thriller
b16367,,Drama
b16369,1.0,Sports Drama
b16388,,Comedy / Drama
b16391,0.0,Crime Comedy
b16394,,Drama
b16395,,Family Adventure
b16401,,Romantic Comedy
b16402,,Comedy
b16404,,Comedy
b16405,,Comedy
b16411,3.0,Comedy
b16420,1.0,Action Drama
b16431,,Drama
b16441,,Thriller
b16445,3.0,Fantasy Comedy
b16470,,Comedy
b16481,,Unknown
b16504,,Comedy Thriller
b16508,3.0,Western Comedy
b16519,,Horror
b16523,,Period Drama
b16529,,Romantic Comedy
b16531,3.0,Romantic Comedy
b16538,1.0,War
b16548,,Animation
b16558,1.0,Drama
b16559,,Fantasy
b16578,3.0,Comedy
b16593,,Drama
b16596,3.0,Romantic Comedy
b16605,,Comedy / Drama
b16624,,Drama / Thriller
b16626,,Action Horror
b16631,6.0,Fantasy
b16632,3.0,Animation
b16642,6.0,Horror
b16649,,Action / Adventure
b16650,6.0,Action / Adventure
b16651,6.0,Action / Adventure
b16652,6.0,Action / Adventure
b16653,6.0,Action / Adventure
b16654,6.0,Action / Adventure
b16655,,Action / Adventure
b16657,,Action
b16674,,Adventure Comedy
b16687,,Comedy
b16694,,Family Comedy
b16702,3.0,Comedy
b16708,3.0,Comedy
b16710,1.0,Music Drama
b16717,,Romance
b16726,3.0,Romantic Comedy
b16727,,Comedy
b16729,,Crime Thriller
b16730,,Comedy / Drama
b16751,3.0,Comedy
b16754,,Family Comedy
b16758,,Comedy
b16766,3.0,Comedy
b16769,,Family Adventure
b16781,1.0,Thriller
b16798,,Thriller
b16803,3.0,Horror Comedy
b16805,,Comedy
b16806,3.0,Comedy
b16819,1.0,Romance
b16822,6.0,Horror
b16828,,Action / Adventure
