key_bom	key_wiki	key_omdb
b1169	w2003	o19034
b4806	w14041	o16248
b9590	w29223	
b14065	w26802	o5497
b3448	w9753	
b6449	w19600	
b7045	w21144	o5402
b13178	w14705	o5208
b2538	w6588	
b15131	w42625	
b14788	w37299	
b15595	w39471	o19154
b859	w1273	o8819
b2824	w7450	o16220
b13289	w15704	o11069
b4377	w12470	o15857
b12217	w37861	
b16643	w42734	o13685
b14189	w28586	o9044
b1441	w2779	o5535
b12045	w37286	o20750
b5935	w18125	o22037
b402	w25000	o7435
b5103	w15067	
b11434	w35463	o5456
b5628	w16827	
b14350	w30291	
b9713	w29627	
b2803	w7405	o3160
b6220	w18939	
b14604	w33584	
b8823	w26847	o18348
b13636	w21031	
b11371	w35235	
b15479	w39063	o20786
b16180	w40952	o22455
b2337	w5893	o17599
b14606	w33602	
b11760	w36408	
b15838	w40128	
b11630	w36053	
b3683	w10488	
b11603	w35997	
b15689	w39738	o12959
b11587	w35978	o13825
b15790	w39979	o18499
b1594	w3293	
b14000	w25462	o11828
b10997	w33956	o6492
b3057	w8170	
b1320	w2432	
b8248	w25078	o20712
b11557	w35898	o8149
b3087	w8329	o5087
b4616	w13385	
b12733	w7905	
b13660	w21430	o4508
b16543	w42161	o20801
b15138	w42673	o2748
b3331	w9289	o1338
b248	w3983	
b9880	w30222	
b4882	w14246	
b7144	w21261	o11753
b3868	w11116	o13738
b12846	w9625	o3965
b14169	w28343	o20148
b14200	w28647	o2379
b13438	w18073	
b15377	w38701	
b3147	w8616	
b13301	w15754	o18443
b2431	w6255	o21483
b11584	w35977	o8449
b11270	w34910	
b12572	w5137	o20757
b8850	w26955	
b7514	w22538	
b2449	w6316	o7460
b3508	w9894	
b2890	w7630	
b7487	w22425	
b7410	w22151	o19090
b7358	w21991	o1392
b12665	w6746	
b7934	w24100	o19098
b9608	w29287	
b7301	w21844	o11931
b14681	w35336	o6979
b16287	w41280	o16872
b3007	w8008	o21995
b4017	w24199	o7482
b6479	w19754	
b9498	w28935	o7542
b2283	w5665	o13504
b7415	w22164	
b10070	w30855	o2341
b9766	w29795	o2337
b11419	w35413	o2671
b5322	w15841	o6423
b1326	w2459	
b12077	w37363	o11812
b7849	w23675	
b1997	w4666	o13498
b9485	w28870	
b3856	w11087	o16533
b4417	w12603	
b7693	w23095	
b16722	w42964	o2775
b11386	w35319	o10099
b13851	w22892	o1463
b15768	w39930	o7591
b12863	w9916	o2709
b8265	w25147	o1401
b2202	w5375	
b1240	w2213	o8356
b5527	w16446	o1367
b7128	w21180	o22054
b7869	w23740	o21736
b15662	w39654	o7590
b10321	w31589	o21398
b11695	w36170	
b10262	w31412	
b11361	w35215	
b7390	w22070	o10027
b1068	w1751	
b4560	w13165	o21714
b6970	w20985	o9490
b5834	w17724	o7499
b8167	w24775	o19102
b1228	w2166	o16453
b6874	w20661	
b13485	w18809	
b10532	w32344	
b2816	w7420	
b13917	w23907	
b9718	w29632	
b4399	w12539	
b1975	w4592	o2265
b2810	w7412	
b1706	w3653	o16471
b10056	w30805	o18825
b14215	w28917	
b3383	w9522	o20649
b13802	w22562	o10142
b12671	w6802	
b14934	w39903	
b4256	w12069	o16539
b9857	w30134	o8434
b1142	w1928	
b10938	w33751	o10695
b16689	w42857	o21796
b9251	w28069	
b3460	w9780	
b12481	w3855	o13632
b9511	w28966	o8594
b1457	w2817	
b13830	w22781	
b9691	w29542	o3476
b10003	w30677	
b7968	w24197	o22062
b16617	w42608	
b7919	w24053	
b6567	w19939	o22389
b3618	w10282	
b5772	w17369	o5378
b3685	w10487	o15849
b16335	w41433	
b8547	w26020	o2327
b13	w1605	
b12914	w10772	
b2590	w6721	
b8782	w26690	o3868
b353	w17744	o19024
b1597	w3301	o9916
b4214	w11948	o5100
b8847	w26951	o15911
b12117	w37510	o15938
b3157	w8641	o2282
b12515	w4401	o671
b2365	w5979	o2268
b425	w27223	o1311
b8614	w26265	o8947
b9834	w30067	
b12761	w8160	o9806
b5562	w16596	o3066
b13904	w23993	
b13822	w22756	o3119
b15222	w38094	o540
b12027	w37238	o20506
b8550	w26028	o5149
b4216	w11953	
b7183	w21404	
b5902	w18021	
b8007	w24352	
b12347	w2082	o2696
b500	w36410	o7437
b10963	w33820	
b2641	w6887	o6387
b15562	w39372	o10749
b4265	w12111	o3163
b12300	w1314	
b7980	w24239	o15037
b14929	w39850	
b3018	w8077	
b5187	w15322	
b15570	w39386	o15961
b267	w6785	
b16088	w40694	
b8993	w27422	
b2262	w5579	o3050
b8507	w25935	o5420
b14695	w35679	
b8472	w25789	
b15214	w38053	o20782
b6532	w19874	
b3529	w10000	
b14397	w30754	o18475
b5506	w16427	
b2229	w5481	o18196
b8078	w24542	o8936
b10531	w32343	
b3208	w8857	o11010
b4943	w14451	o1361
b16221	w41059	
b1621	w3372	o8262
b11354	w35188	
b1084	w1785	o2443
b5929	w18188	
b10986	w33905	o22114
b5531	w16466	o20021
b8399	w25568	
b3520	w9931	o21343
b8262	w25123	o15044
b8330	w25378	o13782
b2279	w5638	o11002
b9991	w30643	o8119
b13978	w25141	o10728
b11943	w37050	
b14148	w28265	o13659
b13498	w18933	o10134
b1178	w2042	o7446
b11867	w36799	
b11008	w34013	o2660
b5645	w16908	o6573
b16742	w43039	o21460
b10980	w33878	
b1581	w3270	o20228
b4333	w12351	
b10708	w32889	o14558
b13176	w14698	o3548
b4668	w13602	
b4275	w12131	
b12509	w4246	
b16024	w40510	o16860
b1672	w3541	o3307
b3741	w10718	o5358
b638	w667	o15307
b8910	w27231	o16655
b12818	w9199	
b4340	w12395	o17713
b3632	w10322	
b2802	w7404	
b15367	w38670	
b3771	w10851	o2057
b6560	w19930	o2309
b9486	w28887	o1173
b16581	w42319	o16881
b4334	w12373	
b587	w456	
b1937	w4510	o3151
b12098	w37455	o17757
b13217	w15070	o5209
b11103	w34270	
b8625	w26283	o5421
b5675	w17015	o8396
b13364	w16530	o18922
b10495	w32235	o15432
b15145	w42753	
b13389	w17269	
b4709	w13714	
b5355	w15943	o13752
b9809	w29976	o18817
b545	w42461	o16938
b13306	w15774	
b13281	w15665	
b12289	w896	o2364
b3995	w11510	o11721
b9002	w27448	o8296
b8562	w26052	o5150
b6135	w18750	o21728
b8872	w27007	
b16201	w40991	
b14310	w29986	
b1481	w2957	
b6138	w18757	o11742
b8282	w25241	o4930
b3162	w8663	o11709
b10516	w32276	o3490
b12541	w4858	o11815
b8312	w25328	o5415
b8032	w24424	
b1599	w3281	
b11707	w36190	
b13110	w13615	o16777
b2808	w7435	o2274
b8683	w26381	o18777
b9295	w28263	
b2562	w6671	
b8366	w25507	
b14210	w28772	o5013
b11759	w36405	o16734
b5386	w16106	o5373
b1436	w2757	o8359
b1462	w2845	o5325
b4899	w14301	o6415
b3421	w9702	
b10855	w33527	
b1244	w2225	o13698
b10107	w30948	o21393
b10340	w31629	o3202
b362	w21869	o9879
b12610	w5639	o7080
b9967	w30546	
b10521	w32295	
b3176	w8706	o18219
b11917	w36944	o2360
b1083	w1784	o16450
b8567	w26058	
b11566	w35918	o11805
b5446	w16265	o8390
b8246	w25066	o20711
b14413	w30924	
b10094	w30938	o22100
b12145	w37625	o22432
b11696	w36172	o20495
b9980	w30599	
b5747	w17288	o8548
b15831	w40104	
b812	w1137	o20199
b10447	w32088	o3489
b11153	w34447	
b16453	w41794	o20177
b10888	w33611	o12788
b15973	w40360	
b10074	w30878	o3091
b13574	w19896	
b4248	w12051	
b3525	w9976	o11880
b5005	w14662	
b12476	w3825	o7076
b15577	w39426	o3594
b4530	w13041	
b10770	w33095	o11793
b120	w194	o5306
b4279	w12138	
b14258	w29398	
b11767	w36447	
b12715	w7718	
b6971	w20986	
b8700	w26434	o13785
b9543	w29025	o10067
b14245	w29217	
b12286	w860	
b7530	w22614	
b855	w1270	o3042
b931	w1500	
b13417	w17674	o3110
b14533	w32715	
b9180	w27925	
b8457	w25735	
b901	w1424	o4419
b4737	w13862	o3377
b8013	w24350	
b4239	w12015	
b604	w510	
b9623	w29324	o11776
b5205	w15380	o3767
b3377	w9495	
b5609	w16781	o11736
b399	w24467	o9881
b6496	w20060	
b8441	w25691	o8080
b15658	w39648	o22453
b15947	w40288	
b1976	w4593	
b2536	w6580	
b13589	w20280	
b10024	w30756	o15061
b12441	w3423	o10370
b7356	w21970	o20382
b15692	w39774	o20594
b13599	w20423	o5211
b14046	w26571	o6519
b4318	w12304	o9970
b14986	w6117	
b11264	w34882	
b4032	w11540	
b15485	w39073	
b2290	w5706	o13707
b16337	w41445	
b13871	w23327	
b10500	w32254	
b3688	w10510	o22380
b9354	w28439	o13590
b7522	w22579	o20702
b6141	w18765	o5388
b897	w1411	o21324
b718	w907	o11416
b3187	w8750	o14991
b2805	w7408	o1523
b13517	w19222	o13848
b10218	w31277	
b9872	w30190	
b13910	w24017	
b15630	w39567	
b8166	w24772	
b14444	w31374	
b16753	w43064	o2777
b10062	w30823	o3200
b2014	w4712	o11001
b6845	w20601	o12888
b3201	w8806	o13724
b1175	w2031	
b14314	w30024	
b16216	w41042	
b1278	w2348	o16192
b1386	w2657	o5069
b6079	w18556	o18724
b11677	w36141	o10101
b3108	w8435	o18639
b12240	w71	
b14313	w30019	o1264
b304	w12467	
b12614	w5829	o16756
b10879	w33588	o4481
b5285	w15612	o21721
b15848	w40174	o19158
b14740	w36611	
b3074	w8236	o7022
b15198	w37992	
b5431	w16231	o5375
b16041	w40562	
b13411	w17563	o1241
b8934	w27280	o3463
b10741	w32961	o3915
b13186	w14836	
b9410	w28663	
b4912	w14315	o1359
b9205	w28019	o19107
b14425	w31105	o3999
b803	w1135	
b15778	w39956	o4027
b12498	w4074	
b11578	w35958	
b12116	w37501	
b9310	w28305	
b4062	w11586	o11722
b5916	w18064	o22036
b7565	w22786	o15901
b11985	w37158	o11315
b5491	w16362	o19072
b6284	w19111	o3804
b9376	w28565	
b1249	w2261	
b6663	w20176	o3183
b1122	w1880	o8258
b2424	w6226	
b503	w36509	
b13908	w24014	
b11001	w33964	
b5012	w14685	o2297
b12896	w10414	o7571
b7728	w23291	
b1741	w3733	
b11770	w36460	
b14307	w29957	
b8489	w25886	o21374
b14640	w34450	
b286	w9106	o2422
b8100	w24581	o4471
b12282	w837	o9002
b14214	w28835	
b14713	w36066	o9839
b14921	w39716	o15093
b3591	w10225	
b3573	w10181	
b12068	w37348	o15936
b15282	w38365	
b13272	w15580	
b6802	w20523	o19087
b186	w259	o21684
b8305	w25313	o18769
b2888	w7623	
b10769	w33090	o5178
b12713	w7661	o16084
b1374	w2623	o9430
b9553	w29063	o20433
b4130	w11756	
b427	w27225	o15810
b13838	w22846	
b13434	w17997	o16379
b9373	w28556	o16669
b10991	w33947	o8443
b16705	w42893	o10766
b15624	w39559	o9850
b10518	w32289	
b8594	w26187	
b12214	w37856	o11479
b6340	w19276	
b2205	w5381	
b4963	w14547	
b14428	w31162	o9832
b1878	w4278	o9438
b7305	w21853	o2314
b2238	w5526	o18197
b5141	w15163	o5371
b8631	w26293	o3081
b7711	w23234	
b14085	w26996	o5498
b2299	w5743	
b8801	w26786	
b14626	w34104	o12642
b8463	w25746	o3189
b9171	w27936	
b5586	w16674	
b10600	w32548	o8441
b1647	w3476	o2461
b4950	w14465	o7494
b6428	w19545	o8402
b2370	w5998	o11697
b9883	w30231	
b12064	w37335	
b15524	w39190	
b2047	w4804	
b14824	w38040	
b15765	w39923	
b3426	w9708	o2286
b15759	w39894	o5042
b750	w1003	o11417
b13544	w19411	
b6743	w20424	
b5458	w16285	
b5567	w16620	
b424	w27222	o21321
b14204	w28690	o5220
b6168	w18805	o18293
b8969	w27367	o3195
b14843	w38302	
b14527	w32667	
b1252	w2282	o575
b14161	w28324	o3561
b15730	w39826	
b15508	w39168	
b3815	w10962	o20654
b15560	w39370	
b14170	w28345	
b15970	w40352	
b7601	w22870	
b9903	w30350	
b528	w40097	o5310
b15538	w39271	
b13291	w15707	
b1360	w2586	o8828
b3148	w8618	
b5881	w17921	o13552
b13139	w14081	o5207
b5660	w16960	o8879
b15002	w40982	
b11365	w35210	
b5561	w16592	o13547
b13264	w15524	o8773
b14502	w32245	
b10408	w31914	
b12682	w7126	o8321
b8521	w25979	o19104
b14378	w30518	o18474
b7246	w21737	o3430
b15213	w38054	
b2583	w6705	
b13484	w18800	o18445
b3424	w9707	o1344
b7560	w22720	o18317
b10138	w31014	
b1931	w4411	o3671
b11880	w36833	
b5050	w14808	
b12511	w4260	o18892
b16634	w42702	o19168
b5802	w17571	o7498
b11575	w35940	o15073
b15541	w39279	
b13157	w14384	
b6089	w18593	
b4622	w13414	o73
b16613	w42579	
b16658	w42773	o18524
b11231	w34771	
b15355	w38641	o8220
b2887	w7622	
b14997	w40931	
b16352	w41493	o15967
b13686	w21507	
b5804	w17606	o3783
b1531	w3145	
b8213	w24899	
b16387	w41601	
b3827	w10990	o19058
b16595	w42453	o19936
b12947	w11476	o3968
b16194	w40981	o6538
b14248	w29227	o13856
b1956	w4525	o15823
b6939	w20927	
b1091	w1805	
b2736	w7170	o3159
b5872	w17880	o18286
b1782	w3898	
b2665	w6978	o19982
b6729	w20365	
b13490	w18829	o10133
b7991	w24284	o11759
b4464	w12779	o15859
b7174	w21377	o9492
b6546	w19904	o5397
b4760	w13916	o19069
b9818	w29997	o20441
b13701	w21568	o17550
b13021	w12297	o21424
b2356	w6659	o19045
b12454	w3564	o21616
b11812	w36585	
b2145	w5220	o11126
b6120	w18672	o20344
b13794	w22431	
b11550	w35845	
b979	w1523	o10999
b14400	w30748	o8657
b10580	w32496	
b1754	w3749	
b3828	w10992	o18667
b16750	w43057	o13687
b15753	w39873	o15963
b3825	w10988	
b3279	w9124	o13926
b1551	w3214	o18187
b3760	w10810	
b13250	w15407	
b6485	w19724	o21537
b12078	w37366	
b8341	w25421	o2324
b9541	w29021	o20083
b11525	w35764	
b3418	w9685	o10471
b15278	w38309	o1474
b704	w873	o978
b5316	w15824	o15017
b12983	w11743	
b14564	w33238	o9052
b8519	w25966	o3853
b13365	w16534	o16781
b8411	w25608	o1156
b12119	w37512	o1451
b8537	w26003	o3856
b15690	w39739	o10187
b8988	w27417	o5429
b12649	w6570	o20127
b3046	w8133	
b13885	w1368	
b620	w592	o19028
b14693	w35685	
b6069	w18525	o3795
b6726	w20354	
b9495	w28926	o8959
b3743	w10748	
b5441	w16264	o11735
b5565	w16607	o13755
b7956	w24168	
b7028	w21134	
b15552	w39359	
b10439	w32071	o19112
b422	w27226	o3143
b11675	w36138	o16733
b481	w34390	o6362
b12601	w5562	o16755
b9731	w29674	
b3358	w9431	o7024
