link	name	budget	domestic_total_gross	domestic_lifetime_gross	release_date	runtime	distributor	genre	rating	awards
http://www.boxofficemojo.com/movies/?id=goodearth.htm	The Good Earth	N/A			6-Aug-37	2 hrs. 18 min.	MGM	Period Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodfather.htm	The Good Father	N/A	421201		11-Feb-87	1 hrs. 30 min.	Skouras	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodgerman.htm	The Good German	N/A	1308696		15-Dec-06	1 hrs. 48 min.	Warner Bros.	War Drama	R	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=goodgirl.htm	The Good Girl	$8 million	14018296		7-Aug-02	1 hrs. 33 min.	Fox Searchlight	Romance	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodguy.htm	The Good Guy	$10 million	100688		19-Feb-10	1 hrs. 30 min.	Roadside Attractions	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodguysandthebadguys.htm	The Good Guys and the Bad Guys	N/A			19-Nov-69	1 hrs. 31 min.	Warner Bros.	Western	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thegoodheart.htm	The Good Heart	N/A	20930		30-Apr-10	1 hrs. 35 min.	Magnolia	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodlie.htm	The Good Lie	N/A	2722209		3-Oct-14	1 hrs. 50 min.	Warner Bros.	Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodmother.htm	The Good Mother	N/A	4764606		4-Nov-88	1 hrs. 44 min.	Buena Vista	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thegoodneighbor.htm	The Good Neighbor	N/A			16-Sep-16	1 hrs. 37 min.	Independent	Thriller	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodnight.htm	The Good Night	N/A	22441		5-Oct-07	1 hrs. 33 min.	Yari Film Group	Fantasy Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodoldnaughtydays.htm	The Good Old Naughty Days	N/A	60862		28-Mar-03	1 hrs. 9 min.	Strand	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodshepherd.htm	The Good Shepherd	N/A	59952835		22-Dec-06	2 hrs. 40 min.	Universal	Action Thriller	R	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=goodson.htm	The Good Son	N/A	44789789		24-Sep-93	1 hrs. 27 min.	Fox	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodthief.htm	The Good Thief	$30 million	3517797		2-Apr-03	1 hrs. 49 min.	Fox Searchlight	Crime	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodwife.htm	The Good Wife	N/A	1155020		1986	1 hrs. 38 min.	Atlantic	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodbadandugly.htm	"The Good, the Bad and the Ugly"	N/A	25100000		29-Dec-67	2 hrs. 42 min.	United Artists	Western	M	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thegoodthebadtheweird.htm	"The Good, the Bad, the Weird"	$10 million	128486		23-Apr-10	2 hrs. 10 min.	IFC	Action / Adventure	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goodsdonready.htm	"The Goods: Live Hard, Sell Hard"	$10 million	15122676		14-Aug-09	1 hrs. 29 min.	Paramount Vantage	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=goonies.htm	The Goonies	N/A	61389680	61503218	7-Jun-85	1 hrs. 30 min.	Warner Bros.	Family Adventure	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=gospel.htm	The Gospel	$4 million	15778152		7-Oct-05	1 hrs. 33 min.	Sony / Screen Gems	Music Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=gospelaccordingtovic.htm	The Gospel According to Vic	N/A	267249		17-Oct-86	1 hrs. 32 min.	Skouras	Unknown	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=gospelofjohn.htm	The Gospel of John	$10 million	4069090		26-Sep-03	2 hrs. 53 min.	ThinkFilm	Historical Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=governess.htm	The Governess	N/A	3719509		31-Jul-98	1 hrs. 55 min.	Miramax	Romance	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=gracecard.htm	The Grace Card	N/A	2430735		25-Feb-11	1 hrs. 30 min.	Samuel Goldwyn	Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=graceofjake.htm	The Grace of Jake	N/A	21668		3-Feb-17	1 hrs. 30 min.	Indican	Comedy / Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=graduate.htm	The Graduate	N/A	104642560	104945305	21-Dec-67	1 hrs. 46 min.	AVCO Embassy	Comedy / Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=graduate97.htm	The Graduate (re-issue)	N/A	259279	104945305	14-Feb-97	1 hrs. 46 min.	Strand	Comedy / Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=graduate2012.htm	The Graduate: 45th Anniversary Reunion	N/A	43466	104945305	11-Apr-12	1 hrs. 46 min.	Rialto	Comedy / Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=grand.htm	The Grand	N/A	115879		21-Mar-08	1 hrs. 44 min.	Anchor Bay Films	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=grandbudapesthotel.htm	The Grand Budapest Hotel	$25 million	59301324		7-Mar-14	1 hrs. 40 min.	Fox Searchlight	Comedy	R	"Nominated for Nine Oscars, Including Four Wins."
http://www.boxofficemojo.com/movies/?id=grandseduction.htm	The Grand Seduction	N/A	3430018		30-May-14	1 hrs. 53 min.	Entertainment One	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=grandfather.htm	The Grandfather	N/A	54468		8-Oct-99	2 hrs. 26 min.	Miramax	Foreign	PG	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=grandmasters.htm	The Grandmaster	N/A	6594959		23-Aug-13	2 hrs. 10 min.	Weinstein Company	Foreign / Action	PG-13	Nominated for Two Oscars.
http://www.boxofficemojo.com/movies/?id=grapesofwrath.htm	The Grapes of Wrath	N/A			24-Jan-40	2 hrs. 8 min.	Fox	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=grassharp.htm	The Grass Harp	N/A	559771		11-Oct-96	1 hrs. 47 min.	Fine Line	Comedy / Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thegreasystrangler.htm	The Greasy Strangler	N/A	44228		7-Oct-16	1 hrs. 33 min.	FilmRise	Horror Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatbeauty.htm	The Great Beauty	N/A	2852400		15-Nov-13	2 hrs. 22 min.	Janus Films	Foreign	Unrated	"Nominated for One Oscar, Including One Win."
http://www.boxofficemojo.com/movies/?id=greatbuckhoward.htm	The Great Buck Howard	N/A	750587		20-Mar-09	1 hrs. 27 min.	Magnolia	Comedy / Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatdebaters.htm	The Great Debaters	N/A	30236407		25-Dec-07	2 hrs. 3 min.	MGM (Weinstein)	Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatdictator.htm	The Great Dictator	N/A			15-Oct-40	2 hrs. 4 min.	United Artists	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatescape.htm	The Great Escape	N/A			4-Jul-63	2 hrs. 52 min.	United Artists	War Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatflood.htm	The Great Flood	N/A	20694		8-Jan-14	1 hrs. 16 min.	Icarus Films	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatgatsby.htm	The Great Gatsby	N/A	20563273		28-Mar-74	2 hrs. 24 min.	Paramount	Period Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatgatsby2012.htm	The Great Gatsby (2013)	$105 million	144840419		10-May-13	2 hrs. 23 min.	Warner Bros.	Drama	PG-13	"Nominated for Two Oscars, Including Two Wins."
http://www.boxofficemojo.com/movies/?id=greatinvisible.htm	The Great Invisible	N/A	11428		29-Oct-14	1 hrs. 32 min.	Radius-TWC	Documentary	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thegreatman.htm	The Great Man	N/A	7814		14-Aug-15	1 hrs. 47 min.	Distrib Films	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatmcginty.htm	The Great McGinty	N/A			15-Aug-40	1 hrs. 22 min.	Paramount	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatmoment.htm	The Great Moment	N/A			6-Aug-44	1 hrs. 23 min.	Paramount	Comedy / Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatmousedetective.htm	The Great Mouse Detective	$14 million	25336794	38625550	4-Jul-86	1 hrs. 14 min.	Buena Vista	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatmousedetective92.htm	The Great Mouse Detective (re-issue)	N/A	13288756	38625550	14-Feb-92	1 hrs. 14 min.	Buena Vista	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatmuppetcaper.htm	The Great Muppet Caper	N/A	31206251		26-Jun-81	1 hrs. 35 min.	Universal	Family Comedy	G	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=greatnewwonderful.htm	The Great New Wonderful	"$500,000 "	150142		23-Jun-06	1 hrs. 27 min.	First Independent Pictures	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatoutdoors.htm	The Great Outdoors	N/A	41455230		17-Jun-88	1 hrs. 31 min.	Universal	Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatraid.htm	The Great Raid	$80 million	10167373		12-Aug-05	2 hrs. 12 min.	Miramax	War	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatsantini.htm	The Great Santini	N/A	4702575		26-Oct-79	1 hrs. 56 min.	Warner Bros.	Unknown	PG	Nominated for Two Oscars.
http://www.boxofficemojo.com/movies/?id=greattrainrobbery.htm	The Great Train Robbery	N/A	13027857		2-Feb-79	1 hrs. 51 min.	MGM	Period Action	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatwaldopepper.htm	The Great Waldo Pepper	N/A	20642922		1975	1 hrs. 48 min.	Universal	Period Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatwall.htm	The Great Wall	$150 million	45157105		17-Feb-17	1 hrs. 44 min.	Universal	Action	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatwater.htm	The Great Water	N/A	17257		17-Jun-05	1 hrs. 34 min.	Picture This!	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatwhitehype.htm	The Great White Hype	N/A	8008255		3-May-96	1 hrs. 31 min.	Fox	Sports Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatyokaiwar.htm	The Great Yokai War	N/A			30-Jun-06	2 hrs. 4 min.	Media Blasters	Foreign / Action	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatest2010.htm	The Greatest (2010)	$6 million	114766		2-Apr-10	N/A	Paladin	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatestgameeverplayed.htm	The Greatest Game Ever Played	N/A	15337393		30-Sep-05	1 hrs. 55 min.	Buena Vista	Sports Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatestmiracle.htm	The Greatest Miracle	N/A	555166		14-Oct-11	1 hrs. 12 min.	KKM	Animation	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatestshowonearth.htm	The Greatest Show on Earth	$4 million	36000000		10-Jan-52	2 hrs. 32 min.	Paramount	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greatestshowman.htm	The Greatest Showman on Earth	N/A			25-Dec-17	N/A	Fox	Musical	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greektycoon.htm	The Greek Tycoon	N/A	14672713		1-Jan-78	1 hrs. 47 min.	Universal	Romance	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greenberets.htm	The Green Berets	N/A			4-Jul-68	2 hrs. 21 min.	Warner Bros.	War	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greenbutchers.htm	The Green Butchers	N/A	3783		10-Dec-04	1 hrs. 40 min.	Newmarket	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greenhornet.htm	The Green Hornet	$120 million	98780042		14-Jan-11	1 hrs. 48 min.	Sony / Columbia	Action / Adventure	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greeninferno.htm	The Green Inferno	$5 million	7192291		25-Sep-15	1 hrs. 40 min.	BH Tilt	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greenmile.htm	The Green Mile	$60 million	136801374		10-Dec-99	3 hrs. 8 min.	Warner Bros.	Period Drama	R	Nominated for Four Oscars.
http://www.boxofficemojo.com/movies/?id=greenprince.htm	The Green Prince	N/A	258237		12-Sep-14	1 hrs. 35 min.	Music Box Films	Documentary	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greenwave.htm	The Green Wave	N/A			10-Aug-12	1 hrs. 20 min.	Red Flag Releasing	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=grey.htm	The Grey	$25 million	51580236		27-Jan-12	1 hrs. 57 min.	Open Road Films	Action Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greyfox.htm	The Grey Fox	N/A	5516140		13-Mar-83	1 hrs. 50 min.	MGM	Western	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=greyzone.htm	The Grey Zone	N/A	517872		18-Oct-02	1 hrs. 48 min.	Lions Gate	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=grifters.htm	The Grifters	N/A	13446769		7-Dec-90	1 hrs. 40 min.	Miramax	Crime Drama	R	Nominated for Four Oscars.
http://www.boxofficemojo.com/movies/?id=grocersson.htm	The Grocer's Son	N/A	264889		6-Jun-08	1 hrs. 36 min.	Film Movement	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=groomsmen.htm	The Groomsmen	N/A	128911		14-Jul-06	1 hrs. 33 min.	Bauer Martinez Distribution	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=groundtruth.htm	The Ground Truth	N/A	20013		15-Sep-06	1 hrs. 18 min.	Focus Features	Documentary	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=grudge.htm	The Grudge	$10 million	110359362		22-Oct-04	1 hrs. 36 min.	Sony / Columbia	Horror	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=grudge2.htm	The Grudge 2	$20 million	39143839		13-Oct-06	1 hrs. 35 min.	Sony / Columbia	Horror	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=guard.htm	The Guard	$6 million	5360274		29-Jul-11	1 hrs. 36 min.	Sony Classics	Comedy Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=guardian06.htm	The Guardian	N/A	55011732		29-Sep-06	2 hrs. 15 min.	Buena Vista	Action Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=guardian.htm	The Guardian (1990)	N/A	17037887		27-Apr-90	1 hrs. 32 min.	Universal	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=guest2014.htm	The Guest (2014)	N/A	332890		17-Sep-14	1 hrs. 39 min.	Picturehouse (II)	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=guillotines.htm	The Guillotines	N/A	5290		14-Jun-13	1 hrs. 53 min.	Well Go USA	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=mymotherscurse.htm	The Guilt Trip	$40 million	37134215		19-Dec-12	1 hrs. 35 min.	Paramount	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=guninbettyloushandbag.htm	The Gun in Betty Lou's Handbag	N/A	3721911		21-Aug-92	1 hrs. 29 min.	Buena Vista	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=gunman2015.htm	The Gunman	$40 million	10664749		20-Mar-15	1 hrs. 55 min.	Open Road Films	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=gunrunner.htm	The Gunrunner	N/A			1984	1 hrs. 32 min.	N Wave	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=gunsofnavarone.htm	The Guns of Navarone	$6 million			22-Jun-61	2 hrs. 38 min.	Columbia	War	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=guru.htm	The Guru	N/A	3095506		31-Jan-03	1 hrs. 34 min.	Universal	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=guys.htm	The Guys	N/A	21366		4-Apr-03	1 hrs. 25 min.	Focus Features	Unknown	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hackerwars.htm	The Hacker Wars	N/A	3470		17-Oct-14	1 hrs. 31 min.	Vitagraph	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hairdressershusband.htm	The Hairdresser's Husband	N/A	1217084		19-Jun-92	1 hrs. 22 min.	Triton	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=pu239.htm	The Half Life of Timofey Berezin (a.k.a. PU-239)	$5 million			N/A	1 hrs. 37 min.	Picturehouse	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thehallow.htm	The Hallow	N/A	13906		6-Nov-15	1 hrs. 37 min.	IFC	Horror	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hammer.htm	The Hammer	N/A	443591		21-Mar-08	1 hrs. 28 min.	International Film Circuit	Sports Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hand.htm	The Hand	N/A	2447576		24-Apr-81	1 hrs. 44 min.	Warner Bros.	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=handthatrocksthecradle.htm	The Hand That Rocks the Cradle	N/A	88036683		10-Jan-92	1 hrs. 50 min.	Buena Vista	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=handmaidstale.htm	The Handmaid's Tale	N/A	4960385		9-Mar-90	1 hrs. 49 min.	Cinecom	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thehandmaiden.htm	The Handmaiden	N/A	2006788		21-Oct-16	2 hrs. 25 min.	Magnolia	Drama / Thriller	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hangover.htm	The Hangover	$35 million	277322503		5-Jun-09	1 hrs. 36 min.	Warner Bros.	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hangover2.htm	The Hangover Part II	$80 million	254464305		26-May-11	1 hrs. 42 min.	Warner Bros.	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hangover3.htm	The Hangover Part III	$103 million	112200072		23-May-13	1 hrs. 40 min.	Warner Bros.	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hanoihilton.htm	The Hanoi Hilton	N/A	760000		27-Mar-87	2 hrs. 3 min.	Cannon Films	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=happening.htm	The Happening	$48 million	64506874		13-Jun-08	1 hrs. 31 min.	Fox	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=happyhooker.htm	The Happy Hooker	N/A			8-May-75	1 hrs. 36 min.	Cannon Films	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=happyhookergoeshollywood.htm	The Happy Hooker Goes Hollywood	N/A			4-Jun-80	1 hrs. 28 min.	Cannon Films	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=happyhookergoestowashington.htm	The Happy Hooker Goes to Washington	N/A			15-Jul-77	1 hrs. 29 min.	Cannon Films	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=happyhouse.htm	The Happy House	N/A	2311		3-May-13	1 hrs. 20 min.	First Run	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=happypoet.htm	The Happy Poet	N/A	3400		22-Mar-13	1 hrs. 25 min.	Cinema Libre Studio	Comedy / Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=happysad.htm	The Happy Sad	N/A	8395		16-Aug-13	1 hrs. 27 min.	The Happy Sad LLC	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hardway.htm	The Hard Way	N/A	25895485		8-Mar-91	1 hrs. 51 min.	Universal	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hardword.htm	The Hard Word	N/A	426880		13-Jun-03	1 hrs. 42 min.	Lions Gate	Crime Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=harimayabridge.htm	The Harimaya Bridge	N/A	54473		12-Mar-10	2 hrs. 0 min.	Eleven Arts	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=harmonists.htm	The Harmonists	N/A	244861		12-Mar-99	1 hrs. 55 min.	Miramax	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=harryhill.htm	The Harry Hill Movie	N/A			TBD	1 hrs. 28 min.	Unknown	Comedy	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=harvestlacosecha.htm	The Harvest/La Cosecha	N/A	3709		29-Jul-11	1 hrs. 24 min.	Cinema Libre Studio	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thehatefuleight.htm	The Hateful Eight	$44 million	54117416		25-Dec-15	2 hrs. 47 min.	Weinstein Company	Western	R	"Nominated for Three Oscars, Including One Win."
http://www.boxofficemojo.com/movies/?id=hauntedmansion.htm	The Haunted Mansion	$90 million	75847266		26-Nov-03	1 hrs. 39 min.	Buena Vista	Family Adventure	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hauntedworldedwood.htm	The Haunted World of Edward D. Wood Jr.	N/A			1-May-96	1 hrs. 23 min.	Unknown	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=haunting.htm	The Haunting	$80 million	91411151		23-Jul-99	1 hrs. 53 min.	DreamWorks	Horror	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hauntinginconnecticut.htm	The Haunting in Connecticut	N/A	55389516		27-Mar-09	1 hrs. 32 min.	Lionsgate	Horror	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hauntingofmollyhartley.htm	The Haunting of Molly Hartley	N/A	13559812		31-Oct-08	1 hrs. 27 min.	Freestyle Releasing	Horror	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hauntingofmorella.htm	The Haunting of Morella	N/A	1547867		9-Feb-90	1 hrs. 22 min.	Concorde	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hawk.htm	The Hawk	N/A	8906		10-Dec-93	1 hrs. 28 min.	Castle Hill	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hawkisdying.htm	The Hawk Is Dying	N/A	7006		30-Mar-07	1 hrs. 52 min.	Strand	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=headlesswoman.htm	The Headless Woman	N/A	100177		19-Aug-09	1 hrs. 27 min.	Strand	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=heartisdeceitfulaboveallthings.htm	The Heart Is Deceitful Above All Things	N/A	29058		10-Mar-06	1 hrs. 37 min.	Palm	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=heartspecialist.htm	The Heart Specialist	N/A	1103037		14-Jan-11	1 hrs. 39 min.	Freestyle Releasing	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=heartofme.htm	The Heart of Me	N/A	196067		13-Jun-03	1 hrs. 36 min.	ThinkFilm	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=heartofthegame.htm	The Heart of the Game	N/A	445374		9-Jun-06	1 hrs. 37 min.	Miramax	Documentary	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=heartbreakkid.htm	The Heartbreak Kid	N/A	36787257		5-Oct-07	1 hrs. 55 min.	Paramount (DreamWorks)	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bullockmccarthy.htm	The Heat	$43 million	159582188		28-Jun-13	1 hrs. 57 min.	Fox	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=heavenlykid.htm	The Heavenly Kid	N/A	3852271		26-Jul-85	1 hrs. 31 min.	Orion Pictures	Romantic Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hebrewhammer.htm	The Hebrew Hammer	$2 million	82157		19-Dec-03	1 hrs. 25 min.	Strand	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hedgehog.htm	The Hedgehog	N/A	707945		19-Aug-11	1 hrs. 38 min.	NeoClassics Films	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=largowinch.htm	The Heir Apparent: Largo Winch	N/A	10352		18-Nov-11	1 hrs. 48 min.	Music Box Films	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=heiress.htm	The Heiress	N/A			6-Oct-49	1 hrs. 55 min.	Paramount	Period Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=helixloaded.htm	The Helix... Loaded	N/A	3700		25-Mar-05	1 hrs. 37 min.	Romar Entertainment	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=help2011.htm	The Help	$25 million	169708112		10-Aug-11	2 hrs. 17 min.	Buena Vista	Drama	PG-13	"Nominated for Four Oscars, Including One Win."
http://www.boxofficemojo.com/movies/?id=herolovestoryofaspy.htm	The Hero - Love Story of a Spy	N/A	285394		11-Apr-03	N/A	Video Sound	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=heroofcolorcity.htm	The Hero of Color City	N/A	32188		3-Oct-14	1 hrs. 17 min.	Magnolia	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hi-locountry.htm	The Hi-Lo Country	N/A	166082		30-Dec-98	1 hrs. 54 min.	Gramercy	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hidden.htm	The Hidden	N/A	9747988		30-Oct-87	1 hrs. 38 min.	New Line	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hiddenblade.htm	The Hidden Blade	N/A	38147		23-Jun-06	2 hrs. 12 min.	Tartan	Foreign / Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=hiddendimensionimax.htm	The Hidden Dimension (IMAX)	N/A			N/A	0 hrs. 45 min.	IMAX	IMAX	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=highandthemighty.htm	The High and the Mighty	N/A			3-Jul-54	2 hrs. 27 min.	Warner Bros.	Drama / Thriller	Unrated	No Academy Awards Information
