link	name	budget	domestic_total_gross	domestic_lifetime_gross	release_date	runtime	distributor	genre	rating	awards
http://www.boxofficemojo.com/movies/?id=babyblues.htm	Baby Blues	N/A	17234		11-Jan-08	1 hrs. 26 min.	Unknown	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babyboom.htm	Baby Boom	N/A	26712476		9-Oct-87	1 hrs. 50 min.	United Artists	Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babyboy.htm	Baby Boy	$16 million	28734552		27-Jun-01	2 hrs. 9 min.	Sony / Columbia	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babydoll.htm	Baby Doll	N/A			18-Dec-56	1 hrs. 54 min.	Warner Bros.	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babydriver.htm	Baby Driver	N/A			28-Jun-17	N/A	Sony / Columbia	Action / Crime	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babyface.htm	Baby Face	N/A			1-Jul-33	1 hrs. 16 min.	Warner Bros.	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babygeniuses.htm	Baby Geniuses	$12 million	27250736		12-Mar-99	1 hrs. 35 min.	Sony / Columbia	Family Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babymama.htm	Baby Mama	$30 million	60494212		25-Apr-08	1 hrs. 36 min.	Universal	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babysdayout.htm	Baby's Day Out	$48 million	16827402		1-Jul-94	1 hrs. 39 min.	Fox	Family Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babyitsyou.htm	"Baby, It's You"	$3 million	1867792		4-Mar-83	1 hrs. 45 min.	Paramount	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baby.htm	Baby: Secret of the Lost Legend	N/A	14972297		22-Mar-85	1 hrs. 35 min.	Buena Vista	Family Adventure	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=babylon.htm	Babylon A.D.	$70 million	22532572		29-Aug-08	1 hrs. 30 min.	Fox	Sci-Fi Thriller	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bachelorparty.htm	Bachelor Party	N/A	38435947		29-Jun-84	1 hrs. 45 min.	Fox	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bachelorette.htm	Bachelorette	N/A	447954		7-Sep-12	1 hrs. 31 min.	Radius-TWC	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bachnaaehaseeno.htm	Bachna Ae Haseeno	N/A	702166		15-Aug-08	2 hrs. 33 min.	Yash Raj	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backdoorchannels.htm	Back Door Channels	N/A	12139		16-Sep-11	1 hrs. 35 min.	Fisher-Klingenstein Films	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backroads.htm	Back Roads	N/A	11809387		13-Mar-81	1 hrs. 44 min.	Warner Bros.	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backintime2014.htm	Back in Time (Congcong Nanian)	N/A	569280		12-Dec-14	N/A	China Lion	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backto1942.htm	Back to 1942	N/A	312954		30-Nov-12	2 hrs. 26 min.	China Lion	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backtobataan.htm	Back to Bataan	N/A			31-May-45	1 hrs. 35 min.	RKO	War	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backtonormandy.htm	Back to Normandy	N/A	503		30-Jul-08	1 hrs. 53 min.	Kino	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backtoschool.htm	Back to School	N/A	91258000		13-Jun-86	1 hrs. 36 min.	Orion Pictures	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backtothebeach.htm	Back to the Beach	N/A	13110903		7-Aug-87	1 hrs. 32 min.	Paramount	Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backtothefuture.htm	Back to the Future	$19 million	210609762		3-Jul-85	1 hrs. 51 min.	Universal	Sci-Fi Adventure	PG	"Nominated for Four Oscars, Including One Win."
http://www.boxofficemojo.com/movies/?id=backtothefutureday.htm	Back to the Future Day	N/A	1650000		21-Oct-15	N/A	Universal Home Entertainment	Action Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backtothefuture2.htm	Back to the Future Part II	$40 million	118450002		22-Nov-89	1 hrs. 48 min.	Universal	Sci-Fi Adventure	PG	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=backtothefuture3.htm	Back to the Future Part III	$40 million	87727583		25-May-90	1 hrs. 58 min.	Universal	Western	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backtothejurassic.htm	Back to the Jurassic	N/A	4351		9-Jun-15	1 hrs. 26 min.	CJ Entertainment	Animation	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backbeat.htm	Backbeat	N/A	2392589		15-Apr-94	1 hrs. 40 min.	Gramercy	Music Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backcountry.htm	Backcountry	N/A	13848		20-Mar-15	1 hrs. 32 min.	IFC	Drama / Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backdraft.htm	Backdraft	N/A	77868585		24-May-91	2 hrs. 15 min.	Universal	Action Drama	R	Nominated for Three Oscars.
http://www.boxofficemojo.com/movies/?id=backgammon.htm	Backgammon	N/A			11-Mar-16	1 hrs. 29 min.	Gravitas Ventures	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backseat.htm	Backseat	N/A	12343		28-Mar-08	1 hrs. 20 min.	Truly Indie	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backstage.htm	Backstage	N/A	1191835		6-Sep-00	1 hrs. 27 min.	Miramax	Documentary	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backstage06.htm	Backstage (2006)	N/A	12663		22-Nov-06	1 hrs. 55 min.	Strand	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backstreetboys2015.htm	Backstreet Boys: Show 'Em What You're Made Of	N/A	153068		30-Jan-15	1 hrs. 41 min.	Gravitas Ventures	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=backwards.htm	Backwards	N/A	61465		21-Sep-12	1 hrs. 29 min.	Dada Films	Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badassesonthebayou.htm	Bad Asses on the Bayou	N/A			6-Mar-15	1 hrs. 25 min.	Samuel Goldwyn	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badblood.htm	Bad Blood (re-issue)	N/A	5812		27-Apr-01	1 hrs. 45 min.	Wellspring	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badbloodthehunger.htm	Bad Blood the Hunger	N/A	3731		26-Oct-12	1 hrs. 47 min.	Gravity Arch	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badboys.htm	Bad Boys	$19 million	65807024		7-Apr-95	2 hrs. 3 min.	Sony / Columbia	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badboys83.htm	Bad Boys (1983)	N/A	9190819		25-Mar-83	1 hrs. 43 min.	Universal	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badboys4.htm	Bad Boys 4	N/A			TBD	N/A	Sony / Columbia	Action / Adventure	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badboys2.htm	Bad Boys II	$130 million	138608444		18-Jul-03	2 hrs. 27 min.	Sony / Columbia	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badboys3.htm	Bad Boys for Life	N/A			9-Nov-18	N/A	Sony / Columbia	Action / Crime	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badcompany.htm	Bad Company	$70 million	30160161		7-Jun-02	1 hrs. 57 min.	Buena Vista	Action Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badcompany72.htm	Bad Company (1972)	N/A			8-Oct-72	1 hrs. 33 min.	Paramount	Western	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badcompany95.htm	Bad Company (1995)	N/A	3674841		20-Jan-95	1 hrs. 48 min.	Buena Vista	Crime Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baddads.htm	Bad Dads	N/A			TBD	N/A	STX Entertainment	Comedy	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baddayatblackrock.htm	Bad Day at Black Rock	N/A			7-Jan-55	1 hrs. 21 min.	MGM	Drama / Thriller	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baddreams.htm	Bad Dreams	N/A	9797098		8-Apr-88	1 hrs. 20 min.	Fox	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badeducation.htm	Bad Education	$5 million	5211842		19-Nov-04	1 hrs. 49 min.	Sony Classics	Foreign	NC-17	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badgirls.htm	Bad Girls	N/A	15240435		22-Apr-94	1 hrs. 39 min.	Fox	Western	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badhurt.htm	Bad Hurt	N/A			12-Feb-16	1 hrs. 41 min.	Screen Media	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badinfluence.htm	Bad Influence	N/A	12626043		9-Mar-90	1 hrs. 39 min.	Triumph	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badlieutenant.htm	Bad Lieutenant	N/A	2000022		20-Nov-92	1 hrs. 36 min.	Aries Films	Crime Drama	NC-17	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badlieutenant09.htm	Bad Lieutenant: Port of Call New Orleans	$25 million	1702112		20-Nov-09	2 hrs. 1 min.	First Look	Crime Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badmanners.htm	Bad Manners	N/A	31687		9-Oct-98	1 hrs. 28 min.	Phaedra	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badmedicine.htm	Bad Medicine	N/A	2685453		22-Nov-85	1 hrs. 38 min.	Fox	Unknown	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badmilo.htm	Bad Milo!	N/A	19613		4-Oct-13	1 hrs. 24 min.	Magnolia	Horror Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=untitledlucasmoore.htm	Bad Moms	$20 million	113257297		29-Jul-16	1 hrs. 41 min.	STX Entertainment	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badmoon.htm	Bad Moon	N/A	1055525		1-Nov-96	1 hrs. 19 min.	Warner Bros.	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badnewsbears05.htm	Bad News Bears	$35 million	32868349		22-Jul-05	1 hrs. 51 min.	Paramount	Sports Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badsanta.htm	Bad Santa	$23 million	60060328		26-Nov-03	1 hrs. 33 min.	Dimension Films	Crime Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badsanta2.htm	Bad Santa 2	$26 million	17782178		23-Nov-16	1 hrs. 27 min.	Broad Green Pictures	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badteacher.htm	Bad Teacher	$20 million	100292856		24-Jun-11	1 hrs. 29 min.	Sony / Columbia	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badturnworse.htm	Bad Turn Worse	N/A			14-Nov-14	1 hrs. 31 min.	Starz Media	Thriller	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badwords.htm	Bad Words	N/A	7779614		14-Mar-14	1 hrs. 28 min.	Focus Features	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badass.htm	Badass	N/A			13-Apr-12	N/A	Samuel Goldwyn	Action	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badland.htm	Badland	N/A	1924		30-Nov-07	2 hrs. 40 min.	ArcAngelo Entertainment	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badlapur.htm	Badlapur	N/A	409166		20-Feb-15	2 hrs. 8 min.	Eros	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=badmaashcompany.htm	Badmaash Company	N/A			7-May-10	2 hrs. 24 min.	Yash Raj	Drama	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bagdadcafe.htm	Bagdad Cafe	N/A	3587303		22-Apr-88	1 hrs. 32 min.	Island Pictures	Unknown	PG	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=baggageclaim.htm	Baggage Claim	N/A	21569509		27-Sep-13	1 hrs. 36 min.	Fox Searchlight	Romantic Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baghban.htm	Baghban	N/A	1058803		3-Oct-03	N/A	Eros	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baghead.htm	Baghead	N/A	140106		13-Jun-08	1 hrs. 24 min.	Sony Classics	Horror Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baileysbillions.htm	Bailey's Billions	N/A	45000		5-Aug-05	1 hrs. 30 min.	Echo Bridge Entertainment	Family Comedy	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baise-moi.htm	Baise-Moi	N/A	420224		15-Sep-00	1 hrs. 17 min.	Winstar	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bait.htm	Bait	$51 million	15325127		15-Sep-00	1 hrs. 59 min.	Warner Bros.	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bajateyraho.htm	Bajatey Raho	N/A	55397		26-Jul-13	1 hrs. 50 min.	Eros	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bajiraomastani.htm	Bajirao Mastani	N/A	6557047		18-Dec-15	2 hrs. 30 min.	Eros	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bajrangibhaijaan.htm	Bajrangi Bhaijaan	N/A	8178001		17-Jul-15	2 hrs. 43 min.	Eros	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=balloffire.htm	Ball of Fire	N/A			2-Dec-41	1 hrs. 51 min.	RKO	Romantic Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ballast.htm	Ballast	N/A	77556		1-Oct-08	1 hrs. 36 min.	Alluvial Film Company	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ballerina.htm	Ballerina	N/A	114507		16-Jan-09	1 hrs. 20 min.	First Run	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ballers.htm	Ballers	N/A			TBD	N/A	Universal	Unknown	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ballet422.htm	Ballet 422	N/A	333554		6-Feb-15	1 hrs. 12 min.	Magnolia	Documentary	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=balletsrusses.htm	Ballets Russes	N/A	815848		26-Oct-05	1 hrs. 58 min.	Zeitgeist	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ecksvssever.htm	Ballistic: Ecks vs. Sever	$70 million	14307963		20-Sep-02	1 hrs. 31 min.	Warner Bros.	Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ballotmeasure9.htm	Ballot Measure 9	N/A	53819		31-Mar-95	1 hrs. 12 min.	Zeitgeist	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=pelotero.htm	Ballplayer: Pelotero	N/A	46109		13-Jul-12	1 hrs. 12 min.	Strand	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ballsoffury.htm	Balls of Fury	N/A	32886940		29-Aug-07	1 hrs. 30 min.	Rogue Pictures	Sports Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=ballstothewall.htm	Balls to the Wall	N/A	3140		21-Oct-11	N/A	Rocky Mountain Pictures	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=balseros.htm	Balseros	N/A	16783		23-Jul-03	2 hrs. 0 min.	7th Art	Documentary	Unrated	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=balto.htm	Balto	N/A	11348324		22-Dec-95	1 hrs. 14 min.	Universal	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=balzac.htm	Balzac and the Little Chinese Seamstress	N/A	666327		29-Jul-05	1 hrs. 51 min.	Empire	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bamako.htm	Bamako	N/A	112351		14-Feb-07	1 hrs. 55 min.	New Yorker	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bambi.htm	Bambi	N/A	3000000	102247150	21-Aug-42	1 hrs. 9 min.	RKO	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bambi47.htm	Bambi (Re-issue) (1947)	N/A	2200000	102247150	25-Dec-47	1 hrs. 9 min.	RKO	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bambi57.htm	Bambi (Re-issue) (1957)	N/A	6000000	102247150	3-Jul-57	1 hrs. 9 min.	Disney	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bambi66.htm	Bambi (Re-issue) (1966)	N/A	9000000	102247150	25-Mar-66	1 hrs. 9 min.	Disney	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bambi1975.htm	Bambi (Re-issue) (1975)	N/A	20000000	102247150	20-Jun-75	1 hrs. 9 min.	Disney	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bambi82.htm	Bambi (Re-issue) (1982)	N/A	23000000	102247150	4-Jun-82	1 hrs. 9 min.	Buena Vista	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bambi88.htm	Bambi (Re-issue) (1988)	N/A	39047150	102247150	15-Jul-88	1 hrs. 9 min.	Buena Vista	Animation	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bamboozled.htm	Bamboozled	N/A	2274979		6-Oct-00	2 hrs. 16 min.	New Line	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bananas.htm	Bananas	$2 million			28-Apr-71	1 hrs. 22 min.	United Artists	Unknown	GP	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandbaajabaaraat.htm	Band Baaja Baaraat	N/A	43820		10-Dec-10	2 hrs. 35 min.	Yash Raj	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandofangels.htm	Band of Angels	N/A			3-Aug-57	2 hrs. 5 min.	Warner Bros.	Romance	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandofoutsiders2016.htm	Band of Outsiders (2016 re-issue)	N/A	38004		6-May-16	1 hrs. 37 min.	Rialto	Drama	Unknown	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandofoutsiders01.htm	Band of Outsiders (Re-Issue)	N/A	28656		17-Aug-01	1 hrs. 35 min.	Rialto	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandofrobbers.htm	Band of Robbers	N/A	20555		15-Jan-16	1 hrs. 44 min.	Gravitas Ventures	Adventure Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandofthehand.htm	Band of the Hand	N/A	4865912		11-Apr-86	1 hrs. 49 min.	TriStar	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandidas.htm	Bandidas	N/A			22-Sep-06	1 hrs. 33 min.	Fox	Period Adventure	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandido.htm	Bandido	N/A	4064		10-Dec-04	1 hrs. 39 min.	Innovation Film Group	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=banditqueen.htm	Bandit Queen	N/A	399748		30-Jun-95	1 hrs. 59 min.	Arrow Releasing	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandits.htm	Bandits	$75 million	41575141		12-Oct-01	2 hrs. 3 min.	MGM	Crime Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandolero.htm	Bandolero!	N/A			1-Jun-68	1 hrs. 46 min.	Fox	Western	GP	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandslam.htm	Bandslam	N/A	5210988		14-Aug-09	1 hrs. 51 min.	Summit Entertainment	Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bandwagon.htm	Bandwagon	N/A	44544		12-Sep-97	1 hrs. 43 min.	Lions Gate	Music Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bangbang.htm	Bang Bang	N/A	2546172		2-Oct-14	2 hrs. 33 min.	FIP	Foreign / Action	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bangrajan.htm	Bang Rajan	N/A	24629		6-Aug-04	1 hrs. 11 min.	Magnolia	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bangistan.htm	Bangistan	N/A	48694		7-Aug-15	2 hrs. 15 min.	Eros	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bangkokdangerous.htm	Bangkok Dangerous	$45 million	15298133		5-Sep-08	1 hrs. 40 min.	Lionsgate	Action / Crime	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=rebirth2012.htm	Bangkok Revenge	N/A	35784		14-Sep-12	1 hrs. 21 min.	China Lion	Foreign / Action	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=banjo.htm	Banjo	N/A	25531		23-Sep-16	0 hrs. 37 min.	Eros	Action Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bankrobber.htm	Bank Robber	N/A	115842		10-Dec-93	1 hrs. 31 min.	IRS Media	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baptistsatourbarbecue.htm	Baptists at Our Barbecue	N/A	173306		8-Oct-04	1 hrs. 33 min.	Halestorm	Comedy	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bargirls.htm	Bar Girls	N/A	573953		24-Mar-95	1 hrs. 35 min.	Orion Classics	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barstarz.htm	Bar Starz	N/A			7-Mar-08	1 hrs. 33 min.	Slowhand Cinema	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baraka.htm	Baraka	N/A	1254237	1332110	24-Sep-93	1 hrs. 44 min.	Samuel Goldwyn	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baraka02.htm	Baraka (re-issue)	N/A	77873	1332110	27-Aug-02	1 hrs. 44 min.	Vitagraph	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=baran.htm	Baran	N/A	125900		7-Dec-01	1 hrs. 34 min.	Miramax	Foreign	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barbwire.htm	Barb Wire	N/A	3793614		3-May-96	1 hrs. 38 min.	Gramercy	Sci-Fi Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barbara.htm	Barbara	N/A	1013902		21-Dec-12	1 hrs. 45 min.	Adopt Films	Foreign	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barbarosa.htm	Barbarosa	N/A	1736123		19-Feb-82	1 hrs. 30 min.	Universal	Western	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barbershop.htm	Barbershop	$12 million	75782105		13-Sep-02	1 hrs. 42 min.	MGM	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barbershop2.htm	Barbershop 2: Back in Business	$30 million	65111277		6-Feb-04	1 hrs. 46 min.	MGM	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barbershop3.htm	Barbershop: The Next Cut	N/A	54030051		15-Apr-16	1 hrs. 52 min.	Warner Bros. (New Line)	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barbie.htm	Barbie	N/A			29-Jun-18	N/A	Sony / Columbia	Unknown	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barcelona.htm	Barcelona	N/A	7266973		29-Jul-94	1 hrs. 41 min.	Fine Line	Romantic Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barefoot.htm	Barefoot	N/A	15071		21-Feb-14	1 hrs. 30 min.	Roadside Attractions	Comedy / Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barelylegal.htm	Barely Legal	N/A	26511		21-Oct-05	1 hrs. 35 min.	Sony / Columbia	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barelylethal.htm	Barely Lethal	N/A	6075		30-Apr-15	1 hrs. 36 min.	A24	Action / Adventure	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barfi.htm	Barfi!	N/A	2804874		14-Sep-12	2 hrs. 30 min.	UTV Communications	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barfly.htm	Barfly	N/A	3221568		16-Oct-87	1 hrs. 40 min.	Cannon Films	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=thelegendofbarneythomson.htm	Barney Thomson	N/A			11-Mar-16	1 hrs. 36 min.	Gravitas Ventures	Crime Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barneysgreatadventure.htm	Barney's Great Adventure	N/A	12218638		3-Apr-98	1 hrs. 16 min.	PolyGram	Family	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barneysversion.htm	Barney's Version (U.S. only)	$30 million	4439201		14-Jan-11	2 hrs. 12 min.	Sony Classics	Comedy / Drama	R	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=barnyard.htm	Barnyard: The Original Party Animals	$51 million	72637803		4-Aug-06	1 hrs. 23 min.	Paramount	Animation	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=barrymunday.htm	Barry Munday	N/A			1-Oct-10	1 hrs. 34 min.	Magnolia	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bartgotaroom.htm	Bart Got a Room	N/A	53760		3-Apr-09	1 hrs. 20 min.	Anchor Bay Films	Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bartleby.htm	Bartleby	N/A	148479		24-May-02	1 hrs. 22 min.	Outrider	Unknown	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=bartonfink.htm	Barton Fink	N/A	6153939		23-Aug-91	1 hrs. 56 min.	Fox	Comedy Thriller	R	Nominated for Three Oscars.
http://www.boxofficemojo.com/movies/?id=basic.htm	Basic	N/A	26793311		28-Mar-03	1 hrs. 38 min.	Sony / Columbia	Thriller	R	No Academy Awards Information
