index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer,bom_awards,bom_awards_scr,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
4446,b11436,w35497,o8447,spacecamp,1986,18000000.0,9697739.0,-0.4612367222222222,1986-06-06 00:00:00,6.0,2.0,157.0,22.0,0.0,107.0,2.0,"""[Tim Board, John W. Wheeler]""",[ABC Motion Pictures],['Joaquin Phoenix'],Harry Winer,,Fox,['John Williams'],[William A. Fraker],"""[Patrick Bailey, Walter Coblenz, Leonard Goldberg, (executive), David Salven (associate)]""",,0.0,['Joaquin Phoenix'],['Harry Winer'],[''],['Fox'],['John Williams'],['William A. Fraker'],"['Patrick Bailey', 'Walter Coblenz', 'Leonard Goldberg', '(executive)', 'David Salven (associate)']",5.619051907936508,-0.4612367222222222,0.0,32164.623051773695,16.741127380355756,245816.91928488246,4.968541681818526
4447,b11446,w35499,o22419,spacehunter: adventures in the forbidden zone,1983,14400000.0,16500000.0,0.14583333333333334,1983-05-20 00:00:00,5.0,2.0,140.0,20.0,0.0,90.0,2.0,,"""[Columbia Pictures Corporation, Delphi I Productions (as Delphi Productions), Zone Productions]""",Peter Strauss|Molly Ringwald|Ernie Hudson|Andrea Marcovicci,Lamont Johnson,,Columbia,['Elmer Bernstein'],[Frank Tidy],"""['Don Carmody', 'Ivan Reitman']""",,0.0,"['Peter Strauss', 'Molly Ringwald', 'Ernie Hudson', 'Andrea Marcovicci']",['Lamont Johnson'],[''],['Columbia'],['Elmer Bernstein'],['Frank Tidy'],"['Don Carmody', 'Ivan Reitman']",5.96041697108067,-0.133656103286385,0.0,53226.00151865051,5.798771923595488,5.520639894730158,6.668651060463655
4448,b11447,w35505,,spanglish ,2004,80000000.0,55000000.0,-0.3125,2004-12-17 00:00:00,12.0,4.0,352.0,50.0,1.0,131.0,3.0,[Richard Marks],[Gracie Films],"""['Adam Sandler', 'Tea Leoni', 'Paz Vega', 'Thomas Haden Church*']""",['James L. Brooks'],['James L. Brooks'],Sony / Columbia,['Hans Zimmer'],[John Seale],['Richard Sakai'],,0.0,"['Adam Sandler', 'Tea Leoni', 'Paz Vega', 'Thomas Haden Church']",['James L. Brooks'],['James L. Brooks'],['Sony / Columbia'],['Hans Zimmer'],['John Seale'],['Richard Sakai'],14.893579268830539,23.278479210277776,23.278479210277776,45085.44080684535,50637.0948560242,17.768233660255067,16.196021915782314
4449,b11449,w35518,o2357,spanking the monkey,1994,200000.0,1359736.0,5.79868,1994-07-15 00:00:00,7.0,3.0,196.0,28.0,0.0,99.0,6.0,[Pamela Martin],,Jeremy Davies|Elizabeth Newett|Benjamin Hendrickson|Alberta Watson,['David O. Russell'],['David O. Russell'],Fine Line,[David Carbonara],[Michael Mayers],['David O. Russell'],,0.0,"['Jeremy Davies', 'Elizabeth Newett', 'Benjamin Hendrickson', 'Alberta Watson']",['David O. Russell'],['David O. Russell'],['Fine Line'],['David Carbonara'],['Michael Mayers'],['David O. Russell'],57.196552380952376,14.149167306122449,11.854361857142857,2.615811810075168,5.79868,5.79868,3.2433238461538463
4450,,w35527,,sparkle (1976 film),,1000000.0,4000000.0,3.0,,,,,,,,,[Gordon Scott],[RSO],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4451,b11454,w35528,,sparkle (2012 film),2012,14000000.0,24000000.0,0.7142857142857143,2012-08-17 00:00:00,8.0,3.0,230.0,33.0,0.0,116.0,3.0,[Terilyn A. Shropshire],[Stage 6 Films],"""['Terrence Jenkins', 'Jordin Sparks', 'Whitney Houston', 'Derek Luke', 'Mike Epps']""",['Salim Akil'],['Mara Brock Akil'],TriStar,['Salaam Remi'],[Anastas N. Michos],"""['Whitney Houston', 'T.D. Jakes']""",,0.0,"['Terrence Jenkins', 'Jordin Sparks', 'Whitney Houston', 'Derek Luke', 'Mike Epps']",['Salim Akil'],['Mara Brock Akil'],['TriStar'],['Salaam Remi'],['Anastas N. Michos'],"['Whitney Houston', 'T.D. Jakes']",9.216081769858368,2.714007251082251,0.7142857142857143,49687.78064095513,0.7142857142857143,1.4732072498938968,5.83409797099567
4452,b11457,w35534,,spartacus ,1960,12000000.0,60000000.0,4.0,2060-10-08 00:00:00,10.0,4.0,282.0,40.0,0.0,184.0,6.0,[Robert Lawrence],[Bryna Productions],"""['Kirk Douglas', 'Laurence Olivier', 'Jean Simmons', 'Charles Laughton', 'Peter Ustinov', 'Tony Curtis', 'John Gavin', 'Nina Foch', 'Herbert Lom', 'John Ireland', 'John Dall', 'Joanna Barnes', 'Harold J. Stone', 'Woody Strode']""",['Stanley Kubrick'],['Dalton Trumbo'],Universal,['Alex North'],"""['Russell Metty', 'Clifford Stine']""","""['Edward Lewis', 'Cinematographers']""",,0.0,"['Kirk Douglas', 'Laurence Olivier', 'Jean Simmons', 'Charles Laughton', 'Peter Ustinov', 'Tony Curtis', 'John Gavin', 'Nina Foch', 'Herbert Lom', 'John Ireland', 'John Dall', 'Joanna Barnes', 'Harold J. Stone', 'Woody Strode']",['Stanley Kubrick'],['Dalton Trumbo'],['Universal'],['Alex North'],"['Russell Metty', 'Clifford Stine']","['Edward Lewis', 'Cinematographers']",44.55958273107231,2.8443387314439947,2.29205107816092,13067.921936655492,10.13544948032368,6.190305514284718,8.074312426291586
4453,b11459,w35536,,spartan ,2004,23000000.0,8112712.0,-0.6472733913043478,2004-03-12 00:00:00,3.0,1.0,72.0,10.0,0.0,106.0,4.0,,[Franchise Pictures],"""['Val Kilmer', 'Derek Luke', 'William H. Macy', 'Clark Gregg*', 'Kristen Bell*']""",['David Mamet'],['David Mamet'],Warner Bros.,['Mark Isham'],,"""[David Bergstein, Moshe Diamant, Art Linson, Elie Samaha]""",,0.0,"['Val Kilmer', 'Derek Luke', 'William H. Macy', 'Clark Gregg', 'Kristen Bell']",['David Mamet'],['David Mamet'],['Warner Bros.'],['Mark Isham'],[''],"['David Bergstein', 'Moshe Diamant', 'Art Linson', 'Elie Samaha']",92780.81614509595,-0.6326302670807453,4.648695898933957,34236.53809162237,2.0640548337693625,0.0,2.8488087290102264
4454,b11460,w35537,,spawn ,1997,40000000.0,87800000.0,1.195,1997-08-01 00:00:00,8.0,3.0,213.0,30.0,0.0,96.0,3.0,"""[Rick Shaine, Michael N. Knue, Todd Busch]""",[Todd McFarlane Entertainment],['John Leguizamo'],,,New Line,['Graeme Revell'],[Guillermo Navarro],[Clint Goldman],,0.0,['John Leguizamo'],[''],[''],['New Line'],['Graeme Revell'],['Guillermo Navarro'],['Clint Goldman'],10.825990328105533,0.0,0.0,9.794903514281808,107873.47465531406,3.0726926145355415,1.195
4455,b11467,w35572,,species ,1995,35000000.0,113300000.0,2.237142857142857,1995-07-07 00:00:00,7.0,3.0,188.0,27.0,1.0,108.0,4.0,[Conrad Buff],,"""['Ben Kingsley', 'Michael Madsen', 'Alfred Molina', 'Forest Whitaker', 'Marg Helgenberger', 'Natasha Henstridge', 'Michelle Williams*']""",['Roger Donaldson'],,MGM,['Christopher Young'],['Andrzej Bartkowiak'],"""[Frank Mancuso, Jr., Dennis Feldman]""",,0.0,"['Ben Kingsley', 'Michael Madsen', 'Alfred Molina', 'Forest Whitaker', 'Marg Helgenberger', 'Natasha Henstridge', 'Michelle Williams']",['Roger Donaldson'],[''],['MGM'],['Christopher Young'],['Andrzej Bartkowiak'],"['Frank Mancuso', 'Jr.', 'Dennis Feldman']",703926.72690071,0.4767620565485964,0.0,8137.10081522142,7.9602971279879595,10.851558457643055,22.471426570245782
4456,b11468,w35573,o13623,species ii,1998,35000000.0,46500000.0,0.32857142857142857,1998-04-10 00:00:00,4.0,2.0,100.0,14.0,0.0,93.0,4.0,[Richard Nord],,Michael Madsen|Natasha Henstridge|Marg Helgenberger|Mykelti Williamson,['Peter Medak'],,MGM,['Ed Shearmur'],[Matthew F. Leonetti],"""[Dennis Feldman, Frank Mancuso Jr.]""",,0.0,"['Michael Madsen', 'Natasha Henstridge', 'Marg Helgenberger', 'Mykelti Williamson']",['Peter Medak'],[''],['MGM'],['Ed Shearmur'],['Matthew F. Leonetti'],"['Dennis Feldman', 'Frank Mancuso Jr.']",590163.7552483834,-0.13333333333333333,0.0,8137.10081522142,1.221627812148772,5.883827520945401,1.329468843939394
4457,,w35581,,spectre (2015 film),,245.0,880700000.0,3594692.8775510206,,,,,,,,,[Lee Smith],[Eon Productions],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4458,,w35584,,speechless (1994 film),,30000000.0,20667959.0,-0.3110680333333333,,,,,,,,,[Richard Francis-Bruce],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4459,,w35585,,speed (1994 film),,30000000.0,350400000.0,10.68,,,,,,,,,[John Wright],[Mark Gordon Productions],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4460,b11473,w35589,o6499,speed 2: cruise control,1997,110000000.0,164500000.0,0.4954545454545455,1997-06-13 00:00:00,6.0,2.0,164.0,23.0,0.0,125.0,3.0,[Alan Cody],"""[20th Century Fox, Blue Tulip Productions]""","""['Sandra Bullock', 'Willem Dafoe']""",['Jan DeBont'],['Jeff Nathanson'],Fox,['Mark Mancina'],[Jack N. Green],['Mark Gordon'],,0.0,"['Sandra Bullock', 'Willem Dafoe']",['Jan DeBont'],['Jeff Nathanson'],['Fox'],['Mark Mancina'],['Jack N. Green'],['Mark Gordon'],33.90234325856578,0.5714114832535886,3.7443838986125577,32164.623051773695,4.767010881891464,9.650807516906342,20.08451185162862
4461,b11474,w35597,,speed racer ,2008,120000000.0,93900000.0,-0.2175,2008-05-09 00:00:00,5.0,2.0,130.0,18.0,0.0,135.0,2.0,"""[Zach Staenberg, Roger Barton]""","""[Village Roadshow Pictures, Silver Pictures, Anarchos Productions]""","""['Emile Hirsch', 'Christina Ricci', 'Susan Sarandon', 'John Goodman', 'Matthew Fox']""",[],,Warner Bros.,['Michael Giacchino'],[David Tattersall],['Joel Silver'],,0.0,"['Emile Hirsch', 'Christina Ricci', 'Susan Sarandon', 'John Goodman', 'Matthew Fox']",[''],[''],['Warner Bros.'],['Michael Giacchino'],['David Tattersall'],['Joel Silver'],24.658958922644363,0.0,0.0,34236.53809162237,313945.06839144474,3.3759021696926075,143602.5568331031
4462,,w35606,,speedway (1968 film),,3000000.0,2000000.0,-0.3333333333333333,,,,,,,,,[Richard W. Farrell],[Metro-Goldwyn-Mayer],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4463,,w35622,,spendthrift ,,344332.0,278085.0,-0.19239280694213728,,,,,,,,,[Robert L. Simpson],[Paramount Pictures],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4464,,w35625,,sphere (1998 film),,7380000000.0,50100000.0,-0.9932113821138212,,,,,,,,,[Stu Linder],[Baltimore Pictures],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4465,,w35627,,sphinx ,,14000000.0,2022771.0,-0.8555163571428571,,,,,,,,,"""[Robert Swink, Michael F. Anderson]""",[Orion Pictures],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4466,,w35637,,spider-man (2002 film),,140000000.0,821700000.0,4.869285714285715,,,,,,,,,"""[Bob Murawski, Arthur Coburn]""","""[Marvel Enterprises, Laura Ziskin Productions]""",,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4467,b11489,w35638,o22128,spider-man 2,2004,200000000.0,783800000.0,2.919,2004-06-30 00:00:00,6.0,2.0,182.0,26.0,1.0,127.0,3.0,[Bob Murawski],"""[Marvel Enterprises, Laura Ziskin Productions]""","""['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'J.K. Simmons', 'Elizabeth Banks*', 'Willem Dafoe*']""",['Sam Raimi'],"""['Michael Chabon', 'Alvin Sargent']""",Sony / Columbia,"""['Danny Elfman', 'Christopher Young*']""",['Bill Pope'],"""['Kevin Feige', 'Stan Lee', 'Laura Ziskin', 'Avi Arad']""","""Nominated for Three Oscars, Including One Win.""",8.0,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'J.K. Simmons', 'Elizabeth Banks', 'Willem Dafoe']",['Sam Raimi'],"['Michael Chabon', 'Alvin Sargent']",['Sony / Columbia'],"['Danny Elfman', 'Christopher Young']",['Bill Pope'],"['Kevin Feige', 'Stan Lee', 'Laura Ziskin', 'Avi Arad']",3989512.53821543,5.750113873092779,411926.8641489945,45085.44080684535,17.113111728374484,454501.7065769562,757906.0540334992
4468,b11490,w35639,o3933,spider-man 3,2007,258000000.0,890900000.0,2.4531007751937985,2007-05-04 00:00:00,5.0,2.0,124.0,17.0,0.0,139.0,3.0,[Bob Murawski],"""[Marvel Studios, Laura Ziskin Productions]""","""['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Thomas Haden Church', 'Topher Grace', 'Bryce Dallas Howard', 'Elizabeth Banks*', 'Willem Dafoe*']""",['Sam Raimi'],['Alvin Sargent'],Sony / Columbia,['Christopher Young'],['Bill Pope'],"""['Kevin Feige', 'Stan Lee', 'Laura Ziskin', 'Avi Arad']""",,0.0,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Thomas Haden Church', 'Topher Grace', 'Bryce Dallas Howard', 'Elizabeth Banks', 'Willem Dafoe']",['Sam Raimi'],['Alvin Sargent'],['Sony / Columbia'],['Christopher Young'],['Bill Pope'],"['Kevin Feige', 'Stan Lee', 'Laura Ziskin', 'Avi Arad']",74.53085914781929,5.750113873092779,411915.9451489945,45085.44080684535,7.9602971279879595,454501.7065769562,757906.0540334992
4469,b11494,w35648,o21412,spies like us,1985,22000000.0,60000000.0,1.7272727272727273,1985-12-06 00:00:00,12.0,4.0,340.0,48.0,0.0,102.0,2.0,[Malcolm Campbell],,Chevy Chase|Dan Aykroyd|Steve Forrest|Donna Dixon,['John Landis'],,Warner Bros.,['Elmer Bernstein'],[Robert Paynter],['Brian Grazer'],,0.0,"['Chevy Chase', 'Dan Aykroyd', 'Steve Forrest', 'Donna Dixon']",['John Landis'],[''],['Warner Bros.'],['Elmer Bernstein'],['Robert Paynter'],['Brian Grazer'],5.8513325224854995,5.224515517635697,0.0,34236.53809162237,5.798771923595488,4.909337902837903,26241.82544816762
4470,b11503,w35686,o16343,spirit: stallion of the cimarron,2002,80000000.0,122600000.0,0.5325,2002-05-24 00:00:00,5.0,2.0,144.0,20.0,1.0,84.0,7.0,"""[Nick Fletcher, Clare De Chenu]""",[DreamWorks Animation],['Matt Damon*'],['Kelly Asbury'],['John Fusco'],DreamWorks,['Hans Zimmer'],,"""['Jeffrey Katzenberg', 'Mireille Soria']""",Nominated for One Oscar.,1.0,['Matt Damon'],['Kelly Asbury'],['John Fusco'],['DreamWorks'],['Hans Zimmer'],[''],"['Jeffrey Katzenberg', 'Mireille Soria']",12.909812913666645,4.8511296296296305,2.891744975757576,92975.8247440015,50637.0948560242,0.0,7.781107658983316
4471,,w35690,,spitfire (1934 film),,223000.0,604000.0,1.7085201793721974,,,,,,,,,,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,b11507,w35692,,splash ,1984,8000000.0,69821334.0,7.72766675,1984-03-09 00:00:00,3.0,1.0,69.0,10.0,0.0,111.0,2.0,"""[Daniel P. Hanley, Mike Hill]""",[Touchstone Films],['Tom Hanks'],['Ron Howard'],,Buena Vista,[Lee Holdridge],[Donald Peterman],['Brian Grazer'],Nominated for One Oscar.,1.0,['Tom Hanks'],['Ron Howard'],[''],['Buena Vista'],['Lee Holdridge'],['Donald Peterman'],['Brian Grazer'],1991.5777563541758,72537.51597012221,0.0,29837.947263543883,2.9492978171296294,10.756194058861624,26241.82544816762
4473,,w35709,,split (2016 american film),,9000000.0,274100000.0,29.45555555555556,,,,,,,,,[Luke Franco Ciarrocchi],"""[Blinding Edge Pictures, Blumhouse Productions]""",,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4474,,w35712,,split second (1992 film),,7000000.0,5400000.0,-0.2285714285714285,,,,,,,,,[Dan Rae],"""[Muse Productions, Challenge Films]""",,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4475,,w35729,,spongebob squarepants (film series),,104000000.0,463600000.0,3.457692307692308,,,,,,,,,,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4476,,w35753,o1622,sporting blood,1931,302000.0,893000.0,1.9569536423841056,2031-08-08 00:00:00,8.0,3.0,220.0,31.0,0.0,,,"""[William S. Gray, (uncredited)]""",,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4477,b11525,w35764,,spotlight ,2015,20000000.0,92200000.0,3.61,2015-11-06 00:00:00,11.0,4.0,310.0,44.0,1.0,129.0,4.0,[Tom McArdle],,"""['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'Stanley Tucci', 'John Slattery']""",['Tom McCarthy'],"""['Tom McCarthy', 'Josh Singer']""",Open Road Films,['Howard Shore'],[Masanobu Takayanagi],"""[Blye Pagon Faust, Steve Golin, Nicole Rocklin, Michael Sugar]""","""Nominated for Six Oscars, Including Two Wins.""",16.0,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'Stanley Tucci', 'John Slattery']",['Tom McCarthy'],"['Tom McCarthy', 'Josh Singer']",['Open Road Films'],['Howard Shore'],['Masanobu Takayanagi'],"['Blye Pagon Faust', 'Steve Golin', 'Nicole Rocklin', 'Michael Sugar']",748064.663185357,25.984814,40.30444742857143,10.883156840105713,16.86054428778139,18.116892918402353,66.5711279207704
4478,b11531,w35775,,spring breakers,2012,5000000.0,31700000.0,5.34,2013-03-15 00:00:00,3.0,1.0,74.0,10.0,0.0,94.0,4.0,[Douglas Crise],"""[Muse Productions, Annapurna Pictures, Division Films, Radar Productions]""","""['James Franco', 'Vanessa Hudgens', 'Selena Gomez', 'Ashley Benson', 'Rachel Korine']""",['Harmony Korine'],['Harmony Korine'],A24,"""[Skrillex, Cliff Martinez]""",[BenoiÌt Debie],"""[Chris Hanley, Jordan Gertner, David Zander, Charles-Marie Anthonioz]""",,0.0,"['James Franco', 'Vanessa Hudgens', 'Selena Gomez', 'Ashley Benson', 'Rachel Korine']",['Harmony Korine'],['Harmony Korine'],['A24'],"['Skrillex', 'Cliff Martinez']",['BenoiÌ\x82t Debie'],"['Chris Hanley', 'Jordan Gertner', 'David Zander', 'Charles-Marie Anthonioz']",458922.0216557508,1.15929045340838,5.34,15.648456453293651,8.474820422928353,2.40408255,19.299999999999997
4479,,w35798,,spy (2015 film),,65000000.0,235700000.0,2.6261538461538456,,,,,,,,,"""[Brent White, Melissa Bretherton]""",,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4480,b11542,w35802,o5187,spy hard,1996,18.0,26.9,0.4944444444444444,1996-05-24 00:00:00,5.0,2.0,145.0,20.0,1.0,81.0,3.0,[Eric Sears],[Hollywood Pictures],['Leslie Nielsen'],Rick Friedberg,['Jason Friedberg'],Buena Vista,[Bill Conti],['John R. Leonetti'],"""[Rick Friedberg, Doug Draizin, Jeffrey Konvitz]""",,0.0,['Leslie Nielsen'],['Rick Friedberg'],['Jason Friedberg'],['Buena Vista'],['Bill Conti'],['John R. Leonetti'],"['Rick Friedberg', 'Doug Draizin', 'Jeffrey Konvitz']",3.7559010027413535,0.4944444444444444,3.1852452177510004,29837.947263543883,1823.1400676359244,163509.4793435046,1.4833333333333332
4481,b11543,w35804,o20110,spy kids,2001,35000000.0,147900000.0,3.2257142857142855,2001-03-30 00:00:00,3.0,1.0,89.0,12.0,0.0,90.0,2.0,[Robert Rodriguez],"""[Dimension Films, Troublemaker Studios]""","""['Antonio Banderas', 'Carla Gugino', 'Alexa Vega']""",['Robert Rodriguez'],['Robert Rodriguez'],Miramax,"""['John Debney', 'Danny Elfman']""",[Guillermo Navarro],['Robert Rodriguez'],,0.0,"['Antonio Banderas', 'Carla Gugino', 'Alexa Vega']",['Robert Rodriguez'],['Robert Rodriguez'],['Miramax'],"['John Debney', 'Danny Elfman']",['Guillermo Navarro'],['Robert Rodriguez'],214430.7094492794,34253.84051379614,33.8577347638354,16.049127728176597,13.776033047901247,3.0726926145355415,36888.784322152256
4482,b11544,w35805,,spy kids 2: the island of lost dreams,2002,38000000.0,119700000.0,2.15,2002-08-07 00:00:00,8.0,3.0,219.0,31.0,0.0,100.0,2.0,[Robert Rodriguez],"""[Dimension Films, Troublemaker Studios]""","""['Antonio Banderas', 'Carla Gugino', 'Alexa Vega']""",['Robert Rodriguez'],['Robert Rodriguez'],Dimension Films,['John Debney'],[Robert Rodriguez],['Robert Rodriguez'],,0.0,"['Antonio Banderas', 'Carla Gugino', 'Alexa Vega']",['Robert Rodriguez'],['Robert Rodriguez'],['Dimension Films'],['John Debney'],['Robert Rodriguez'],['Robert Rodriguez'],214430.7094492794,34253.84051379614,33.8577347638354,2.1210015966635924,4.6232184475147236,59942.82558051244,36888.784322152256
4483,b11545,w35806,o9793,spy kids 3-d: game over,2003,38000000.0,197000000.0,4.1842105263157885,2003-07-25 00:00:00,7.0,3.0,206.0,29.0,0.0,84.0,2.0,[Robert Rodriguez],"""[Dimension Films, Troublemaker Studios]""","""['Carla Gugino', 'Alexa Vega', 'Antonio Banderas', 'Sylvester Stallone', 'Elijah Wood*', 'Selena Gomez*']""",['Robert Rodriguez'],['Robert Rodriguez'],Dimension Films,[Robert Rodriguez],[Robert Rodriguez],['Robert Rodriguez'],,0.0,"['Carla Gugino', 'Alexa Vega', 'Antonio Banderas', 'Sylvester Stallone', 'Elijah Wood', 'Selena Gomez']",['Robert Rodriguez'],['Robert Rodriguez'],['Dimension Films'],['Robert Rodriguez'],['Robert Rodriguez'],['Robert Rodriguez'],805313.2893451004,34253.84051379614,33.8577347638354,2.1210015966635924,3.2026682126772865,59942.82558051244,36888.784322152256
4484,b11546,w35807,o2676,spy kids: all the time in the world,2011,27000000.0,85600000.0,2.1703703703703705,2011-08-19 00:00:00,8.0,3.0,231.0,33.0,0.0,88.0,2.0,[Dan Zimmerman],"""[Troublemaker Studios, Dimension Films]""","""['Jessica Alba', 'Antonio Banderas', 'Ricky Gervais', 'Joel McHale', 'Jeremy Piven', 'Daryl Sabara', 'Danny Trejo', 'Alexa Vega']""",['Robert Rodriguez'],['Robert Rodriguez'],Weinstein / Dimension,"""['Robert Rodriguez', 'Carl Thiel']""","""[Robert Rodriguez, Jimmy Lindsey]""",['Robert Rodriguez'],,0.0,"['Jessica Alba', 'Antonio Banderas', 'Ricky Gervais', 'Joel McHale', 'Jeremy Piven', 'Daryl Sabara', 'Danny Trejo', 'Alexa Vega']",['Robert Rodriguez'],['Robert Rodriguez'],['Weinstein / Dimension'],"['Robert Rodriguez', 'Carl Thiel']","['Robert Rodriguez', 'Jimmy Lindsey']",['Robert Rodriguez'],214438.08231422637,34253.84051379614,33.8577347638354,59907.320522059556,119815.5533563794,59945.510447411914,36888.784322152256
4485,,w35842,o4487,sssssss,1973,1030000.0,1000000.0,-0.029126213592233014,1973-07-01 00:00:00,7.0,3.0,182.0,26.0,1.0,99.0,2.0,[Robert Watts],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4486,b11549,w35849,,st. elmo's fire ,1985,10000000.0,37803872.0,2.7803872000000003,1985-06-28 00:00:00,6.0,2.0,179.0,25.0,1.0,110.0,4.0,[Richard Marks],[],"""['Emilio Estevez', 'Rob Lowe', 'Andrew McCarthy', 'Demi Moore', 'Judd Nelson', 'Ally Sheedy', 'Mare Winningham']""",['Joel Schumacher'],,Columbia,[David Foster],[Stephen H. Burum],['Lauren Schuler Donner'],,0.0,"['Emilio Estevez', 'Rob Lowe', 'Andrew McCarthy', 'Demi Moore', 'Judd Nelson', 'Ally Sheedy', 'Mare Winningham']",['Joel Schumacher'],[''],['Columbia'],['David Foster'],['Stephen H. Burum'],['Lauren Schuler Donner'],22.40915892053164,3.4718050501811915,0.0,53226.00151865051,0.6542766976190477,6.4363602138402385,386965.87583975156
4487,b11550,w35845,,st. vincent ,2014,13000000.0,54800000.0,3.2153846153846155,2014-10-10 00:00:00,10.0,4.0,283.0,40.0,1.0,102.0,3.0,"""[Sarah Flack, Peter Teschner]""","""[Chernin Entertainment, Crescendo Productions]""","""['Jaden Lieberher', 'Naomi Watts', 'Melissa McCarthy', """"Chris O'Dowd"""", 'Bill Murray', 'Terrence Howard']""",['Theodore Melfi'],['Theodore Melfi'],Weinstein Company,['Theodore Shapiro'],[John Lindley],"""['Don Cheadle', 'Peter Chernin', 'Theodore Melfi']""",,0.0,"['Jaden Lieberher', 'Naomi Watts', 'Melissa McCarthy', 'Chris ODowd', 'Bill Murray', 'Terrence Howard']",['Theodore Melfi'],['Theodore Melfi'],['Weinstein Company'],['Theodore Shapiro'],['John Lindley'],"['Don Cheadle', 'Peter Chernin', 'Theodore Melfi']",196404.8173598484,8.591692307692307,1.8976923076923078,104154.97281096452,2.703510883460517,4.216144900522884,112699.06160219204
4488,b11553,w35864,o14831,stage door,1937,952000.0,1762000.0,0.8508403361344538,2037-10-08 00:00:00,10.0,4.0,281.0,40.0,0.0,92.0,6.0,[William Hamilton],[RKO Radio Pictures],"""['Katharine Hepburn', 'Ginger Rogers', 'Adolphe Menjou', 'Gail Patrick', 'Constance Collier', 'Andrea Leeds', 'Samuel S. Hinds', 'Lucille Ball', 'Eve Arden', 'Ann Miller']""",['Gregory La Cava'],"""['Morrie Ryskind', 'Anthony Veiller']""",RKO,['Roy Webb'],['Robert de Grasse'],['Pandro S. Berman'],,0.0,"['Katharine Hepburn', 'Ginger Rogers', 'Adolphe Menjou', 'Gail Patrick', 'Constance Collier', 'Andrea Leeds', 'Samuel S. Hinds', 'Lucille Ball', 'Eve Arden', 'Ann Miller']",['Gregory La Cava'],"['Morrie Ryskind', 'Anthony Veiller']",['RKO'],['Roy Webb'],['Robert de Grasse'],['Pandro S. Berman'],37.222527820939284,0.19188723393549037,1.8366740939760962,2.830048621793447,3.2029444504369797,1.0073149507200196,1.375532436566235
4489,,w35881,,stagecoach (1939 film),,531374.0,1103757.0,1.0771753981188392,,,,,,,,,"""[Otho Lovering, Dorothy Spencer, Walter Reynolds]""",[Walter Wanger Productions],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
4490,,w35882,,stagecoach (1966 film),,3500000.0,4000000.0,0.14285714285714285,,,,,,,,,"""[Hugh S. Fowler, A.C.E.]""",,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
