key_bom,key_wiki,key_omdb,bom_title,wiki_title,omdb_title,year_bom_format,year_wiki_format,year_omdb_format,wiki_budget,wiki_gross,bom_budget,bom_domestic_gross,bom_worldwide_revenue,budget,gross
,w29962,,,posse (1993 film),,,,,10000000.0,18289763.0,,0.0,,,
,w31873,,,rio rita (1929 film),,,,,678000.0,2400000.0,,0.0,,,
,w22615,,,locke ,,,,,2000000.0,5000000.0,,0.0,,,
,w18170,,,house of usher ,,,,,300000.0,1450000.0,,0.0,,,
,w25811,,,mother's day (2016 film),,,,,25000000.0,48400000.0,,0.0,,,
,w10563,,,a dog of flanders (1999 film),,,,,7000000.0,2165637.0,,0.0,,,
,w8174,,,copacabana (1947 film),,,,,1300000.0,1250000.0,,0.0,,,
,w720,,,Ãon flux ,,,,,65000000.0,52300000.0,,0.0,,,
,w42838,,,the yellow handkerchief (2008 film),,,,,15500000.0,318623.0,,0.0,,,
,w23950,,,man on fire (2004 film),,,,,70000000.0,130300000.00000001,,0.0,,,
,w37112,,,swingers (1996 film),,,,,200000.0,4600000.0,,0.0,,,
,w11373,,,"""east side, west side (1949 film)""",,,,,1754000.0,2540000.0,,0.0,,,
,w2154,,,ask any girl ,,,,,1140000.0,3475000.0,,0.0,,,
,w41642,,,while we're young ,,,,,10000000.0,17300000.0,,0.0,,,
,w4852,,,boomerang (1947 film),,,,,1140000.0,2250000.0,,0.0,,,
,w19052,,,in person ,,,,,493000.0,715000.0,,0.0,,,
,w37076,,,swept away (2002 film),,,,,10000000.0,1000000.0,,0.0,,,
,w42204,,,winter carnival ,,,,,412640.0,474286.0,,0.0,,,
,w12227,,,faces in the crowd ,,,,,15000000.0,2078672.0,,0.0,,,
,w13342,,,flipper (1996 film),,,,,25000000.0,20080020.0,,0.0,,,
,w27461,,,north (1994 film),,,,,40000000.0,7100000.0,,0.0,,,
,w11901,,,ever after,,,,,26000000.0,98000000.0,,0.0,,,
,w20284,,,joy ride (2001 film),,,,,23000000.0,36600000.0,,0.0,,,
,w16339,,,hard candy ,,,,,950000.0,8300000.000000001,,0.0,,,
,w1165,,,all through the night ,,,,,600000.0,1100000.0,,0.0,,,
,w30825,,,the rack ,,,,,779000.0,765000.0,,0.0,,,
,w30004,,,powder ,,,,,9500000.0,30862156.0,,0.0,,,
,w25985,,,mr. right (2015 film),,,,,8000000.0,397903.0,,0.0,,,
,w24452,,,the mating game ,,,,,867000.0,3925000.0,,0.0,,,
,w29048,,,payment deferred ,,,,,197000.0,304000.0,,0.0,,,
,w22824,,,loose cannons (1990 film),,,,,15000000.0,5585154.0,,0.0,,,
,w968,,,alfie (2004 film),,,,,60000000.0,35200000.0,,0.0,,,
,w30167,,,pride & prejudice (2005 film),,,,,,121100000.0,,0.0,,,
,w34169,,,the show-off (1934 film),,,,,162000.0,397000.0,,0.0,,,
,w16863,,,helen of troy ,,,,,6000000.0,3200000.0,,0.0,,,
,w18628,,,i remember mama ,,,,,3068000.0,2900000.0,,0.0,,,
,w43048,,,youngblood (1986 film),,,,,8000000.0,15448384.0,,0.0,,,
,w39057,,,the toxic avenger ,,,,,500000.0,800000.0,,0.0,,,
,w34687,,,slam dance ,,,,,4500000.0,406881.0,,0.0,,,
,w40291,,,vacation (2015 film),,,,,31000000.0,104900000.0,,0.0,,,
,w19077,,,in the blood (2014 film),,,,,10000000.0,51279.0,,0.0,,,
,w35900,,,stakeout (1987 film),,,,,14500000.0,65673233.0,,0.0,,,
,w39528,,,tucker & dale vs. evil,,,,,5000000.0,4700000.0,,0.0,,,
,w22856,,,the lords of salem ,,,,,1500000.0,1544989.0,,0.0,,,
,w23938,,,man of the house (2005 film),,,,,40000000.0,21577624.0,,0.0,,,
,w19000,,,in dreams ,,,,,30000000.0,12000000.0,,0.0,,,
,w31620,,,revenge (1990 film),,,,,20000000.0,15535771.0,,0.0,,,
,w25713,,,morgan (2016 film),,,,,8000000.0,8800000.0,,0.0,,,
,w32414,,,ruby (1977 film),,,,,600000.0,16000000.0,,0.0,,,
,w41084,,,way out west (1930 film),,,,,413000.0,497000.0,,0.0,,,
,w14271,,,the fury (1978 film),,,,,7500000.0,24000000.0,,0.0,,,
,w38868,,,too late the hero ,,,,,6250000.0,1590000.0,,0.0,,,
,w37373,,,taras bulba (1962 film),,,,,6000000.0,3400000.0,,0.0,,,
,w2524,,,the bachelor (1999 film),,,,,21000000.0,36911617.0,,0.0,,,
,w43074,,,youth in revolt ,,,,,18000000.0,19651093.0,,0.0,,,
,w6813,,,charade (1963 film),,,,,3000000.0,13474588.0,,0.0,,,
,w13679,,,forget me not (2009 film),,,,,1300000.0,10345.0,,0.0,,,
,w32101,,,robots (2005 film),,,,,75000000.0,260700000.0,,0.0,,,
,w15528,,,graduation day ,,,,,250000.0,23894000.0,,0.0,,,
,w5108,,,the boys from brazil ,,,,,12000000.0,19000000.0,,0.0,,,
,w29182,,,percy jackson (film series),,,,,185000000.0,428700000.0,,0.0,,,
,w6728,,,chairman of the board ,,,,,10000000.0,181233.0,,0.0,,,
,w16425,,,harlow (paramount film),,,,,2500000.0,3400000.0,,0.0,,,
,w30325,,,private parts (1997 film),,,,,28000000.0,41200000.0,,0.0,,,
,w20944,,,kingpin (1996 film),,,,,27000000.0,25023434.0,,0.0,,,
,w32279,,,room for one more ,,,,,1079000.0,2750000.0,,0.0,,,
,w18182,,,house on haunted hill (1999 film),,,,,19000000.0,40800000.0,,0.0,,,
,w30551,,,the punisher (2004 film),,,,,33000000.0,54700000.0,,0.0,,,
,w27296,,,no escape (1994 film),,,,,20000000.0,15300000.0,,0.0,,,
,w22223,,,lights out (2016 film),,,,,4900000.0,148900000.0,,0.0,,,
,w17727,,,a home at the end of the world ,,,,,6500000.0,1548955.0,,0.0,,,
,w31912,,,risen (2016 film),,,,,20000000.0,46100000.0,,0.0,,,
,w5559,,,the brothers (2001 film),,,,,6000000.0,27958191.0,,0.0,,,
,w12113,,,extinction ,,,,,8000000.0,2300000.0,,0.0,,,
,w5230,,,breakfast at tiffany's ,,,,,2500000.0,14000000.0,,0.0,,,
,w11488,,,the egg and i ,,,,,1900000.0,5750000.0,,0.0,,,
,w39175,,,transformers ,,,,,150000000.0,709700000.0,,0.0,,,
,w2095,,,arthur (1981 film),,,,,7000000.0,95461682.0,,0.0,,,
,w41681,,,the white angel (1936 film),,,,,506000.0,1416000.0,,0.0,,,
,w40708,,,the vow (2012 film),,,,,30000000.0,196100000.0,,0.0,,,
,w6739,,,the challenge (1948 film),,,,,150000.0,400000.0,,0.0,,,
,w40973,,,warrior (2011 film),,,,,25000000.0,23100000.0,,0.0,,,
,w12996,,,finian's rainbow ,,,,,3500000.0,11600000.0,,0.0,,,
,w35857,,,the st. valentine's day massacre ,,,,,2175000.0,1700000.0,,0.0,,,
,w23207,,,love! valour! compassion! ,,,,,2000000.0,2900000.0,,0.0,,,
,w11780,,,escapade (1935 film),,,,,467000.0,975000.0,,0.0,,,
,w13190,,,five weeks in a balloon ,,,,,2340000.0,1200000.0,,0.0,,,
,w34682,,,slacker ,,,,,23000.0,1228108.0,,0.0,,,
,w41003,,,watch the birdie (1950 film),,,,,996000.0,1844000.0,,0.0,,,
,w33958,,,she's the one (1996 film),,,,,3000000.0,13800000.0,,0.0,,,
,w36590,,,the student prince ,,,,,2438000.0,5341000.0,,0.0,,,
,w15368,,,good guys wear black,,,,,1000000.0,18300000.0,,0.0,,,
,w24047,,,man-thing ,,,,,30000000.0,1100000.0,,0.0,,,
,w31172,,,the red badge of courage ,,,,,1673000.0,1080000.0,,0.0,,,
,w20550,,,the karate kid (2010 film),,,,,40000000.0,360000000.0,,0.0,,,
,w20635,,,key witness (1960 film),,,,,857000.0,810000.0,,0.0,,,
,w24192,,,margaret (2011 film),,,,,14000000.0,623292.0,,0.0,,,
,w25187,,,mindscape ,,,,,4400000.0,1200000.0,,0.0,,,
,w27844,,,old fashioned ,,,,,600000.0,1900000.0,,0.0,,,
,w14751,,,ghost town (2008 film),,,,,20000000.0,27100000.0,,0.0,,,
,w11024,,,dream house (2011 film),,,,,50000000.0,38500000.0,,0.0,,,
,w17560,,,the hobbit (film series),,,,,675000000.0,2932000.0,,0.0,,,
,w8660,,,crossfire ,,,,,678000.0,2500000.0,,0.0,,,
,w10530,,,the doctor (1991 film),,,,,12000000.0,38120905.0,,0.0,,,
,w18363,,,humoresque (1946 film),,,,,2164000.0,3399000.0,,0.0,,,
,w24064,,,manakamana ,,,,,10000.0,30029.0,,0.0,,,
,w22775,,,"""the long, long trailer""",,,,,1534000.0,4985000.0,,0.0,,,
,w23438,,,ma and pa kettle ,,,,,200000.0,2850000.0,,0.0,,,
,w11502,,,the egyptian ,,,,,3900000.0,4250000.0,,0.0,,,
,w5387,,,bring 'em back alive ,,,,,100000.0,1044000.0,,0.0,,,
,w14264,,,fury (1936 film),,,,,604000.0,1300000.0,,0.0,,,
,w18039,,,hot summer night ,,,,,355000.0,500000.0,,0.0,,,
,w10511,,,dr. dolittle ,,,,,70500000.0,294400000.0,,0.0,,,
,w18821,,,the iceman ,,,,,10000000.0,4400000.0,,0.0,,,
,w37136,,,swoon ,,,,,250000.0,340147.0,,0.0,,,
,w20885,,,king of kings (1961 film),,,,,5037000.0,13400000.0,,0.0,,,
,w19455,,,invaders from mars (1986 film),,,,,7000000.0,4900000.0,,0.0,,,
,w30952,,,ramona (1936 film),,,,,600000.0,1000000.0,,0.0,,,
,w23579,,,madea's big happy family ,,,,,25000000.0,54161287.0,,0.0,,,
,w40596,,,the virgin suicides ,,,,,6100000.0,10409377.0,,0.0,,,
,w37375,,,target (1985 film),,,,,13000000.0,9023199.0,,0.0,,,
,w34616,,,skin deep (1989 film),,,,,9000000.0,19700000.0,,0.0,,,
,w15236,,,gold (2016 film),,,,,20000000.0,10100000.0,,0.0,,,
,w34158,,,show boat (1951 film),,,,,2389000.0,7621000.0,,0.0,,,
,w16667,,,heart beat ,,,,,12000000.0,56000000.0,,0.0,,,
,w15498,,,gossip (2000 american film),,,,,24000000.0,12591270.0,,0.0,,,
,w19332,,,inside job (2010 film),,,,,2000000.0,7871522.0,,0.0,,,
,w3227,,,becket (1964 film),,,,,3000000.0,9100000.0,,0.0,,,
,w19901,,,jane eyre (1943 film),,,,,1705000.0,1750000.0,,0.0,,,
,w1590,,,anastasia (1956 film),,,,,3520000.0,5000000.0,,0.0,,,
,w28322,,,othello (1995 film),,,,,11000000.0,2844379.0,,0.0,,,
,w34250,,,the siege (1998 film),,,,,70000000.0,116700000.0,,0.0,,,
,w13881,,,frankenstein (1931 film),,,,,262007.0,12000000.0,,0.0,,,
,w19173,,,inchon ,,,,,46000000.0,5200000.0,,0.0,,,
,w27393,,,noah (2014 film),,,,,125000000.0,362600000.0,,0.0,,,
,w42586,,,the woodsman (2004 film),,,,,2500000.0,4700000.0,,0.0,,,
,w19515,,,the invitation (2015 film),,,,,1000000.0,354835.0,,0.0,,,
,w13957,,,free style ,,,,,10000000.0,721108.0,,0.0,,,
,w34357,,,silver river ,,,,,3204000.0,3484000.0,,0.0,,,
,w4175,,,black hand (1950 film),,,,,774000.0,1210000.0,,0.0,,,
,w12342,,,the fallen (2004 film),,,,,600000.0,1000000.0,,0.0,,,
,w27921,,,omen iii: the final conflict,,,,,5000000.0,20471382.0,,0.0,,,
,w15358,,,the good doctor (2011 film),,,,,6000000.0,5206.0,,0.0,,,
,w11641,,,empire state (2013 film),,,,,11000000.0,3700000.0,,0.0,,,
,w38236,,,three coins in the fountain ,,,,,1700000.0,5000000.0,,0.0,,,
,w9612,,,dear john (2010 film),,,,,25000000.0,114900000.0,,0.0,,,
,w11999,,,evita (1996 film),,,,,55000000.0,141000000.0,,0.0,,,
,w26848,,,never cry wolf ,,,,,11000000.0,27600000.0,,0.0,,,
,w39670,,,twister (1996 film),,,,,92000000.0,494400000.0,,0.0,,,
,w2278,,,attack (1956 film),,,,,810000.0,2000000.0,,0.0,,,
,w15263,,,the golden bowl ,,,,,15000000.0,5753678.0,,0.0,,,
,w42221,,,winterset ,,,,,407000.0,682000.0,,0.0,,,
,w108,,,91â2 weeks,,,,,17000000.0,100000000.0,,0.0,,,
,w33753,,,shadow on the wall ,,,,,701000.0,769000.0,,0.0,,,
,w12439,,,fantastic beasts and where to find them ,,,,,180000000.0,814000000.0,,0.0,,,
,w38807,,,"""tom, dick and harry (1941 film)""",,,,,806000.0,1628000.0,,0.0,,,
,w40685,,,volcano (1997 film),,,,,90000000.0,122800000.0,,0.0,,,
,w6430,,,carousel ,,,,,3380000.0,3750000.0,,0.0,,,
,w28697,,,palo alto (2013 film),,,,,1000000.0,1200000.0,,0.0,,,
,w20345,,,julius caesar (1953 film),,,,,2070000.0,3920000.0,,0.0,,,
,w30016,,,the power and the prize,,,,,1455000.0,1070000.0,,0.0,,,
,w3056,,,battleground ,,,,,1631000.0,6269000.0,,0.0,,,
,w6542,,,the cat and the fiddle ,,,,,843000.0,455000.0,,0.0,,,
,w32635,,,sahara (1983 film),,,,,25000000.0,1402962.0,,0.0,,,
,w28752,,,paper moon ,,,,,2500000.0,30900000.0,,0.0,,,
,w32452,,,rumpelstiltskin (1995 film),,,,,3000000.0,306494.0,,0.0,,,
,w37642,,,tension ,,,,,682000.0,776000.0,,0.0,,,
,w34538,,,sisters (1973 film),,,,,500000.0,1000000.0,,0.0,,,
,w7115,,,china girl (1987 film),,,,,1263092.0,1262091.0,,0.0,,,
,w28485,,,outcast (2014 film),,,,,25000000.0,4800000.0,,0.0,,,
,w12421,,,the fan (1996 film),,,,,55000000.0,18626419.0,,0.0,,,
,w34709,,,slaughter (1972 film),,,,,750000.0,10000000.0,,0.0,,,
,w7313,,,cimarron (1960 film),,,,,5421000.0,4825000.0,,0.0,,,
,w31836,,,ring of bright water ,,,,,915000.0,2400000.0,,0.0,,,
,w30361,,,the producers (2005 film),,,,,45000000.0,38100000.0,,0.0,,,
,w1346,,,ambush (1950 film),,,,,1754000.0,3215000.0,,0.0,,,
,w29771,,,poison ivy (1992 film),,,,,3000000.0,1829804.0,,0.0,,,
,w42223,,,wired ,,,,,13000000.0,1089000.0,,0.0,,,
,w19256,,,inferno (2016 film),,,,,75000000.0,220000000.0,,0.0,,,
,w23472,,,macarthur ,,,,,9000000.0,16320000.0,,0.0,,,
,w15104,,,go (1999 film),,,,,20000000.0,28500000.0,,0.0,,,
,w38908,,,tooth fairy (2010 film),,,,,48000000.0,112500000.0,,0.0,,,
,w14020,,,fresh (1994 film),,,,,3500000.0,8094616.0,,0.0,,,
,w4264,,,black widow (2010 film),,,,,4000000.0,34000000.0,,0.0,,,
,w785,,,after midnight (1989 film),,,,,3000000.0,76329.0,,0.0,,,
,w33659,,,the seventh cross ,,,,,1300000.0,3600000.0,,0.0,,,
,w27674,,,oblivion (2013 film),,,,,120000000.0,286200000.0,,0.0,,,
,w20589,,,keeper of the flame ,,,,,1172000.0,3222000.0,,0.0,,,
,w4580,,,blown away (1994 film),,,,,50000000.0,30155037.0,,0.0,,,
,w16333,,,"""happy, texas """,,,,,1750000.0,3920000.0,,0.0,,,
,w37974,,,they knew what they wanted ,,,,,781000.0,932000.0,,0.0,,,
,w37874,,,that's rightâyou're wrong,,,,,271000.0,1018000.0,,0.0,,,
,w7616,,,club fed ,,,,,360000.0,2400000.0,,0.0,,,
,w16560,,,hawaii (1966 film),,,,,15000000.0,34500000.0,,0.0,,,
,w20996,,,kiss of death (1995 film),,,,,40000000.0,14900000.0,,0.0,,,
,w3635,,,between heaven and hell ,,,,,1520000.0,2000000.0,,0.0,,,
,w23775,,,malice ,,,,,20000000.0,46405336.0,,0.0,,,
,w38062,,,thinner ,,,,,14000000.0,15300000.0,,0.0,,,
,w7972,,,the concrete jungle ,,,,,700000.0,11000000.0,,0.0,,,
,w35627,,,sphinx ,,,,,14000000.0,2022771.0,,0.0,,,
,w9815,,,defiance (2008 film),,,,,32000000.0,51200000.0,,0.0,,,
,w10901,,,down to the bone ,,,,,500000.0,43674.0,,0.0,,,
,w9263,,,darker than amber ,,,,,2607328.0,1621897.0,,0.0,,,
,w16438,,,the harrad experiment,,,,,400000.0,3000000.0,,0.0,,,
,w10993,,,dragonfly (2002 film),,,,,60000000.0,52300000.0,,0.0,,,
,w31369,,,the reluctant debutante ,,,,,2250000.0,2980000.0,,0.0,,,
,w35729,,,spongebob squarepants (film series),,,,,104000000.0,463600000.0,,0.0,,,
,w25506,,,momentum (2015 film),,,,,20000000.0,104136.0,,0.0,,,
,w11907,,,everest (2015 film),,,,,55.0,203.4,,0.0,,,
,w38654,,,titanic (1953 film),,,,,1805000.0,2250000.0,,0.0,,,
,w8749,,,cry wolf (2005 film),,,,,1000000.0,15600000.0,,0.0,,,
,w6274,,,captain america (1990 film),,,,,10.0,10173.0,,0.0,,,
,w27409,,,nobody's fool (1994 film),,,,,20000000.0,39491975.0,,0.0,,,
,w7802,,,coma (1978 film),,,,,4000000.0,50000000.0,,0.0,,,
,w3012,,,battle circus ,,,,,1201000.0,2362000.0,,0.0,,,
,w34668,,,the sky's the limit (1943 film),,,,,871000.0,2185000.0,,0.0,,,
,w33717,,,shade ,,,,,10000000.0,459098.0,,0.0,,,
,w8532,,,the crew (2000 film),,,,,38000000.0,13100000.0,,0.0,,,
,w39348,,,the trip (1967 film),,,,,100000.0,10000000.0,,0.0,,,
,w33176,,,scream (franchise),,,,,119000000.0,604382926.0,,0.0,,,
,w6432,,,the carpetbaggers ,,,,,3300000.0,40000000.0,,0.0,,,
,w15806,,,green street ,,,,,346830.0,3154346.0,,0.0,,,
,w32116,,,rock of ages (2012 film),,,,,75000000.0,59400000.0,,0.0,,,
,w21464,,,the last days of pompeii (1935 film),,,,,818000.0,980000.0,,0.0,,,
,w19018,,,in love and war (1958 film),,,,,1590000.0,2500000.0,,0.0,,,
,w4585,,,the blue bird (1976 film),,,,,12000000.0,3500000.0,,0.0,,,
,w28275,,,the oranges ,,,,,7000000.0,366377.0,,0.0,,,
,w15395,,,good news (1947 film),,,,,1715000.0,2956000.0,,0.0,,,
,w32551,,,s. darko,,,,,4000000.0,4900000.0,,0.0,,,
,w12675,,,feast (2005 film),,,,,3200000.0,658573.0,,0.0,,,
,w7741,,,college (2008 film),,,,,7000000.0,6265483.0,,0.0,,,
,w8018,,,confidence (2003 film),,,,,15000000.0,23000000.0,,0.0,,,
,w30616,,,push (2009 film),,,,,38000000.0,48900000.0,,0.0,,,
,w42233,,,wise guys (1986 film),,,,,13000000.0,8475466.0,,0.0,,,
,w19596,,,the island (2005 film),,,,,126000000.0,162900000.0,,0.0,,,
,w13516,,,fools rush in (1997 film),,,,,20000000.0,29481428.0,,0.0,,,
,w34414,,,sinbad the sailor (1947 film),,,,,2459000.0,2800000.0,,0.0,,,
,w36040,,,starting over (1979 film),,,,,10000000.0,35649012.0,,0.0,,,
,w13276,,,flesh (1932 film),,,,,480000.0,837000.0,,0.0,,,
,w5754,,,bully (2011 film),,,,,1100000.0,3600000.0,,0.0,,,
,w40905,,,war and peace (1956 film),,,,,6000000.0,6250000.0,,0.0,,,
,w19476,,,invincible (2006 film),,,,,30000000.0,58500000.0,,0.0,,,
,w28709,,,pan (2015 film),,,,,150000000.0,128400000.0,,0.0,,,
,w14543,,,the general (1926 film),,,,,750000.0,1000000.0,,0.0,,,
,w27360,,,no questions asked ,,,,,742000.0,656000.0,,0.0,,,
,w595,,,addicted (2014 film),,,,,5000000.0,17500000.0,,0.0,,,
,w37600,,,the ten commandments (1923 film),,,,,1475837.0,4168790.0,,0.0,,,
,w19343,,,inside out (2015 film),,,,,175000000.0,857600000.0,,0.0,,,
,w27004,,,"""nick carter, master detective """,,,,,379000.0,456000.0,,0.0,,,
,w30840,,,radio (2003 film),,,,,30000000.0,52300000.0,,0.0,,,
,w4682,,,boat trip ,,,,,20000000.0,15000000.0,,0.0,,,
,w26134,,,murder in the first ,,,,,23000000.0,17381942.0,,0.0,,,
,w17381,,,hills of home ,,,,,1946000.0,2312000.0,,0.0,,,
,w25097,,,mildred pierce ,,,,,1453000.0,5638000.0,,0.0,,,
,w36671,,,sudden death (1995 film),,,,,35000000.0,68000000.0,,0.0,,,
,w197,,,21 & over ,,,,,13000000.0,48100000.0,,0.0,,,
,w24827,,,the merry widow (1952 film),,,,,2417000.0,4500000.0,,0.0,,,
,w27309,,,no holds barred (1989 film),,,,,,16093651.0,,0.0,,,
,w36831,,,super (2010 american film),,,,,2500000.0,422618.0,,0.0,,,
,w4243,,,black snake moan ,,,,,15000000.0,10903846.0,,0.0,,,
,w39594,,,tusk (2014 film),,,,,3000000.0,1800000.0,,0.0,,,
,w14780,,,giant (1956 film),,,,,5400000.0,39000000.0,,0.0,,,
,w6155,,,camille (1936 film),,,,,1486000.0,2842000.0,,0.0,,,
,w16055,,,the guru (2002 film),,,,,11000000.0,24128852.0,,0.0,,,
,w2906,,,barnyard ,,,,,51000000.0,116500000.0,,0.0,,,
,w35134,,,soldiers three ,,,,,1429000.0,2237000.0,,0.0,,,
,w135,,,12 angry men (1957 film),,,,,340000.0,1000000.0,,0.0,,,
,w33177,,,scream (1996 film),,,,,14000000.0,173000000.0,,0.0,,,
,w4915,,,boris and natasha: the movie,,,,,1000000.0,294205.0,,0.0,,,
,w11783,,,escape (1940 film),,,,,1205000.0,1357000.0,,0.0,,,
,w37911,,,there goes my baby ,,,,,10500000.0,123509.0,,0.0,,,
,w11952,,,everything i have is yours ,,,,,1461000.0,1946000.0,,0.0,,,
,w32708,,,salsa (1988 film),,,,,6000000.0,8892589.0,,0.0,,,
,w24545,,,mchale's navy (1997 film),,,,,42000000.0,4500000.0,,0.0,,,
,w27565,,,november ,,,,,150000.0,192186.0,,0.0,,,
,w15033,,,gladiator (2000 film),,,,,103000000.0,457600000.0,,0.0,,,
,w4923,,,the born losers,,,,,400000.0,36000000.0,,0.0,,,
,w10400,,,disorderly conduct ,,,,,300000.0,427659.0,,0.0,,,
,w16464,,,harum scarum ,,,,,2400000.0,3100000.0,,0.0,,,
,w35606,,,speedway (1968 film),,,,,3000000.0,2000000.0,,0.0,,,
,w10847,,,doubt (2008 film),,,,,20000000.0,50900000.0,,0.0,,,
,w29966,,,possessed (1931 film),,,,,378000.0,1522000.0,,0.0,,,
,w40372,,,van wilder,,,,,5000000.0,38300000.0,,0.0,,,
,w10458,,,dixiana ,,,,,747000.0,780000.0,,0.0,,,
,w12711,,,feet of clay (1924 film),,,,,,904383.9,,0.0,,,
,w20304,,,the judge (2014 film),,,,,50000000.0,84400000.0,,0.0,,,
,w34115,,,short circuit (1986 film),,,,,9000000.0,40700000.0,,0.0,,,
,w14701,,,ghettophysics,,,,,500000.0,10200.0,,0.0,,,
,w11046,,,dreamer (2005 film),,,,,32000000.0,38741732.0,,0.0,,,
,w19791,,,jack and jill (2011 film),,,,,79000000.0,149700000.0,,0.0,,,
,w18312,,,huddle ,,,,,514000.0,809000.0,,0.0,,,
,w3562,,,the best things in life are free ,,,,,1160000.0,2700000.0,,0.0,,,
,w22219,,,lights of new york (1928 film),,,,,23000.0,1200000.0,,0.0,,,
,w18990,,,in between days ,,,,,60000.0,32458.0,,0.0,,,
,w7561,,,cloak & dagger (1984 film),,,,,13000000.0,9719952.0,,0.0,,,
,w1922,,,april love ,,,,,1425000.0,4000000.0,,0.0,,,
,w34232,,,side street (1950 film),,,,,935000.0,777000.0,,0.0,,,
,w27295,,,no escape (2015 film),,,,,5000000.0,54400000.0,,0.0,,,
,w23139,,,love me or leave me ,,,,,2760000.0,5600000.0,,0.0,,,
,w37321,,,tamara (2005 film),,,,,3500000.0,206871.0,,0.0,,,
,w34058,,,shock (1946 film),,,,,350000.0,800000.0,,0.0,,,
,w18434,,,the hurricane (1999 film),,,,,50000000.0,74000000.0,,0.0,,,
,w28420,,,out cold (2001 film),,,,,24000000.0,14800000.0,,0.0,,,
,w28670,,,the painted veil (1934 film),,,,,947000.0,1658000.0,,0.0,,,
,w30770,,,quo vadis (1951 film),,,,,7600000.0,21000000.0,,0.0,,,
,w32517,,,rush hour (1998 film),,,,,33000000.0,244400000.0,,0.0,,,
,w19451,,,intruders (2011 film),,,,,12000000.0,3012210.0,,0.0,,,
,w3786,,,big business (1988 film),,,,,20000000.0,40150487.0,,0.0,,,
,w34325,,,silk stockings ,,,,,2581000.0,2800000.0,,0.0,,,
,w29067,,,the peacemaker (1997 film),,,,,50000000.0,110400000.0,,0.0,,,
,w32176,,,rogue's march ,,,,,659000.0,707000.0,,0.0,,,
,w34901,,,smilin' through (1941 film),,,,,1105000.0,868000.0,,0.0,,,
,w31856,,,rings (2017 film),,,,,25000000.0,83100000.0,,0.0,,,
,w2601,,,bad bascomb ,,,,,1833000.0,3645000.0,,0.0,,,
,w19800,,,jack frost (1998 film),,,,,85000000.0,34600000.0,,0.0,,,
,w3546,,,the best man (1999 film),,,,,9000000.0,34573780.0,,0.0,,,
,w15763,,,the greatest (2009 film),,,,,6000000.0,335976.0,,0.0,,,
,w13921,,,freaky friday (1976 film),,,,,5000000.0,25900000.0,,0.0,,,
,w17923,,,hope springs (2012 film),,,,,30000000.0,114300000.0,,0.0,,,
,w9291,,,a date with judy ,,,,,1353000.0,4586000.0,,0.0,,,
,w13526,,,footloose (1984 film),,,,,8199999.999999999,80000000.0,,0.0,,,
,w28629,,,the pact (2012 film),,,,,400000.0,7200000.0,,0.0,,,
,w39239,,,treasure island (1934 film),,,,,825000.0,1164000.0,,0.0,,,
,w32751,,,samson and delilah (1949 film),,,,,3097563.0,25600000.0,,0.0,,,
,w36901,,,suppose they gave a war and nobody came,,,,,3600000.0,1080000.0,,0.0,,,
,w12096,,,exposed (1983 film),,,,,18000000.0,1352083.0,,0.0,,,
,w27123,,,night of the living dead (1990 film),,,,,4200000.0,5800000.0,,0.0,,,
,w8603,,,crisis (1950 film),,,,,1581000.0,1403000.0,,0.0,,,
,w20926,,,king solomon's mines (1950 film),,,,,2300000.0,15100000.0,,0.0,,,
,w36435,,,the stranger (1946 film),,,,,1034000.0,3216000.0,,0.0,,,
,w2444,,,babes in toyland (1961 film),,,,,3000000.0,4600000.0,,0.0,,,
,w32887,,,saturday night (1922 film),,,,,,753807.83,,0.0,,,
,w5070,,,the boy in the striped pyjamas ,,,,,12500000.0,44000000.0,,0.0,,,
,w8129,,,convoy (1978 film),,,,,12000000.0,45000000.0,,0.0,,,
,w42588,,,woodstock ,,,,,600000.0,50000000.0,,0.0,,,
,w30628,,,puss in boots (2011 film),,,,,130000000.0,555000000.0,,0.0,,,
,w21292,,,lady sings the blues ,,,,,14000000.0,19726490.0,,0.0,,,
,w2816,,,baraka ,,,,,2000000.0,1332110.0,,0.0,,,
,w18837,,,idiot's delight ,,,,,1519000.0,1167000.0,,0.0,,,
,w31661,,,rhapsody ,,,,,1979000.0,3292000.0,,0.0,,,
,w34020,,,shhh ,,,,,200000.0,8332.0,,0.0,,,
,w4853,,,boomerang (1992 film),,,,,42000000.0,131000000.0,,0.0,,,
,w26695,,,native son (1986 film),,,,,2000000.0,1301121.0,,0.0,,,
,w14330,,,gallant bess,,,,,1218000.0,2011000.0,,0.0,,,
,w26840,,,never a dull moment (1950 film),,,,,1200000.0,1425000.0,,0.0,,,
,w8915,,,d.o.a. (1988 film),,,,,29000000.0,12706478.0,,0.0,,,
,w7317,,,cinderella (2015 disney film),,,,,95000000.0,543500000.0,,0.0,,,
,w1760,,,annie oakley ,,,,,354000.0,620000.0,,0.0,,,
,w11313,,,the eagle (2011 film),,,,,25000000.0,35500000.0,,0.0,,,
,w3677,,,bewitched (2005 film),,,,,85000000.0,131400000.0,,0.0,,,
,w42092,,,willard (2003 film),,,,,20000000.0,7000000.0,,0.0,,,
,w34866,,,smart girl ,,,,,98823.0,245153.0,,0.0,,,
,w35143,,,solitary man ,,,,,15000000.0,5024782.0,,0.0,,,
