index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,bom_awards,bom_awards_scr,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
167,b257,,,a bridge too far,,27000000.0,50750000.0,0.8796296296296297,,,,,,,,2.0,,0.0,"['James Caan', 'Michael Caine', 'Sean Connery', 'Elliott Gould', 'Gene Hackman', 'Anthony Hopkins', 'Ryan ONeal', 'Robert Redford']",[''],[''],['United Artists'],[''],['Ellis W. Carter'],[''],46.60400892990931,0.0,0.0,6.383899716130866,0.0,5.670261366662787,0.0
168,,w5349,,a bridge too far ,,25000000.0,50750000.0,1.03,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,b260,w5515,o19022,a bronx tale,1993,10000000.0,17300000.0,0.73,1993-10-01 00:00:00,10.0,4.0,274.0,39.0,0.0,,4.0,,0.0,['Robert DeNiro'],['Robert De Niro'],[''],['Savoy'],[''],['Reynaldo Villalobos'],['Jon Kilik'],10.03056854103557,0.73,0.0,1.8973284519459708,0.0,2.126507143795175,5.051069250608015
170,,w5736,o12848,a bullet for pretty boy,Jun-70,350000.0,1171000.0,2.3457142857142856,1970-07-15 00:00:00,7.0,3.0,196.0,28.0,0.0,,2.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,,w6701,,a certain smile ,,2300000.0,1300000.0,-0.43478260869565216,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,b267,w6785,,a change of seasons ,1980,6000000.0,7270000.0,0.21166666666666667,1980-12-19 00:00:00,12.0,4.0,354.0,50.0,1.0,,4.0,,0.0,"['Shirley MacLaine', 'Anthony Hopkins', 'Bo Derek']",[''],[''],['Fox'],['Henry Mancini'],['Philip H. Lathrop'],['Martin Ransohoff'],12.818677326306856,0.0,0.0,5.646431275360688,4.440853728183858,3.3110134765432098,1.6516563066666667
173,,w7052,o7328,a child is waiting,13-Feb,2000000.0,925000.0,-0.5375,2063-05-11 00:00:00,5.0,2.0,131.0,18.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,b269,w7180,,a chorus line ,1985,25000000.0,14200000.0,-0.4320000000000001,1985-12-13 00:00:00,12.0,4.0,347.0,49.0,0.0,,3.0,Nominated for Three Oscars.,3.0,['Michael Douglas'],[''],[''],['Columbia'],"['Marvin Hamlisch', 'Edward Kleban']",['Ronnie Taylor'],['Cy Feuer'],4.98650921725912,0.0,0.0,7.565452958038794,15.228756017150967,3.2321975666666667,2.568
175,b274,w7258,o22363,a christmas story,1983,3200000.0,19300000.0,5.03125,1983-11-18 00:00:00,11.0,4.0,322.0,46.0,1.0,,2.0,,0.0,"['Melinda Dillon', 'Darren McGavin', 'Peter Billingsley', 'Scott Schwartz']",['Bob Clark'],[''],['MGM'],"['Carl Zittrer', 'Paul Zaza']",['Reginald H. Morris'],"['Rene Dupont', 'Bob Clark']",20.125,2.434702833333333,0.0,7.299907034110385,5.558684895238095,2.4903054888888887,7.386815785714285
176,b277,w7329,o21934,a cinderella story,2004,19000000.0,70067909.0,2.6877846842105257,2004-07-16 00:00:00,7.0,3.0,198.0,28.0,0.0,,2.0,,0.0,"['Hilary Duff', 'Jennifer Coolidge', 'Chad Michael Murray']",['Mark Rosman'],[''],['Warner Bros.'],['Christophe Beck'],['Anthony B. Richmond'],"['Hunt Lowry', 'Dylan Sellers', 'Casey La Scalla']",3.4626256809136686,1.8324160921052628,0.0,5.157735405996123,1.1720251386306744,1.823121571152051,9.900327118891589
177,b279,,,a clockwork orange,,2200000.0,26589355.0,11.086070454545457,,,,,,,,4.0,,0.0,['Malcolm McDowell'],['Stanley Kubrick'],[''],['Warner Bros.'],[''],['Ellis W. Carter'],[''],3.2561717406080035,5.127604633213717,0.0,5.157735405996123,0.0,5.670261366662787,0.0
178,b285,w8796,o5308,a cure for wellness,2016,40000000.0,26324272.0,-0.3418932,2017-02-17 00:00:00,2.0,1.0,48.0,7.0,1.0,,4.0,,0.0,"['Dane DeHaan', 'Jason Isaacs', 'Mia Goth']",['Gore Verbinski'],[''],['Fox'],['Benjamin Wallfisch'],['Bojan Bazelli'],"['Arnon Milchan', 'Gore Verbinski']",0.8897013939000814,-0.23822455454545455,0.0,5.646431275360688,-0.3418932,-0.49537473346581873,6.189261152219583
179,,w9012,o14593,a damsel in distress,1937,1035000.0,1465000.0,0.4154589371980677,2037-11-19 00:00:00,11.0,4.0,323.0,46.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,b286,w9106,o2422,a dangerous method,yes,14000000.0,27462041.0,0.9615743571428572,2011-11-23 00:00:00,11.0,4.0,327.0,47.0,1.0,,4.0,,0.0,"['Keira Knightley', 'Michael Fassbender', 'Viggo Mortensen', 'Vincent Cassel']",['David Cronenberg'],['Christopher Hampton'],['Sony Classics'],['Howard Shore'],['Peter Suschitzky'],"['Jeremy Thomas', 'Tiana Alexandra']",17.21617507992288,1.9738835017170329,11.942460961645963,4.9993868848600265,5.948011096988191,1.4818667450420098,0.6758030307692309
181,,w9291,,a date with judy ,,1353000.0,4586000.0,2.3895048041389506,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,b294,w10349,o21937,a dirty shame,2004,15000000.0,1900000.0,-0.8733333333333333,2004-09-17 00:00:00,9.0,3.0,261.0,37.0,0.0,,5.0,,0.0,"['Tracey Ullman', 'Johnny Knoxville', 'Selma Blair', 'Chris Isaak']",['John Waters'],[''],['Fine Line'],['George S. Clinton'],['Steve Gainer'],"['Ted Hope', 'John Wells']",0.941995429003581,-0.5950188205128204,0.0,2.0579740758880005,0.5416063777736165,0.9405790412698414,5.350782046697956
183,,w10563,,a dog of flanders (1999 film),,7000000.0,2165637.0,-0.6906232857142857,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,,w12378,,a family affair (1937 film),,178000.0,502000.0,1.820224719101124,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,b304,w12467,,a farewell to arms (1957 film),1957,4100000.0,20000000.0,3.8780487804878048,2057-12-14 00:00:00,12.0,4.0,348.0,49.0,0.0,,6.0,,0.0,"['Rock Hudson', 'Jennifer Jones', 'Vittorio De Sica', 'Oskar Homolka', 'Mercedes McCambridge', 'Elaine Stritch']",['Charles Vidor'],"['Ben Hecht', 'Ernest Hemingway ', 'Laurence Stallings ']",['Fox'],['Mario Nascimbene'],"['Oswald Morris', 'Piero Portalupi']","['David O. Selznick', 'Cinematographers']",20.014936453387723,3.8780487804878048,8.661608366476592,5.646431275360688,2.3113479429798263,8.697577291079032,5.830674395927479
186,,w13955,o1487,a free soul,1931,529000.0,1422000.0,1.6880907372400755,2031-06-20 00:00:00,6.0,2.0,171.0,24.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,,w14252,,a funny thing happened on the way to the forum ,,2000000.0,3400000.0,0.7,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,,w14483,o7329,a gathering of eagles,1963,3346500.0,2500000.0,-0.2529508441655461,2063-06-21 00:00:00,6.0,2.0,172.0,24.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,b334,,,a good year,,35000000.0,42064105.0,0.20183157142857144,,,,,,,,3.0,,0.0,"['Russell Crowe', 'Albert Finney', 'Abbie Cornish', 'Marion Cotillard', 'Didier Bourdon', 'Tom Hollander', 'Freddie Highmore']",['Ridley Scott'],['Marc Klein'],['Fox'],['Marc Streitenfeld'],['Ellis W. Carter'],['Ridley Scott'],31.77603634582165,7.776715690878582,0.20183157142857144,5.646431275360688,0.7391499565714285,5.670261366662787,6.6966828033397805
190,,w15934,o8694,a guide for the married man,1967,3325000.0,5000000.0,0.5037593984962406,2067-05-25 00:00:00,5.0,2.0,145.0,21.0,0.0,,2.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,,w16064,o14212,a guy named joe,1943,2627000.0,5363000.0,1.0414921964217738,2044-03-01 00:00:00,3.0,1.0,61.0,9.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,b339,w16065,o9614,a guy thing,2003,20000000.0,17432163.0,-0.12839185,2003-01-17 00:00:00,1.0,1.0,17.0,2.0,1.0,,3.0,,0.0,['Julia Stiles'],['Chris Koch'],[''],['MGM'],['Mark Mothersbaugh'],['Robbie Greenberg'],"['David Ladd', 'David Nicksay']",0.022216081168831205,-0.12839185,0.0,7.299907034110385,1.6777729858184598,7.578125012220319,-0.34815209309523815
193,,w16501,o11854,a hatful of rain,1957,1820000.0,1500000.0,-0.17582417582417584,2057-09-09 00:00:00,9.0,3.0,252.0,36.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,b345,,,a haunted house 2,,4000000.0,23959486.0,4.9898715,2014-04-18 00:00:00,4.0,2.0,108.0,15.0,0.0,,4.0,,0.0,"['Marlon Wayans', 'Jaime Pressly', 'Gabriel Iglesias', 'Cedric the Entertainer']",['Michael Tiddes'],"['Rick Alvarez', 'Marlon Wayans']",['Open Road Films'],[''],['Ellis W. Carter'],['Rick Alvarez'],9.524420458647239,4.2149357499999995,7.110748116666667,10.214246667788972,0.0,5.670261366662787,2.2662504163682433
195,b347,w17495,o18155,a history of violence,2005,32000000.0,60740827.0,0.89815084375,2005-09-23 00:00:00,9.0,3.0,266.0,38.0,0.0,,4.0,Nominated for Two Oscars.,2.0,"['Viggo Mortensen', 'Maria Bello', 'Ed Harris', 'William Hurt']",['David Cronenberg'],[''],['New Line'],['Howard Shore'],['Peter Suschitzky'],"['Chris Bender', 'J.C. Spink']",17.2752704752808,1.9738835017170329,0.0,3.260676036838829,5.948011096988191,1.4818667450420098,7.672031594217281
196,b351,w17704,,a hologram for the king ,2016,35000000.0,7800000.0,-0.7771428571428571,2016-04-22 00:00:00,4.0,2.0,113.0,16.0,0.0,,4.0,,0.0,"['Tom Hanks', 'Tom Skerritt', 'Sarita Choundhury', 'Atheer Adel']",['Tom Tykwer'],['Tom Tykwer'],['Roadside Attractions'],"['Johnny Klimek', 'Tom Tykwer']",['Frank Griebe'],"['Stefan Arndt', 'Gary Goetzman', 'Arcadiy Golubovich', 'Tom Hanks', 'Uwe Schott', 'Tim OHair']",0.6930789083663291,-0.2869575185714286,-0.7771428571428571,8.244847337516607,0.6791682798107447,-0.2869575185714286,-2.485267575611104
197,b352,,,a home at the end of the world,,6500000.0,1548955.0,-0.7616992307692307,,,,,,,,4.0,,0.0,"['Colin Farrell', 'Robin Wright Penn', 'Sissy Spacek']",['Michael Mayer'],['Michael Cunningham '],['Warner Independent'],[''],['Ellis W. Carter'],"['Hunt Lowry', 'John Sloss', 'John Wells']",12.341611990165317,-0.7616992307692307,-0.7616992307692307,3.015530387223807,0.0,5.670261366662787,15.21287759300287
198,,w17727,,a home at the end of the world ,,6500000.0,1548955.0,-0.7616992307692307,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,b353,w17744,o19024,a home of our own,5-Nov,12000000.0,1677807.0,-0.86018275,1993-11-05 00:00:00,11.0,4.0,309.0,44.0,1.0,,2.0,,0.0,['Kathy Bates'],['Tony Bill'],[''],['Gramercy'],['Michael Convertino'],[''],[''],2.1961086484999854,1.3678186999999997,0.0,13.19075922342856,8.037837663020833,0.0,0.0
200,,w20973,,a kiss before dying (1991 film),,27000000.0,15429177.0,-0.42854899999999996,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,b361,w21073,o19954,a knight's tale,2001,65000000.0,117487473.0,0.8074995846153846,2001-05-11 00:00:00,5.0,2.0,131.0,18.0,0.0,,3.0,,0.0,"['James Purefoy', 'Heath Ledger', 'Rufus Sewell', 'Shannyn Sossamon', 'Paul Bettany', 'Mark Addy']",['Brian Helgeland'],['Brian Helgeland'],['Sony / Columbia'],['Carter Burwell'],['Richard Greatrex'],"['Todd Black', 'Brian Helgeland']",17.345202719266638,1.0915024548076924,0.6996785378205129,3.5466651852676847,5.1670679300868,0.526878793637227,1.0769630301807143
202,,w21305,o6662,a lady without passport,1950,1088000.0,1004000.0,-0.07720588235294118,2050-08-03 00:00:00,8.0,3.0,215.0,31.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,b362,w21869,o9879,a lego brickumentary,2014,1000000.0,101531.0,-0.8984690000000001,2015-07-31 00:00:00,7.0,3.0,212.0,30.0,0.0,,7.0,,0.0,['Jason Bateman'],"['Kief Davidson', 'Daniel Junge']",[''],['Radius-TWC'],['John Jennings Boyd'],"['Luke Geissbuhler', 'Robert Muratore']","['Chris Brown', 'Daniel Junge', 'Brendan Kiernan', 'Justin Moore-Lewy']",1.4622048102930556,-1.7969380000000001,0.0,7.839503096904762,-0.8984690000000001,-1.6885270000000001,-2.085292110416667
204,b371,w22114,o6360,a life less ordinary,24-Oct-97,12000000.0,4366722.0,-0.6361064999999999,1997-10-24 00:00:00,10.0,4.0,297.0,42.0,0.0,,4.0,,0.0,"['Ewan McGregor', 'Cameron Diaz', 'Stanley Tucci', 'Holly Hunter', 'Ian Holm', 'Timothy Olyphant']",['Danny Boyle'],[''],['Fox'],['David Arnold'],['Brian Tufano'],['Andrew Macdonald'],24.905707133854566,5.782677690079365,0.0,5.646431275360688,0.529638636079934,-0.6185429375,-0.6361064999999999
205,,w22123,o6663,a life of her own,1950,1818000.0,1917000.0,0.054455445544554455,2050-09-01 00:00:00,9.0,3.0,244.0,35.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,,w22349,,a little bit of heaven (2011 film),,12500000.0,1296937.0,-0.89624504,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,b377,w22474,,a little princess (1995 film),1995,17000000.0,10000000.0,-0.4117647058823529,1995-05-12 00:00:00,5.0,2.0,132.0,19.0,0.0,,7.0,Nominated for Two Oscars.,2.0,[''],['Alfonso Cuaron'],['Richard LaGravenese'],['Warner Bros.'],['Patrick Doyle'],['Emmanuel Lubezki'],['Mark Johnson'],0.0,2.4039989670588233,5.225411576601514,5.157735405996123,5.748928806121368,3.481022408834399,5.743299279847813
208,b383,,,a long way off,,500000.0,30104.0,-0.939792,2014-05-16 00:00:00,5.0,2.0,136.0,19.0,0.0,,2.0,,0.0,[''],[''],[''],['Moving Visions Entertainment'],[''],['Ellis W. Carter'],[''],0.0,0.0,0.0,-0.939792,0.0,5.670261366662787,0.0
209,b384,w22967,o18157,a lot like love,2005,30000000.0,42886719.0,0.42955730000000003,2005-04-22 00:00:00,4.0,2.0,112.0,16.0,0.0,,3.0,,0.0,"['Ashton Kutcher', 'Amanda Peet', 'Ali Larter', 'Kal Penn']",['Nigel Cole'],[''],['Buena Vista'],['Alex Wurman'],['John de Borman'],"['Armyan Bernstein', 'Kevin J. Messick']",13.084154644933797,4.541881600000001,0.0,3.754049241719004,0.808242226938741,2.071790180600275,0.7281686166666668
210,,w23577,,a madea christmas ,,25000000.0,53400000.0,1.136,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,b387,w23822,o9616,a man apart,2003,36000000.0,44350926.0,0.2319701666666667,2003-04-04 00:00:00,4.0,2.0,94.0,13.0,0.0,,4.0,,0.0,"['Vin Diesel', 'Timothy Olyphant']",['F. Gary Gray'],[''],['New Line'],['Anne Dudley'],['Jack N. Green'],"['Michael De Luca', 'Vin Diesel', 'Tucker Tooley', 'George Zakk']",0.6541277116689296,2.3387179498352806,0.0,3.260676036838829,0.43544669826839827,6.6352297711618275,6.072990579500002
212,,w23832,o9419,a man called peter,1955,1740000.0,4500000.0,1.5862068965517242,2055-04-01 00:00:00,4.0,2.0,91.0,13.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,,w23966,o9081,a man to remember,1938,118000.0,416000.0,2.52542372881356,2038-10-14 00:00:00,10.0,4.0,287.0,41.0,0.0,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,b399,w24467,o9881,a matter of faith,2014,600000.0,677577.0,0.129295,2014-10-17 00:00:00,10.0,4.0,290.0,41.0,1.0,,2.0,,0.0,"['Jordan Trovillion', 'Jay Pickett', 'Harry Anderson', 'Chandler Macocha']",['Rich Christiano'],[''],['Five & Two Pictures'],[''],[''],['Five & Two Pictures'],0.51718,0.196785,0.0,0.12789892045454546,0.0,0.0,0.129295
215,b402,w25000,o7435,a midnight clear,24-Apr,5000000.0,1526697.0,-0.6946606,1992-04-24 00:00:00,4.0,2.0,115.0,16.0,0.0,,4.0,,0.0,['Ethan Hawke'],['Keith Gordon'],[''],['Interstar'],['Mark Isham'],['Tom Richmond'],"['Marc Abraham', 'Tom Rosenberg']",5.179926371531292,-0.8866776463235293,0.0,-0.81186855,4.559581344694173,1.7737797770191408,3.43841032055888
216,,w25058,,a midsummer night's dream (1935 film),,981000.0,1229000.0,0.2528032619775739,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,b403,w25059,,a midsummer night's dream (1999 film),1999,11000000.0,16071990.0,0.46108999999999994,1999-05-14 00:00:00,5.0,2.0,134.0,19.0,0.0,,3.0,,0.0,"['Kevin Kline', 'Michelle Pfeiffer', 'Rupert Everett', 'Stanley Tucci', 'Calista Flockhart', 'Anna Friel', 'Christian Bale', 'Dominic West', 'David Strathairn', 'Sophie Marceau', 'Sam Rockwell']",['Michael Hoffman'],[''],['Fox Searchlight'],['Simon Boswell'],['Oliver Stapleton'],['Arnon Milchan'],29.94016373579473,7.7208073587667885,0.0,9.317732551974348,-0.08195500000000003,17.360839343918705,6.531154352219583
218,b406,w25069,,a mighty heart ,2007,16000000.0,18935657.0,0.1834785625,2007-06-22 00:00:00,6.0,2.0,173.0,24.0,0.0,,4.0,,0.0,['Angelina Jolie'],['Michael Winterbottom'],['John Orloff'],['Paramount Vantage'],"['Molly Nyman', 'Harry Escott']",['Marcel Zyskind'],"['Dede Gardner', 'Brad Pitt']",4.159724401664898,0.03028938970099901,0.8483240645833333,7.347988732622279,0.366957125,-0.48751920524546594,10.450769020412698
219,b407,w25083,o9617,a mighty wind,2003,6000000.0,18700000.0,2.1166666666666667,2003-04-16 00:00:00,4.0,2.0,106.0,15.0,0.0,,3.0,Nominated for One Oscar.,1.0,"['Jennifer Coolidge', 'Parker Posey']",['Christopher Guest'],[''],['Warner Bros.'],['Christopher Guest'],['Arlene Nelson'],['Karen Murphy'],3.1651086234494903,1.4875275916666668,0.0,5.157735405996123,2.7333333333333334,3.1166666666666667,1.6723322083333334
220,b408,w25157,o9882,a million ways to die in the west,2014,40000000.0,87189756.0,1.1797438999999998,2014-05-30 00:00:00,5.0,2.0,150.0,21.0,1.0,,4.0,,0.0,"['Seth MacFarlane', 'Charlize Theron', 'Liam Neeson', 'Amanda Seyfried', 'Sarah Silverman', 'Giovanni Ribisi', 'Neil Patrick Harris']",['Seth MacFarlane'],"['Seth MacFarlane', 'Alec Sulkin', 'Wellesley Wild']",['Universal'],['Joel McNeely'],['Michael Barrett'],"['Jason Clark', 'Seth MacFarlane', 'Scott Stuber']",14.330429848107908,1.1797438999999998,3.5392316999999993,5.641032691138026,0.6680083679589371,0.9483544159781201,3.903550299629033
221,b412,w25579,,a monster calls ,2016,43000000.0,43400000.0,0.009302325581395349,2016-12-23 00:00:00,12.0,4.0,358.0,51.0,1.0,,3.0,,0.0,"['Felicity Jones', 'Toby Kebbell', 'Sigourney Weaver', 'Liam Neeson']",['J.A. Bayona'],[''],['Focus Features'],['Fernando VelaÌ\x81zquez'],['OÌ\x81scar Faura'],[''],13.006342624586983,0.009302325581395349,0.0,6.981486500945458,-0.015661254892781622,0.009302325581395349,0.0
222,b415,w25760,o9883,a most violent year,2014,20000000.0,12007070.0,-0.3996465,2014-12-31 00:00:00,12.0,4.0,365.0,52.0,1.0,,4.0,,0.0,"['Oscar Isaac', 'Jessica Chastain', 'David Oyelowo', 'Albert Brooks']",['J.C. Chandor'],['J.C. Chandor'],['A24'],['Alex Ebert'],['Bradford Young'],"['J. C. Chandor', 'Neal Dodson', 'Anna Gerb']",28.149117443952804,3.0864680357142866,3.0864680357142866,4.5512063207071245,-0.3996465,-0.4177199144736842,2.287175035714286
223,,w26909,,a new leaf ,,1800000.0,5000000.0,1.7777777777777777,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,b419,w26910,,a new life ,1988,12000000.0,7721852.0,-0.3565123333333333,1988-03-25 00:00:00,3.0,1.0,85.0,12.0,0.0,,3.0,,0.0,['Alan Alda'],[''],[''],['Paramount'],['Joseph Turrin'],['Kelvin Pike'],['Martin Bregman'],3.797468048181487,0.0,0.0,8.186987636001584,-0.3565123333333333,-0.26700470833333334,1.6272192828632477
225,,w27033,,a night at the opera ,,1057000.0,1815000.0,0.7171239356669821,,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,b420,w27035,o13474,a night at the roxbury,1998,17000000.0,30300000.0,0.7823529411764706,1998-10-02 00:00:00,10.0,4.0,275.0,39.0,0.0,,3.0,,0.0,"['Will Ferrell', 'Jennifer Coolidge', 'Eva Mendes', 'Michael Clarke Duncan']",['Amy Heckerling'],['Steve Koren'],['Paramount'],['David Kitay'],['Francis Kenny'],"['Lorne Michaels', 'Robert K. Weiss']",11.280906801720592,0.9436551065686274,0.07817758284313726,8.186987636001584,2.258972827070304,2.183871419435956,1.6962432564644931
227,b421,w27072,o22365,a night in heaven,1983,6000000.0,5563663.0,-0.07272283333333332,1983-11-18 00:00:00,11.0,4.0,322.0,46.0,1.0,,4.0,,0.0,"['Christopher Atkins', 'Lesley Ann Warren', 'Robert Logan', 'Deborah Rush']",['John G. Avildsen'],[''],['Fox'],"['Jan Hammer', 'Bryan Adams', '(theme song)']",['David L. Qualye'],"['Gene Kirkwood', '(executive)', 'Hawk Koch']",-0.30268364240301443,-0.07272283333333332,0.0,5.646431275360688,-0.6570892675438595,-0.07272283333333332,2.09462619496935
228,,w27076,o11674,a night in the life of jimmy reardon,26-Feb,5000000.0,6264058.0,0.2528116,1988-02-26 00:00:00,2.0,1.0,57.0,8.0,0.0,,4.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,b422,w27226,o3143,a nightmare on elm street,1984,1800000.0,25500000.0,13.166666666666664,1984-11-09 00:00:00,11.0,4.0,314.0,45.0,1.0,,4.0,,0.0,['Johnny Depp'],['Wes Craven'],['Wes Craven'],['New Line'],['Charles Bernstein'],['Jacques Haitkin'],['Robert Shaye'],6.057877140930417,4.624715072002849,3.987845301260162,3.260676036838829,7.216209205555555,5.899663154761905,6.615384615384614
230,b423,w27221,,a nightmare on elm street (2010 film),2010,35000000.0,115664037.0,2.3046867714285715,2010-04-30 00:00:00,4.0,2.0,120.0,17.0,0.0,,4.0,,0.0,"['Kyle Gallner', 'Jackie Earle Haley', 'Rooney Mara', 'Kellan Lutz', 'Thomas Dekker', 'Katie Cassidy']",[''],['Eric Heisserer'],['Warner Bros. (New Line)'],['Steve Jablonsky'],['Jeff Cutter'],"['Michael Bay', 'Mike Drake', 'Andrew Form', 'Brad Fuller']",21.333771639265876,0.0,1.0132469383458647,1.633226800381094,2.6713942075627886,1.7929637789682538,18.777091294685558
231,b424,w27222,o21321,a nightmare on elm street 2: freddy's revenge,1985,3000000.0,29900000.0,8.966666666666667,1985-11-01 00:00:00,11.0,4.0,305.0,43.0,0.0,,4.0,,0.0,"['Mark Patton', 'Kim Myers', 'Robert Rusler', 'Clu Gulager']",['Jack Sholder'],[''],['New Line'],['Christopher Young'],"['Jacques Haitkin', 'Christopher Tufty']",['Robert Shaye'],35.86666666666667,8.966666666666667,0.0,3.260676036838829,5.250281898676574,14.866329821428572,6.615384615384614
232,b425,w27223,o1311,a nightmare on elm street 3: dream warriors,1987,4500000.0,44700000.0,8.933333333333334,1987-02-27 00:00:00,2.0,1.0,58.0,8.0,0.0,,4.0,,0.0,['Laurence Fishburne'],['Chuck Russell'],"['Wes Craven', 'Frank Darabont']",['New Line'],"['Angelo Badalamenti', 'Dokken']",['Roy H. Wagner'],['Robert Shaye'],3.208674965893357,4.277766743589743,11.172596566260161,3.260676036838829,10.628983547845623,1.8733125449494952,6.615384615384614
233,b426,w27224,o11675,a nightmare on elm street 4: the dream master,1988,13000000.0,49300000.0,2.792307692307692,1988-08-19 00:00:00,8.0,3.0,232.0,33.0,0.0,,4.0,,0.0,"['John Beckman', 'Kisha Brackel', 'Brooke Bundy', 'Wanda Bursey']",['Renny Harlin'],['Brian Helgeland'],['New Line'],"['John Easdale', 'Craig Safan']",['Steven Fierberg'],"['Robert Shaye', 'Rachel Talalay']",11.169230769230769,0.26775970428067297,0.6996785378205129,3.260676036838829,6.616761050652272,1.9539182529914527,9.58653846153846
234,b427,w27225,o15810,a nightmare on elm street 5: the dream child,1989,6000000.0,22100000.0,2.683333333333333,1989-08-11 00:00:00,8.0,3.0,223.0,32.0,0.0,,4.0,,0.0,"['Robert Englund', 'Lisa Wilcox', 'Kelly Jo Minter', 'Danny Hassel']",['Stephen Hopkins'],['Leslie Bohem'],['New Line'],['Jay Ferguson'],['Peter Levy'],"['Robert Shaye', 'Rupert Harvey']",10.733333333333333,6.52325136287037,2.107688177777778,3.260676036838829,0.751483282051282,0.43934420222222226,10.75705128205128
235,,w28969,o6877,a patch of blue,1965,800000.0,6750000.0,7.4375,2065-12-10 00:00:00,12.0,4.0,344.0,49.0,0.0,,6.0,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,b433,w29204,o18543,a perfect getaway,2009,14000000.0,22852638.0,0.6323312857142858,2009-08-07 00:00:00,8.0,3.0,219.0,31.0,0.0,,4.0,,0.0,"['Chris Hemsworth', 'Milla Jovovich', 'Steve Zahn', 'Timothy Olyphant']",['David Twohy'],['David Twohy'],['Universal'],['Boris Elkis'],['Mark Plummer'],"['Mark Canton', 'Ryan Kavanaugh', 'Tucker Tooley']",6.278370852926014,1.177553917129781,0.4322752901984776,5.641032691138026,0.6323312857142858,-0.1244870396825396,6.103616151293236
