index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer
1579,b3918,w11293,o9689,dysfunktional family,2003,3000000.0,2255000.0,-0.2483333333333333,2003-04-04 00:00:00,4.0,2.0,94.0,13.0,0.0,89.0,4.0,[Michael R. Miller],,Eddie Griffin|Joe Howard|Matthew Brent|Robert Noble,['George Gallo'],,Miramax,[Andrew Gross],['Theo Van de Sande'],['Paul Brooks']
1580,b3922,w11298,o21709,e.t. the extra-terrestrial,1982,10500000.0,792900000.0,74.51428571428572,1982-06-11 00:00:00,6.0,2.0,162.0,23.0,0.0,114.0,2.0,[Carol Littleton],"""[Amblin Entertainment, (uncredited)]""",['Drew Barrymore'],['Steven Spielberg'],,Universal,['John Williams'],[Allen Daviau],"""['Kathleen Kennedy', 'Steven Spielberg']"""
1581,b3926,w11307,o16535,eagle eye,2008,80000000.0,178100000.0,1.22625,2008-09-26 00:00:00,9.0,3.0,270.0,38.0,0.0,118.0,3.0,[Jim Page],"""[K/O Paper Products, Goldrest Pictures]""","""['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson', 'Michael Chiklis', 'Anthony Mackie', 'Ethan Embry', 'Billy Bob Thornton']""",['D.J. Caruso'],,Paramount (DreamWorks),['Brian Tyler'],[Dariusz Wolski],"""['Patrick Crowley', 'Steven Spielberg']"""
1582,,w11312,,eagle squadron ,,908768.0,2607422.0,1.8691833339202084,,,,,,,,,[Philip Cahn],[Walter Wanger Productions],,,,,,,
1583,,w11333,,earth (2007 film),,47000000.0,109000000.0,1.319148936170213,,,,,,,,,"""[Martin Elsbury, Vartan Nazarian]""","""[Disneynature, BBC Worldwide, Greenlight Media, Discovery Channel, BBC Natural History Unit]""",,,,,,,
1584,b3931,w11335,o18672,earth days,2009,1200000.0,23179.0,-0.9806841666666668,2009-08-14 00:00:00,8.0,3.0,226.0,32.0,0.0,102.0,6.0,"""[Don Kleszy, Robert Stone]""","""[American Experience, Robert Stone Productions, WGBH]""",Stewart Brand|Rachel L. Carson|Bill Clinton|Paul Ehrlich,Robert Stone,,Zeitgeist,['Michael Giacchino'],[Howard Shack],[Robert Stone]
1585,b3932,w11336,,earth girls are easy,1988,10000000.0,3916303.0,-0.6083696999999999,1989-05-12 00:00:00,5.0,2.0,132.0,19.0,0.0,100.0,2.0,[Richard Halsey],[De Laurentiis Entertainment Group],"""['Jim Carrey', 'Damon Wayans']""",,,Vestron,"""[Ray Colcord, Nile Rodgers, Julie Brown]""",[Oliver Stapleton],"""[Tony Garnett, Duncan Henderson, Terrence E. McNally]"""
1586,b3933,w11340,o9966,earth to echo,2014,13000000.0,45300000.0,2.4846153846153847,2014-07-02 00:00:00,7.0,3.0,183.0,26.0,1.0,89.0,2.0,"""[Carsten Kurpanek, Crispin Struthers]""","""[Panay Films, Walt Disney Pictures, (uncredited)]""",Teo Halm|Astro|Reese Hartwig|Ella Wahlestedt,['Dave Green'],['Henry Gayden'],Relativity,[Joseph Trapanese],[Maxime Alexandre],"""['Ryan Kavanaugh', 'Andrew Panay', 'Tucker Tooley']"""
1587,b3934,w11350,,earthquake ,1974,7000000.0,79666653.0,10.38095042857143,1974-11-15 00:00:00,11.0,4.0,319.0,45.0,1.0,,2.0,[Dorothy Spencer],[Universal Pictures],"""['Charlton Heston', 'Ava Gardner', 'George Kennedy', 'Lorne Greene', 'Genevieve Bujold', 'Richard Roundtree', 'Marjoe Gortner', 'Barry Sullivan', 'Lloyd Nolan', 'Victoria Principal', 'Walter Matthau']""",['Mark Robson'],"""['George Fox', 'Mario Puzo']""",Universal,['John Williams'],['Philip H. Lathrop '],['Mark Robson']
1588,,w11377,,easter parade ,,2655000.0,5803000.0,1.1856873822975518,,,,,,,,,[Albert Akst],[Metro-Goldwyn-Mayer],,,,,,,
1589,b3940,w11379,o3731,eastern promises,2007,50000000.0,56100000.0,0.122,2007-09-14 00:00:00,9.0,3.0,257.0,36.0,0.0,101.0,4.0,[Ronald Sanders],,"""['Viggo Mortensen', 'Naomi Watts']""",['David Cronenberg'],['Steven Knight'],Focus Features,['Howard Shore'],[Peter Suschitzky],"""[Paul Webster, Robert Lantos]"""
1590,b3942,w11381,o7980,easy a,2010,8000000.0,75000000.0,8.375,2010-09-17 00:00:00,9.0,3.0,260.0,37.0,0.0,92.0,3.0,[Susan Littenberg],[Olive Bridge Entertainment],"""['Emma Stone', 'Penn Badgley', 'Amanda Bynes', 'Thomas Haden Church', 'Patricia Clarkson', 'Cam Gigandet', 'Lisa Kudrow', 'Malcolm McDowell', 'Alyson Michalka', 'Stanley Tucci']""",['Will Gluck'],,Sony / Screen Gems,[Brad Segal],[Michael Grady],['Will Gluck']
1591,b3945,w11391,o17607,easy rider,1969,360000.0,60000000.0,165.66666666666666,1969-07-14 00:00:00,7.0,3.0,195.0,28.0,0.0,95.0,4.0,[Donn Cambern],"""[Raybert Productions, Pando Company Inc.]""",['Jack Nicholson'],Dennis Hopper,,Columbia,"""[The Band, The Byrds, The Jimi Hendrix Experience, Roger McGuinn, Steppenwolf]""",[LaÌszloÌ KovaÌcs],[Peter Fonda]
1592,,w11397,,easy to love (1953 film),,1831000.0,3789000.0,1.0693610049153468,,,,,,,,,[Gene Ruggiero],,,,,,,,
1593,b3947,w11399,o21507,easy to wed,1946,1683000.0,5638000.0,2.3499702911467617,2046-07-11 00:00:00,7.0,3.0,192.0,27.0,0.0,106.0,6.0,[Blanche Sewell],[Metro-Goldwyn-Mayer],"""['Van Johnson', 'Esther Williams', 'Lucille Ball', 'Keenan Wynn', 'Cecil Kellaway', 'Carlos Ramirez', 'June Lockhart*', 'Grant Mitchell*']""",['Edward Buzzell'],"""['Dorothy Kingsley ', 'George Oppenheimer ', 'Howard Emmett Rogers ', 'Maurine Dallas Watkins ']""",MGM,['Johnny Green'],['Harry Stradling Sr.'],['Jack Cummings']
1594,,w11404,o17709,eat my dust!,1976,300000.0,5000000.0,15.666666666666664,1976-04-01 00:00:00,4.0,2.0,92.0,13.0,0.0,89.0,2.0,[],,,,,,,,
1595,b3949,w11405,o7981,eat pray love,2010,60000000.0,204600000.0,2.41,2010-08-13 00:00:00,8.0,3.0,225.0,32.0,0.0,140.0,3.0,[Bradley Buecker],[Plan B Entertainment],"""['Julia Roberts', 'Javier Bardem', 'James Franco', 'Billy Crudup', 'Richard Jenkins', 'Viola Davis']""",['Ryan Murphy'],['Ryan Murphy'],Sony / Columbia,['Dario Marianelli'],[Robert Richardson],"""['Dede Gardner', 'Jeremy Kleiner', 'Brad Pitt']"""
1596,b3954,w11410,o22010,eating out,2004,50000.0,155212.0,2.1042400000000003,2005-03-18 00:00:00,3.0,1.0,77.0,11.0,0.0,84.0,6.0,[Phillip J. Bartell],,Rebekah Kochan|Scott Lunsford|Jim Verraros|Natalie Burge,Q. Allan Brocka,,Ariztical Entertainment,[Dominik Hauser],[Keith J. Duggan],[Danielle Probst]
1597,,w11416,o21710,eating raoul,1982,350000.0,1114825.0,2.1852142857142858,1982-03-24 00:00:00,3.0,1.0,83.0,12.0,0.0,83.0,4.0,[Alan Toomayan],"""[Bartel, Films Incorporated, Quartet]""",,,,,,,
1598,b3960,w11434,,ed ,1996,24000000.0,4422330.0,-0.81573625,1996-03-15 00:00:00,3.0,1.0,75.0,10.0,0.0,94.0,2.0,"""[Robert K. Lambert, Todd E. Miller]""",,"""['Matt LeBlanc', 'James Caviezel*']""",['Bill Couturie'],,Universal,[Stephen Endelman],[Alan Caso],"""[Rosalie Swedlin, Bill Finnegan]"""
1599,,w11435,o19059,ed and his dead mother,1993,1800000.0,673.0,-0.9996261111111112,1993-11-17 00:00:00,11.0,4.0,321.0,46.0,1.0,93.0,3.0,[],[ITC Entertainment],,,,,,,
1600,b3961,w11436,,ed wood ,1994,18000000.0,5900000.0,-0.6722222222222223,1994-09-30 00:00:00,9.0,3.0,273.0,39.0,0.0,127.0,4.0,[Chris Lebenzon],[Touchstone Pictures],"""['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette', 'Bill Murray*']""",['Tim Burton'],"""['Scott Alexander', 'Larry Karaszewski']""",Buena Vista,['Howard Shore'],[Stefan Czapsky],"""['Tim Burton', 'Denise Di Novi']"""
1601,,w11438,,eddie ,,30000000.0,31387164.0,0.046238800000000004,,,,,,,,,[Richard Halsey],"""[Hollywood Pictures, PolyGram Filmed Entertainment, Island Pictures]""",,,,,,,
1602,b3965,w11440,o1351,eddie murphy raw,1987,8000000.0,50500000.0,5.3125,1987-12-18 00:00:00,12.0,4.0,352.0,50.0,1.0,90.0,4.0,[Lisa Day],[Eddie Murphy Productions],"""['Samuel L. Jackson*', 'Eddie Murphy']""",Robert Townsend,,Paramount,,[Ernest Dickerson],
1603,b3968,w11442,,eddie the eagle ,2016,23000000.0,46100000.0,1.0043478260869565,2016-02-26 00:00:00,2.0,1.0,57.0,8.0,0.0,105.0,3.0,[Martin Walsh],"""[Marv Films, Studio Babelsberg, Saville Productions, TSG Entertainment]""","""['Christopher Walken', 'Taron Egerton', 'Hugh Jackman']""",['Dexter Fletcher'],"""['Sean Macaulay', 'Simon Kelton']""",Fox,[Matthew Margeson],[George Richmond],"""['Adam Bohling', 'Valerie Van Galder', 'Rupert Maconick', 'David Reid', 'Matthew Vaughn']"""
1604,b3976,w11447,,edge of darkness (2010 film),2010,80000000.0,81100000.0,0.01375,2010-01-29 00:00:00,1.0,1.0,29.0,4.0,0.0,108.0,4.0,[Stuart Baird],"""[GK Films, BBC Films, Icon Productions]""","""['Frank Grillo', 'Mel Gibson', 'Ray Winstone', 'Danny Huston']""",['Martin Campbell'],['William Monahan'],Warner Bros.,['Howard Shore'],[Phil Meheux],"""['Tim Headington', 'Graham King']"""
1605,,w11453,,edge of seventeen ,,1500000.0,871759.0,-0.4188273333333333,,,,,,,,,[Tal Ben-David],"""[Luna Pictures, Blue Streak Films]""",,,,,,,
1606,b3980,w11457,o11887,edge of the city,1957,493000.0,760000.0,0.5415821501014199,2057-01-29 00:00:00,1.0,1.0,29.0,4.0,0.0,85.0,6.0,[Sidney Meyers],"""[David Susskind Productions, Jonathan Productions]""","""['John Cassavetes', 'Sidney Poitier', 'Jack Warden', 'Kathleen Maguire', 'Ruby Dee', 'Robert F. Simon']""",['Martin Ritt'],['Robert Alan Aurthur'],MGM,['Leonard Rosenman'],['Joseph Brun'],['David Susskind']
1607,b3978,w11458,o9967,edge of tomorrow,2014,178000000.0,370500000.0,1.0814606741573034,2014-06-06 00:00:00,6.0,2.0,157.0,22.0,0.0,113.0,3.0,"""[James Herbert, Laura Jennings]""",,"""['Tom Cruise', 'Emily Blunt', 'Bill Paxton', 'Brendan Gleeson']""",['Doug Liman'],"""['Jez Butterworth', 'Christopher McQuarrie']""",Warner Bros.,['Christophe Beck'],[Dion Beebe],"""['Jason Hoffs', 'Gregory Jacobs', 'Tom Lassally', 'Jeffrey Silver', 'Erwin Stoff']"""
1608,,w11464,,edison ,,25000000.0,4143414.0,-0.83426344,,,,,,,,,[Casey O. Rohrs],"""[Millennium Films, Emmett/Furla Films]""",,,,,,,
1609,b3924,w11471,o2060,edtv,1999,80000000.0,35200000.0,-0.56,1999-03-26 00:00:00,3.0,1.0,85.0,12.0,0.0,123.0,3.0,"""[Daniel P. Hanley, Mike Hill]""",[Imagine Entertainment],"""['Matthew McConaughey', 'Jenna Elfman', 'Woody Harrelson', 'Martin Landau', 'Ellen DeGeneres']""",['Ron Howard'],,Universal,['Randy Edelman'],[John Schwartzman],"""['Brian Grazer', 'Ron Howard']"""
1610,b3987,w11482,o15003,edward scissorhands,1990,20000000.0,86000000.0,3.3,1990-12-07 00:00:00,12.0,4.0,341.0,48.0,0.0,105.0,3.0,"""[Richard Halsey, Colleen Halsey]""",,"""['Johnny Depp', 'Winona Ryder']""",['Tim Burton'],,Fox,['Danny Elfman'],[Stefan Czapsky],"""['Tim Burton', 'Denise Di Novi']"""
1611,b3991,w11504,o20296,eight below,2006,40000000.0,120500000.0,2.0125,2006-02-17 00:00:00,2.0,1.0,48.0,7.0,1.0,120.0,2.0,[Christopher Rouse],"""[Walt Disney Pictures, Spyglass Entertainment, Mandeville Films, The Kennedy/Marshall Company]""","""['Paul Walker', 'Bruce Greenwood', 'Jason Biggs']""",['Frank Marshall'],['David DiGilio'],Buena Vista,['Mark Isham'],['Don Burgess'],"""['Gary Barber', 'Roger Birnbaum', 'Patrick Crowley', 'David Hoberman', 'Roy Lee', 'Frank Marshall']"""
1612,b3992,w11505,o16236,eight crazy nights,2002,34000000.0,23800000.0,-0.3,2002-11-27 00:00:00,11.0,4.0,331.0,47.0,1.0,76.0,3.0,[Amy Budden],[Happy Madison Productions],"""['Adam Sandler', 'Rob Schneider*']""",Seth Kearsley,['Adam Sandler'],Sony / Columbia,['Teddy Castellucci'],,"""['Jack Giarraputo', 'Adam Sandler']"""
1613,b3995,w11510,o11721,eight men out,1988,6100000.0,5700000.0,-0.06557377049180327,1988-09-02 00:00:00,9.0,3.0,246.0,35.0,1.0,119.0,2.0,[John Tintori],,"""['D.B. Sweeney', 'John Cusack', 'David Strathairn', 'Charlie Sheen']""",John Sayles,,Orion Pictures,[Mason Daring],[Robert Richardson],[Sarah Pillsbury]
1614,,w11516,o5360,el americano: the movie,2016,4000000.0,331349.0,-0.91716275,2016-01-22 00:00:00,1.0,1.0,22.0,3.0,1.0,98.0,7.0,[Grecia Villar],"""[Animex, AnaÌhuac Films, Olmos Productions, Phil Roman Entertainment]""",,,,,,,
1615,,w7308,,el cid ,,6200000.0,30000000.0,3.838709677419355,,,,,,,,,[Robert Lawrence],"""[Samuel Bronston Productions, Dear Film Produzione]""",,,,,,,
1616,,w10781,,el dorado (1966 film),,4653000.0,5950000.0,0.27874489576617234,,,,,,,,,[John Woodcock],[Laurel Productions],,,,,,,
1617,b4017,w24199,o7482,el mariachi,1992,7000.0,2000000.0,284.7142857142857,1993-02-26 00:00:00,2.0,1.0,57.0,8.0,0.0,81.0,4.0,[Robert Rodriguez],[Los Hooligans Productions],Carlos Gallardo|Consuelo Gómez|Jaime de Hoyos|Peter Marquardt,['Robert Rodriguez'],['Robert Rodriguez'],Columbia,"""[Eric Guthrie, Chris Knudson, AÌlvaro Rodriguez, Cecilio Rodriguez, Mark Trujillo]""",[Robert Rodriguez],['Robert Rodriguez']
1618,,w11525,,election (1999 film),,25000000.0,14900000.0,-0.40399999999999997,,,,,,,,,[Kevin Tent],"""[MTV Films, Bona Fide Productions]""",,,,,,,
1619,b4030,w11530,,electric dreams ,1984,5500000.0,2467664.0,-0.5513338181818181,1984-07-20 00:00:00,7.0,3.0,202.0,29.0,0.0,,2.0,[Peter Honess],[Virgin Pictures],['Virginia Madsen'],,,MGM,"""[Giorgio Moroder, Jeff Lynne]""",[Alex Thomson],"""[Larry DeWaay, Rusty Lemorande, Richard Branson]"""
1620,b4032,w11540,,elegy ,2008,13000000.0,14894347.0,0.14571900000000002,2008-08-08 00:00:00,8.0,3.0,221.0,31.0,0.0,112.0,4.0,[Amy E. Duddleston],[Lakeshore Entertainment],"""['Ben Kingsley', 'Penelope Cruz']""",['Isabel Coixet'],,Samuel Goldwyn,,[Jean-Claude Larrieu],"""['Gary Lucchesi', 'Tom Rosenberg', 'Richard Wright']"""
1621,,w11541,,elektra (2005 film),,43000000.0,56700000.0,0.3186046511627907,,,,,,,,,[Kevin Stitt],,,,,,,,
1622,,w11545,,eleni ,,7000000.0,305102.0,-0.956414,,,,,,,,,[Ray Lovejoy],[CBS Theatrical Films],,,,,,,
1623,,w11546,,elephant (2003 film),,3000000.0,10000000.0,2.333333333333333,,,,,,,,,[Gus Van Sant],[Meno Film Company],,,,,,,
1624,,w11552,o12717,elephant walk,1954,3000000.0,3000000.0,0.0,2054-04-21 00:00:00,4.0,2.0,111.0,16.0,0.0,103.0,,[],,,,,,,,
1625,b4045,w11558,,elf ,2003,33000000.0,220400000.0,5.678787878787879,2003-11-07 00:00:00,11.0,4.0,311.0,44.0,1.0,97.0,2.0,[Dan Lebental],[Guy Walks Into a Bar Productions],"""['Will Ferrell', 'James Caan', 'Edward Asner', 'Mary Steenburgen', 'Zooey Deschanel', 'Peter Dinklage*', 'Andy Richter*', 'Jon Favreau*']""",['Jon Favreau'],,New Line,['John Debney'],['Greg Gardiner'],['Shauna Robertson']
1626,b4051,w11564,,elizabethtown ,2005,45000000.0,52000000.0,0.15555555555555556,2005-10-14 00:00:00,10.0,4.0,287.0,41.0,1.0,123.0,2.0,[David Moritz],"""[Cruise/Wagner Productions, Vinyl Films]""","""['Orlando Bloom', 'Kirsten Dunst', 'Susan Sarandon', 'Alec Baldwin', 'Jessica Biel']""",['Cameron Crowe'],['Cameron Crowe'],Paramount,[Nancy Wilson],['John Toll'],"""['Tom Cruise', 'Paula Wagner']"""
1627,b4053,w11566,,ella enchanted ,2004,31000000.0,27400000.0,-0.11612903225806452,2004-04-09 00:00:00,4.0,2.0,100.0,14.0,0.0,96.0,2.0,[Masahiro Hirakubo],,"""['Anne Hathaway', 'Cary Elwes', 'Steve Coogan*']""",,"""['Karen McCullah Lutz', 'Kirsten Smith']""",Miramax,[],['John de Borman'],"""[Susan Miller, Jane Startz]"""
1628,b4057,w11569,o18249,ellie parker,2001,4000000.0,45726.0,-0.9885685,2005-11-11 00:00:00,11.0,4.0,315.0,45.0,1.0,95.0,4.0,[Matt Chesse],,['Naomi Watts'],Scott Coffey,,Strand,"""[Neil Jackson, BC Smith]""","""[Scott Coffey, Blair Mastbaum]""","""[Scott Coffey, Naomi Watts]"""
1629,,w11574,,elmer gantry ,,3000000.0,5200000.0,0.7333333333333333,,,,,,,,,[Marjorie Fowler],,,,,,,,
1630,b4063,w11590,o5361,elvis & nixon,2016,4000000.0,1400000.0,-0.65,2016-04-22 00:00:00,4.0,2.0,113.0,16.0,0.0,86.0,4.0,"""[Michael Taylor, Sabine Hoffman]""","""[Autumn Productions, Inc., Elevated Films, Holly Wiersma Productions, Johnny Mac & David Hansen Productions, Benaroya Pictures]""","""['Ashley Benson', 'Tate Donovan', 'Colin Hanks', 'Johnny Knoxville', 'Tracy Letts', 'Evan Peters', 'Alex Pettyfer', 'Michael Shannon', 'Kevin Spacey']""",['Liza Johnson'],,Bleecker Street,[Ed Shearmur],[Terry Stacey],
1631,b4068,w11596,,elysium ,2013,115000000.0,286100000.0,1.4878260869565216,2013-08-09 00:00:00,8.0,3.0,221.0,31.0,0.0,109.0,4.0,"""[Julian Clarke, Lee Smith]""",,"""['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'William Fichtner', 'Alice Braga', 'Diego Luna']""",['Neill Blomkamp'],['Neill Blomkamp'],TriStar,[Ryan Amon],[Trent Opaloch],['Simon Kinberg']
1632,,w11609,,emma (1996 theatrical film),,7000000.0,22200000.0,2.1714285714285717,,,,,,,,,[Lesley Walker],"""[Matchmaker Films, Haft Entertainment]""",,,,,,,
1633,,w11629,,emperor of the north pole,,3705000.0,2000000.0,-0.4601889338731444,,,,,,,,,[Michael Luciano],"""[Inter-Hemisphere, 20th Century Fox]""",,,,,,,
1634,,w11635,,empire (2002 film),,4000000.0,18591272.0,3.647818,,,,,,,,,,[Arenas Entertainment],,,,,,,
1635,b4082,w11639,,empire of the sun ,1987,35000000.0,66700000.0,0.9057142857142856,1987-12-11 00:00:00,12.0,4.0,345.0,49.0,0.0,154.0,2.0,[Michael Kahn],[Amblin Entertainment],"""['Christian Bale', 'John Malkovich', 'Miranda Richardson', 'Joe Pantoliano', 'Ben Stiller*']""",['Steven Spielberg'],,Warner Bros.,['John Williams'],[Allen Daviau],"""['Kathleen Kennedy', 'Frank Marshall', 'Steven Spielberg']"""
1636,,w11641,,empire state (2013 film),,11000000.0,3700000.0,-0.6636363636363637,,,,,,,,,,"""[Grindstone Entertainment Group, Emmett/Furla Films, Cheetah Vision, Voltage Pictures]""",,,,,,,
1637,b4083,w11645,,employee of the month (2006 film),2006,12000000.0,38400000.0,2.2,2006-10-06 00:00:00,10.0,4.0,279.0,40.0,1.0,108.0,3.0,[Tom Lewis],[Tapestry Films],"""['Dane Cook', 'Jessica Simpson', 'Dax Shepard', 'Andy Dick']""",['Greg Coolidge'],['Greg Coolidge'],Lionsgate,[John Swihart],[Anthony B. Richmond],['Andrew Panay']
1638,b4086,w11657,,enchanted ,2007,85000000.0,340500000.0,3.0058823529411764,2007-11-21 00:00:00,11.0,4.0,325.0,46.0,1.0,107.0,2.0,"""[Gregory Perler, Stephen A. Rotter]""",,"""['Amy Adams', 'James Marsden', 'Susan Sarandon']""",,,Buena Vista,['Alan Menken'],['Don Burgess'],['Barry Sonnenfeld']
1639,,w11658,,enchanted april (1935 film),,346000.0,165000.0,-0.5231213872832371,,,,,,,,,[George Hively],[RKO Radio Pictures],,,,,,,
1640,b4088,w11669,o7483,encino man,1992,7000000.0,40700000.0,4.814285714285714,1992-05-22 00:00:00,5.0,2.0,143.0,20.0,1.0,88.0,2.0,"""[Michael Kelly, Eric A. Sears]""",[Hollywood Pictures],"""['Sean Astin', 'Brendan Fraser', 'Pauly Shore']""",Les Mayfield,,Buena Vista,[J. Peter Robinson],[Robert Brinkmann],"""[George Zaloom, Hilton A. Green, Michael Rotenberg]"""
1641,,w11677,,end of days ,,100000000.0,212000000.0,1.12,,,,,,,,,[Steven Kemper],[Beacon Pictures],,,,,,,
1642,b4095,w11688,o18251,end of the spear,2005,10000000.0,12128105.0,0.2128105,2006-01-20 00:00:00,1.0,1.0,20.0,3.0,1.0,102.0,3.0,,,Louie Leonardo|Chad Allen|Jack Guzman|Christina Souza,Jim Hanon,,Rocky Mountain Pictures,[Ron Owen],,"""[William Bowling, Bill Ewing]"""
1643,b4092,w11695,o3367,end of watch,2012,715000000.0,57600000.0,-0.9194405594405596,2012-09-21 00:00:00,9.0,3.0,265.0,38.0,0.0,109.0,4.0,[Dody Dorn],"""[StudioCanal, Exclusive Media, Crave Films, CECTV Films, Emmett/Furla Films]""","""['Jake Gyllenhaal', 'Michael Pena', 'Anna Kendrick', 'America Ferrera', 'Frank Grillo', 'Cody Horn']""",['David Ayer'],['David Ayer'],Open Road Films,['David Sardy'],[Roman Vasyanov],"""['David Ayer', 'Randall Emmett', 'George Furla']"""
1644,b4100,w11700,,endless love (2014 film),2014,20000000.0,34700000.0,0.735,2014-02-14 00:00:00,2.0,1.0,45.0,6.0,1.0,105.0,3.0,[Maryann Brandon],"""[Bluegrass Films, Fake Empire Productions]""","""['Alex Pettyfer', 'Gabriella Wilde', 'Robert Patrick', 'Bruce Greenwood', 'Rhys Wakefield', 'Joely Richardson']""",['Shana Feste'],"""['Shana Feste', 'Joshua Safran']""",Universal,['Christophe Beck'],[Andrew Dunn],"""['Pamela Abdy', 'Josh Schwartz', 'Scott Stuber']"""
1645,b4109,w11708,o20005,enemy at the gates,2001,68000000.0,97000000.0,0.4264705882352941,2001-03-16 00:00:00,3.0,1.0,75.0,10.0,0.0,131.0,4.0,"""[NoeÌlle Boisson, Humphrey Dixon]""","""[Mandalay Pictures, RepeÌrage Films]""","""['Jude Law', 'Ed Harris', 'Rachel Weisz', 'Joseph Fiennes', 'Bob Hoskins', 'Ron Perlman']""",[],,Paramount,['James Horner'],[Robert Fraisse],"""[Jean-Jacques Annaud, John D. Schofield]"""
1646,b4110,w11713,,enemy of the state ,1998,90000000.0,250600000.0,1.7844444444444445,1998-11-20 00:00:00,11.0,4.0,324.0,46.0,1.0,132.0,4.0,[Chris Lebenzon],"""[Touchstone Pictures, Jerry Bruckheimer Films, Scott Free Productions]""","""['Will Smith', 'Gene Hackman', 'Jon Voight', 'Jack Black*', 'Seth Green*']""",['Tony Scott'],,Buena Vista,['Trevor Rabin'],[Dan Mindel],['Jerry Bruckheimer']
1647,b4115,w11730,,enough ,2002,38000000.0,51801187.0,0.3631891315789474,2002-05-24 00:00:00,5.0,2.0,144.0,20.0,1.0,116.0,3.0,[Rick Shaine],,['Jennifer Lopez'],['Michael Apted'],,Sony / Columbia,['David Arnold'],['Rogier Stoffers'],"""['Rob Cowan', 'Irwin Winkler']"""
1648,b4117,w11731,o18252,enron: the smartest guys in the room,2005,700000.0,4900000.0,6.0,2005-04-22 00:00:00,4.0,2.0,112.0,16.0,0.0,109.0,6.0,[Alison Ellwood],,John Beard|Tim Belden|Barbara Boxer|George W. Bush,Alex Gibney,,Magnolia,[Matthew Hauser],['Maryse Alberti'],[Alex Gibney]
1649,b4123,w11744,,entourage ,2015,39000000.0,49300000.0,0.2641025641025641,2015-06-03 00:00:00,6.0,2.0,154.0,22.0,0.0,104.0,4.0,[Jeff Groth],"""[HBO, Closest to the Hole Productions, Leverage Entertainment, RatPac-Dune Entertainment]""","""['Judy Greer', 'Terrence Jenkins', 'Adrien Grenier', 'Kevin Connolly', 'Jerry Ferrara', 'Kevin Dillon', 'Jeremy Piven', 'Billy Bob Thornton', 'Haley Joel Osment']""",['Doug Ellin'],['Doug Ellin'],Warner Bros.,[Frederic Sans],[Steven Fierberg],"""['Doug Ellin', 'Stephen Levinson', 'Mark Wahlberg']"""
1650,b4124,w11746,,entrapment ,1999,66000000.0,212400000.0,2.2181818181818183,1999-04-30 00:00:00,4.0,2.0,120.0,17.0,0.0,112.0,3.0,[Terry Rawlings],[Regency Enterprises],['Sean Connery'],,,Fox,['Christopher Young'],[Phil Meheux],['Arnon Milchan']
1651,,w11749,,envy (2004 film),,40000000.0,14581765.0,-0.635455875,,,,,,,,,"""[Stu Linder, Blair Daily]""","""[Castle Rock Entertainment, Baltimore/Spring Creek Pictures]""",,,,,,,
1652,,w11750,,epic (2013 film),,93000000.0,268400000.0,1.886021505376344,,,,,,,,,[Andy Keir],"""[Blue Sky Studios, 20th Century Fox Animation]""",,,,,,,
1653,b4128,w11751,o3736,epic movie,2007,20000000.0,86900000.0,3.345,2007-01-26 00:00:00,1.0,1.0,26.0,3.0,0.0,85.0,3.0,[Peck Prior],"""[New Regency, Paul Schiff Productions, 3 in the Box]""","""['Tony Cox', 'Kal Penn', 'Jennifer Coolidge']""","""['Jason Friedberg', 'Aaron Seltzer']""","""['Jason Friedberg', 'Aaron Seltzer']""",Fox,['Ed Shearmur'],[Shawn Maurer],"""['Jason Friedberg', 'Arnon Milchan', 'Aaron Seltzer']"""
1654,b4130,w11756,,equilibrium ,2002,20000000.0,5300000.0,-0.735,2002-12-06 00:00:00,12.0,4.0,340.0,48.0,0.0,107.0,4.0,"""[Tom Rolf, William Yeh]""","""[Dimension Films, Blue Tulip Productions]""","""['Christian Bale', 'Emily Watson', 'Taye Diggs', 'Sean Bean']""",['Kurt Wimmer'],['Kurt Wimmer'],Dimension Films,"""['Klaus Badelt', 'Ramin Djawadi*']""",['Dion Beebe'],"""[Jan de Bont, Lucas Foster, Bob Weinstein, Harvey Weinstein]"""
