link	name	domestic_revenue	foreign_revenue	worldwide_revenue	total_lifetime_gross
http://www.boxofficemojo.com/movies/?id=manonofthespring.htm	Manon of the Spring	"$3,940,542 "			
http://www.boxofficemojo.com/movies/?id=mansfieldpark.htm	Mansfield Park	"$4,775,847 "			
http://www.boxofficemojo.com/movies/?id=mansome.htm	Mansome	"$36,280 "			
http://www.boxofficemojo.com/movies/?id=manuelaandmanuel.htm	Manuela and Manuel	"$1,582 "			
http://www.boxofficemojo.com/movies/?id=manufacturedlandscapes.htm	Manufactured Landscapes	"$240,239 "	"$108,981 "	"$349,220 "	
http://www.boxofficemojo.com/movies/?id=manuscriptsdontburn.htm	Manuscripts Don't Burn	"$6,295 "			
http://www.boxofficemojo.com/movies/?id=maoslastdancer.htm	Mao's Last Dancer	"$4,817,770 "	"$17,451,353 "	"$22,269,123 "	
http://www.boxofficemojo.com/movies/?id=mapofthehumanheart.htm	Map of the Human Heart	"$2,806,881 "			
http://www.boxofficemojo.com/movies/?id=mapstothestars.htm	Maps to the Stars	"$350,741 "	"$987,624 "	"$1,338,365 "	
http://www.boxofficemojo.com/movies/?id=marathon.htm	Marathon	"$1,703 "	n/a	"$1,703 "	
http://www.boxofficemojo.com/movies/?id=marathonman.htm	Marathon Man	"$21,709,020 "			
http://www.boxofficemojo.com/movies/?id=marchofthepenguins.htm	March of the Penguins	"$77,437,223 "	"$49,955,470 "	"$127,392,693 "	
http://www.boxofficemojo.com/movies/?id=marchordie.htm	March or Die	"$1,000,000 "			
http://www.boxofficemojo.com/movies/?id=marcix.htm	Marci X	"$1,648,818 "	"$26,888 "	"$1,675,706 "	
http://www.boxofficemojo.com/movies/?id=mardigras.htm	Mardi Gras				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=marebito.htm	Marebito	"$13,983 "	"$93,276 "	"$107,259 "	
http://www.boxofficemojo.com/movies/?id=margaret.htm	Margaret	"$46,495 "	n/a	"$46,495 "	
http://www.boxofficemojo.com/movies/?id=margaretchoassassintour.htm	Margaret Cho: The Assassin Tour	"$40,123 "			
http://www.boxofficemojo.com/movies/?id=margincall.htm	Margin Call	"$5,354,039 "	"$14,150,000 "	"$19,504,039 "	
http://www.boxofficemojo.com/movies/?id=margotatthewedding.htm	Margot at the Wedding	"$1,959,420 "	"$938,337 "	"$2,897,757 "	
http://www.boxofficemojo.com/movies/?id=marguerite.htm	Marguerite	"$497,323 "	n/a	"$497,323 "	
http://www.boxofficemojo.com/movies/?id=margueriteandjulien.htm	Marguerite and Julien				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=mariafullofgrace.htm	Maria Full of Grace	"$6,529,624 "	"$6,065,006 "	"$12,594,630 "	
http://www.boxofficemojo.com/movies/?id=mariastuardaatlascala.htm	Maria Stuarda at La Scala	"$83,214 "			
http://www.boxofficemojo.com/movies/?id=marie.htm	Marie	"$2,507,995 "			
http://www.boxofficemojo.com/movies/?id=marieantoinette.htm	Marie Antoinette	"$15,962,471 "	"$44,954,718 "	"$60,917,189 "	
http://www.boxofficemojo.com/movies/?id=mariesstory.htm	Marie's Story	"$11,720 "	n/a	"$11,720 "	
http://www.boxofficemojo.com/movies/?id=marilynhotchkiss.htm	Marilyn Hotchkiss' Ballroom Dancing &amp; Charm School	"$349,132 "	"$55,738 "	"$404,870 "	
http://www.boxofficemojo.com/movies/?id=marinaabramovic.htm	Marina Abramovic: The Artist is Present	"$86,637 "	n/a	"$86,637 "	
http://www.boxofficemojo.com/movies/?id=marinoni.htm	Marinoni: The Fire in the Frame	"$4,696 "			
http://www.boxofficemojo.com/movies/?id=marionbridge.htm	Marion Bridge				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=marius.htm	Marius	"$9,781 "	"$2,240,000 "	"$2,249,781 "	
http://www.boxofficemojo.com/movies/?id=mariusandjeannette.htm	Marius and Jeannette	"$285,038 "			
http://www.boxofficemojo.com/movies/?id=marktwainimax.htm	Mark Twain's America in 3-D (IMAX)	"$2,297,096 "			
http://www.boxofficemojo.com/movies/?id=markedfordeath.htm	Marked for Death	"$46,044,396 "	"$11,924,540 "	"$57,968,936 "	
http://www.boxofficemojo.com/movies/?id=marlene.htm	Marlene	"$852,676 "			
http://www.boxofficemojo.com/movies/?id=marley.htm	Marley	"$1,413,480 "	n/a	"$1,413,480 "	
http://www.boxofficemojo.com/movies/?id=marleyandme.htm	Marley and Me	"$143,153,751 "	"$99,563,362 "	"$242,717,113 "	
http://www.boxofficemojo.com/movies/?id=marmaduke.htm	Marmaduke	"$33,644,788 "	"$50,117,056 "	"$83,761,844 "	
http://www.boxofficemojo.com/movies/?id=marnie.htm	Marnie				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=maroonediniraq.htm	Marooned in Iraq	"$141,243 "	n/a	"$141,243 "	
http://www.boxofficemojo.com/movies/?id=marquiseofo.htm	Marquise of O	"$6,048 "			
http://www.boxofficemojo.com/movies/?id=marriageitaliansty.htm	"Marriage, Italian Style (2011 re-release)"	"$10,600 "			
http://www.boxofficemojo.com/movies/?id=marriedlife.htm	Married Life	"$1,507,990 "	"$1,380,325 "	"$2,888,315 "	
http://www.boxofficemojo.com/movies/?id=marriedtoit.htm	Married to It	"$2,059,832 "			
http://www.boxofficemojo.com/movies/?id=marriedtothemob.htm	Married to the Mob	"$21,486,757 "			
http://www.boxofficemojo.com/movies/?id=marsattacks.htm	Mars Attacks!	"$37,771,017 "	"$63,600,000 "	"$101,371,017 "	
http://www.boxofficemojo.com/movies/?id=marsneedsmoms.htm	Mars Needs Moms	"$21,392,758 "	"$17,600,000 "	"$38,992,758 "	
http://www.boxofficemojo.com/movies/?id=marthamarcymaymarlene.htm	Martha Marcy May Marlene	"$2,990,625 "	"$547,821 "	"$3,538,446 "	
http://www.boxofficemojo.com/movies/?id=marthaandethel.htm	Martha and Ethel	"$91,874 "			
http://www.boxofficemojo.com/movies/?id=martianchild.htm	Martian Child	"$7,500,310 "	"$1,851,434 "	"$9,351,744 "	
http://www.boxofficemojo.com/movies/?id=martiansgohome.htm	Martians Go Home	"$129,778 "			
http://www.boxofficemojo.com/movies/?id=runteldat.htm	Martin Lawrence Live: Runteldat	"$19,184,820 "			
http://www.boxofficemojo.com/movies/?id=martinandorloff.htm	Martin and Orloff	"$34,222 "			
http://www.boxofficemojo.com/movies/?id=marty.htm	Marty				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=avengers11.htm	Marvel's The Avengers	"$623,357,910 "	"$895,455,078 "	"$1,518,812,988 "	
http://www.boxofficemojo.com/movies/?id=marvinthemartian.htm	Marvin the Martian				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=marvinsroom.htm	Marvin's Room	"$12,803,305 "			
http://www.boxofficemojo.com/movies/?id=marwencol.htm	Marwencol	"$112,036 "			
http://www.boxofficemojo.com/movies/?id=mary.htm	Mary	n/a	"$668,779 "	"$668,779 "	
http://www.boxofficemojo.com/movies/?id=marykom.htm	Mary Kom	"$621,300 "	n/a	"$621,300 "	
http://www.boxofficemojo.com/movies/?id=marypoppins.htm	Mary Poppins	"$102,272,727 "			
http://www.boxofficemojo.com/movies/?id=marypoppins_unknown.htm	Mary Poppins (Undocumented Releases)	"$102,272,727 "			
http://www.boxofficemojo.com/movies/?id=marypoppins80.htm	Mary Poppins (re-issue)	"$102,272,727 "			
http://www.boxofficemojo.com/movies/?id=disneyliveaction22018.htm	Mary Poppins Returns				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=maryreilly.htm	Mary Reilly	"$5,707,094 "	"$6,672,308 "	"$12,379,402 "	
http://www.boxofficemojo.com/movies/?id=maryshelleysfrankenstein.htm	Mary Shelley's Frankenstein	"$22,006,296 "	"$90,000,000 "	"$112,006,296 "	
http://www.boxofficemojo.com/movies/?id=maryofscotland.htm	Mary of Scotland				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=maryam.htm	Maryam	"$129,265 "			
http://www.boxofficemojo.com/movies/?id=masnegroquelanoche.htm	Mas Negro Que La Noche	"$870,063 "	"$5,221,000 "	"$6,091,063 "	
http://www.boxofficemojo.com/movies/?id=masai.htm	Masai: The Rain Warriors	"$7,650 "	"$1,156,272 "	"$1,163,922 "	
http://www.boxofficemojo.com/movies/?id=masculinefeminine05.htm	Masculine Feminine (Re-issue)	"$200,380 "			
http://www.boxofficemojo.com/movies/?id=mask85.htm	Mask	"$48,230,162 "			
http://www.boxofficemojo.com/movies/?id=maskedandanonymous.htm	Masked and Anonymous	"$533,569 "	n/a	"$533,569 "	
http://www.boxofficemojo.com/movies/?id=masquerade.htm	Masquerade	"$15,855,828 "			
http://www.boxofficemojo.com/movies/?id=masquerade2012.htm	Masquerade (2012)	"$922,921 "	"$79,839,675 "	"$80,762,596 "	
http://www.boxofficemojo.com/movies/?id=massappeal.htm	Mass Appeal	"$1,945,658 "			
http://www.boxofficemojo.com/movies/?id=massoudtheafghan.htm	"Massoud, the Afghan"	"$26,747 "	n/a	"$26,747 "	
http://www.boxofficemojo.com/movies/?id=mast.htm	Mast	"$158,928 "			
http://www.boxofficemojo.com/movies/?id=master16.htm	Master	"$597,251 "	n/a	"$597,251 "	
http://www.boxofficemojo.com/movies/?id=masterflyingguillotine02.htm	Master Flying Guillotine (re-issue)	"$21,779 "			
http://www.boxofficemojo.com/movies/?id=masterandcommander.htm	Master and Commander: The Far Side of the World	"$93,927,920 "	"$118,083,191 "	"$212,011,111 "	
http://www.boxofficemojo.com/movies/?id=masteroftimeandspace.htm	Master of Time and Space				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=masterofthegame.htm	Master of the Game	"$6,554 "			
http://www.boxofficemojo.com/movies/?id=masterminds.htm	Masterminds	"$1,935,539 "			
http://www.boxofficemojo.com/movies/?id=armored15.htm	Masterminds (2016)	"$17,368,022 "	n/a	"$17,368,022 "	
http://www.boxofficemojo.com/movies/?id=mastersoftheuniverse.htm	Masters of the Universe	"$17,336,370 "			
http://www.boxofficemojo.com/movies/?id=masti.htm	Masti	"$308,566 "	"$374,455 "	"$683,021 "	
http://www.boxofficemojo.com/movies/?id=mastizaade.htm	Mastizaade	"$43,403 "	n/a	"$43,403 "	
http://www.boxofficemojo.com/movies/?id=matahari.htm	Mata Hari				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=matador88.htm	Matador	"$206,952 "	"$3,366 "	"$210,318 "	
http://www.boxofficemojo.com/movies/?id=matandocabos.htm	Matando Cabos	"$155,874 "	"$5,497,219 "	"$5,653,093 "	
http://www.boxofficemojo.com/movies/?id=match.htm	Match	"$37,285 "			
http://www.boxofficemojo.com/movies/?id=matchpoint.htm	Match Point	"$23,151,529 "	"$62,154,845 "	"$85,306,374 "	
http://www.boxofficemojo.com/movies/?id=matchstickmen.htm	Matchstick Men	"$36,906,460 "	"$28,659,212 "	"$65,565,672 "	
http://www.boxofficemojo.com/movies/?id=materialgirls.htm	Material Girls	"$11,449,638 "	"$5,458,087 "	"$16,907,725 "	
http://www.boxofficemojo.com/movies/?id=matewan.htm	Matewan	"$1,680,358 "			
http://www.boxofficemojo.com/movies/?id=matilda.htm	Matilda	"$33,459,416 "			
http://www.boxofficemojo.com/movies/?id=matinee.htm	Matinee	"$9,532,895 "			
http://www.boxofficemojo.com/movies/?id=matronietmoi.htm	Matroni et Moi	"$130,572 "			
http://www.boxofficemojo.com/movies/?id=matrukibijleekamandola.htm	Matru Ki Bijlee Ka Mandola	n/a	"$6,009,116 "	"$6,009,116 "	
http://www.boxofficemojo.com/movies/?id=maudie.htm	Maudie				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=maurice.htm	Maurice	"$2,438,304 "			
http://www.boxofficemojo.com/movies/?id=mausam.htm	Mausam	"$728,316 "	n/a	"$728,316 "	
http://www.boxofficemojo.com/movies/?id=mauvaissang.htm	Mauvais Sang (2013 re-release)	"$35,176 "			
http://www.boxofficemojo.com/movies/?id=maverick.htm	Maverick	"$101,631,272 "	"$81,400,000 "	"$183,031,272 "	
http://www.boxofficemojo.com/movies/?id=max.htm	Max	"$539,879 "	n/a	"$539,879 "	
http://www.boxofficemojo.com/movies/?id=max2015.htm	Max (2015)	"$42,656,255 "	"$1,311,000 "	"$43,967,255 "	
http://www.boxofficemojo.com/movies/?id=maxduganreturns.htm	Max Dugan Returns	"$17,613,720 "			
http://www.boxofficemojo.com/movies/?id=maxkeeblesbigmove.htm	Max Keeble's Big Move	"$17,294,293 "	"$1,340,361 "	"$18,634,654 "	
http://www.boxofficemojo.com/movies/?id=maxpayne.htm	Max Payne	"$40,689,393 "	"$44,727,512 "	"$85,416,905 "	
http://www.boxofficemojo.com/movies/?id=maxrose.htm	Max Rose	"$66,680 "			
http://www.boxofficemojo.com/movies/?id=maxsteel.htm	Max Steel	"$3,818,664 "	"$2,453,739 "	"$6,272,403 "	
http://www.boxofficemojo.com/movies/?id=maxetlesferrailleurs.htm	Max et les Ferrailleurs (Max and the Junkmen) (2012 re-release)	"$35,387 "			
http://www.boxofficemojo.com/movies/?id=maxedout.htm	Maxed Out	"$58,829 "			
http://www.boxofficemojo.com/movies/?id=maxie.htm	Maxie	"$2,564,278 "			
http://www.boxofficemojo.com/movies/?id=maximumoverdrive.htm	Maximum Overdrive	"$7,433,663 "			
http://www.boxofficemojo.com/movies/?id=maximumride.htm	Maximum Ride	"$4,218 "			
http://www.boxofficemojo.com/movies/?id=maximumrisk.htm	Maximum Risk	"$14,502,483 "			
http://www.boxofficemojo.com/movies/?id=may.htm	May	"$150,277 "	n/a	"$150,277 "	
http://www.boxofficemojo.com/movies/?id=mayfools.htm	May Fools	"$1,576,702 "			
http://www.boxofficemojo.com/movies/?id=mayinthesummer.htm	May in the Summer	"$22,004 "	"$112,000 "	"$134,004 "	
http://www.boxofficemojo.com/movies/?id=mayaangelouandstillirise.htm	Maya Angelou and Still I Rise				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=mayalin.htm	Maya Lin: A Strong Clear Vision	"$62,186 "			
http://www.boxofficemojo.com/movies/?id=maybebaby.htm	Maybe Baby	"$20,501 "	n/a	"$20,501 "	
http://www.boxofficemojo.com/movies/?id=maybemaybenot.htm	"Maybe, Maybe Not"	"$468,930 "			
http://www.boxofficemojo.com/movies/?id=mayorofthesunsetstrip.htm	Mayor of the Sunset Strip	"$257,315 "			
http://www.boxofficemojo.com/movies/?id=maze.htm	Maze	"$26,041 "			
http://www.boxofficemojo.com/movies/?id=mazerunner3.htm	Maze Runner: The Death Cure				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=mazerunner2.htm	Maze Runner: The Scorch Trials	"$81,697,192 "	"$230,627,911 "	"$312,325,103 "	
http://www.boxofficemojo.com/movies/?id=mcbain.htm	McBain	"$456,127 "			
http://www.boxofficemojo.com/movies/?id=mccanick.htm	McCanick	"$2,572 "			
http://www.boxofficemojo.com/movies/?id=mcfarland.htm	"McFarland, USA"	"$44,482,410 "	"$1,227,649 "	"$45,710,059 "	
http://www.boxofficemojo.com/movies/?id=mchalesnavy.htm	McHale's Navy	"$4,529,843 "			
http://www.boxofficemojo.com/movies/?id=mclibel.htm	McLibel	"$4,337 "	"$2,113 "	"$6,450 "	
http://www.boxofficemojo.com/movies/?id=mclintock.htm	McLintock!				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=mcq.htm	McQ				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=meyouusforever.htm	"Me &amp; You, Us, Forever"	"$84,093 "			
http://www.boxofficemojo.com/movies/?id=mebeforeyou.htm	Me Before You	"$56,245,075 "	"$151,700,000 "	"$207,945,075 "	
http://www.boxofficemojo.com/movies/?id=memyselfi.htm	Me Myself I	"$369,975 "			
http://www.boxofficemojo.com/movies/?id=mewithoutyou.htm	Me Without You	"$304,909 "			
http://www.boxofficemojo.com/movies/?id=meyouthem.htm	Me You Them	"$323,923 "	n/a	"$323,923 "	
http://www.boxofficemojo.com/movies/?id=meyouandfivebucks.htm	Me You and Five Bucks	"$2,105 "			
http://www.boxofficemojo.com/movies/?id=meandearl.htm	Me and Earl and the Dying Girl	"$6,758,416 "	"$2,316,333 "	"$9,074,749 "	
http://www.boxofficemojo.com/movies/?id=meandhim.htm	Me and Him	"$78,814 "			
http://www.boxofficemojo.com/movies/?id=meandmyshadow.htm	Me and My Shadow				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=meandorsonwelles.htm	Me and Orson Welles	"$1,190,003 "	"$1,146,169 "	"$2,336,172 "	
http://www.boxofficemojo.com/movies/?id=meandyouandeveryoneweknow.htm	Me and You and Everyone We Know	"$3,885,134 "	"$4,127,704 "	"$8,012,838 "	
http://www.boxofficemojo.com/movies/?id=memyselfandirene.htm	"Me, Myself and Irene"	"$90,570,999 "	"$58,700,000 "	"$149,270,999 "	
http://www.boxofficemojo.com/movies/?id=meadowland.htm	Meadowland				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=meancreek.htm	Mean Creek	"$603,951 "	n/a	"$603,951 "	
http://www.boxofficemojo.com/movies/?id=meangirls.htm	Mean Girls	"$86,058,055 "	"$42,984,816 "	"$129,042,871 "	
http://www.boxofficemojo.com/movies/?id=meanmachine.htm	Mean Machine	"$92,770 "	"$7,217,436 "	"$7,310,206 "	
http://www.boxofficemojo.com/movies/?id=meanmoms.htm	Mean Moms				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=meanstreets.htm	Mean Streets				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=meanstreets98.htm	Mean Streets (Re-issue)				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=meatballs.htm	Meatballs	"$43,046,003 "			
http://www.boxofficemojo.com/movies/?id=meatballs2.htm	Meatballs II	"$5,410,972 "			
http://www.boxofficemojo.com/movies/?id=meatballs3.htm	Meatballs III	"$2,147,228 "			
http://www.boxofficemojo.com/movies/?id=mechanic2.htm	Mechanic: Resurrection	"$21,218,403 "	"$104,511,232 "	"$125,729,635 "	
http://www.boxofficemojo.com/movies/?id=medea.htm	Medea	"$16,714 "			
http://www.boxofficemojo.com/movies/?id=medeas.htm	Medeas	"$5,895 "			
http://www.boxofficemojo.com/movies/?id=medicineman.htm	Medicine Man	"$45,500,797 "			
http://www.boxofficemojo.com/movies/?id=medicineformelancholy.htm	Medicine for Melancholy	"$111,551 "			
http://www.boxofficemojo.com/movies/?id=mediterranea.htm	Mediterranea	"$17,663 "	n/a	"$17,663 "	
http://www.boxofficemojo.com/movies/?id=mediterraneo.htm	Mediterraneo	"$4,532,791 "			
http://www.boxofficemojo.com/movies/?id=meekscutoff.htm	Meek's Cutoff	"$977,772 "	n/a	"$977,772 "	
http://www.boxofficemojo.com/movies/?id=meerkats.htm	Meerkats	"$777,595 "	"$482,021 "	"$1,259,616 "	
http://www.boxofficemojo.com/movies/?id=meetbill.htm	Meet Bill	"$62,597 "	"$283,995 "	"$346,592 "	
http://www.boxofficemojo.com/movies/?id=meetdave.htm	Meet Dave	"$11,803,254 "	"$38,846,825 "	"$50,650,079 "	
http://www.boxofficemojo.com/movies/?id=meetjoeblack.htm	Meet Joe Black	"$44,619,100 "	"$98,321,000 "	"$142,940,100 "	
http://www.boxofficemojo.com/movies/?id=meetmeinmontenegro.htm	Meet Me in Montenegro	"$8,612 "			
http://www.boxofficemojo.com/movies/?id=meetmeinstlouis.htm	Meet Me in St. Louis				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=meetmonicavelour.htm	Meet Monica Velour	"$33,042 "			
http://www.boxofficemojo.com/movies/?id=meetwallysparks.htm	Meet Wally Sparks	"$4,073,582 "			
http://www.boxofficemojo.com/movies/?id=meettheapplegates.htm	Meet the Applegates	"$485,772 "			
http://www.boxofficemojo.com/movies/?id=meettheblacks.htm	Meet the Blacks	"$9,097,072 "			
http://www.boxofficemojo.com/movies/?id=meetthedeedles.htm	Meet the Deedles	"$4,356,216 "			
http://www.boxofficemojo.com/movies/?id=meetthefockers.htm	Meet the Fockers	"$279,261,160 "	"$237,381,779 "	"$516,642,939 "	
http://www.boxofficemojo.com/movies/?id=meetthefokkens.htm	Meet the Fokkens	"$30,810 "			
http://www.boxofficemojo.com/movies/?id=meetthemormons.htm	Meet the Mormons	"$6,047,363 "			
http://www.boxofficemojo.com/movies/?id=meettheparents.htm	Meet the Parents	"$166,244,045 "	"$164,200,000 "	"$330,444,045 "	
http://www.boxofficemojo.com/movies/?id=meetthepatels.htm	Meet the Patels	"$1,700,681 "			
http://www.boxofficemojo.com/movies/?id=meettherobinsons.htm	Meet the Robinsons	"$97,822,171 "	"$71,510,863 "	"$169,333,034 "	
http://www.boxofficemojo.com/movies/?id=meetthespartans.htm	Meet the Spartans	"$38,233,676 "	"$46,413,155 "	"$84,646,831 "	
http://www.boxofficemojo.com/movies/?id=meetingevil.htm	Meeting Evil	$525 			
http://www.boxofficemojo.com/movies/?id=meetingresistance.htm	Meeting Resistance	"$20,616 "			
http://www.boxofficemojo.com/movies/?id=meetingvenus.htm	Meeting Venus	"$1,000,348 "			
http://www.boxofficemojo.com/movies/?id=wbeventfilm2018.htm	Meg				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=megaforce.htm	Megaforce	"$5,675,599 "			
http://www.boxofficemojo.com/movies/?id=mastermind.htm	Megamind	"$148,415,853 "	"$173,469,912 "	"$321,885,765 "	
http://www.boxofficemojo.com/movies/?id=omegacode2.htm	Megiddo: The Omega Code II	"$6,047,691 "			
http://www.boxofficemojo.com/movies/?id=mekonghotel.htm	Mekong Hotel	"$2,502 "			
http://www.boxofficemojo.com/movies/?id=mela.htm	Mela	"$220,524 "			
http://www.boxofficemojo.com/movies/?id=melancholia.htm	Melancholia	"$3,030,848 "	"$12,915,473 "	"$15,946,321 "	
http://www.boxofficemojo.com/movies/?id=melindaandmelinda.htm	Melinda and Melinda	"$3,826,280 "	"$16,259,545 "	"$20,085,825 "	
http://www.boxofficemojo.com/movies/?id=melvingoestodinner.htm	Melvin Goes to Dinner	"$4,168 "			
http://www.boxofficemojo.com/movies/?id=melvinandhoward.htm	Melvin and Howard	"$4,309,490 "			
http://www.boxofficemojo.com/movies/?id=memento.htm	Memento	"$25,544,867 "	"$14,178,229 "	"$39,723,096 "	
http://www.boxofficemojo.com/movies/?id=memoirsofageisha.htm	Memoirs of a Geisha	"$57,490,508 "	"$104,752,454 "	"$162,242,962 "	
http://www.boxofficemojo.com/movies/?id=memoirsofaninvisibleman.htm	Memoirs of an Invisible Man	"$14,358,033 "			
http://www.boxofficemojo.com/movies/?id=memoria.htm	Memoria	"$2,242 "			
http://www.boxofficemojo.com/movies/?id=memoriesofme.htm	Memories of Me	"$3,965,604 "			
http://www.boxofficemojo.com/movies/?id=memoriesofmurder.htm	Memories of Murder	"$15,357 "	"$214,295 "	"$229,652 "	
http://www.boxofficemojo.com/movies/?id=memoriesoftomorrow.htm	Memories of Tomorrow	"$140,200 "	"$17,555,820 "	"$17,696,020 "	
http://www.boxofficemojo.com/movies/?id=memoriesofthesword.htm	Memories of the Sword	"$111,071 "	n/a	"$111,071 "	
http://www.boxofficemojo.com/movies/?id=memory.htm	Memory				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=memphis.htm	Memphis	"$21,286 "			
http://www.boxofficemojo.com/movies/?id=memphisbelle.htm	Memphis Belle	"$27,441,977 "			
http://www.boxofficemojo.com/movies/?id=menchicken.htm	Men &amp; Chicken	"$30,207 "	"$4,591,767 "	"$4,621,974 "	
http://www.boxofficemojo.com/movies/?id=mendontleave.htm	Men Don't Leave	"$6,070,725 "			
http://www.boxofficemojo.com/movies/?id=mengotobattle.htm	Men Go To Battle	"$18,006 "			
http://www.boxofficemojo.com/movies/?id=menatlunch.htm	Men at Lunch	"$2,483 "			
http://www.boxofficemojo.com/movies/?id=menatwork.htm	Men at Work	"$16,247,964 "			
http://www.boxofficemojo.com/movies/?id=meninblack.htm	Men in Black	"$250,690,539 "	"$338,700,000 "	"$589,390,539 "	
http://www.boxofficemojo.com/movies/?id=meninblack2.htm	Men in Black II	"$190,418,803 "	"$251,400,000 "	"$441,818,803 "	
http://www.boxofficemojo.com/movies/?id=menofhonor.htm	Men of Honor	"$48,818,921 "	"$33,524,574 "	"$82,343,495 "	
http://www.boxofficemojo.com/movies/?id=menofrespect.htm	Men of Respect	"$139,155 "			
http://www.boxofficemojo.com/movies/?id=menwithbrooms.htm	Men with Brooms	"$4,245,870 "			
http://www.boxofficemojo.com/movies/?id=menwithguns.htm	Men with Guns	"$910,773 "			
http://www.boxofficemojo.com/movies/?id=menwomenandchildren.htm	"Men, Women &amp; Children"	"$705,908 "	"$1,534,627 "	"$2,240,535 "	
http://www.boxofficemojo.com/movies/?id=menaceiisociety.htm	Menace II Society	"$27,912,072 "			
http://www.boxofficemojo.com/movies/?id=menage.htm	Menage	"$925,952 "			
http://www.boxofficemojo.com/movies/?id=mendy.htm	Mendy - A Question of Faith	"$7,123 "			
http://www.boxofficemojo.com/movies/?id=mental.htm	Mental	"$17,669 "	"$3,577,981 "	"$3,595,650 "	
http://www.boxofficemojo.com/movies/?id=merapind.htm	Mera Pind	"$176,976 "	n/a	"$176,976 "	
http://www.boxofficemojo.com/movies/?id=mercedessosa.htm	Mercedes Sosa: The Voice of Latin America	"$2,648 "			
http://www.boxofficemojo.com/movies/?id=merchantsofdoubt.htm	Merchants of Doubt	"$308,156 "			
http://www.boxofficemojo.com/movies/?id=mercidocteurrey.htm	Merci Docteur Rey	"$19,867 "			
http://www.boxofficemojo.com/movies/?id=mercipourlechocolat.htm	Merci Pour le Chocolat	"$443,238 "	"$7,529,013 "	"$7,972,251 "	
http://www.boxofficemojo.com/movies/?id=mercuryrising.htm	Mercury Rising	"$32,935,289 "	"$60,172,000 "	"$93,107,289 "	
http://www.boxofficemojo.com/movies/?id=mercy.htm	Mercy	"$2,967 "			
http://www.boxofficemojo.com/movies/?id=mercy2010.htm	Mercy (2010)	"$6,780 "			
http://www.boxofficemojo.com/movies/?id=mercystreets.htm	Mercy Streets	"$173,599 "			
http://www.boxofficemojo.com/movies/?id=merebaappahleaap.htm	Mere Baap Pahle Aap	"$113,576 "	"$7,319,847 "	"$7,433,423 "	
http://www.boxofficemojo.com/movies/?id=merebrotherkidulhan.htm	Mere Brother Ki Dulhan	"$496,172 "	n/a	"$496,172 "	
http://www.boxofficemojo.com/movies/?id=mermaids.htm	Mermaids	"$35,419,397 "			
http://www.boxofficemojo.com/movies/?id=merrychristmasmrlawrence.htm	Merry Christmas Mr. Lawrence	"$2,306,560 "			
http://www.boxofficemojo.com/movies/?id=meru.htm	Meru	"$2,334,228 "			
http://www.boxofficemojo.com/movies/?id=meskada.htm	Meskada				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=mesrine1.htm	Mesrine: Killer Instinct	"$551,697 "	"$30,503,743 "	"$31,055,440 "	
http://www.boxofficemojo.com/movies/?id=mesrine2.htm	Mesrine: Public Enemy No. 1	"$275,387 "	"$28,126 "	"$303,513 "	
http://www.boxofficemojo.com/movies/?id=messageinabottle.htm	Message in a Bottle	"$52,880,016 "	"$66,000,000 "	"$118,880,016 "	
http://www.boxofficemojo.com/movies/?id=messengerofdeath.htm	Messenger of Death	"$3,074,681 "			
http://www.boxofficemojo.com/movies/?id=metallica2013.htm	Metallica Through the Never	"$3,419,967 "	"$4,553,000 "	"$7,972,967 "	
http://www.boxofficemojo.com/movies/?id=metallica.htm	Metallica: Some Kind of Monster	"$1,222,708 "	"$786,379 "	"$2,009,087 "	
http://www.boxofficemojo.com/movies/?id=metalstorm.htm	Metalstorm	"$5,301,085 "			
