,Domestic,Foreign,Total Lifetime Gross,Worldwide,Link,Name
0,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=horrorifc.htm,#Horror
1,"$52,384","$655,970",,"$708,354",http://www.boxofficemojo.com/movies/?id=9dot99.htm,$9.99
2,"$15,919",,,,http://www.boxofficemojo.com/movies/?id=supercapitalist.htm,$upercapitalist
3,"$1,270,847","$355,000",,"$1,625,847",http://www.boxofficemojo.com/movies/?id=71.htm,'71
4,"$1,808,679",,,,http://www.boxofficemojo.com/movies/?id=nsyncimax.htm,'N Sync: Bigger Than Live (IMAX)
5,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=neaththearizonaskies.htm,'Neath the Arizona Skies
6,"$441,863",,,,http://www.boxofficemojo.com/movies/?id=nightmother.htm,"'Night, Mother"
7,$850,n/a,,$850,http://www.boxofficemojo.com/movies/?id=rxmas.htm,'R Xmas
8,"$3,272,593",,,,http://www.boxofficemojo.com/movies/?id=roundmidnight.htm,'Round Midnight
9,"$1,476","$1,871",,"$3,347",http://www.boxofficemojo.com/movies/?id=tisautumn.htm,'Tis Autumn: The Search for Jackie Paris
10,"$32,391,374","$28,331,360",,"$60,722,734",http://www.boxofficemojo.com/movies/?id=500daysofsummer.htm,(500) Days of Summer
11,"$230,600",,,,http://www.boxofficemojo.com/movies/?id=untitled.htm,(Untitled)
12,"$32,945,797","$32,143,000",,"$65,088,797",http://www.boxofficemojo.com/movies/?id=batteriesnotincluded.htm,* batteries not included
13,"$33,300,000",,,,http://www.boxofficemojo.com/movies/?id=andjusticeforall.htm,...And Justice for All
14,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=1mileabove.htm,1 Mile Above
15,"$132,498",,,,http://www.boxofficemojo.com/movies/?id=1plus1.htm,1+1=11
16,"$2,404",,,,http://www.boxofficemojo.com/movies/?id=1000rupeenote.htm,"1,000 Rupee Note"
17,"$53,895",n/a,,"$53,895",http://www.boxofficemojo.com/movies/?id=1000times.htm,"1,000 Times Good Night"
18,"$74,865,517",,,,http://www.boxofficemojo.com/movies/?id=10.htm,10
19,"$72,082,998","$38,134,000",,"$110,216,998",http://www.boxofficemojo.com/movies/?id=badrobot2016.htm,10 Cloverfield Lane
20,"$14,616",,,,http://www.boxofficemojo.com/movies/?id=10daysinamadhouse.htm,10 Days in a Madhouse
21,"$83,291","$1,315,931",,"$1,399,222",http://www.boxofficemojo.com/movies/?id=10itemsorless.htm,10 Items or Less
22,"$224,546","$259,941",,"$484,487",http://www.boxofficemojo.com/movies/?id=10questionsforthedalailama.htm,10 Questions for the Dalai Lama
23,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=10rules.htm,10 Rules for Sleeping Around
24,"$38,178,166","$15,300,000",,"$53,478,166",http://www.boxofficemojo.com/movies/?id=10thingsihateaboutyou.htm,10 Things I Hate About You
25,"$203,373",n/a,,"$203,373",http://www.boxofficemojo.com/movies/?id=10years.htm,10 Years
26,"$7,175,592",,,,http://www.boxofficemojo.com/movies/?id=10tomidnight.htm,10 to Midnight
27,"$94,784,201","$175,000,000",,"$269,784,201",http://www.boxofficemojo.com/movies/?id=10000bc.htm,"10,000 B.C."
28,"$12,423",,,,http://www.boxofficemojo.com/movies/?id=10000km.htm,"10,000 Km"
29,"$6,388",,,,http://www.boxofficemojo.com/movies/?id=100bloodyacres.htm,100 Bloody Acres
30,"$10,983",n/a,,"$10,983",http://www.boxofficemojo.com/movies/?id=1001grams.htm,1001 Grams
31,"$144,880,014","$71,000,000",,"$215,880,014",http://www.boxofficemojo.com/movies/?id=101dalmations.htm,101 Dalmatians
32,"$136,189,294","$184,500,000",,"$320,689,294",http://www.boxofficemojo.com/movies/?id=101dalmatiansliveaction.htm,101 Dalmatians (1996)
33,"$144,880,014",,,,http://www.boxofficemojo.com/movies/?id=101dalmatians69.htm,101 Dalmatians (Re-issue) (1969)
34,"$144,880,014",,,,http://www.boxofficemojo.com/movies/?id=101dalmatians79.htm,101 Dalmatians (Re-issue) (1979)
35,"$144,880,014",,,,http://www.boxofficemojo.com/movies/?id=101dalmatians85.htm,101 Dalmatians (Re-issue) (1985)
36,"$144,880,014",,,,http://www.boxofficemojo.com/movies/?id=101dalmatians91.htm,101 Dalmatians (Re-issue) (1991)
37,"$126,404",n/a,,"$126,404",http://www.boxofficemojo.com/movies/?id=101reykjavik.htm,101 Reykjavik
38,"$66,957,026","$116,654,745",,"$183,611,771",http://www.boxofficemojo.com/movies/?id=102dalmatians.htm,102 Dalmatians
39,"$54,702","$88,749",,"$143,451",http://www.boxofficemojo.com/movies/?id=10thandwolf.htm,10th &amp; Wolf
40,"$9,213",,,,http://www.boxofficemojo.com/movies/?id=11flowers.htm,11 Flowers
41,"$32,771","$5,706,613",,"$5,739,384",http://www.boxofficemojo.com/movies/?id=111111.htm,11-11-11
42,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=11thhour15.htm,11th Hour
43,"$125,120","$7,412,333",,"$7,537,453",http://www.boxofficemojo.com/movies/?id=12.htm,12
44,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=12angrymen.htm,12 Angry Men
45,"$57,141,459","$111,698,000",,"$168,839,459",http://www.boxofficemojo.com/movies/?id=twelvemonkeys.htm,12 Monkeys
46,"$82,614",,,,http://www.boxofficemojo.com/movies/?id=12oclockboys.htm,12 O'Clock Boys
47,"$12,234,694","$5,045,632",,"$17,280,326",http://www.boxofficemojo.com/movies/?id=12rounds.htm,12 Rounds
48,"$56,671,993","$131,061,209",,"$187,733,202",http://www.boxofficemojo.com/movies/?id=twelveyearsaslave.htm,12 Years a Slave
49,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=121212.htm,12-12-12
50,"$18,335,230","$42,403,567",,"$60,738,797",http://www.boxofficemojo.com/movies/?id=127hours.htm,127 Hours
51,"$91,881","$431,822",,"$523,703",http://www.boxofficemojo.com/movies/?id=1208eastofbucharest.htm,12:08 East of Bucharest
52,"$802,778","$16,752,363",,"$17,555,141",http://www.boxofficemojo.com/movies/?id=13assassins.htm,13 Assassins
53,"$3,288,164","$418,488",,"$3,706,652",http://www.boxofficemojo.com/movies/?id=13conversationsaboutonething.htm,13 Conversations About One Thing
54,"$57,231,747","$39,223,950",,"$96,455,697",http://www.boxofficemojo.com/movies/?id=13goingon30.htm,13 Going on 30
55,"$52,853,219","$16,558,151",,"$69,411,370",http://www.boxofficemojo.com/movies/?id=13hoursthesecretsoldiersofbenghazi.htm,13 Hours: The Secret Soldiers of Benghazi
56,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=13minutes.htm,13 Minutes
57,"$2,337",,,,http://www.boxofficemojo.com/movies/?id=13monthsofsunshine.htm,13 Months of Sunshine
58,"$13,809",n/a,,"$13,809",http://www.boxofficemojo.com/movies/?id=13sins.htm,13 Sins
59,"$121,390","$673,833",,"$795,223",http://www.boxofficemojo.com/movies/?id=13tzameti.htm,13 Tzameti
60,"$49,043","$2,445,478",,"$2,494,521",http://www.boxofficemojo.com/movies/?id=13b.htm,13B
61,n/a,"$3,786,517",,"$3,786,517",http://www.boxofficemojo.com/movies/?id=14blades.htm,14 Blades
62,"$71,985,628","$60,012,614",,"$131,998,242",http://www.boxofficemojo.com/movies/?id=1408.htm,1408
63,"$7,191,399",,,,http://www.boxofficemojo.com/movies/?id=1492.htm,1492: Conquest of Paradise
64,"$3,013",,,,http://www.boxofficemojo.com/movies/?id=15.htm,15
65,"$248,093",,,,http://www.boxofficemojo.com/movies/?id=15fevrier1839.htm,15 Fevrier 1839
66,"$24,403,552","$31,956,428",,"$56,359,980",http://www.boxofficemojo.com/movies/?id=15minutes.htm,15 Minutes
67,"$36,895,141","$28,769,580",,"$65,664,721",http://www.boxofficemojo.com/movies/?id=16blocks.htm,16 Blocks
68,"$83,857",,,,http://www.boxofficemojo.com/movies/?id=16daysofglory.htm,16 Days of Glory
69,"$8,046",,,,http://www.boxofficemojo.com/movies/?id=16yearsofalcohol.htm,16 Years of Alcohol
70,"$64,167,069","$72,100,407",,"$136,267,476",http://www.boxofficemojo.com/movies/?id=17again.htm,17 Again
71,"$15,123","$186,484",,"$201,607",http://www.boxofficemojo.com/movies/?id=17girls.htm,17 Girls
72,"$2,567,099",,,,http://www.boxofficemojo.com/movies/?id=18again.htm,18 Again
73,"$25,611","$8,760,119",,"$8,785,730",http://www.boxofficemojo.com/movies/?id=18ansapres.htm,18 ans apres
74,"$31,745",,,,http://www.boxofficemojo.com/movies/?id=180south.htm,180 South
75,"$5,727,130",,,,http://www.boxofficemojo.com/movies/?id=187.htm,187
76,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=1900.htm,1900
77,"$135,739",n/a,,"$135,739",http://www.boxofficemojo.com/movies/?id=1911.htm,1911
78,"$111,682",,,,http://www.boxofficemojo.com/movies/?id=1915.htm,1915
79,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=1920london.htm,1920 London
80,"$31,755,742","$60,700,000",,"$92,455,742",http://www.boxofficemojo.com/movies/?id=1941.htm,1941
81,"$5,979,011",,,,http://www.boxofficemojo.com/movies/?id=1969.htm,1969
82,"$8,430,492",,,,http://www.boxofficemojo.com/movies/?id=1984.htm,1984
83,"$19,587",,,,http://www.boxofficemojo.com/movies/?id=1995bugsbunnyfilmfestival.htm,1995 Bugs Bunny Film Festival
84,"$413,076",,,,http://www.boxofficemojo.com/movies/?id=1998bugsbunnyfilmfestival.htm,1998 Bugs Bunny Film Festival
85,"$5,819",n/a,,"$5,819",http://www.boxofficemojo.com/movies/?id=2autumns.htm,"2 Autumns, 3 Winters"
86,"$633,210","$1,020,582",,"$1,653,792",http://www.boxofficemojo.com/movies/?id=2daysinnewyork.htm,2 Days in New York
87,"$4,433,994","$15,342,165",,"$19,776,159",http://www.boxofficemojo.com/movies/?id=2daysinparis.htm,2 Days in Paris
88,"$11,132,210",,,,http://www.boxofficemojo.com/movies/?id=2daysinthevalley.htm,2 Days in the Valley
89,"$127,154,901","$109,195,760",,"$236,350,661",http://www.boxofficemojo.com/movies/?id=2fast2furious.htm,2 Fast 2 Furious
90,"$75,612,460","$56,327,951",,"$131,940,411",http://www.boxofficemojo.com/movies/?id=2guns.htm,2 Guns
91,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=2jacks.htm,2 Jacks
92,"$2,238,174",n/a,,"$2,238,174",http://www.boxofficemojo.com/movies/?id=2states.htm,2 States
93,"$6,635","$422,000",,"$428,635",http://www.boxofficemojo.com/movies/?id=20centimeters.htm,20 Centimeters
94,"$541,636",,,,http://www.boxofficemojo.com/movies/?id=20dates.htm,20 Dates
95,"$4,946,445",n/a,,"$4,946,445",http://www.boxofficemojo.com/movies/?id=20feetfromstardom.htm,20 Feet from Stardom
96,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=20millionmilestoearth.htm,20 Million Miles to Earth
97,"$234,573",n/a,,"$234,573",http://www.boxofficemojo.com/movies/?id=20onceagain.htm,20 Once Again
98,"$279,558","$1,826,000",,"$2,105,558",http://www.boxofficemojo.com/movies/?id=20000daysonearth.htm,"20,000 Days on Earth"
99,"$9,338",,,,http://www.boxofficemojo.com/movies/?id=200cartas.htm,200 Cartas
100,"$6,852,450",,,,http://www.boxofficemojo.com/movies/?id=200cigarettes.htm,200 Cigarettes
101,"$56,954,992",,,,http://www.boxofficemojo.com/movies/?id=2001.htm,2001: A Space Odyssey
102,"$57,169,610",,,,http://www.boxofficemojo.com/movies/?id=20012013.htm,2001: A Space Odyssey (2013 re-release)
103,"$56,954,992","$3,194,649",,"$60,149,641",http://www.boxofficemojo.com/movies/?id=200101.htm,2001: A Space Odyssey (Re-issue)
104,"$157,415",,,,http://www.boxofficemojo.com/movies/?id=shorts06.htm,2005 Academy Award Nominated Short Films
105,"$508,695",,,,http://www.boxofficemojo.com/movies/?id=2007shortfilms.htm,2007 Academy Award Nominated Short Films
106,"$644,635",,,,http://www.boxofficemojo.com/movies/?id=2008oscarshorts.htm,2009 Oscar Shorts
107,"$40,400,657",,,,http://www.boxofficemojo.com/movies/?id=2010.htm,2010
108,"$1,018,169",,,,http://www.boxofficemojo.com/movies/?id=2010oscarshorts.htm,2010 Oscar Shorts
109,"$1,352,152",,,,http://www.boxofficemojo.com/movies/?id=2011oscarshorts.htm,2011 Oscar Shorts
110,"$166,112,167","$603,567,306",,"$769,679,473",http://www.boxofficemojo.com/movies/?id=2012.htm,2012
111,"$1,702,415",,,,http://www.boxofficemojo.com/movies/?id=2012oscarshorts.htm,2012 Oscar Nominated Short Films
112,"$68,339",,,,http://www.boxofficemojo.com/movies/?id=2012timeforchange.htm,2012: Time for Change
113,"$2,142,342",,,,http://www.boxofficemojo.com/movies/?id=2013oscar.htm,2013 Oscar Nominated Short Films
114,"$2,171,849",,,,http://www.boxofficemojo.com/movies/?id=2014oscar.htm,2014 Oscar Nominated Short Films
115,"$2,412,593",,,,http://www.boxofficemojo.com/movies/?id=2015oscarshorts.htm,2015 Oscar Nominated Short Films
116,"$33,449,086",,,,http://www.boxofficemojo.com/movies/?id=2016obamasamerica.htm,2016 Obama's America
117,"$2,816,816",,,,http://www.boxofficemojo.com/movies/?id=2016oscarnominatedshortfilms.htm,2016 Oscar Nominated Short Films
118,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=godparticle.htm,2017 Cloverfield Movie
119,"$1,444,588","$18,025,651",,"$19,470,239",http://www.boxofficemojo.com/movies/?id=2046.htm,2046
120,"$5,653,357",,,,http://www.boxofficemojo.com/movies/?id=20thcenturywomen.htm,20th Century Women
121,"$81,159,365","$76,767,975",,"$157,927,340",http://www.boxofficemojo.com/movies/?id=21.htm,21
122,"$16,290,476","$44,137,363",,"$60,427,839",http://www.boxofficemojo.com/movies/?id=21grams.htm,21 Grams
123,"$138,447,667","$63,137,661",,"$201,585,328",http://www.boxofficemojo.com/movies/?id=21jumpstreet.htm,21 Jump Street
124,"$25,682,380","$22,383,292",,"$48,065,672",http://www.boxofficemojo.com/movies/?id=21andover.htm,21 and Over
125,n/a,"$21,263,717",,"$21,263,717",http://www.boxofficemojo.com/movies/?id=22bullets.htm,22 Bullets
126,"$191,719,337","$139,614,539",,"$331,333,876",http://www.boxofficemojo.com/movies/?id=21jumpstreet2.htm,22 Jump Street
127,"$549,185",,,,http://www.boxofficemojo.com/movies/?id=23blast.htm,23 Blast
128,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=242016.htm,24 (2016)
129,"$30,800","$365,244",,"$396,044",http://www.boxofficemojo.com/movies/?id=24city.htm,24 City
130,"$1,184,096","$1,597,115",,"$2,781,211",http://www.boxofficemojo.com/movies/?id=24hourparty.htm,24 Hour Party People
131,"$13,084,595","$10,843,908",,"$23,928,503",http://www.boxofficemojo.com/movies/?id=25thhour.htm,25th Hour
132,"$76,808,654","$83,450,665",,"$160,259,319",http://www.boxofficemojo.com/movies/?id=27dresses.htm,27 Dresses
133,"$37,170,488","$25,028,457",,"$62,198,945",http://www.boxofficemojo.com/movies/?id=28days.htm,28 Days
134,"$45,064,915","$37,654,970",,"$82,719,885",http://www.boxofficemojo.com/movies/?id=28dayslater.htm,28 Days Later
135,"$45,064,915",n/a,,"$45,064,915",http://www.boxofficemojo.com/movies/?id=28dayslatersecretcinema.htm,28 Days Later (Secret Cinema)
136,"$18,869",n/a,,"$18,869",http://www.boxofficemojo.com/movies/?id=28hotelrooms.htm,28 Hotel Rooms
137,"$28,638,916","$35,599,524",,"$64,238,440",http://www.boxofficemojo.com/movies/?id=28weekslater.htm,28 Weeks Later
138,"$2,120,564",,,,http://www.boxofficemojo.com/movies/?id=29thstreet.htm,29th Street
139,"$17,162",,,,http://www.boxofficemojo.com/movies/?id=2by4.htm,2by4
140,"$59,954","$2,551,601",,"$2,611,555",http://www.boxofficemojo.com/movies/?id=3.htm,3 (2011)
141,"$30,407",n/a,,"$30,407",http://www.boxofficemojo.com/movies/?id=3minutes10bullets.htm,"3 1/2 Minutes, 10 Bullets"
142,"$43,073",,,,http://www.boxofficemojo.com/movies/?id=3backyards.htm,3 Backyards
143,"$30,697,999","$21,900,000",,"$52,597,999",http://www.boxofficemojo.com/movies/?id=threedaystokill.htm,3 Days to Kill
144,"$4,175",,,,http://www.boxofficemojo.com/movies/?id=3geezers.htm,3 Geezers!
145,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=3godfathers.htm,3 Godfathers
146,"$164,992",,,,http://www.boxofficemojo.com/movies/?id=3hearts.htm,3 Hearts
147,"$6,532,874","$4,208,189",,"$10,741,063",http://www.boxofficemojo.com/movies/?id=3idiots.htm,3 Idiots
148,n/a,"$12,327",,"$12,327",http://www.boxofficemojo.com/movies/?id=3needles.htm,3 Needles
149,"$1,297",,,,http://www.boxofficemojo.com/movies/?id=3nightsinthedesert.htm,3 Nights in the Desert
150,"$29,000,301",,,,http://www.boxofficemojo.com/movies/?id=3ninjas.htm,3 Ninjas
151,"$11,798,854",,,,http://www.boxofficemojo.com/movies/?id=3ninjaskickback.htm,3 Ninjas Kick Back
152,"$413,479",,,,http://www.boxofficemojo.com/movies/?id=3ninjasknuckleup.htm,3 Ninjas Knuckle Up
153,"$375,805",,,,http://www.boxofficemojo.com/movies/?id=3ninjas4.htm,3 Ninjas: High Noon at Mega Mountain
154,"$9,832,166",,,,http://www.boxofficemojo.com/movies/?id=3strikes.htm,3 Strikes
155,"$45,536",,,,http://www.boxofficemojo.com/movies/?id=3weeksinyerevan.htm,3 Weeks in Yerevan
156,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=321frankie.htm,"3,2,1... Frankie Go Boom"
157,"$241,914","$2,723,401",,"$2,965,315",http://www.boxofficemojo.com/movies/?id=3iron.htm,3-Iron
158,"$14,693",,,,http://www.boxofficemojo.com/movies/?id=30beats.htm,30 Beats
159,"$39,568,996","$35,936,977",,"$75,505,973",http://www.boxofficemojo.com/movies/?id=30daysofnight.htm,30 Days of Night
160,"$37,053,924","$3,493,516",,"$40,547,440",http://www.boxofficemojo.com/movies/?id=30minutesorless.htm,30 Minutes or Less
161,"$103,540",,,,http://www.boxofficemojo.com/movies/?id=30yearstolife.htm,30 Years to Life
162,"$210,614,939","$245,453,242",,"$456,068,181",http://www.boxofficemojo.com/movies/?id=300.htm,300
163,"$15,749,959","$2,970,216",,"$18,720,175",http://www.boxofficemojo.com/movies/?id=3000milestograceland.htm,3000 Miles to Graceland
164,"$106,580,051","$231,000,000",,"$337,580,051",http://www.boxofficemojo.com/movies/?id=300sequel.htm,300: Rise of An Empire
165,"$779,820",,,,http://www.boxofficemojo.com/movies/?id=31.htm,31
166,"$177,511",,,,http://www.boxofficemojo.com/movies/?id=35shotsofrum.htm,35 Shots of Rum
167,"$922,872",,,,http://www.boxofficemojo.com/movies/?id=35up.htm,35 Up
168,"$113,794",,,,http://www.boxofficemojo.com/movies/?id=35andticking.htm,35 and Ticking
169,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=36hours.htm,36 Hours
170,"$11,640",,,,http://www.boxofficemojo.com/movies/?id=36saints.htm,36 Saints
171,"$100,343","$1,563,588",,"$1,663,931",http://www.boxofficemojo.com/movies/?id=360.htm,360
172,"$28,195","$2,135",,"$30,330",http://www.boxofficemojo.com/movies/?id=39poundsoflove.htm,39 Pounds of Love
173,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=3:10toyuma57.htm,3:10 to Yuma (1957)
174,"$53,606,916","$16,409,304",,"$70,016,220",http://www.boxofficemojo.com/movies/?id=310toyuma.htm,3:10 to Yuma (2007)
175,"$20,523",,,,http://www.boxofficemojo.com/movies/?id=4.htm,4
176,"$130,146",,,,http://www.boxofficemojo.com/movies/?id=4littlegirls.htm,4 Little Girls
177,"$1,198,208","$8,642,130",,"$9,840,338",http://www.boxofficemojo.com/movies/?id=4months3weeks2days.htm,"4 Months, 3 Weeks, 2 Days"
178,"$37,950,822","$57,195,461",,"$95,146,283",http://www.boxofficemojo.com/movies/?id=40daysand40nights.htm,40 Days and 40 Nights
179,"$95,020,213",,,,http://www.boxofficemojo.com/movies/?id=42.htm,42
180,"$300,880",,,,http://www.boxofficemojo.com/movies/?id=42up.htm,42 Up
181,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=42ndstreet.htm,42nd Street
182,"$39,033","$255,212",,"$294,245",http://www.boxofficemojo.com/movies/?id=44inchchest.htm,44 Inch Chest
183,"$4,247,285",n/a,,"$4,247,285",http://www.boxofficemojo.com/movies/?id=45years.htm,45 Years
184,$853,,,,http://www.boxofficemojo.com/movies/?id=45365.htm,45365
185,"$38,362,475","$113,421,364",,"$151,783,839",http://www.boxofficemojo.com/movies/?id=47ronin.htm,47 Ronin
186,"$78,868,508",,,,http://www.boxofficemojo.com/movies/?id=48hrs.htm,48 HRS.
187,"$241,772","$455,203",,"$696,975",http://www.boxofficemojo.com/movies/?id=49up.htm,49 Up
188,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=49thparallel.htm,49th Parallel
189,"$17,801",n/a,,"$17,801",http://www.boxofficemojo.com/movies/?id=444lastdayonearth.htm,4:44: Last Day on Earth
190,"$109,983",n/a,,"$109,983",http://www.boxofficemojo.com/movies/?id=fivebrokencameras.htm,5 Broken Cameras
191,"$17,479",n/a,,"$17,479",http://www.boxofficemojo.com/movies/?id=5daysofwar.htm,5 Days of War
192,"$1,020,921",n/a,,"$1,020,921",http://www.boxofficemojo.com/movies/?id=5flightsup.htm,5 Flights Up
193,"$162,685",n/a,,"$162,685",http://www.boxofficemojo.com/movies/?id=5to7.htm,5 to 7
194,"$120,908,074","$75,574,808",,"$196,482,882",http://www.boxofficemojo.com/movies/?id=50firstdates.htm,50 First Dates
195,"$4,800",,,,http://www.boxofficemojo.com/movies/?id=50waysofsayingfabulous.htm,50 Ways of Saying Fabulous
196,"$1,064,454",,,,http://www.boxofficemojo.com/movies/?id=50to1.htm,50 to 1
197,"$35,014,192","$4,173,591",,"$39,187,783",http://www.boxofficemojo.com/movies/?id=50fifty.htm,50/50
198,"$84,689",,,,http://www.boxofficemojo.com/movies/?id=51birchstreet.htm,51 Birch Street
199,"$5,186,646",,,,http://www.boxofficemojo.com/movies/?id=52pickup.htm,52 Pick-Up
200,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=52tuesdays.htm,52 Tuesdays
201,"$16,757,163",,,,http://www.boxofficemojo.com/movies/?id=54.htm,54
202,"$701,278",,,,http://www.boxofficemojo.com/movies/?id=56up.htm,56 Up
203,"$128,752","$7,316,154",,"$7,444,906",http://www.boxofficemojo.com/movies/?id=5x2.htm,5x2
204,"$14,057",,,,http://www.boxofficemojo.com/movies/?id=6monthrule.htm,6 Month Rule
205,n/a,"$851,517",,"$851,517",http://www.boxofficemojo.com/movies/?id=shelter2011.htm,6 Souls
206,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=6years.htm,6 Years
207,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=600millas.htm,600 Millas
208,"$38,106","$266,900",,"$305,006",http://www.boxofficemojo.com/movies/?id=7boxes.htm,7 Boxes
209,"$28,180",,,,http://www.boxofficemojo.com/movies/?id=7chinesebrothers.htm,7 Chinese Brothers
210,"$16,791",,,,http://www.boxofficemojo.com/movies/?id=7dias.htm,7 Dias
211,"$270,207","$94,724",,"$364,931",http://www.boxofficemojo.com/movies/?id=7khoonmaaf.htm,7 Khoon Maaf
212,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=7minutes.htm,7 Minutes
213,"$176,638","$20,791,022",,"$20,967,660",http://www.boxofficemojo.com/movies/?id=71intothefire.htm,71 Into the Fire
214,n/a,"$2,871,035",,"$2,871,035",http://www.boxofficemojo.com/movies/?id=7500.htm,7500
215,"$15,629",,,,http://www.boxofficemojo.com/movies/?id=7thstreet.htm,7th Street
216,"$98,760",n/a,,"$98,760",http://www.boxofficemojo.com/movies/?id=81299.htm,8 1/2 (re-issue)
217,"$424,123",n/a,,"$424,123",http://www.boxofficemojo.com/movies/?id=812women.htm,8 1/2 Women
218,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=8filmstodiefor2015.htm,8 Films to Die For (2015)
219,"$3,602,884",,,,http://www.boxofficemojo.com/movies/?id=8headsinaduffelbag.htm,8 Heads in a Duffel Bag
220,"$116,750,901","$126,124,177",,"$242,875,078",http://www.boxofficemojo.com/movies/?id=8mile.htm,8 Mile
221,"$1,305,114",,,,http://www.boxofficemojo.com/movies/?id=8millionwaystodie.htm,8 Million Ways to Die
222,"$19,623,396",,,,http://www.boxofficemojo.com/movies/?id=8seconds.htm,8 Seconds
223,"$3,098,776","$39,327,807",,"$42,426,583",http://www.boxofficemojo.com/movies/?id=8women.htm,8 Women
224,$866,,,,http://www.boxofficemojo.com/movies/?id=800bullets.htm,800 Bullets
225,"$1,083,486",,,,http://www.boxofficemojo.com/movies/?id=84charingcrossroad.htm,84 Charing Cross Road
226,"$17,213,467","$15,379,918",,"$32,593,385",http://www.boxofficemojo.com/movies/?id=88minutes.htm,88 Minutes
227,"$100,280",,,,http://www.boxofficemojo.com/movies/?id=8mormonproposition.htm,8: The Mormon Proposition
228,"$36,663,315","$59,955,384",,"$96,618,699",http://www.boxofficemojo.com/movies/?id=8mm.htm,8MM
229,"$31,749,894","$16,678,169",,"$48,428,063",http://www.boxofficemojo.com/movies/?id=9.htm,9
230,"$6,735,922",,,,http://www.boxofficemojo.com/movies/?id=9andonehalfweeks.htm,9 1/2 Weeks
231,"$66,853","$1,507,770",,"$1,574,623",http://www.boxofficemojo.com/movies/?id=9songs.htm,9 Songs
232,"$103,290,500",,,,http://www.boxofficemojo.com/movies/?id=9to5.htm,9 to 5
233,"$4,842,699",,,,http://www.boxofficemojo.com/movies/?id=90minutesinheaven.htm,90 Minutes in Heaven
234,"$3,195",,,,http://www.boxofficemojo.com/movies/?id=95milestogo.htm,95 Miles to Go
235,"$2,955,917",,,,http://www.boxofficemojo.com/movies/?id=976-evil.htm,976-Evil
236,"$1,411,927",n/a,,"$1,411,927",http://www.boxofficemojo.com/movies/?id=99homes.htm,99 Homes
237,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=99percent.htm,99% - The Occupy Wall Street Collaborative Film
238,"$2,313,043",,,,http://www.boxofficemojo.com/movies/?id=aaa.htm,A Aa
239,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=badmomschristmas.htm,A Bad Moms Christmas
240,"$125,144",,,,http://www.boxofficemojo.com/movies/?id=aballerinastale.htm,A Ballerina's Tale
241,"$127,257",,,,http://www.boxofficemojo.com/movies/?id=abandcalleddeath.htm,A Band Called Death
242,"$66,171",n/a,,"$66,171",http://www.boxofficemojo.com/movies/?id=abeautifullife.htm,A Beautiful Life
243,"$170,742,341","$142,800,000",,"$313,542,341",http://www.boxofficemojo.com/movies/?id=beautifulmind.htm,A Beautiful Mind
244,"$1,714",,,,http://www.boxofficemojo.com/movies/?id=abeautifulnow.htm,A Beautiful Now
245,"$9,969,694","$3,426,181",,"$13,395,875",http://www.boxofficemojo.com/movies/?id=abeautifulplanet.htm,A Beautiful Planet
246,"$1,759,252",n/a,,"$1,759,252",http://www.boxofficemojo.com/movies/?id=abetterlife.htm,A Better Life
247,"$2,024,099","$5,521,659",,"$7,545,758",http://www.boxofficemojo.com/movies/?id=abiggersplash.htm,A Bigger Splash
248,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=billofdivorcement.htm,A Bill of Divorcement
