,Domestic,Foreign,Total Lifetime Gross,Worldwide,Link,Name
8469,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=motelhell.htm,Motel Hell (2008)
8470,"$19,145,198",,,,http://www.boxofficemojo.com/movies/?id=mother.htm,Mother (1996)
8471,"$551,509","$16,561,204",,"$17,112,713",http://www.boxofficemojo.com/movies/?id=mother2010.htm,Mother (2010)
8472,"$403,701",,,,http://www.boxofficemojo.com/movies/?id=mothernight.htm,Mother Night
8473,"$1,110,509","$3,870,227",,"$4,980,736",http://www.boxofficemojo.com/movies/?id=motherandchild.htm,Mother and Child
8474,"$157,937",,,,http://www.boxofficemojo.com/movies/?id=motherofgeorge.htm,Mother of George
8475,"$58,669","$3,061,288",,"$3,119,957",http://www.boxofficemojo.com/movies/?id=motheroftears.htm,Mother of Tears
8476,"$737,548",,,,http://www.boxofficemojo.com/movies/?id=mothersboys.htm,Mother's Boys
8477,"$32,492,859",n/a,,"$32,492,859",http://www.boxofficemojo.com/movies/?id=mothersday.htm,Mother's Day
8478,"$93,388","$632,966",,"$726,354",http://www.boxofficemojo.com/movies/?id=motherhood.htm,Motherhood
8479,"$2,462",,,,http://www.boxofficemojo.com/movies/?id=motoxkids.htm,Moto X Kids
8480,"$10,535",,,,http://www.boxofficemojo.com/movies/?id=motorama.htm,Motorama
8481,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mouchette.htm,Mouchette
8482,"$57,386,607","$121,826,827",,"$179,213,434",http://www.boxofficemojo.com/movies/?id=moulinrouge.htm,Moulin Rouge!
8483,"$143,383","$26,460",,"$169,843",http://www.boxofficemojo.com/movies/?id=kekexili.htm,Mountain Patrol: Kekexili
8484,"$82,913",n/a,,"$82,913",http://www.boxofficemojo.com/movies/?id=mountainsmaydepart.htm,Mountains May Depart
8485,"$4,011,793",,,,http://www.boxofficemojo.com/movies/?id=mountainsofthemoon.htm,Mountains of the Moon
8486,"$61,917,389","$60,500,000",,"$122,417,389",http://www.boxofficemojo.com/movies/?id=mousehunt.htm,Mouse Hunt
8487,"$2,150","$3,168",,"$5,318",http://www.boxofficemojo.com/movies/?id=mouthtomouth.htm,Mouth to Mouth
8488,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=moveoverdarling.htm,Move Over Darling
8489,"$372,438",,,,http://www.boxofficemojo.com/movies/?id=moversandshakers.htm,Movers and Shakers
8490,"$8,840,453","$23,598,535",,"$32,438,988",http://www.boxofficemojo.com/movies/?id=movie43.htm,Movie 43
8491,"$10,815,378",,,,http://www.boxofficemojo.com/movies/?id=moving.htm,Moving
8492,"$42,538",,,,http://www.boxofficemojo.com/movies/?id=movingmcallister.htm,Moving McAllister
8493,"$40,864",,,,http://www.boxofficemojo.com/movies/?id=movingmidway.htm,Moving Midway
8494,"$10,627,754",,,,http://www.boxofficemojo.com/movies/?id=movingviolations.htm,Moving Violations
8495,"$44,536",,,,http://www.boxofficemojo.com/movies/?id=movingthemountain.htm,Moving the Mountain
8496,"$36,006","$48,441",,"$84,447",http://www.boxofficemojo.com/movies/?id=mozartandthewhale.htm,Mozart and the Whale
8497,"$707,885","$131,769",,"$839,654",http://www.boxofficemojo.com/movies/?id=mozartssister.htm,Mozart's Sister
8498,"$7,698,010",,,,http://www.boxofficemojo.com/movies/?id=mrandmrsbridge.htm,Mr. &amp; Mrs. Bridge
8499,"$186,336,279","$291,871,241",,"$478,207,520",http://www.boxofficemojo.com/movies/?id=mrandmrssmith.htm,Mr. &amp; Mrs. Smith
8500,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mrmrssmith41.htm,Mr. &amp; Mrs. Smith (1941)
8501,"$21,811,187","$28,190",,"$21,839,377",http://www.boxofficemojo.com/movies/?id=mr3000.htm,Mr. 3000
8502,"$20,883,046",,,,http://www.boxofficemojo.com/movies/?id=mrbaseball.htm,Mr. Baseball
8503,"$33,302,167","$196,434,177",,"$229,736,344",http://www.boxofficemojo.com/movies/?id=bean2.htm,Mr. Bean's Holiday
8504,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mrblandingsbuildshisdreamhouse.htm,Mr. Blandings Builds His Dream House
8505,"$5,713",,,,http://www.boxofficemojo.com/movies/?id=mrbluesky.htm,Mr. Blue Sky
8506,"$28,549,298","$19,572,602",,"$48,121,900",http://www.boxofficemojo.com/movies/?id=mrbrooks.htm,Mr. Brooks
8507,"$685,780",,,,http://www.boxofficemojo.com/movies/?id=mrchurch.htm,Mr. Church
8508,"$507,941",,,,http://www.boxofficemojo.com/movies/?id=mrdeath.htm,Mr. Death
8509,"$126,293,452","$44,976,083",,"$171,269,535",http://www.boxofficemojo.com/movies/?id=mrdeeds.htm,Mr. Deeds
8510,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mr.deedsgoestotown.htm,Mr. Deeds Goes to Town
8511,"$15,379,253",,,,http://www.boxofficemojo.com/movies/?id=mrdestiny.htm,Mr. Destiny
8512,"$356,255",,,,http://www.boxofficemojo.com/movies/?id=mrdonkey.htm,Mr. Donkey
8513,"$82,569,971","$23,700,000",,"$106,269,971",http://www.boxofficemojo.com/movies/?id=mrhollandsopus.htm,Mr. Holland's Opus
8514,"$17,737,646","$11,617,557",,"$29,355,203",http://www.boxofficemojo.com/movies/?id=mr.holmes.htm,Mr. Holmes
8515,"$301,796",,,,http://www.boxofficemojo.com/movies/?id=mrjealousy.htm,Mr. Jealousy
8516,"$8,345,845",,,,http://www.boxofficemojo.com/movies/?id=mrjones.htm,Mr. Jones
8517,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mrleather.htm,Mr. Leather
8518,"$21,437,192",,,,http://www.boxofficemojo.com/movies/?id=mrmagoo.htm,Mr. Magoo
8519,"$32,061,555","$37,413,106",,"$69,474,661",http://www.boxofficemojo.com/movies/?id=mrmagorium.htm,Mr. Magorium's Wonder Emporium
8520,"$64,783,827",,,,http://www.boxofficemojo.com/movies/?id=mrmom.htm,Mr. Mom
8521,"$4,348,572",,,,http://www.boxofficemojo.com/movies/?id=mrnanny.htm,Mr. Nanny
8522,"$12,716,953","$6,097,767",,"$18,814,720",http://www.boxofficemojo.com/movies/?id=mrniceguy.htm,Mr. Nice Guy
8523,"$3,622","$3,543,587",,"$3,547,209",http://www.boxofficemojo.com/movies/?id=mrnobody.htm,Mr. Nobody
8524,"$1,221,366",,,,http://www.boxofficemojo.com/movies/?id=mrnorth.htm,Mr. North
8525,"$111,506,430","$164,191,609",,"$275,698,039",http://www.boxofficemojo.com/movies/?id=mrpeabodyandsherman.htm,Mr. Peabody &amp; Sherman
8526,"$1,714",n/a,,"$1,714",http://www.boxofficemojo.com/movies/?id=mrpip.htm,Mr. Pip
8527,"$68,224,452","$119,137,302",,"$187,361,754",http://www.boxofficemojo.com/movies/?id=mrpopperspenguins.htm,Mr. Popper's Penguins
8528,"$34,694",n/a,,"$34,694",http://www.boxofficemojo.com/movies/?id=mrright16.htm,Mr. Right
8529,"$13,351,357",,,,http://www.boxofficemojo.com/movies/?id=mrsaturdaynight.htm,Mr. Saturday Night
8530,"$1,415,450","$137,775,895",,"$139,191,345",http://www.boxofficemojo.com/movies/?id=mrsix.htm,Mr. Six
8531,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mrskitch.htm,Mr. Skitch
8532,"$1,915",,,,http://www.boxofficemojo.com/movies/?id=mrsmithgetsahustler.htm,Mr. Smith Gets a Hustler
8533,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mr.smithgoestowashington.htm,Mr. Smith Goes to Washington
8534,"$3,958,500","$18,221,285",,"$22,179,785",http://www.boxofficemojo.com/movies/?id=mrturner.htm,Mr. Turner
8535,"$104,678",n/a,,"$104,678",http://www.boxofficemojo.com/movies/?id=mruntouchable.htm,Mr. Untouchable
8536,"$3,125,424",,,,http://www.boxofficemojo.com/movies/?id=mrwonderful.htm,Mr. Wonderful
8537,"$25,799,486","$7,822,365",,"$33,621,851",http://www.boxofficemojo.com/movies/?id=mrwoodcock.htm,Mr. Woodcock
8538,"$12,825,141",,,,http://www.boxofficemojo.com/movies/?id=mrwrong.htm,Mr. Wrong
8539,"$44,995","$5,016,392",,"$5,061,387",http://www.boxofficemojo.com/movies/?id=mrx.htm,Mr. X
8540,"$18,516",,,,http://www.boxofficemojo.com/movies/?id=mryamiss.htm,Mr. Ya Miss
8541,"$9,229,808",,,,http://www.boxofficemojo.com/movies/?id=mrsbrown.htm,Mrs. Brown
8542,n/a,"$28,840,379",,"$28,840,379",http://www.boxofficemojo.com/movies/?id=mrsbrownsboys.htm,Mrs. Brown's Boys D'Movie
8543,"$3,309,421",,,,http://www.boxofficemojo.com/movies/?id=mrsdalloway.htm,Mrs. Dalloway
8544,"$219,195,243","$222,090,952",,"$441,286,195",http://www.boxofficemojo.com/movies/?id=mrsdoubtfire.htm,Mrs. Doubtfire
8545,"$11,036,366","$16,840,051",,"$27,876,417",http://www.boxofficemojo.com/movies/?id=mrshendersonpresents.htm,Mrs. Henderson Presents
8546,"$1,720,953","$2,198,322",,"$3,919,275",http://www.boxofficemojo.com/movies/?id=mrspalfrey.htm,Mrs. Palfrey at the Claremont
8547,"$2,144,667",,,,http://www.boxofficemojo.com/movies/?id=mrsparkerandviciouscircle.htm,Mrs. Parker and the Vicious Circle
8548,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mrsparkington.htm,Mrs. Parkington
8549,"$4,385,312",,,,http://www.boxofficemojo.com/movies/?id=mrssoffel.htm,Mrs. Soffel
8550,"$10,082,005",,,,http://www.boxofficemojo.com/movies/?id=mrswinterbourne.htm,Mrs. Winterbourne
8551,"$22,549,338",,,,http://www.boxofficemojo.com/movies/?id=muchadoaboutnothing.htm,Much Ado About Nothing
8552,"$4,328,849",n/a,,"$4,328,849",http://www.boxofficemojo.com/movies/?id=muchado13.htm,Much Ado About Nothing (2013)
8553,"$21,590,086","$11,023,087",,"$32,613,173",http://www.boxofficemojo.com/movies/?id=mud.htm,Mud
8554,"$7,924",,,,http://www.boxofficemojo.com/movies/?id=mugabe.htm,Mugabe and the White African
8555,"$100,809",n/a,,"$100,809",http://www.boxofficemojo.com/movies/?id=mugamoodi.htm,Mugamoodi
8556,"$161,434",,,,http://www.boxofficemojo.com/movies/?id=mughaleazam.htm,Mughal-e-Azam (Re-issue)
8557,"$20,073",,,,http://www.boxofficemojo.com/movies/?id=muhammadalithegreatest.htm,"Muhammad Ali, The Greatest"
8558,"$915,728",,,,http://www.boxofficemojo.com/movies/?id=mujhseshaadikarogi.htm,Mujhse Shaadi Karogi
8559,"$120,620,254","$183,700,000",,"$304,320,254",http://www.boxofficemojo.com/movies/?id=mulan.htm,Mulan
8560,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=disney1118.htm,Mulan (Live Action)
8561,"$7,220,243","$12,897,096",,"$20,117,339",http://www.boxofficemojo.com/movies/?id=mulhollanddrive.htm,Mulholland Drive
8562,"$11,526,099",,,,http://www.boxofficemojo.com/movies/?id=mullhollandfalls.htm,Mulholland Falls
8563,"$33,036",,,,http://www.boxofficemojo.com/movies/?id=multiplemaniacs2016.htm,Multiple Maniacs (2016 re-issue)
8564,"$29,731",,,,http://www.boxofficemojo.com/movies/?id=multiplesarcasms.htm,Multiple Sarcasms
8565,"$21,075,014",,,,http://www.boxofficemojo.com/movies/?id=multiplicity.htm,Multiplicity
8566,"$16,407","$1,186,636",,"$1,203,043",http://www.boxofficemojo.com/movies/?id=mumbaimerijaan.htm,Mumbai Meri Jaan
8567,"$4,555,459",,,,http://www.boxofficemojo.com/movies/?id=mumford.htm,Mumford
8568,"$37,731",,,,http://www.boxofficemojo.com/movies/?id=mumia.htm,Mumia: Long Distance Revolutionary
8569,$120,,,,http://www.boxofficemojo.com/movies/?id=mummyimazombie.htm,"Mummy, I'm a Zombie"
8570,"$266,689",,,,http://www.boxofficemojo.com/movies/?id=mungerroad.htm,Munger Road
8571,"$47,403,685","$82,955,226",,"$130,358,911",http://www.boxofficemojo.com/movies/?id=munich.htm,Munich
8572,"$48,772",n/a,,"$48,772",http://www.boxofficemojo.com/movies/?id=munnabhaimbbs.htm,Munnabhai Mbbs
8573,"$34,327,391",,,,http://www.boxofficemojo.com/movies/?id=muppettreasureisland.htm,Muppet Treasure Island
8574,"$51,183,113","$29,200,177",,"$80,383,290",http://www.boxofficemojo.com/movies/?id=muppets2.htm,Muppets Most Wanted
8575,"$16,625,807","$5,697,805",,"$22,323,612",http://www.boxofficemojo.com/movies/?id=muppetsfromspace.htm,Muppets from Space
8576,"$30,116",n/a,,"$30,116",http://www.boxofficemojo.com/movies/?id=muran.htm,Muran
8577,"$22,107",,,,http://www.boxofficemojo.com/movies/?id=murder11.htm,Murder 11
8578,"$59,472",n/a,,"$59,472",http://www.boxofficemojo.com/movies/?id=murder2.htm,Murder 2
8579,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=murder3.htm,Murder 3
8580,"$25,804,707",,,,http://www.boxofficemojo.com/movies/?id=murderat1600.htm,Murder at 1600
8581,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=murderbydeath.htm,Murder by Death
8582,"$31,945,749","$24,768,398",,"$56,714,147",http://www.boxofficemojo.com/movies/?id=murderbynumbers.htm,Murder by Numbers
8583,"$3,346",,,,http://www.boxofficemojo.com/movies/?id=murderinfashion.htm,Murder in Fashion
8584,"$17,381,942",,,,http://www.boxofficemojo.com/movies/?id=murderinthefirst.htm,Murder in the First
8585,"$12,088",,,,http://www.boxofficemojo.com/movies/?id=murderinthepark.htm,Murder in the Park
8586,"$27,634,716",,,,http://www.boxofficemojo.com/movies/?id=murderontheorientexpress.htm,Murder on the Orient Express
8587,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=murderorientexpress17.htm,Murder on the Orient Express (2017)
8588,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=murdermysweet.htm,"Murder, My Sweet"
8589,"$2,070",,,,http://www.boxofficemojo.com/movies/?id=murdercom.htm,Murder.com
8590,"$1,531,154","$219,057",,"$1,750,211",http://www.boxofficemojo.com/movies/?id=murderball.htm,Murderball
8591,"$225,390",,,,http://www.boxofficemojo.com/movies/?id=murderousmaids.htm,Murderous Maids
8592,"$15,119,639","$362,638",,"$15,482,277",http://www.boxofficemojo.com/movies/?id=murielswedding.htm,Muriel's Wedding
8593,"$1,160,784",,,,http://www.boxofficemojo.com/movies/?id=murmuroftheheart89.htm,Murmur of the Heart (Re-issue)
8594,"$9,947,631",,,,http://www.boxofficemojo.com/movies/?id=murphyslaw.htm,Murphy's Law
8595,"$30,867,525",,,,http://www.boxofficemojo.com/movies/?id=murphysromance.htm,Murphy's Romance
8596,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=musclebeachparty.htm,Muscle Beach Party
8597,"$696,241",,,,http://www.boxofficemojo.com/movies/?id=muscleshoals.htm,Muscle Shoals
8598,"$561,457",n/a,,"$561,457",http://www.boxofficemojo.com/movies/?id=museumhours.htm,Museum Hours
8599,"$6,263,883",,,,http://www.boxofficemojo.com/movies/?id=musicbox.htm,Music Box
8600,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=musiccountryimax.htm,Music Country (IMAX)
8601,"$154,087","$33,494",,"$187,581",http://www.boxofficemojo.com/movies/?id=musicwithin.htm,Music Within
8602,"$50,572,589","$95,323,833",,"$145,896,422",http://www.boxofficemojo.com/movies/?id=musicandlyricsby.htm,Music and Lyrics
8603,"$118,475",,,,http://www.boxofficemojo.com/movies/?id=musicfromanotherroom.htm,Music from Another Room
8604,"$141,504",,,,http://www.boxofficemojo.com/movies/?id=musicfromtheinsideout.htm,Music from the Inside Out
8605,"$14,859,394",n/a,,"$14,859,394",http://www.boxofficemojo.com/movies/?id=musicoftheheart.htm,Music of the Heart
8606,"$31,478",,,,http://www.boxofficemojo.com/movies/?id=musicalchairs.htm,Musical Chairs
8607,"$43,894,863","$14,510,450",,"$58,405,313",http://www.boxofficemojo.com/movies/?id=mustlovedogs.htm,Must Love Dogs
8608,"$845,464",n/a,,"$845,464",http://www.boxofficemojo.com/movies/?id=mustang.htm,Mustang
8609,"$1,125,910",,,,http://www.boxofficemojo.com/movies/?id=mutewitness.htm,Mute Witness
8610,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mutinyonthebounty35.htm,Mutiny on the Bounty (1935)
8611,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mutinyonthebounty62.htm,Mutiny on the Bounty (1962)
8612,"$103,509","$17,783",,"$121,292",http://www.boxofficemojo.com/movies/?id=mutualappreciation.htm,Mutual Appreciation
8613,"$666,557","$13,590,321",,"$14,256,878",http://www.boxofficemojo.com/movies/?id=myafternoonswithmargueritte.htm,My Afternoons with Margueritte
8614,"$2,246,000",,,,http://www.boxofficemojo.com/movies/?id=myallamerican.htm,My All American
8615,"$51,996",n/a,,"$51,996",http://www.boxofficemojo.com/movies/?id=myannoyingbrother.htm,My Annoying Brother
8616,"$2,750,707",n/a,,"$2,750,707",http://www.boxofficemojo.com/movies/?id=myarchitect.htm,My Architect
8617,"$17,669,317","$821,106",,"$18,490,423",http://www.boxofficemojo.com/movies/?id=mybabysdaddy.htm,My Baby's Daddy
8618,"$2,451,545",,,,http://www.boxofficemojo.com/movies/?id=mybeautifullaundrette.htm,My Beautiful Laundrette
8619,"$1,426,784","$13,260,954",,"$14,687,738",http://www.boxofficemojo.com/movies/?id=mybestfriend.htm,My Best Friend
8620,"$174,380",,,,http://www.boxofficemojo.com/movies/?id=mybestfriendisavampire.htm,My Best Friend Is a Vampire
8621,"$19,219,250","$22,403,252",,"$41,622,502",http://www.boxofficemojo.com/movies/?id=mybestfriendsgirl.htm,My Best Friend's Girl
8622,"$127,120,029","$172,168,576",,"$299,288,605",http://www.boxofficemojo.com/movies/?id=mybestfriendswedding.htm,My Best Friend's Wedding
8623,"$78,578",n/a,,"$78,578",http://www.boxofficemojo.com/movies/?id=bestfriendswedding2016.htm,My Best Friend's Wedding (2016)
8624,"$241,438,208","$127,305,836",,"$368,744,044",http://www.boxofficemojo.com/movies/?id=mybigfatgreekwedding.htm,My Big Fat Greek Wedding
8625,"$59,689,605","$29,233,646",,"$88,923,251",http://www.boxofficemojo.com/movies/?id=mybigfatgreekwedding2.htm,My Big Fat Greek Wedding 2
8626,"$4,655",,,,http://www.boxofficemojo.com/movies/?id=mybigfatindependentmovie.htm,My Big Fat Independent Movie
8627,"$5,672,031",,,,http://www.boxofficemojo.com/movies/?id=mybloodyvalentine.htm,My Bloody Valentine (1981)
8628,"$51,545,952","$49,188,766",,"$100,734,718",http://www.boxofficemojo.com/movies/?id=mybloodyvalentine09.htm,My Bloody Valentine 3-D
8629,"$23,591,472",,,,http://www.boxofficemojo.com/movies/?id=myblueheaven.htm,My Blue Heaven
8630,"$867,275","$21,101,602",,"$21,968,877",http://www.boxofficemojo.com/movies/?id=myblueberrynights.htm,My Blueberry Nights
8631,"$22,482,952",,,,http://www.boxofficemojo.com/movies/?id=mybodyguard.htm,My Bodyguard
8632,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mybollywoodbride.htm,My Bollywood Bride
8633,"$15,550,605","$2,640,400",,"$18,191,005",http://www.boxofficemojo.com/movies/?id=mybosssdaughter.htm,My Boss's Daughter
8634,"$3,335,984",,,,http://www.boxofficemojo.com/movies/?id=myboyfriendsback.htm,My Boyfriend's Back
8635,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mybrilliantcareer.htm,My Brilliant Career
8636,"$65,797","$84,690",,"$150,487",http://www.boxofficemojo.com/movies/?id=mybrother.htm,My Brother
8637,"$255,620","$12,626,488",,"$12,882,108",http://www.boxofficemojo.com/movies/?id=mybrotherisanonlychild.htm,My Brother Is an Only Child
8638,"$44,906",,,,http://www.boxofficemojo.com/movies/?id=mybrotherthedevil.htm,My Brother The Devil
8639,"$8,217","$8,980",,"$17,197",http://www.boxofficemojo.com/movies/?id=mybrotherswedding.htm,My Brother's Wedding (re-issue)
8640,"$4,781,448",,,,http://www.boxofficemojo.com/movies/?id=mychauffeur.htm,My Chauffeur
8641,"$33,620",,,,http://www.boxofficemojo.com/movies/?id=mycountrymycountry.htm,"My Country, My Country"
8642,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mycousinrachel.htm,My Cousin Rachel
8643,"$52,929,168","$11,159,384",,"$64,088,552",http://www.boxofficemojo.com/movies/?id=mycousinvinny.htm,My Cousin Vinny
8644,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mydarlingclementine.htm,My Darling Clementine
8645,"$181,041","$81,729",,"$262,770",http://www.boxofficemojo.com/movies/?id=mydatewithdrew.htm,My Date with Drew
8646,"$3,922,273",,,,http://www.boxofficemojo.com/movies/?id=mydemonlover.htm,My Demon Lover
8647,"$5,073",,,,http://www.boxofficemojo.com/movies/?id=mydinnerwithaundre99.htm,My Dinner with Andre (Re-issue)
8648,"$34,134,641","$1,413,120",,"$35,547,761",http://www.boxofficemojo.com/movies/?id=mydogskip.htm,My Dog Skip
8649,"$246,574",,,,http://www.boxofficemojo.com/movies/?id=mydogtulip.htm,My Dog Tulip
8650,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mydreamisyours.htm,My Dream Is Yours
8651,"$72,000,000",,,,http://www.boxofficemojo.com/movies/?id=myfairlady.htm,My Fair Lady
8652,"$11,079,373",,,,http://www.boxofficemojo.com/movies/?id=myfamily.htm,My Family
8653,"$203,708","$367,858",,"$571,566",http://www.boxofficemojo.com/movies/?id=myfathermylord.htm,My Father My Lord
8654,"$1,730,856",,,,http://www.boxofficemojo.com/movies/?id=myfathersglory.htm,My Father's Glory
8655,"$25,479,558",,,,http://www.boxofficemojo.com/movies/?id=myfatherthehero.htm,"My Father, the Hero"
8656,"$36,850,101",,,,http://www.boxofficemojo.com/movies/?id=myfavoritemartian.htm,My Favorite Martian
8657,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=myfavoritewife.htm,My Favorite Wife
8658,"$20,123,620",,,,http://www.boxofficemojo.com/movies/?id=myfavoriteyear.htm,My Favorite Year
8659,"$22,313,201",,,,http://www.boxofficemojo.com/movies/?id=myfellowamericans.htm,My Fellow Americans
8660,"$568,762",n/a,,"$568,762",http://www.boxofficemojo.com/movies/?id=myfirstmister.htm,My First Mister
8661,"$14,982","$651,172",,"$666,154",http://www.boxofficemojo.com/movies/?id=myfirstwedding.htm,My First Wedding
8662,"$40,573",,,,http://www.boxofficemojo.com/movies/?id=myfleshandblood.htm,My Flesh and Blood
8663,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=myfriendpinto.htm,My Friend Pinto
8664,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=myfriendvictoria.htm,My Friend Victoria
8665,"$2,465","$7,693,278",,"$7,695,743",http://www.boxofficemojo.com/movies/?id=myfuhrer.htm,My Fuhrer
8666,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mygeisha.htm,My Geisha
8667,"$8,072,007",,,,http://www.boxofficemojo.com/movies/?id=mygiant.htm,My Giant
8668,"$59,489,799",,,,http://www.boxofficemojo.com/movies/?id=mygirl.htm,My Girl
8669,"$17,359,799",,,,http://www.boxofficemojo.com/movies/?id=mygirl2.htm,My Girl 2
8670,"$269,144",n/a,,"$269,144",http://www.boxofficemojo.com/movies/?id=mygoldendays.htm,My Golden Days
8671,"$3,603,615",,,,http://www.boxofficemojo.com/movies/?id=myheroeshavealwaysbeencowboys.htm,My Heroes Have Always Been Cowboys
8672,"$6,298",n/a,,"$6,298",http://www.boxofficemojo.com/movies/?id=myjoy.htm,My Joy
8673,"$231,574","$26,090",,"$257,664",http://www.boxofficemojo.com/movies/?id=mykidcouldpaintthat.htm,My Kid Could Paint That
8674,"$54,114",n/a,,"$54,114",http://www.boxofficemojo.com/movies/?id=mykingmonroi.htm,My King (Mon roi)
8675,"$4,296",,,,http://www.boxofficemojo.com/movies/?id=mykingdom.htm,My Kingdom
8676,"$36,533",n/a,,"$36,533",http://www.boxofficemojo.com/movies/?id=mykingdom2011.htm,My Kingdom (2011)
8677,"$14,743,391",,,,http://www.boxofficemojo.com/movies/?id=myleftfoot.htm,My Left Foot
8678,"$27,804,899",,,,http://www.boxofficemojo.com/movies/?id=mylife.htm,My Life
8679,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mylifedirected.htm,My Life Directed
8680,"$635,620",,,,http://www.boxofficemojo.com/movies/?id=mylifesofar.htm,My Life So Far
8681,"$400,948","$9,326,006",,"$9,726,954",http://www.boxofficemojo.com/movies/?id=mylifewithoutme.htm,My Life Without Me
8682,"$8,345,266",n/a,,"$8,345,266",http://www.boxofficemojo.com/movies/?id=mylifeasadog.htm,My Life as a Dog
8683,"$8,665,206","$11,790,070",,"$20,455,276",http://www.boxofficemojo.com/movies/?id=mylifeinruins.htm,My Life in Ruins
8684,"$163,383",,,,http://www.boxofficemojo.com/movies/?id=mylifesinturnaround.htm,My Life's in Turnaround
8685,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mylittlechickadee.htm,My Little Chickadee
8686,"$25,000",,,,http://www.boxofficemojo.com/movies/?id=mylittlegirl.htm,My Little Girl
8687,"$5,958,456",,,,http://www.boxofficemojo.com/movies/?id=mylittlepony.htm,My Little Pony
8688,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=mylittlepony2017.htm,My Little Pony (2017)
8689,"$88,018",n/a,,"$88,018",http://www.boxofficemojo.com/movies/?id=dontcrossthatriver.htm,"My Love, Don't Cross that River"
8690,"$64,432",n/a,,"$64,432",http://www.boxofficemojo.com/movies/?id=myluckystar.htm,My Lucky Star
8691,"$13,042","$653,511",,"$666,553",http://www.boxofficemojo.com/movies/?id=mymexicanshivah.htm,My Mexican Shivah
8692,"$1,477,071",,,,http://www.boxofficemojo.com/movies/?id=mymotherscastle.htm,My Mother's Castle
8693,"$41,432",,,,http://www.boxofficemojo.com/movies/?id=mymotherssmile.htm,My Mother's Smile
8694,"$173,066",,,,http://www.boxofficemojo.com/movies/?id=mynameisbruce.htm,My Name Is Bruce
8695,"$354,952",,,,http://www.boxofficemojo.com/movies/?id=mynameisjoe.htm,My Name Is Joe
8696,"$4,018,771","$38,326,589",,"$42,345,360",http://www.boxofficemojo.com/movies/?id=mynameiskhan.htm,My Name is Khan
8697,"$169,600",,,,http://www.boxofficemojo.com/movies/?id=mynewgun.htm,My New Gun
8698,"$4,013,786",n/a,,"$4,013,786",http://www.boxofficemojo.com/movies/?id=myoldlady.htm,My Old Lady
8699,"$2,479,538","$546,734",,"$3,026,272",http://www.boxofficemojo.com/movies/?id=myoneandonly.htm,My One and Only
8700,"$6,401,336",,,,http://www.boxofficemojo.com/movies/?id=myownprivateidaho.htm,My Own Private Idaho
8701,"$242,707",,,,http://www.boxofficemojo.com/movies/?id=myperestroika.htm,My Perestroika
8702,"$6,850",n/a,,"$6,850",http://www.boxofficemojo.com/movies/?id=mypieceofthepie.htm,My Piece of the Pie
8703,"$92,822",,,,http://www.boxofficemojo.com/movies/?id=myreincarnation.htm,My Reincarnation
8704,"$4,122,748",,,,http://www.boxofficemojo.com/movies/?id=myscienceproject.htm,My Science Project
8705,"$22,936",n/a,,"$22,936",http://www.boxofficemojo.com/movies/?id=myscientologymovie.htm,My Scientology Movie
