key_bom,key_wiki,key_omdb,wiki_budget,wiki_gross,bom_budget,bom_domestic_gross,title,year,budget,gross
,w42325,,3000000.0,9000000.0,,0.0,witness for the prosecution (1957 film),,3000000.0,9000000.0
,w28364,,5000000.0,103600000.0,,0.0,ouija (2014 film),,5000000.0,103600000.0
,w35527,,1000000.0,4000000.0,,0.0,sparkle (1976 film),,1000000.0,4000000.0
,w3518,,6000000.0,10100000.0,,0.0,bernie (2011 film),,6000000.0,10100000.0
,w12501,,85000000.0,363200000.0,,0.0,fast & furious (2009 film),,85000000.0,363200000.0
,w37819,,534000.0,1000000.0,,0.0,that girl from paris,,534000.0,1000000.0
,w10264,,28000000.0,24019048.0,,0.0,diggers (2006 film),,28000000.0,24019048.0
,w29985,,1683000.0,5086000.0,,0.0,the postman always rings twice (1946 film),,1683000.0,5086000.0
,w20942,,130.0,211.7,,0.0,kingdom of heaven ,,130.0,211.7
,w453,,1397000.0,3980000.0,,0.0,above and beyond ,,1397000.0,3980000.0
,w11749,,40000000.0,14581765.0,,0.0,envy (2004 film),,40000000.0,14581765.0
,w34856,,1438000.0,2127000.0,,0.0,small town girl (1953 film),,1438000.0,2127000.0
,w35328,,8000000.0,865915.0,,0.0,songwriter ,,8000000.0,865915.0
,w33628,,251000.0,517000.0,,0.0,seven keys to baldpate (1929 film),,251000.0,517000.0
,w23308,,117000.0,285000.0,,0.0,lucky devils (1933 film),,117000.0,285000.0
,w751,,6000000.0,6330054.0,,0.0,affliction ,,6000000.0,6330054.0
,w34947,,73000000.0,103891409.0,,0.0,snake eyes ,,73000000.0,103891409.0
,w30313,,2800000.0,26300000.0,,0.0,private lessons (1981 film),,2800000.0,26300000.0
,w6971,,5000000.0,8153677.0,,0.0,cheetah (1989 film),,5000000.0,8153677.0
,w29591,,129000000.0,244900000.0,,0.0,pixels (2015 film),,129000000.0,244900000.0
,w38825,,11000000.0,23400000.0,,0.0,tomcats (2001 film),,11000000.0,23400000.0
,w33006,,3005000.0,6746000.0,,0.0,scaramouche (1952 film),,3005000.0,6746000.0
,w19425,,50000000.0,44400000.0,,0.0,into the blue (2005 film),,50000000.0,44400000.0
,w33140,,68000000.0,113579918.0,,0.0,the score (2001 film),,68000000.0,113579918.0
,w37417,,652675.0,2540000.0,,0.0,tarzan the ape man (1932 film),,652675.0,2540000.0
,w32762,,2000000.0,31946000000.0,,0.0,san antonio ,,2000000.0,31946000000.0
,w17516,,542000.0,1100000.0,,0.0,hit the deck (1930 film),,542000.0,1100000.0
,w27701,,5000000.0,44000000.0,,0.0,oculus ,,5000000.0,44000000.0
,w25816,,10000000.0,726354.0,,0.0,motherhood (2009 film),,10000000.0,726354.0
,w29828,,10700000.0,121700000.0,,0.0,poltergeist (1982 film),,10700000.0,121700000.0
,w17615,,12000000.0,10362785.0,,0.0,the hole (2009 film),,12000000.0,10362785.0
,w30947,,50000000.0,113200000.0,,0.0,rambo (2008 film),,50000000.0,113200000.0
,w28692,,328818.0,225637.0,,0.0,palm springs ,,328818.0,225637.0
,w11635,,4000000.0,18591272.0,,0.0,empire (2002 film),,4000000.0,18591272.0
,w29884,,20000000.0,60000000.0,,0.0,popeye (1980 film),,20000000.0,60000000.0
,w7934,,15000000.0,6401690.0,,0.0,the company ,,15000000.0,6401690.0
,w3806,,34200000.0,234800000.0,,0.0,big daddy (1999 film),,34200000.0,234800000.0
,w35442,,5610000.0,36800000.0,,0.0,south pacific (1958 film),,5610000.0,36800000.0
,w18399,,55000000.0,45496534.0,,0.0,the hunted (2003 film),,55000000.0,45496534.0
,w21617,,6250000.0,1280000.0,,0.0,the last valley (1971 film),,6250000.0,1280000.0
,w11100,,94000000.0,54700000.0,,0.0,driven (2001 film),,94000000.0,54700000.0
,w27626,,25000000.0,30950002.0,,0.0,nuts (1987 film),,25000000.0,30950002.0
,w14653,,7000000.0,9700000.0,,0.0,get low ,,7000000.0,9700000.0
,w41764,,625000.0,1672000.0,,0.0,the white sister (1933 film),,625000.0,1672000.0
,w26468,,15000000.0,70936.0,,0.0,my summer story,,15000000.0,70936.0
,w69,,607000.0,1370000.0,,0.0,5th avenue girl,,607000.0,1370000.0
,w26713,,782000.0,2057000.0,,0.0,naughty marietta ,,782000.0,2057000.0
,w31192,,408000.0,1223000.0,,0.0,red dust (1932 film),,408000.0,1223000.0
,w6470,,1300000.0,1092283.0,,0.0,casbah ,,1300000.0,1092283.0
,w39661,,18000000.0,216600000.0,,0.0,twins (1988 film),,18000000.0,216600000.0
,w18418,,5000000.0,1800000.0,,0.0,hurlyburly ,,5000000.0,1800000.0
,w27389,,570000.0,940000.0,,0.0,"""""""no, no, nanette (1940 film)""""""",,570000.0,940000.0
,w41691,,2342000.0,4045000.0,,0.0,the white cliffs of dover ,,2342000.0,4045000.0
,w36002,,70000000.0,135600000.0,,0.0,stardust (2007 film),,70000000.0,135600000.0
,w40217,,25000000.0,166800000.0,,0.0,up in the air (2009 film),,25000000.0,166800000.0
,w40404,,23000000.0,19463185.0,,0.0,vanity fair (2004 film),,23000000.0,19463185.0
,w39099,,48000000.0,207500000.0,,0.0,traffic (2000 film),,48000000.0,207500000.0
,w9331,,1073000.0,1621000.0,,0.0,david copperfield (1935 film),,1073000.0,1621000.0
,w26909,,1800000.0,5000000.0,,0.0,a new leaf ,,1800000.0,5000000.0
,w8680,,23000000.0,50700000.0,,0.0,the crow (1994 film),,23000000.0,50700000.0
,w3517,,1230000.0,3750000.0,,0.0,bernardine ,,1230000.0,3750000.0
,w8890,,1318000.0,1648000.0,,0.0,cynthia ,,1318000.0,1648000.0
,w819,,2000000.0,58510.0,,0.0,aftershock (2012 film),,2000000.0,58510.0
,w26643,,20000000.0,47738099.0,,0.0,the nanny diaries ,,20000000.0,47738099.0
b274,w7258,o22363,3200000.0,19300000.0,,0.0,a christmas story,1983,3200000.0,19300000.0
b6039,w18452,o19529,2235000.0,4000000.0,,0.0,"""""""hush... hush, sweet charlotte""""""",1964,2235000.0,4000000.0
b5842,w17756,,1200000.0,2861020.0,,0.0,home run ,2013,1200000.0,2861020.0
,w40109,o18994,9000000.0,844000.0,,0.0,universal soldier: regeneration,2009,9000000.0,844000.0
,w17366,o15168,1140000.0,1000000.0,,0.0,hilda crane,1956,1140000.0,1000000.0
,w38900,o1925,1400000.0,2300000.0,,0.0,too young to kiss,1951,1400000.0,2300000.0
,w25233,o518,775000.0,9000000.0,,0.0,the miracle of morgan's creek,5-Jan,775000.0,9000000.0
,w18548,o11200,627000.0,640000.0,,0.0,i dream too much,1935,627000.0,640000.0
,w17032,o19688,979000.0,973000.0,,0.0,her cardboard lover,1942,979000.0,973000.0
,w413,o8492,701688.0,2000000.0,,0.0,abbott and costello meet captain kidd,27-Dec,701688.0,2000000.0
,w28056,o6471,20000000.0,5716080.0,,0.0,one eight seven,1997,20000000.0,5716080.0
,w30987,o15206,1003000.0,2172000.0,,0.0,ransom!,1956,1003000.0,2172000.0
,w9046,o22795,425000.0,713000.0,,0.0,dancing co-ed,1939,425000.0,713000.0
,w39725,o19483,2000000.0,1000000.0,,0.0,two loves,1961,2000000.0,1000000.0
,w2759,o14042,2873000.0,3502000.0,,0.0,the band wagon,1953,2873000.0,3502000.0
,w18267,o13961,1870000.0,8000000.0,,0.0,how to marry a millionaire,1953,1870000.0,8000000.0
,w41867,o8244,20000000.0,60095852.0,,0.0,why did i get married too?,2010,20000000.0,60095852.0
,w22094,o6154,401000.0,2494000.0,,0.0,life begins for andy hardy,1941,401000.0,2494000.0
,w9012,o14593,1035000.0,1465000.0,,0.0,a damsel in distress,1937,1035000.0,1465000.0
,w43025,o8692,1250000.0,848000.0,,0.0,young man with ideas,1952,1250000.0,848000.0
,w27075,o21562,1602641.0,2032486.0,,0.0,night in paradise,1946,1602641.0,2032486.0
,w32600,o5808,612000.0,1302000.0,,0.0,sadie mckee,1934,612000.0,1302000.0
,w8219,o18216,40000000.0,117200000.0,,0.0,corpse bride,2005,40000000.0,117200000.0
,w24866,o15400,1032218.0,2200000.0,,0.0,mexican hayride,1948,1032218.0,2200000.0
,w31007,o22602,1022000.0,1379000.0,,0.0,rasputin and the empress,1932,1022000.0,1379000.0
,w25250,o14184,500000.0,2500000.0,,0.0,the miracle worker (1962 film),1962,500000.0,2500000.0
,w43003,o1725,279000.0,618000.0,,0.0,young donovan's kid,1931,279000.0,618000.0
,w14958,o14050,665000.0,1218000.0,,0.0,the girl who had everything,1953,665000.0,1218000.0
,w12995,o19670,320000.0,548000.0,,0.0,fingers at the window,22-Apr-42,320000.0,548000.0
,w26405,o17113,656000.0,684200.0,,0.0,my man godfrey,1936,656000.0,684200.0
,w3807,o17536,125000.0,10000000.0,,0.0,the big doll house,1971,125000.0,10000000.0
,w16283,o8774,5000000.0,5000000.0,,0.0,the happiest millionaire,1967,5000000.0,5000000.0
,w14441,o12723,2070000.0,3100000.0,,0.0,garden of evil,1954,2070000.0,3100000.0
,w13332,o8771,3845000.0,1200000.0,,0.0,the flim-flam man,1967,3845000.0,1200000.0
,w7688,o13915,472000.0,711000.0,,0.0,code two,1953,472000.0,711000.0
,w25400,o13988,795000.0,1600000.0,,0.0,mister scoutmaster,1953,795000.0,1600000.0
,w29744,o8598,3185000.0,3025000.0,,0.0,plymouth adventure,1952,3185000.0,3025000.0
,w25237,o15491,2000000.0,2100000.0,,0.0,the miracle of the bells,1948,2000000.0,2100000.0
,w9193,o4881,875000.0,718000.0,,0.0,dark delusion,1947,875000.0,718000.0
,w32268,o23015,77000.0,162000.0,,0.0,the rookie cop,28-Apr,77000.0,162000.0
,w11516,o5360,4000000.0,331349.0,,0.0,el americano: the movie,2016,4000000.0,331349.0
,w35753,o1622,302000.0,893000.0,,0.0,sporting blood,1931,302000.0,893000.0
,w415,o15305,792270.0,3200000.0,,0.0,abbott and costello meet frankenstein,1948,792270.0,3200000.0
,w26303,o22403,50000.0,8217.0,,0.0,my brother's wedding,1983,50000.0,8217.0
,w3473,o13897,1560000.0,3600000.0,,0.0,beneath the 12-mile reef,2-Dec,1560000.0,3600000.0
,w12537,o15243,1383000.0,3535000.0,,0.0,the fastest gun alive,1956,1383000.0,3535000.0
,w32665,o23016,128000.0,460000.0,,0.0,the saint strikes back,1939,128000.0,460000.0
,w11041,o13933,1565000.0,1885000.0,,0.0,dream wife,1953,1565000.0,1885000.0
,w16098,o18710,16000000.0,46700000.0,,0.0,hachi: a dog's tale,2009,16000000.0,46700000.0
,w33148,o3573,20000000.0,38000000.0,,0.0,the scorpion king 3: battle for redemption,2012,20000000.0,38000000.0
,w11552,o12717,3000000.0,3000000.0,,0.0,elephant walk,1954,3000000.0,3000000.0
,w17335,o4902,1844000.0,2618000.0,,0.0,high wall,1947,1844000.0,2618000.0
,w9053,o54,923000.0,2400000.0,,0.0,dancing lady,1933,923000.0,2400000.0
,w6200,o3052,20000000.0,2000000.0,,0.0,can't stop the music,1980,20000000.0,2000000.0
,w38859,o8794,3480000.0,4000000.0,,0.0,tony rome,1967,3480000.0,4000000.0
,w2676,o668,1436000.0,2105000.0,,0.0,the badlanders,1958,1436000.0,2105000.0
,w18808,o5556,8000000.0,4600000.0,,0.0,ice station zebra,1968,8000000.0,4600000.0
,w1634,o12395,436000.0,2623000.0,,0.0,andy hardy meets debutante,1940,436000.0,2623000.0
,w40651,o5915,1022000.0,1875000.0,,0.0,viva villa!,1934,1022000.0,1875000.0
,w17440,o12735,1500000.0,2500000.0,,0.0,his majesty o'keefe,1954,1500000.0,2500000.0
,w27689,o16665,1500000.0,75231.0,,0.0,ocean of pearls,2008,1500000.0,75231.0
,w16886,o1550,821000.0,2161000.0,,0.0,hell divers,16-Jan,821000.0,2161000.0
,w34418,o469,3257000.0,7000000.0,,0.0,since you went away,1944,3257000.0,7000000.0
,w15212,o86,914000.0,962000.0,,0.0,going hollywood,1933,914000.0,962000.0
,w32292,o711,3300000.0,3000000.0,,0.0,the roots of heaven,1958,3300000.0,3000000.0
,w29752,o19431,2900000.0,2500000.0,,0.0,pocketful of miracles,1961,2900000.0,2500000.0
,w39986,o5044,805000.0,1024000.0,,0.0,undercover maisie,1947,805000.0,1024000.0
,w10191,o10250,2600000.0,3150000.0,,0.0,diamond horseshoe,1945,2600000.0,3150000.0
,w27066,o15414,1900000.0,1500000.0,,0.0,night has a thousand eyes,1948,1900000.0,1500000.0
,w40653,o9391,703000.0,1206000.0,,0.0,vivacious lady,1938,703000.0,1206000.0
,w36438,o256,300000.0,630000.0,,0.0,the stranger's return,1933,300000.0,630000.0
,w41865,o10990,129349.31,1000000.0,,0.0,why change your wife?,1920,129349.31,1000000.0
,w15008,o4306,457000.0,875000.0,,0.0,girls town,5-Oct-59,457000.0,875000.0
,w3878,o859,382000.0,1822000000.0,,0.0,the big parade,1925,382000.0,1822000000.0
,w35456,o15302,1482000.0,2547000.0,,0.0,a southern yankee,1948,1482000.0,2547000.0
,w16078,o12731,512000.0,1425000.0,,0.0,gypsy colt,1954,512000.0,1425000.0
,w23699,o13979,1350000.0,444000.0,,0.0,main street to broadway,13-Oct,1350000.0,444000.0
,w27636,o10671,84000000.0,166300000.0,,0.0,nutty professor ii: the klumps,2000,84000000.0,166300000.0
,w14968,o6022,412000.0,848000.0,,0.0,"""""""a girl, a guy and a gob""""""",1941,412000.0,848000.0
,w27584,o19765,761000.0,2200000.0,,0.0,"""""""now, voyager""""""",1942,761000.0,2200000.0
,w2083,o12920,3500.0,100000.0,,0.0,the art of marriage,25-Mar,3500.0,100000.0
,w25800,o17736,3220000.0,7630000.0,,0.0,"""""""mother, jugs & speed""""""",1976,3220000.0,7630000.0
,w7585,o9936,5000000.0,5396.0,,0.0,closer to the moon,2014,5000000.0,5396.0
,w20111,o4621,302976.0,605731.0,,0.0,joan the woman,1916,302976.0,605731.0
,w4013,o14116,5256000.0,4000000.0,,0.0,billy rose's jumbo,1962,5256000.0,4000000.0
,w11964,o1534,140000.0,275000.0,,0.0,everything's rosie,1931,140000.0,275000.0
,w23136,o4466,42500.0,18300000.0,,0.0,love me deadly,1973,42500.0,18300000.0
,w15693,o22984,265000.0,432000.0,,0.0,the great man votes,1939,265000.0,432000.0
,w5935,o8517,323000.0,5000000.0,,0.0,bwana devil,1952,323000.0,5000000.0
,w30844,o9273,810000.0,750000.0,,0.0,radio city revels,1938,810000.0,750000.0
,w40118,o1915,618000.0,711000.0,,0.0,the unknown man,1951,618000.0,711000.0
,w3128,o14043,210000.0,5000000.0,,0.0,"""""""the beast from 20,000 fathoms""""""",1953,210000.0,5000000.0
,w32355,o7199,225000.0,1125000.0,,0.0,rough house rosie,14-May,225000.0,1125000.0
,w9864,o12707,1990000.0,26000000.0,,0.0,demetrius and the gladiators,1954,1990000.0,26000000.0
,w15875,o11492,200000.0,20447000.0,,0.0,the groove tube,1974,200000.0,20447000.0
,w35970,o19831,1127989.0,3850000.0,,0.0,star spangled rhythm,30-Dec,1127989.0,3850000.0
,w19643,o9481,150000.0,1700000.0,,0.0,it came from beneath the sea,July 1955 (U.S. release),150000.0,1700000.0
,w22915,o8568,677230.0,1500000.0,,0.0,lost in alaska,1952,677230.0,1500000.0
,w22774,o700,1500000.0,2853700.0,,0.0,"""""""the long, hot summer""""""",1958,1500000.0,2853700.0
,w20936,o9566,1577000.0,1549000.0,,0.0,the king's thief,1955,1577000.0,1549000.0
,w14483,o7329,3346500.0,2500000.0,,0.0,a gathering of eagles,1963,3346500.0,2500000.0
,w2075,o21955,30000000.0,130150000000.0,,0.0,art heist,13-Jul,30000000.0,130150000000.0
,w33357,o21650,1735000.0,2657000.0,,0.0,the secret heart,1946,1735000.0,2657000.0
,w38879,o14914,105000.0,122000.0,,0.0,too many wives,1937,105000.0,122000.0
,w23832,o9419,1740000.0,4500000.0,,0.0,a man called peter,1955,1740000.0,4500000.0
,w6590,o14979,10000000.0,5008276.0,,0.0,catchfire,1990,10000000.0,5008276.0
,w23070,o9202,212000.0,2247000.0,,0.0,love finds andy hardy,1938,212000.0,2247000.0
,w23763,o21136,,1256226.59,,0.0,male and female,1919,,1256226.59
,w13159,o22824,,721000.0,,0.0,five came back,1939,,721000.0
,w15012,o11932,3384000.0,3865000.0,,0.0,les girls,1957,3384000.0,3865000.0
,w23905,o15263,2670000.0,4350000.0,,0.0,the man in the gray flannel suit,1956,2670000.0,4350000.0
,w4566,o6061,1112000.0,2658000.0,,0.0,blossoms in the dust,1941,1112000.0,2658000.0
,w23966,o9081,118000.0,416000.0,,0.0,a man to remember,1938,118000.0,416000.0
,w23189,o7370,8500000.0,3600000.0,,0.0,love with the proper stranger,1963,8500000.0,3600000.0
,w3342,o21805,60000.0,50000000.0,,0.0,behind the green door,1972,60000.0,50000000.0
,w15866,o17544,3000000.0,590000.0,,0.0,the grissom gang,28-May,3000000.0,590000.0
,w41677,o19930,388000.0,1345000.0,,0.0,whistling in dixie,1942,388000.0,1345000.0
,w5912,o6548,2800000.0,10000000.0,,0.0,butterfield 8,1960,2800000.0,10000000.0
,w6615,o7342,535000.0,1065000.0,,0.0,cattle king,31-Jul,535000.0,1065000.0
,w9842,o21828,2000000.0,46100000.0,,0.0,deliverance,1972,2000000.0,46100000.0
,w42552,o5929,675000.0,2035000.0,,0.0,wonder bar,1934,675000.0,2035000.0
,w13285,o11447,470000.0,906000.0,,0.0,flesh gordon,1974,470000.0,906000.0
,w20245,o19713,484000.0,1534000.0,,0.0,journey for margaret,1942,484000.0,1534000.0
,w16136,o13957,486000.0,891000.0,,0.0,half a hero,1953,486000.0,891000.0
,w2368,o21804,2750000.0,1500000.0,,0.0,avanti!,1972,2750000.0,1500000.0
,w31145,o23229,882653.0,717188.0,,0.0,the reckless moment,1949,882653.0,717188.0
,w39555,o717,2017000.0,2690000.0,,0.0,the tunnel of love,1958,2017000.0,2690000.0
,w19734,o9482,2771000.0,2374000.0,,0.0,it's always fair weather,1-Sep,2771000.0,2374000.0
,w9388,o14527,1200000.0,2800000.0,,0.0,day of the animals,1977,1200000.0,2800000.0
,w20558,o20038,48000000.0,76019048.0,,0.0,kate & leopold,2001,48000000.0,76019048.0
,w31572,o14455,75000.0,500000.0,,0.0,the return of the vampire,1943,75000.0,500000.0
,w21049,o17492,2500000.0,12512637.0,,0.0,klute,1971,2500000.0,12512637.0
,w21662,o1569,338000.0,765000.0,,0.0,laughing sinners,1931,338000.0,765000.0
,w14589,o4894,1985000.0,7800000.0,,0.0,gentleman's agreement,1947,1985000.0,7800000.0
,w24748,o136,240000.0,434000.0,,0.0,men must fight,1933,240000.0,434000.0
,w6128,o22778,271000.0,892000.0,,0.0,calling dr. kildare,1939,271000.0,892000.0
,w27333,o11250,765000.0,1623000.0,,0.0,no more ladies,1935,765000.0,1623000.0
,w3779,o16957,289696.0,359009.0,,0.0,big brown eyes,3-Apr,289696.0,359009.0
,w42012,o5623,700000.0,4000000.0,,0.0,wild in the streets,1968,700000.0,4000000.0
,w3736,o12860,900000.0,40000000.0,,0.0,beyond the valley of the dolls,1970,900000.0,40000000.0
,w16428,o16579,12000000.0,43500000.0,,0.0,harold & kumar escape from guantanamo bay,2008,12000000.0,43500000.0
,w20337,o15384,2706000.0,4497000.0,,0.0,julia misbehaves,1948,2706000.0,4497000.0
,w37534,o15227,985000.0,1750000.0,,0.0,teenage rebel,1956,985000.0,1750000.0
,w19479,o19702,322291.0,1041500.0,,0.0,invisible agent,1942,322291.0,1041500.0
,w34918,o22418,9000000.0,7000000.0,,0.0,smokey and the bandit part 3,1983,9000000.0,7000000.0
,w39680,o5912,236000.0,134000.0,,0.0,two alone,1934,236000.0,134000.0
,w17847,o21724,2000000.0,4484991.0,,0.0,honkytonk man,15-Dec,2000000.0,4484991.0
,w10248,o15000,70000000.0,240000000.0,,0.0,die hard 2,1990,70000000.0,240000000.0
,w16595,o17867,103000.0,193000.0,,0.0,he knew women,1930,103000.0,193000.0
,w39787,o6331,1247000.0,1800000.0,,0.0,two-faced woman,1941,1247000.0,1800000.0
,w1148,o10995,9300000.0,6500000.0,,0.0,...all the marbles,1981,9300000.0,6500000.0
,w33214,o15433,2000000.0,2000000.0,,0.0,scudda hoo! scudda hay!,1948,2000000.0,2000000.0
,w15056,o9560,1998000.0,2952000.0,,0.0,the glass slipper,1955,1998000.0,2952000.0
,w14852,o15248,1310000.0,6250000.0,,0.0,the girl can't help it,1956,1310000.0,6250000.0
,w37968,o14905,606000.0,1313000.0,,0.0,they gave him a gun,1937,606000.0,1313000.0
,w414,o13885,724805.0,1200000.0,,0.0,abbott and costello meet dr. jekyll and mr. hyde,12-Aug,724805.0,1200000.0
,w32621,o13375,121000.0,1500000.0,,0.0,safety last!,1923,121000.0,1500000.0
,w20418,o9486,3337000.0,2520000.0,,0.0,jupiter's darling,1955,3337000.0,2520000.0
,w42098,o3141,5500000.0,4400000.0,,0.0,willie & phil,1980,5500000.0,4400000.0
,w9006,o6808,1233000.0,2211000.0,,0.0,the damned don't cry!,1950,1233000.0,2211000.0
,w5488,o12694,1685000.0,3800000.0,,0.0,broken lance,1954,1685000.0,3800000.0
,w23117,o21547,1001000.0,2359000.0,,0.0,love laughs at andy hardy,1946,1001000.0,2359000.0
,w40301,o16144,204000.0,756000.0,,0.0,the vagabond lover,1929,204000.0,756000.0
,w18882,o4909,1740000.0,1949000.0,,0.0,if winter comes,1947,1740000.0,1949000.0
,w38135,o9595,800000.0,1700000.0,,0.0,this island earth,1955,800000.0,1700000.0
,w22402,o12024,1662000.0,3600000.0,,0.0,the little hut,1957,1662000.0,3600000.0
,w21373,o18309,1519000000.0,46800000.0,,0.0,land of the dead,2005,1519000000.0,46800000.0
,w15482,o17200,1119000.0,2019000.0,,0.0,the gorgeous hussy,1936,1119000.0,2019000.0
,w4502,o10230,750000.0,3400000.0,,0.0,blood on the sun,1945,750000.0,3400000.0
,w743,o14040,470000.0,577000.0,,0.0,the affairs of dobie gillis,14-Aug-53,470000.0,577000.0
,w14004,o10478,4340000.0,12484444.0,,0.0,french connection ii,1975,4340000.0,12484444.0
,w26610,o705,913000.0,1000000.0,,0.0,the naked maja,1958,913000.0,1000000.0
,w15020,o13952,1746000.0,1278000.0,,0.0,give a girl a break,1953,1746000.0,1278000.0
,w40275,o5511,40000000.0,739696.0,,0.0,uss indianapolis: men of courage,2016,40000000.0,739696.0
,w40183,o12074,1841000.0,1420000.0,,0.0,until they sail,1957,1841000.0,1420000.0
,w25956,o1825,1530000.0,755000.0,,0.0,mr. imperium,1951,1530000.0,755000.0
,w9032,o1527,234000.0,1268000.0,,0.0,"""""""dance, fools, dance""""""",1931,234000.0,1268000.0
,w33027,o9587,1600000.0,1200000.0,,0.0,the scarlet coat,1955,1600000.0,1200000.0
,w42781,o19604,300000.0,552000.0,,0.0,a yank on the burma road,1942,300000.0,552000.0
,w34656,o12588,212000.0,437000.0,,0.0,sky murder,27 September 1940 (USA),212000.0,437000.0
,w29511,o21870,10000.0,7000000.0,,0.0,pink flamingos,1972,10000.0,7000000.0
,w2378,o16193,17000000.0,824597.0,,0.0,avenging angelo,2002,17000000.0,824597.0
,w24098,o5764,355000.0,1233000.0,,0.0,manhattan melodrama,1934,355000.0,1233000.0
,w23582,o3438,20000000.0,66900000.00000001,,0.0,madea's witness protection,2012,20000000.0,66900000.00000001
,w18762,o113,225000.0,2850000.0,,0.0,i'm no angel,1933,225000.0,2850000.0
,w10073,o19451,5721786.0,4550000.0,,0.0,the devil at 4 o'clock,1961,5721786.0,4550000.0
,w28969,o6877,800000.0,6750000.0,,0.0,a patch of blue,1965,800000.0,6750000.0
,w11354,o1646,310000.0,903000.0,,0.0,the easiest way,1931,310000.0,903000.0
,w41069,o8684,2239000000.0,1400000.0,,0.0,way of a gaucho,1952,2239000000.0,1400000.0
,w13068,o16376,17000000.0,5491.0,,0.0,the first $20 million is always the hardest,28-Jun,17000000.0,5491.0
,w22338,o7793,,446236.88,,0.0,the little american,1917,,446236.88
,w12534,o6906,45000.0,361221995.0,,0.0,"""""""faster, pussycat! kill! kill!""""""",1965,45000.0,361221995.0
,w23329,o12522,733000.0,1390000.0,,0.0,lucky partners,1940,733000.0,1390000.0
,w18543,o14324,1135000.0,2157000.0,,0.0,i dood it,1943,1135000.0,2157000.0
,w12033,o12718,1383000.0,3585000.0,,0.0,executive suite,1954,1383000.0,3585000.0
,w4691,o18193,5000000.0,7000000.0,,0.0,bob the butler,2005,5000000.0,7000000.0
,w8458,o14572,100000.0,3000000.0,,0.0,the crater lake monster,1977,100000.0,3000000.0
,w10126,o6702,1373000.0,2096000.0,,0.0,devil's doorway,1950,1373000.0,2096000.0
,w5452,o22770,1284000.0,617000.0,,0.0,broadway serenade,1939,1284000.0,617000.0
,w37314,o1912,966000.0,620000.0,,0.0,the tall target,1951,966000.0,620000.0
,w6475,o17182,334971.0,339443.0,,0.0,the case against mrs. ames,1936,334971.0,339443.0
,w23580,o20393,6000000.0,63300000.0,,0.0,madea's family reunion,2006,6000000.0,63300000.0
,w31943,o12782,2195000.0,3800000.0,,0.0,river of no return,1954,2195000.0,3800000.0
,w23658,o18323,3000000.0,40339402.0,,0.0,magnificent desolation: walking on the moon 3d,2005,3000000.0,40339402.0
,w8772,o17972,407000.0,863000.0,,0.0,the cuckoos,4-May,407000.0,863000.0
,w24258,o15664,212000.0,438000.0,,0.0,the marriage circle,1924,212000.0,438000.0
,w20949,o7368,4000000.0,1600000.0,,0.0,kings of the sun,1963,4000000.0,1600000.0
,w25675,o17217,402573.0,417663.0,,0.0,the moon's our home,1936,402573.0,417663.0
,w3753,o11424,400000.0,4000000.0,,0.0,big bad mama,1974,400000.0,4000000.0
,w26054,o12897,5000.0,33036.0,,0.0,multiple maniacs,1970,5000.0,33036.0
,w1708,o22640,458000.0,528000.0,,0.0,the animal kingdom,1932,458000.0,528000.0
,w1226,o10453,60000.0,35000000.0,,0.0,"""""""aloha, bobby and rose""""""",1975,60000.0,35000000.0
,w24028,o9574,1000000.0,4350000.0,,0.0,the man with the golden arm,1955,1000000.0,4350000.0
,w24341,o11227,337152.0,513176.0,,0.0,"""""""mary burns, fugitive""""""",1935,337152.0,513176.0
,w6594,o15236,1000000.0,1500000.0,,0.0,the catered affair,1956,1000000.0,1500000.0
,w22347,o20387,,7072.0,,0.0,little big top,21-Oct,,7072.0
,w39764,o21676,1000000.0,1200000.0,,0.0,two smart people,1946,1000000.0,1200000.0
,w26209,o433,1744000.0,3845000.0,,0.0,music for millions,1944,1744000.0,3845000.0
,w11404,o17709,300000.0,5000000.0,,0.0,eat my dust!,1976,300000.0,5000000.0
,w12291,o21509,680000.0,626000.0,,0.0,faithful in my fashion,1946,680000.0,626000.0
,w15787,o15368,2000000.0,2100000.0,,0.0,green grass of wyoming,1948,2000000.0,2100000.0
,w20778,o4920,1402000.0,3191000.0,,0.0,killer mccoy,Dec-47,1402000.0,3191000.0
,w15744,o17201,2183000.0,4673000.0,,0.0,the great ziegfeld,1936,2183000.0,4673000.0
,w15448,o1786,1312000.0,1300000.0,,0.0,"""""""goodbye, my fancy""""""",1951,1312000.0,1300000.0
,w28373,o20892,178000.0,1099000.0,,0.0,our dancing daughters,1928,178000.0,1099000.0
,w34405,o17943,450000.0,623000.0,,0.0,sin takes a holiday,1930,450000.0,623000.0
,w29641,o6596,627000.0,570000.0,,0.0,platinum high school,1960,627000.0,570000.0
,w34797,o13883,461000.0,591000.0,,0.0,a slight case of larceny,1953,461000.0,591000.0
,w38479,o6987,1500000.0,3400000.0,,0.0,tickle me,1965,1500000.0,3400000.0
,w7695,o4435,500000.0,2000000.0,,0.0,coffy,1973,500000.0,2000000.0
,w38143,o1707,361000.0,891000.0,,0.0,this modern age,1931,361000.0,891000.0
,w26679,o21379,15000000.0,49300000.0,,0.0,national lampoon's european vacation,1985,15000000.0,49300000.0
,w11416,o21710,350000.0,1114825.0,,0.0,eating raoul,1982,350000.0,1114825.0
