key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue
,w7585,o9936,closer to the moon,2014,5000000.0,5396.0,-0.9989208
,w20111,o4621,joan the woman,1916,302976.0,605731.0,0.9992705692860161
,w4013,o14116,billy rose's jumbo,1962,5256000.0,4000000.0,-0.2389649923896499
,w11964,o1534,everything's rosie,1931,140000.0,275000.0,0.9642857142857143
,w23136,o4466,love me deadly,1973,42500.0,18300000.0,429.5882352941176
,w15693,o22984,the great man votes,1939,265000.0,432000.0,0.630188679245283
,w5935,o8517,bwana devil,1952,323000.0,5000000.0,14.479876160990711
,w30844,o9273,radio city revels,1938,810000.0,750000.0,-0.07407407407407407
,w40118,o1915,the unknown man,1951,618000.0,711000.0,0.15048543689320387
,w3128,o14043,"""the beast from 20,000 fathoms""",1953,210000.0,5000000.0,22.80952380952381
,w32355,o7199,rough house rosie,14-May,225000.0,1125000.0,4.0
,w9864,o12707,demetrius and the gladiators,1954,1990000.0,26000000.0,12.06532663316583
,w15875,o11492,the groove tube,1974,200000.0,20447000.0,101.235
,w35970,o19831,star spangled rhythm,30-Dec,1127989.0,3850000.0,2.4131538516776314
,w19643,o9481,it came from beneath the sea,July 1955 (U.S. release),150000.0,1700000.0,10.333333333333334
,w22915,o8568,lost in alaska,1952,677230.0,1500000.0,1.2149048329223455
,w22774,o700,"""the long, hot summer""",1958,1500000.0,2853700.0,0.9024666666666666
,w20936,o9566,the king's thief,1955,1577000.0,1549000.0,-0.017755231452124286
,w14483,o7329,a gathering of eagles,1963,3346500.0,2500000.0,-0.2529508441655461
,w33357,o21650,the secret heart,1946,1735000.0,2657000.0,0.5314121037463977
,w38879,o14914,too many wives,1937,105000.0,122000.0,0.1619047619047619
,w23832,o9419,a man called peter,1955,1740000.0,4500000.0,1.5862068965517242
,w6590,o14979,catchfire,1990,10000000.0,5008276.0,-0.4991724
,w23070,o9202,love finds andy hardy,1938,212000.0,2247000.0,9.599056603773585
,w23763,o21136,male and female,1919,,1256226.59,
,w13159,o22824,five came back,1939,,721000.0,
,w15012,o11932,les girls,1957,3384000.0,3865000.0,0.14213947990543735
,w23905,o15263,the man in the gray flannel suit,1956,2670000.0,4350000.0,0.6292134831460674
,w4566,o6061,blossoms in the dust,1941,1112000.0,2658000.0,1.3902877697841727
,w23966,o9081,a man to remember,1938,118000.0,416000.0,2.5254237288135593
,w23189,o7370,love with the proper stranger,1963,8500000.0,3600000.0,-0.5764705882352941
,w3342,o21805,behind the green door,1972,60000.0,50000000.0,832.3333333333334
,w15866,o17544,the grissom gang,28-May,3000000.0,590000.0,-0.8033333333333333
,w41677,o19930,whistling in dixie,1942,388000.0,1345000.0,2.466494845360825
,w5912,o6548,butterfield 8,1960,2800000.0,10000000.0,2.5714285714285716
,w6615,o7342,cattle king,31-Jul,535000.0,1065000.0,0.9906542056074766
,w9842,o21828,deliverance,1972,2000000.0,46100000.0,22.05
,w42552,o5929,wonder bar,1934,675000.0,2035000.0,2.0148148148148146
,w13285,o11447,flesh gordon,1974,470000.0,906000.0,0.9276595744680851
,w20245,o19713,journey for margaret,1942,484000.0,1534000.0,2.169421487603306
,w16136,o13957,half a hero,1953,486000.0,891000.0,0.8333333333333334
,w2368,o21804,avanti!,1972,2750000.0,1500000.0,-0.45454545454545453
,w31145,o23229,the reckless moment,1949,882653.0,717188.0,-0.18746324999745087
,w39555,o717,the tunnel of love,1958,2017000.0,2690000.0,0.3336638572136837
,w19734,o9482,it's always fair weather,1-Sep,2771000.0,2374000.0,-0.1432695777697582
,w9388,o14527,day of the animals,1977,1200000.0,2800000.0,1.3333333333333333
,w20558,o20038,kate & leopold,2001,48000000.0,76019048.0,0.5837301666666667
,w31572,o14455,the return of the vampire,1943,75000.0,500000.0,5.666666666666667
,w21049,o17492,klute,1971,2500000.0,12512637.0,4.0050548
,w21662,o1569,laughing sinners,1931,338000.0,765000.0,1.2633136094674555
,w14589,o4894,gentleman's agreement,1947,1985000.0,7800000.0,2.929471032745592
,w24748,o136,men must fight,1933,240000.0,434000.0,0.8083333333333333
,w6128,o22778,calling dr. kildare,1939,271000.0,892000.0,2.291512915129151
,w27333,o11250,no more ladies,1935,765000.0,1623000.0,1.1215686274509804
,w3779,o16957,big brown eyes,3-Apr,289696.0,359009.0,0.23926115652269966
,w42012,o5623,wild in the streets,1968,700000.0,4000000.0,4.714285714285714
,w3736,o12860,beyond the valley of the dolls,1970,900000.0,40000000.0,43.44444444444444
,w16428,o16579,harold & kumar escape from guantanamo bay,2008,12000000.0,43500000.0,2.625
,w20337,o15384,julia misbehaves,1948,2706000.0,4497000.0,0.6618625277161863
,w37534,o15227,teenage rebel,1956,985000.0,1750000.0,0.7766497461928934
,w19479,o19702,invisible agent,1942,322291.0,1041500.0,2.2315516101907904
,w34918,o22418,smokey and the bandit part 3,1983,9000000.0,7000000.0,-0.2222222222222222
,w39680,o5912,two alone,1934,236000.0,134000.0,-0.4322033898305085
,w17847,o21724,honkytonk man,15-Dec,2000000.0,4484991.0,1.2424955
,w10248,o15000,die hard 2,1990,70000000.0,240000000.0,2.4285714285714284
,w16595,o17867,he knew women,1930,103000.0,193000.0,0.8737864077669902
,w39787,o6331,two-faced woman,1941,1247000.0,1800000.0,0.44346431435445066
,w1148,o10995,...all the marbles,1981,9300000.0,6500000.0,-0.3010752688172043
,w33214,o15433,scudda hoo! scudda hay!,1948,2000000.0,2000000.0,0.0
,w15056,o9560,the glass slipper,1955,1998000.0,2952000.0,0.4774774774774775
,w14852,o15248,the girl can't help it,1956,1310000.0,6250000.0,3.7709923664122136
,w37968,o14905,they gave him a gun,1937,606000.0,1313000.0,1.1666666666666667
,w414,o13885,abbott and costello meet dr. jekyll and mr. hyde,12-Aug,724805.0,1200000.0,0.6556177178689441
,w32621,o13375,safety last!,1923,121000.0,1500000.0,11.396694214876034
,w20418,o9486,jupiter's darling,1955,3337000.0,2520000.0,-0.24483068624513035
,w42098,o3141,willie & phil,1980,5500000.0,4400000.0,-0.2
,w9006,o6808,the damned don't cry!,1950,1233000.0,2211000.0,0.7931873479318735
,w5488,o12694,broken lance,1954,1685000.0,3800000.0,1.2551928783382789
,w23117,o21547,love laughs at andy hardy,1946,1001000.0,2359000.0,1.3566433566433567
,w40301,o16144,the vagabond lover,1929,204000.0,756000.0,2.7058823529411766
,w18882,o4909,if winter comes,1947,1740000.0,1949000.0,0.12011494252873563
,w38135,o9595,this island earth,1955,800000.0,1700000.0,1.125
,w22402,o12024,the little hut,1957,1662000.0,3600000.0,1.1660649819494584
,w15482,o17200,the gorgeous hussy,1936,1119000.0,2019000.0,0.8042895442359249
,w4502,o10230,blood on the sun,1945,750000.0,3400000.0,3.533333333333333
,w743,o14040,the affairs of dobie gillis,14-Aug-53,470000.0,577000.0,0.2276595744680851
,w14004,o10478,french connection ii,1975,4340000.0,12484444.0,1.8766
,w26610,o705,the naked maja,1958,913000.0,1000000.0,0.09529025191675794
,w15020,o13952,give a girl a break,1953,1746000.0,1278000.0,-0.26804123711340205
,w40275,o5511,uss indianapolis: men of courage,2016,40000000.0,739696.0,-0.9815076
,w40183,o12074,until they sail,1957,1841000.0,1420000.0,-0.22868006518196632
,w25956,o1825,mr. imperium,1951,1530000.0,755000.0,-0.5065359477124183
,w9032,o1527,"""dance, fools, dance""",1931,234000.0,1268000.0,4.418803418803419
,w33027,o9587,the scarlet coat,1955,1600000.0,1200000.0,-0.25
,w42781,o19604,a yank on the burma road,1942,300000.0,552000.0,0.84
,w34656,o12588,sky murder,27 September 1940 (USA),212000.0,437000.0,1.0613207547169812
,w29511,o21870,pink flamingos,1972,10000.0,7000000.0,699.0
,w2378,o16193,avenging angelo,2002,17000000.0,824597.0,-0.9514942941176471
,w24098,o5764,manhattan melodrama,1934,355000.0,1233000.0,2.473239436619718
,w23582,o3438,madea's witness protection,2012,20000000.0,66900000.00000001,2.345
,w18762,o113,i'm no angel,1933,225000.0,2850000.0,11.666666666666666
,w10073,o19451,the devil at 4 o'clock,1961,5721786.0,4550000.0,-0.20479374796610708
,w28969,o6877,a patch of blue,1965,800000.0,6750000.0,7.4375
,w11354,o1646,the easiest way,1931,310000.0,903000.0,1.9129032258064516
,w41069,o8684,way of a gaucho,1952,2239000000.0,1400000.0,-0.9993747208575257
,w13068,o16376,the first $20 million is always the hardest,28-Jun,17000000.0,5491.0,-0.999677
,w22338,o7793,the little american,1917,,446236.88,
,w12534,o6906,"""faster, pussycat! kill! kill!""",1965,45000.0,361221995.0,8026.155444444445
,w23329,o12522,lucky partners,1940,733000.0,1390000.0,0.8963165075034106
,w18543,o14324,i dood it,1943,1135000.0,2157000.0,0.9004405286343612
,w12033,o12718,executive suite,1954,1383000.0,3585000.0,1.5921908893709327
,w4691,o18193,bob the butler,2005,5000000.0,7000000.0,0.4
,w8458,o14572,the crater lake monster,1977,100000.0,3000000.0,29.0
,w10126,o6702,devil's doorway,1950,1373000.0,2096000.0,0.526584122359796
,w5452,o22770,broadway serenade,1939,1284000.0,617000.0,-0.5194704049844237
,w37314,o1912,the tall target,1951,966000.0,620000.0,-0.3581780538302277
,w6475,o17182,the case against mrs. ames,1936,334971.0,339443.0,0.013350409438428999
,w23580,o20393,madea's family reunion,2006,6000000.0,63300000.0,9.55
,w31943,o12782,river of no return,1954,2195000.0,3800000.0,0.7312072892938497
,w23658,o18323,magnificent desolation: walking on the moon 3d,2005,3000000.0,40339402.0,12.446467333333333
,w8772,o17972,the cuckoos,4-May,407000.0,863000.0,1.1203931203931203
,w24258,o15664,the marriage circle,1924,212000.0,438000.0,1.0660377358490567
,w20949,o7368,kings of the sun,1963,4000000.0,1600000.0,-0.6
,w25675,o17217,the moon's our home,1936,402573.0,417663.0,0.0374838849103144
,w3753,o11424,big bad mama,1974,400000.0,4000000.0,9.0
,w26054,o12897,multiple maniacs,1970,5000.0,33036.0,5.6072
,w1708,o22640,the animal kingdom,1932,458000.0,528000.0,0.15283842794759825
,w1226,o10453,"""aloha, bobby and rose""",1975,60000.0,35000000.0,582.3333333333334
,w24028,o9574,the man with the golden arm,1955,1000000.0,4350000.0,3.35
,w24341,o11227,"""mary burns, fugitive""",1935,337152.0,513176.0,0.5220909263477601
,w6594,o15236,the catered affair,1956,1000000.0,1500000.0,0.5
,w22347,o20387,little big top,21-Oct,,7072.0,
,w39764,o21676,two smart people,1946,1000000.0,1200000.0,0.2
,w26209,o433,music for millions,1944,1744000.0,3845000.0,1.2047018348623852
,w11404,o17709,eat my dust!,1976,300000.0,5000000.0,15.666666666666666
,w12291,o21509,faithful in my fashion,1946,680000.0,626000.0,-0.07941176470588235
,w15787,o15368,green grass of wyoming,1948,2000000.0,2100000.0,0.05
,w20778,o4920,killer mccoy,Dec-47,1402000.0,3191000.0,1.276034236804565
,w15744,o17201,the great ziegfeld,1936,2183000.0,4673000.0,1.14063215758131
,w15448,o1786,"""goodbye, my fancy""",1951,1312000.0,1300000.0,-0.009146341463414634
,w28373,o20892,our dancing daughters,1928,178000.0,1099000.0,5.174157303370786
,w34405,o17943,sin takes a holiday,1930,450000.0,623000.0,0.3844444444444444
,w29641,o6596,platinum high school,1960,627000.0,570000.0,-0.09090909090909091
,w34797,o13883,a slight case of larceny,1953,461000.0,591000.0,0.28199566160520606
,w38479,o6987,tickle me,1965,1500000.0,3400000.0,1.2666666666666666
,w7695,o4435,coffy,1973,500000.0,2000000.0,3.0
,w38143,o1707,this modern age,1931,361000.0,891000.0,1.4681440443213296
,w26679,o21379,national lampoon's european vacation,1985,15000000.0,49300000.0,2.2866666666666666
,w11416,o21710,eating raoul,1982,350000.0,1114825.0,2.1852142857142858
,w4501,o15332,blood on the moon,1948,1500000.0,2400000.0,0.6
,w3852,o9554,the big knife,1955,460000.0,1250000.0,1.7173913043478262
,w33653,o4516,the seven-ups,1973,2425000.0,4100000.0,0.6907216494845361
,w18947,o4382,the immoral mr. teas,1959,24000.0,1500000.0,61.5
,w16558,o9161,having wonderful time,1-Jul,966000.0,1008000.0,0.043478260869565216
,w11219,o16092,the duke steps out,1929,218000.0,920000.0,3.220183486238532
,w34799,o14391,slightly dangerous,1943,918000.0,2465000.0,1.6851851851851851
,w2802,o1740,bannerline,1951,439000.0,457000.0,0.04100227790432802
,w1364,o9892,america: imagine the world without her,2014,5000000.0,14400000.0,1.88
,w16531,o1240,the haunting in connecticut 2: ghosts of georgia,2013,1500000.0,2382965.0,0.5886433333333333
,w38177,o14910,thoroughbreds don't cry,1937,503000.0,731000.0,0.4532803180914513
,w30806,o10501,race with the devil,1975,1745000.0,12000000.0,5.876790830945558
,w10506,o23209,the doctor and the girl,1949,1055000.0,1888000.0,0.7895734597156399
,w22012,o22566,letty lynton,1932,347000.0,1172000.0,2.377521613832853
,w32537,o21402,rustlers' rhapsody,10-May,15000000.0,6090497.0,-0.5939668666666666
,w28666,o1899,the painted hills,1951,667000.0,1085000.0,0.6266866566716641
,w12271,o13939,fair wind to java,1953,2000000.0,1300000.0,-0.35
,w16895,o5552,hell in the pacific,1968,4150000.0,3230000.0,-0.2216867469879518
,w11630,o15479,the emperor waltz,1948,3800000.0,4000000.0,0.05263157894736842
,w13236,o6565,flaming star,1960,1700000.0,2000000.0,0.17647058823529413
,w11103,o7085,the driver,1978,4000000.0,2250000.0,-0.4375
,w25146,o8576,million dollar mermaid,1952,2642000.0,4947000.0,0.872445117335352
,w38790,o7586,tom and jerry: the movie,1992,3500000.0,3600000.0,0.02857142857142857
,w27128,o4331,night of the quarter moon,1959,538000.0,940000.0,0.7472118959107806
,w1138,o13889,all the brothers were valiant,1953,1816000.0,4628000.0,1.5484581497797356
,w42899,o14949,you can't buy luck,1937,86000.0,175000.0,1.0348837209302326
,w38178,o8792,thoroughly modern millie,1967,6.0,34335025.0,5722503.166666667
,w22033,o12936,the liberation of l.b. jones,1970,3500000.0,1300000.0,-0.6285714285714286
,w38644,o12063,tip on a dead jockey,1957,1464000.0,1050000.0,-0.2827868852459016
,w3241,o17462,bedknobs and broomsticks,1971,20000000.0,17900000.0,-0.105
,w8744,o585,cry terror!,1958,482000.0,1020000.0,1.116182572614108
,w42021,o8664,the wild north,1952,1282000.0,4007000.0,2.125585023400936
,w2517,o22758,bachelor mother,1939,509000.0,1975000.0,2.880157170923379
,w12008,o17193,the ex-mrs. bradford,1936,369000.0,1084000.0,1.937669376693767
,w10602,o10474,dolemite,1975,100000.0,12000000.0,119.0
,w5309,o15471,the bride goes wild,1948,1685000.0,3766000.0,1.2350148367952523
,w41411,o22740,what price hollywood?,1932,416000.0,571000.0,0.37259615384615385
,w22950,o22669,the lost squadron,1932,621000.0,732000.0,0.178743961352657
,w26382,o6177,my life with caroline,1941,503000.0,830000.0,0.6500994035785288
,w17555,o14697,hitting a new high,24-Dec,727000.0,488000.0,-0.328748280605227
,w27078,o1830,night into morning,1951,777000.0,819000.0,0.05405405405405406
,w39305,o15283,tribute to a bad man,1956,2800000.0,2000000.0,-0.2857142857142857
,w37749,o1876,texas carnival,5-Oct,1684000.0,3820000.0,1.2684085510688836
,w22061,o15261,the lieutenant wore skirts,11-Jan,970000.0,2250000.0,1.3195876288659794
,w26896,o14764,new faces of 1937,1937,728000.0,775000.0,0.06456043956043957
,w22937,o5008,the lost moment,1947,1313775.0,734357.0,-0.4410329013720005
,w18245,o9476,"""how to be very, very popular""",1955,1565000.0,3700000.0,1.3642172523961662
,w15090,o8542,glory alley,6-Jun,971000.0,607000.0,-0.3748712667353244
,w29945,o6597,portrait in black,1960,1400000.0,9200000.0,5.571428571428571
,w14223,o15481,the fuller brush man,12-May,950000.0,3100000.0,2.263157894736842
,w27212,o19141,the nightmare before christmas,1993,18000000.0,76200000.0,3.2333333333333334
,w573,o14039,the actress,1953,1424000.0,914000.0,-0.35814606741573035
,w24276,o14746,married before breakfast,1937,200000.0,448000.0,1.24
,w2864,o2452,barbie: a fairy secret,2011,17500000.0,125000000.0,6.142857142857143
,w20943,o14543,kingdom of the spiders,1977,1000000.0,17000000.0,16.0
,w31183,o23230,the red danube,1949,1960000.0,1860000.0,-0.05102040816326531
,w739,o17373,the affairs of anatol,1921,,1200000.0,
,w5736,o12848,a bullet for pretty boy,Jun-70,350000.0,1171000.0,2.3457142857142856
,w37062,o17528,sweet sweetback's baadasssss song,1971,150000.0,15200000.0,100.33333333333333
,w34100,o17941,shooting straight,1930,238000.0,418000.0,0.7563025210084033
,w19204,o20765,the incredibly true adventure of two girls in love,1995,250000.0,1977544.0,6.910176
,w15782,o12729,green fire,1954,1768000.0,4460000.0,1.5226244343891402
,w27491,o19764,northwest rangers,1942,311000.0,459000.0,0.4758842443729904
,w34068,o5023,the shocking miss pilgrim,1947,2595000.0,2250000.0,-0.1329479768786127
,w33649,o9590,the seven year itch,1955,1800000.0,12000000.0,5.666666666666667
,w42952,o12675,you'll find out,1940,371000.0,1000000.0,1.6954177897574123
,w15903,o18917,the grudge 3,2009,5000000.0,38600000.0,6.72
,w9754,o679,the decks ran red,1958,593000.0,800000.0,0.3490725126475548
,w29437,o14001,pickup on south street,1953,780000.0,1900000.0,1.435897435897436
,w16612,o15578,he who gets slapped,1924,172000.0,881000.0,4.122093023255814
,w39703,o550,two girls and a sailor,1944,1420000.0,4576000.0,2.222535211267606
,w24262,o418,marriage is a private affair,1944,1508000.0,2649000.0,0.756631299734748
,w37411,o22963,tarzan finds a son!,1939,898000.0,2088000.0,1.3251670378619154
,w3149,o4362,the beat generation,1959,439000.0,750000.0,0.7084282460136674
,w2927,o10458,barry lyndon,1975,11000000.0,20200000.0,0.8363636363636363
,w20499,o1127,justin bieber's believe,2013,5000000.0,11000000.0,1.2
,w33387,o17678,the secret of santa vittoria,1969,6300000.0,2700000.0,-0.5714285714285714
,w30344,o245,the prizefighter and the lady,1933,682000.0,933000.0,0.3680351906158358
,w10933,o14271,dr. gillespie's criminal case,8-May-43,340000.0,782000.0,1.3
,w28215,o3560,the oogieloves in the big balloon adventure,2012,20000000.0,1100000.0,-0.945
,w787,o11097,after office hours,1935,392000.0,2199000.0,4.60969387755102
,w26404,o8579,my man and i,1952,946000.0,685000.0,-0.2758985200845666
,w36566,o22957,stronger than desire,1939,258000.0,423000.0,0.6395348837209303
,w41904,o15970,wicked stepmother,3-Feb,2500000.0,43749.0,-0.9825004
,w8777,o21886,the culpepper cattle co.,1972,1000000.0,1250000.0,0.25
,w39071,o9367,the toy wife,1938,485000.0,855000.0,0.7628865979381443
,w21506,o15260,the last hunt,1956,2121000.0,2983000.0,0.40641206977840644
,w42419,o14901,the woman i love,1937,725000.0,783000.0,0.08
,w14510,o1652,the gay diplomat,1931,184000.0,131000.0,-0.28804347826086957
,w5612,o4871,buck privates come home,4-Apr,1167500.0,2365000.0,1.025695931477516
,w19832,o19706,jackass mail,1942,666000.0,1305000.0,0.9594594594594594
,w41336,o1935,westward the women,31-Dec,2203000.0,3996000.0,0.813890149795733
,w13558,o5549,for love of ivy,1968,2590000.0,7270000.0,1.806949806949807
,w2289,o7013,attack of the killer tomatoes,1978,100000.0,567000.0,4.67
,w13180,o19407,five minutes to live,1961,300000.0,5655000.0,17.85
,w5325,o14846,the bride wore red,1937,960000.0,1200000.0,0.25
,w1829,o23072,any number can play,1949,1363000.0,3205000.0,1.351430667644901
,w18119,o9475,house of bamboo,1955,1380000.0,1700000.0,0.2318840579710145
,w24740,o3448,men in black 3,2012,215.0,624000000.0,2902324.581395349
,w1872,o15316,apartment for peggy,1948,2000000.0,2750000.0,0.375
,w21820,o21896,the legend of boggy creek,1972,160000.0,20000000.0,124.0
,w35913,o18859,stan helsing,23-Oct,1000000.0,21014125.0,20.014125
,w34648,o8614,sky full of moon,1952,385000.0,443000.0,0.15064935064935064
,w14114,o13950,from here to eternity,1953,2500000.0,30500000.0,11.2
,w18729,o9479,i'll cry tomorrow,1955,2147000.0,7727000.0,2.598975314392175
,w2285,o11862,attack of the crab monsters,1957,70000.0,1000000.0,13.285714285714286
,w38238,o15514,three daring daughters,1948,2538000.0,2659000.0,0.04767533490937746
,w8904,o15140,d-day the sixth of june,1956,2075000.0,1950000.0,-0.060240963855421686
,w10344,o11442,"""dirty mary, crazy larry""",1974,1140000.0,28400000.0,23.912280701754387
,w15355,o3390,good deeds,2012,14000000.0,35600000.0,1.542857142857143
,w39650,o14586,twilight's last gleaming,1977,6200000.0,4500000.0,-0.27419354838709675
,w15646,o12815,the great diamond robbery,1954,858000.0,702000.0,-0.18181818181818182
,w22567,o14065,the living desert,10-Nov,300000.0,2600000.0,7.666666666666667
,w37941,o23024,these glamour girls,1939,403000.0,580000.0,0.4392059553349876
,w10669,o21082,don't change your husband,1919,,292134.1,
,w38380,o10423,thrill of a romance,1945,1410000.0,7205000.0,4.109929078014185
,w27292,o11942,no down payment,1957,995000.0,1200000.0,0.20603015075376885
,w40432,o17796,velvet smooth,1976,20000.0,770000.0,37.5
,w25929,o14546,mr. billion,1977,4590000.0,1300000.0,-0.7167755991285403
,w20952,o19721,kings row,2-Feb,1081698.0,5093000.0,3.7083381868136946
,w10912,o17606,downhill racer,1969,1800000.0,1925000.0,0.06944444444444445
,w41368,o18138,"""what did you do in the war, daddy?""",1966,7000000.0,2650000.0,-0.6214285714285714
,w25465,o13989,mogambo,1953,3100000.0,8300000.000000001,1.67741935483871
,w1141,o6546,all the fine young cannibals,1960,1638000.0,1810000.0,0.10500610500610501
,w3007,o8631,the battle at apache pass,1952,681000.0,2000000.0,1.9368575624082232
,w36933,o18877,survival of the dead,2009,4000000.0,386078.0,-0.9034805
,w34678,o22622,skyscraper souls,1932,382000.0,555000.0,0.45287958115183247
,w34801,o22942,slightly honorable,1939,434874.0,386116.0,-0.11211983241122717
,w7052,o7328,a child is waiting,13-Feb,2000000.0,925000.0,-0.5375
,w19017,o8729,in like flint,1967,3775000.0,11000000.0,1.913907284768212
,w8363,o13402,the covered wagon,1923,782000.0,3500000.0,3.475703324808184
,w30,o290,3 men in white,26-May,450000.0,868000.0,0.9288888888888889
,w22741,o9570,the long gray line,1955,1748000.0,4100000.0,1.345537757437071
,w37985,o6318,they met in bombay,1941,1380000.0,2515000.0,0.822463768115942
,w410,o13884,abbott and costello go to mars,1953,762446.0,1250000.0,0.6394603683408399
,w6635,o1754,cause for alarm!,1951,635000.0,768000.0,0.2094488188976378
,w36483,o16068,street girl,1929,211000.0,1004000.0,3.758293838862559
,w31752,o14009,"""ride, vaquero!""",1953,1128000.0,3427000.0,2.0381205673758864
,w34839,o21782,the slumber party massacre,1982,250000.0,3589000.0,13.356
,w37946,o15278,these wilder years,1956,1257000.0,877000.0,-0.3023070803500398
,w28331,o5012,the other love,1947,2200000.0,1850000.0,-0.1590909090909091
,w954,o9621,alex & emma,20-Jun,30000000.0,15368897.0,-0.4877034333333333
,w40397,o19903,the vanishing virginian,Feb-42,499000.0,905000.0,0.8136272545090181
,w35084,o22948,society lawyer,1939,232000.0,472000.0,1.0344827586206897
,w22138,o16282,life or something like it,26-Apr,40000000.0,16872671.0,-0.578183225
,w4823,o3677,boogeyman 2,2007,4500000.0,4282637.0,-0.04830288888888889
,w41687,o19931,white cargo,1942,570000.0,2663000.0,3.6719298245614036
,w26019,o6754,mrs. o'malley and mr. malone,1950,592000.0,915000.0,0.5456081081081081
,w3547,o6374,best men,1997,4000000.0,5000.0,-0.99875
,w39049,o17787,the town that dreaded sundown,1976,400000.0,5000000.0,11.5
,w13835,o4997,the foxes of harrow,24-Sep-47,2750000.0,3150000.0,0.14545454545454545
,w35202,o11967,something of value,1957,2553000.0,3600000.0,0.4101057579318449
,w22332,o9196,"""listen, darling""",1938,566000.0,583000.0,0.030035335689045935
,w41377,o21309,what every woman learns,1919,44425.0,169358.1923,2.8122271761395607
,w22454,o12517,little nellie kelly,1940,718000.0,2046000.0,1.84958217270195
,w34949,o15503,the snake pit,4-Nov,3800000.0,4100000.0,0.07894736842105263
,w16331,o6822,the happy years,1950,1393000.0,855000.0,-0.38621679827709976
,w21619,o6630,the last voyage,19-Feb,1370000.0,2060000.0,0.5036496350364964
,w29342,o9579,"""the phantom from 10,000 leagues""",1955,75000.0,400000.0,4.333333333333333
,w19406,o9480,interrupted melody,1955,2367000.0,4028000.0,0.701732150401352
,w32092,o14012,robot monster,1953,50000.0,1000000.0,19.0
,w25473,o19750,mokey,1942,353000.0,277000.0,-0.21529745042492918
,w26147,o11355,the murder man,1935,167000.0,546000.0,2.269461077844311
,w15761,o6965,the greatest story ever told,1965,20000000.0,15500000.0,-0.225
,w27503,o9504,not as a stranger,1955,1500000.0,7100000.0,3.7333333333333334
,w28228,o8954,open season: scared silly,2015,5500000.0,1800000.0,-0.6727272727272727
,w38468,o15696,thy name is woman,1924,175000.0,388000.0,1.217142857142857
,w28266,o15267,the opposite sex,1956,2834000.0,2760000.0,-0.02611150317572336
,w23276,o20389,loving annabelle,2006,900000.0,4200000.0,3.6666666666666665
,w26135,o11243,murder in the fleet,1935,189000.0,630000.0,2.3333333333333335
,w3942,o7015,big wednesday,1978,11000000.0,4500000.0,-0.5909090909090909
,w41166,o14488,we've never been licked,1943,918175.0,1109186.0,0.20803332698015084
,w41372,o17689,what ever happened to aunt alice?,1969,1725000.0,3225000.0,0.8695652173913043
,w5321,o17180,the bride walks out,1936,289000.0,670000.0,1.3183391003460208
,w20405,o21853,junior bonner,1972,3200000.0,2800000.0,-0.125
,w32000,o10083,road to paloma,2014,600000.0,937000.0,0.5616666666666666
,w9276,o12871,darling lili,1970,25000000.0,3250000.0,-0.87
,w6513,o4875,cass timberlane,1947,2733000.0,5186000.0,0.8975484815221368
,w9644,o11014,death hunt,1981,10000000.0,5000000.0,-0.5
,w14773,o9709,ghosts of the abyss,2003,13000000.0,28780668.0,1.2138975384615385
,w33897,o192,she done him wrong,1933,200000.0,2200000.0,10.0
,w15435,o19523,goodbye charlie,1964,3500000.0,3700000.0,0.05714285714285714
,w39775,o14201,two weeks in another town,1962,3959000.0,2500000.0,-0.36852740591058347
,w21675,o696,the law and jake wade,6-Jun,1538000.0,2795000.0,0.817295188556567
,w10222,o3722,diary of the dead,2007,2000000.0,5300000.0,1.65
,w2399,o15118,away all boats,1956,2000000.0,3500000.0,0.75
,w13205,o12719,flame and the flesh,1954,1275000.0,2294000.0,0.7992156862745098
,w7953,o12431,comrade x,1940,920000.0,2079000.0,1.2597826086956523
,w31691,o9277,"""rich man, poor girl""",1938,240000.0,498000.0,1.075
,w6577,o2482,catch .44,2011,7000000.0,1887.0,-0.9997304285714286
,w15627,o15250,the great american pastime,1956,619000.0,520000.0,-0.15993537964458804
,w23106,o8569,love is better than ever,1952,941000.0,974000.0,0.03506907545164718
,w26300,o4934,my brother talks to horses,1947,1436000.0,976000.0,-0.3203342618384401
,w15934,o8694,a guide for the married man,1967,3325000.0,5000000.0,0.5037593984962406
,w5470,o21063,broken blossoms,1919,88000.0,600000.0,5.818181818181818
,w38919,o9066,top cat begins,2015,8000000.0,4600000.0,-0.425
,w11483,o23097,"""edward, my son""",1-Mar,2421000.0,2142000.0,-0.11524163568773234
,w19099,o23119,in the good old summertime,1949,1577000.0,3534000.0,1.2409638554216869
,w17873,o21634,the hoodlum saint,4-Apr-46,1918000.0,1569000.0,-0.18196037539103233
,w23240,o8570,lovely to look at,Jul-52,2813000.0,3774000.0,0.3416281549946676
,w9410,o9453,day the world ended,1955,96234.49,400000.0,3.1565139483775515
,w23056,o17893,love comes along,1930,220000.0,478000.0,1.1727272727272726
,w15981,o11906,gun glory,1957,1707000.0,2550000.0,0.4938488576449912
,w18587,o13965,i love melvin,1953,1300000.0,1900000.0,0.46153846153846156
,w7102,o13015,chimmie fadden,1915,,78944.49,
,w28616,o22912,pacific liner,1939,241000.0,508000.0,1.107883817427386
,w37816,o23196,that forsyte woman,1949,2612000.0,3697000.0,0.4153905053598775
,w15480,o4446,gordon's war,1973,1600000.0,1250000.0,-0.21875
