key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,year_wiki,year_bom
b6634,w20115,,jobs ,2013,12000000.0,35931410.0,1.9942841666666664,"""[2013, 01, 25, Sundance Film Festival, 2013, 08, 16, United States]""",16-Aug-13
b6642,w20125,o20034,joe dirt,2001,17700000.0,30987695.0,0.7507172316384181,2001,11-Apr-01
b6645,w20137,o20035,joe somebody,2001,38000000.0,24516772.0,-0.3548217894736842,2001,21-Dec-01
b6655,w20159,o16272,john q.,2002,36000000.0,102244770.0,1.8401325000000002,2002,15-Feb-02
b6657,w20161,o20365,john tucker must die,2006,18000000.0,68824526.0,2.8235847777777776,2006,28-Jul-06
b6658,w20162,o10006,john wick,2014,20000000.0,88761661.0,3.43808305,2014,24-Oct-14
b6670,w20201,o22049,johnson family vacation,2004,12000000.0,31462753.0,1.6218960833333331,2004,7-Apr-04
b6674,w20213,,jonah hex ,2010,47000000.0,10903312.0,-0.7680146382978723,"""[2010, 06, 18]""",18-Jun-10
b6684,w20238,,josie and the pussycats ,2001,39000000.0,14866015.0,-0.6188201282051282,"""[2001, 04, 11]""",11-Apr-01
b6695,w20275,,joy ,2015,60000000.0,101134059.0,0.68556765,"""[2015, 12, 13, New York City premiere, 2015, 12, 25, United States]""",25-Dec-15
b6705,w20307,,judge dredd ,1995,90000000.0,113493481.0,0.2610386777777778,"""[1995, 06, 30]""",30-Jun-95
b6710,w20324,o2575,judy moody and the not bummer summer,2011,20000000.0,15691640.0,-0.21541799999999997,2011,10-Jun-11
b6717,w20341,o18743,julie & julia,2009,40000000.0,129540499.0,2.238512475,2009,7-Aug-09
b6722,w20349,o20696,jumanji,1995,65000000.0,262797249.0,3.0430346,1995,15-Dec-95
b6728,w20358,o2577,jumping the broom,2011,6600000.0,37710610.0,4.713728787878788,2011,6-May-11
b6733,w20380,o13766,jungle fever,1991,14000000.0,43882682.0,2.134477285714285,1991,7-Jun-91
b6735,w20416,,juno ,2007,7500000.0,231411584.0,29.854877866666666,"""[2007, 09, 01, Telluride, 2007, 12, 05, United States]""",5-Dec-07
b6736,w20417,o8902,jupiter ascending,2015,176000000.0,183987723.0,0.045384789772727266,2015,6-Feb-15
b6738,w20419,,jurassic park ,1993,63000000.0,1029153882.0,15.335775904761903,"""[1993, 06, 09, Uptown Theater, 1993, 06, 11, United States]""",11-Jun-93
b6740,w20420,o20037,jurassic park iii,2001,93000000.0,368780809.0,2.9653850430107527,2001,18-Jul-01
b6741,w20421,o8903,jurassic world,2015,150000000.0,1670400637.0,10.136004246666667,2015,12-Jun-15
b6750,w20451,o2578,just go with it,2011,80000000.0,214945591.0,1.6868198875,2011,11-Feb-11
b6751,w20458,,just like heaven ,2005,58000000.0,102854431.0,0.7733522586206897,"""[2005, 09, 16]""",16-Sep-05
b6753,w20462,o9730,just married,2003,18000000.0,101564935.0,4.642496388888889,2003,10-Jan-03
b6758,w20480,,just visiting ,2001,35000000.0,16176732.0,-0.5378076571428572,"""[2001, United States, 2001, 11, France]""",6-Apr-01
b6763,w20478,o2089,just the ticket,1999,12000000.0,430404.0,-0.964133,1999,26-Feb-99
b6768,w20498,o2579,justin bieber: never say never,2011,13000000.0,99036827.0,6.618217461538461,2011,11-Feb-11
b6771,w20510,o16274,k-19: the widowmaker,2002,100000000.0,65716126.0,-0.34283874,2002,19-Jul-02
b6773,w20513,,k-pax ,2001,68000000.0,65001485.0,-0.04409580882352941,"""[2001, 10, 26]""",26-Oct-01
b6810,w20527,o9731,kangaroo jack,2003,60000000.0,88929111.0,0.48215185,2003,17-Jan-03
b6825,w20569,o3421,katy perry: part of me,2012,12000000.0,32726956.0,1.7272463333333334,2012,5-Jul-12
b6838,w20596,,keeping up with the joneses ,2016,40000000.0,29918745.0,-0.252031375,"""[2016, 10, 08, Los Angeles, 2016, 10, 21, United States]""",21-Oct-16
b6840,w20595,o10649,keeping the faith,2000,29000000.0,59945183.0,1.0670752758620692,2000,14-Apr-00
b6850,w20626,o5399,kevin hart: what now?,2016,9900000.0,23591043.0,1.3829336363636364,2016,14-Oct-16
b6871,w20649,,kick-ass 2 ,2013,28000000.0,60795985.0,1.1712851785714289,"""[2013, 08, 14, United Kingdom, 2013, 08, 16, United States, 2014, 22, Japan]""",16-Aug-13
b6892,w20729,,kill bill: volume 1,2003,30000000.0,180949045.0,5.031634833333333,"""[2003, 10, 10]""",10-Oct-03
b6893,w20730,,kill bill: volume 2,2004,30000000.0,152159461.0,4.071982033333334,"""[2004, 16]""",16-Apr-04
b6896,w20734,o15891,kill me again,1989,4000000.0,283694.0,-0.9290765,1989,27-Oct-89
b6917,w20817,o3424,killing them softly,2012,15000000.0,37930465.0,1.5286976666666667,2012,30-Nov-12
b6918,w20821,,killing zoe,1994,1500000.0,418961.0,-0.7206926666666666,"""[1994, 08, 19]""",19-Aug-94
b6923,w20838,o15031,kindergarten cop,1990,15000000.0,201957688.0,12.463845866666665,1990,22-Dec-90
b6933,w20865,,king kong (1976 film),1976,24000000.0,52614445.0,1.1922685416666667,"""[1976, 12, 17]""",17-Dec-76
b6959,w20954,o10013,kingsman: the secret service,2014,81000000.0,414351546.0,4.1154511851851865,2014,13-Feb-15
b6962,w20958,,kinsey ,2004,11000000.0,16918723.0,0.5380657272727273,"""[2004, 11, 12]""",12-Nov-04
b6969,w20981,o18306,kiss kiss bang bang,2005,15000000.0,15785148.0,0.0523432,2005,21-Oct-05
b6979,w21006,,kiss the girls (1997 film),1997,27000000.0,60527873.0,1.241773074074074,"""[1997, 10]""",3-Oct-97
b6982,w21022,o20041,kissing jessica stein,2001,1000000.0,10013424.0,9.013424,2001,13-Mar-02
b6984,w21027,o16614,kit kittredge: an american girl,2008,10000000.0,17657973.0,0.7657973000000001,2008,20-Jun-08
b7002,w21080,o3816,knocked up,2007,30000000.0,219076518.0,6.302550599999999,2007,1-Jun-07
b7006,w21091,,knowing ,2009,50000000.0,183593586.0,2.67187172,"""[2009, 03, 20]""",20-Mar-09
b7013,w21103,o5273,kong: skull island,2017,185000000.0,554382914.0,1.9966644,2017,10-Mar-17
b7021,w21120,,krampus ,2015,15000000.0,61548707.0,3.1032471333333334,"""[2015, 11, 30, Los Angeles, premiere, 2015, 12, 04, United States]""",4-Dec-15
b7039,w21140,o6452,kundun,1997,28000000.0,5684789.0,-0.7969718214285715,1997,25-Dec-97
b7043,w21143,o16615,kung fu panda,2008,130000000.0,631744560.0,3.8595735384615386,2008,6-Jun-08
b7046,w21149,,kung pow! enter the fist,2002,10000000.0,16994625.0,0.6994625,"""[2002, 25]""",25-Jan-02
b7098,w21168,,la la land ,2016,30000000.0,439080388.0,13.636012933333333,"""[2016, 31, Venice Film Festival, 2016, 12, United States]""",9-Dec-16
b7145,w21260,o20376,lady in the water,2006,70000000.0,72785169.0,0.03978812857142857,2006,21-Jul-06
b7157,w21326,,lake placid ,1999,35000000.0,56870414.0,0.6248689714285715,"""[1999, 16]""",16-Jul-99
b7160,w21334,o16620,lakeview terrace,2008,20000000.0,44653637.0,1.23268185,2008,19-Sep-08
b7173,w21375,,land of the lost ,2009,100000000.0,68777554.0,-0.31222446,"""[2009, 06, 05]""",5-Jun-09
b7180,w21395,o9736,lara croft tomb raider: the cradle of life,2003,95000000.0,156505388.0,0.6474251368421052,2003,25-Jul-03
b7181,w21396,o20046,lara croft: tomb raider,2001,115000000.0,274703340.0,1.3887246956521742,2001,15-Jun-01
b7186,w21405,o2585,larry crowne,2011,30000000.0,72008245.0,1.4002748333333332,2011,1-Jul-11
b7188,w21409,o3819,lars and the real girl,2007,12000000.0,11293663.0,-0.05886141666666666,2007,12-Oct-07
b7193,w21427,o19088,last action hero,1993,85000000.0,137298489.0,0.6152763411764706,1993,18-Jun-93
b7221,w21618,o1135,last vegas,2013,28000000.0,134402450.0,3.8000875,2013,1-Nov-13
b7281,w21778,o16624,leatherheads,2008,58000000.0,41299492.0,-0.28793979310344825,2008,4-Apr-08
b7282,w21785,,leave it to beaver ,1997,15000000.0,10925060.0,-0.27166266666666666,"""[1997, 22]""",22-Aug-97
b7292,w21795,,left behind (2014 film),2014,16000000.0,19682924.0,0.23018275,"""[2014, 10, 03]""",3-Oct-14
b7296,w21809,o20047,legally blonde,2001,18000000.0,141774679.0,6.876371055555556,2001,13-Jul-01
b7297,w21811,o9739,"""legally blonde 2: red, white & blonde""",2003,45000000.0,124914842.0,1.775885377777778,2003,2-Jul-03
b7300,w21841,o8058,legend of the guardians: the owls of ga'hoole,2010,80000000.0,140073390.0,0.750917375,2010,24-Sep-10
b7304,w21852,o1136,legends of oz: dorothy's return,2013,70000000.0,18662027.0,-0.7333996142857143,2013,9-May-14
b7306,w21856,,legion (2010 film),2010,26000000.0,67918658.0,1.6122560769230767,"""[2010, 01, 22]""",22-Jan-10
b7346,w21943,,let me in ,2010,20000000.0,24145613.0,0.20728065,"""[2010, 13, TIFF, 2010, 10, United States, 2010, 11, United Kingdom]""",1-Oct-10
b7352,w21951,o10025,let's be cops,2014,17000000.0,138224951.0,7.130879470588236,2014,13-Aug-14
b7363,w22009,o20383,letters from iwo jima,2006,19000000.0,68673228.0,2.614380421052632,2006,20-Dec-06
b7365,w22011,o8062,letters to juliet,2010,30000000.0,79181750.0,1.6393916666666666,2010,14-May-10
b7389,w22065,,life (2017 film),2017,58000000.0,68713586.0,0.18471700000000002,"""[2017, 18, SXSW, 2017, 24, United States]""",24-Mar-17
b7398,w22142,o13774,life stinks,1991,13000000.0,4102526.0,-0.684421076923077,1991,26-Jul-91
b7400,w22087,,life as we know it ,2010,38000000.0,105648706.0,1.7802291052631578,"""[2010, 10, 08]""",8-Oct-10
b7401,w22086,o20049,life as a house,2001,27000000.0,23903791.0,-0.1146744074074074,2001,26-Oct-01
b7406,w22128,,life of pi ,2012,120000000.0,609016565.0,4.0751380416666665,"""[2012, 09, 28, NYFF, 2012, 11, 21, United States]""",21-Nov-12
b7418,w22189,o7519,light sleeper,1992,5000000.0,1050861.0,-0.7898278000000001,1992,21-Aug-92
b7430,w22232,o16284,like mike,2002,30000000.0,62274780.0,1.075826,2002,3-Jul-02
b7446,w22269,,limitless ,2011,27000000.0,161849455.0,4.994424259259259,"""[2011, 03, 08, New York premiere, 2011, 03, 18, United States]""",18-Mar-11
b7447,w22271,,lincoln ,2012,65000000.0,275293450.0,3.2352838461538465,"""[2012, 10, 08, New York Film Festival, 2012, 11, 09, United States]""",9-Nov-12
b7454,w22314,o3826,lions for lambs,2007,35000000.0,63215872.0,0.8061677714285714,2007,9-Nov-07
b7468,w22351,o22057,little black book,2004,35000000.0,22034832.0,-0.3704333714285714,2004,6-Aug-04
b7473,w22364,,little children ,2006,26000000.0,14821658.0,-0.4299362307692308,"""[2006, 10, 06]""",6-Oct-06
b7478,w22382,o8063,little fockers,2010,100000000.0,310650585.0,2.10650585,2010,22-Dec-10
b7489,w22445,o20388,little miss sunshine,2006,8000000.0,100523181.0,11.565397625,2006,26-Jul-06
b7492,w22457,o10654,little nicky,2000,85000000.0,58292295.0,-0.31420829411764706,2000,10-Nov-00
b7501,w22531,,little women (1994 film),1994,18000000.0,50083616.0,1.7824231111111108,"""[1994, 12, 21]""",21-Dec-94
b7510,w22547,o3827,live free or die hard,2007,110000000.0,383531464.0,2.486649672727273,2007,27-Jun-07
b7537,w22630,,logan ,2017,97000000.0,602125791.0,5.207482381443299,"""[2017, 02, 17, Berlin, 2017, United States]""",3-Mar-17
b7549,w22653,o5405,london has fallen,2016,60000000.0,205754447.0,2.4292407833333334,2016,4-Mar-16
b7555,w22680,o1143,lone survivor,2013,40000000.0,154802912.0,2.8700728,2013,25-Dec-13
b7573,w22803,,lookin' to get out,1982,17000000.0,946461.0,-0.9443258235294116,"""[1982, 10, 08, U.S., 1983, 07, 22, Finland]""",8-Oct-82
b7584,w22819,o9742,looney tunes: back in action,2003,80000000.0,68514844.0,-0.14356445,2003,14-Nov-03
b7585,w22821,,looper ,2012,30000000.0,176506819.0,4.8835606333333335,"""[2012, 09, 06, TIFF, 2012, 09, 28, United States]""",28-Sep-12
b7590,w22851,o18319,lord of war,16-Sep,50000000.0,72617068.0,0.45234136,16-Sep,16-Sep-05
b7591,w22853,o18320,lords of dogtown,2005,25000000.0,13411957.0,-0.46352172,2005,3-Jun-05
b7612,w22948,,lost souls ,2000,50000000.0,31355910.0,-0.3728818,"""[2000, 10, 13]""",13-Oct-00
b7622,w22918,,lost in space ,1998,80000000.0,136159423.0,0.7019927875,"""[1998, 04, 03]""",3-Apr-98
b7624,w22926,,lost in translation ,2003,4000000.0,119723856.0,28.930964000000003,"""[2003, 29, Telluride Film Festival, 2003, 12, United States]""",12-Sep-03
b7626,w22972,,lottery ticket (2010 film),2010,17000000.0,24719879.0,0.4541105294117647,"""[2010, 20]""",20-Aug-10
b7634,w23008,o10657,love & basketball,2000,20000000.0,27728118.0,0.3864059,2000,21-Apr-00
b7653,w23078,o18760,love happens,2009,18000000.0,36088028.0,1.0048904444444444,2009,18-Sep-09
b7668,w23159,o8069,love ranch,2010,25000000.0,137885.0,-0.9944845999999999,2010,30-Jun-10
b7676,w23012,o10491,love and death,1975,3000000.0,20123742.0,5.707914,1975,10-Jun-75
b7684,w23025,o8068,love & other drugs,2010,30000000.0,102820008.0,2.4273336,2010,24-Nov-10
b7699,w23175,o8925,love the coopers,2015,17000000.0,42426912.0,1.4957007058823528,2015,13-Nov-15
b7741,w23326,o10659,lucky numbers,2000,63000000.0,10890222.0,-0.8271393333333333,2000,27-Oct-00
b7753,w23414,o3837,"""lust, caution""",2007,15000000.0,67091915.0,3.4727943333333333,2007,28-Sep-07
b7776,w23477,,macgruber ,2010,10000000.0,9322895.0,-0.0677105,"""[2010, 03, 15, SXSW, 2010, 05, 21, United States]""",21-May-10
b7780,w23480,,machete ,2010,10500000.0,44093316.0,3.1993634285714285,"""[2010, 09, 01, Venice Film Festival, 2010]""",3-Sep-10
b7782,w23484,o2592,machine gun preacher,2011,30000000.0,3338690.0,-0.8887103333333334,2011,23-Sep-11
b7785,w23498,,mad city ,1997,50000000.0,10541523.0,-0.78916954,"""[1997, 11, 07]""",7-Nov-97
b7794,w23520,o8927,mad max: fury road,2015,150000000.0,378858340.0,1.5257222666666668,2015,15-May-15
b7802,w23534,o16637,madagascar: escape 2 africa,2008,150000000.0,603900354.0,3.02600236,2008,7-Nov-08
b7818,w23575,o16638,made of honor,2008,40000000.0,105962760.0,1.649069,2008,2-May-08
b7827,w23603,o13779,madonna: truth or dare,1991,4500000.0,29012935.0,5.447318888888888,1991,10-May-91
b7830,w23610,o13572,mafia!,1998,10000000.0,19889299.0,0.9889299000000001,1998,24-Jul-98
b7836,w23638,o3439,magic mike,2012,7000000.0,167221571.0,22.888795857142853,2012,29-Jun-12
b7837,w23639,o8930,magic mike xxl,2015,14800000.0,122513057.0,7.277909256756756,2015,1-Jul-15
b7846,w23672,,magnolia ,1999,37000000.0,48451803.0,0.3095081891891892,"""[1999, 12, 17]""",17-Dec-99
b7850,w23677,o16290,maid in manhattan,2002,55000000.0,154906693.0,1.8164853272727275,2002,13-Dec-02
b7880,w23767,,maleficent ,2014,180000000.0,758539785.0,3.2141099166666667,"""[2014, 28, United Kingdom, 2014, 30, United States]""",30-May-14
b7883,w23774,o9745,malibu's most wanted,2003,15000000.0,34622504.0,1.3081669333333332,2003,18-Apr-03
b7894,w23800,,mamma mia! ,2008,52000000.0,609841637.0,10.727723788461539,"""[2008, 30, United Kingdom, 2008, 11, Sweden, 2008, 18, United States]""",18-Jul-08
b7904,w23931,,man of steel ,2013,225000000.0,668045518.0,1.9690911911111106,"""[2013, 06, 10, Alice Tully Hall, 2013, 06, 14, United Kingdom, 2013, 06, 14, United States]""",14-Jun-13
b7913,w23945,o3440,man on a ledge,2012,42000000.0,46221189.0,0.1005045,2012,27-Jan-12
b7916,w23955,,man on the moon ,1999,82000000.0,47434430.0,-0.42153134146341453,"""[1999, 12, 22]""",22-Dec-99
b7937,w24117,o11758,maniac cop,1988,1100000.0,671382.0,-0.3896527272727273,1988,13-May-88
b7944,w24133,,mannequin two: on the move,1991,13000000.0,3752428.0,-0.7113516923076924,"""[1991, 17]""",17-May-91
b7959,w24181,o9746,marci x,2003,20000000.0,1675706.0,-0.9162146999999999,2003,22-Aug-03
b7964,w24195,,margin call ,2011,3500000.0,19504039.0,4.572582571428573,"""[2011, 01, 25, Sundance Film Festival, 2011, 10, 21, United States]""",21-Oct-11
b7971,w24206,,marie antoinette (2006 film),2006,40000000.0,60917189.0,0.522929725,"""[2006, 24, France, 2006, 10, 20, United States]""",20-Oct-06
b7984,w24253,,marmaduke ,2010,50000000.0,83761844.0,0.67523688,"""[2010, United States]""",4-Jun-10
b7993,w24295,o2597,mars needs moms,2011,150000000.0,38992758.0,-0.74004828,2011,11-Mar-11
b8027,w24403,o9748,master and commander: the far side of the world,2003,150000000.0,212011111.0,0.41340740666666653,2003,14-Nov-03
b8053,w24481,,max (2015 film),2015,20000000.0,43967255.0,1.19836275,"""[2015, 06, 26, United States]""",26-Jun-15
b8055,w24486,o20058,max keeble's big move,2001,25000000.0,18634654.0,-0.25461384,2001,5-Oct-01
b8056,w24488,,max payne ,2008,35000000.0,85416905.0,1.440483,"""[2008, 10, 17, United States]""",17-Oct-08
b8075,w24531,o8935,maze runner: the scorch trials,2015,61000000.0,312325103.0,4.120083655737705,2015,18-Sep-15
b8084,w24566,,me before you ,2016,20000000.0,207945075.0,9.39725375,"""[2016, 05, 23, New York City, 2016, 06, 03, United States]""",3-Jun-16
b8089,w24555,,me and earl and the dying girl ,2015,8000000.0,9074749.0,0.134343625,"""[2015, 01, 25, Sundance, 2015, 06, 12, United States]""",12-Jun-15
b8092,w24561,o16642,me and orson welles,2008,25000000.0,2336172.0,-0.90655312,2008,25-Nov-09
b8094,w24572,o10662,"""me, myself & irene""",2000,51000000.0,149270999.0,1.9268823333333331,2000,23-Jun-00
b8097,w24577,o22066,mean girls,2004,17000000.0,129042871.0,6.590757117647059,2004,30-Apr-04
b8108,w24606,,medicine man ,1992,40000000.0,45500797.0,0.137519925,[1992],7-Feb-92
b8112,w24612,o8073,meek's cutoff,2010,2000000.0,977772.0,-0.5111140000000001,2010,8-Apr-11
b8115,w24616,o16645,meet dave,2008,60000000.0,50650079.0,-0.15583201666666666,2008,11-Jul-08
b8116,w24618,o13575,meet joe black,1998,90000000.0,142940100.0,0.5882233333333333,1998,13-Nov-98
b8118,w24622,o421,meet me in st. louis,1944,1700000.0,6566000.0,2.8623529411764705,1944,28-Nov-44
b8124,w24632,o22067,meet the fockers,2004,80000000.0,516642939.0,5.4580367375,2004,22-Dec-04
b8127,w24638,o10663,meet the parents,2000,55000000.0,330444045.0,5.008073545454545,2000,6-Oct-00
b8136,w24662,o8077,megamind,2010,130000000.0,321885765.0,1.4760443461538462,2010,5-Nov-10
b8137,w24666,o20060,megiddo: the omega code 2,2001,22000000.0,6047691.0,-0.7251049545454545,2001,21-Sep-01
b8145,w24698,,memoirs of a geisha ,2005,85000000.0,162242962.0,0.9087407294117648,"""[2005, 11, 29, Tokyo premiere, 2005, 12, 09, United States]""",9-Dec-05
b8160,w24738,,men in black ,1997,90000000.0,589390539.0,5.548783766666666,"""[1997, 07, 02]""",2-Jul-97
b8161,w24739,o16292,men in black ii,2002,140000000.0,441818803.0,2.1558485928571427,2002,3-Jul-02
b8162,w24754,o10664,men of honor,2000,32000000.0,82343495.0,1.57323421875,2000,10-Nov-00
b8179,w24797,o10665,mercy streets,2000,600000.0,173599.0,-0.7106683333333333,2000,31-Oct-00
b8188,w24837,,message in a bottle ,1999,80000000.0,118880016.0,0.48600020000000005,"""[1999, 02, 12]""",12-Feb-99
b8190,w24849,o1151,metallica through the never,2013,18000000.0,7972967.0,-0.5570573888888889,2013,27-Sep-13
b8209,w24893,,miami vice ,2006,135000000.0,163794509.0,0.21329265925925925,"""[2006, 28]""",28-Jul-06
b8214,w24900,,michael collins ,1996,25000000.0,11092559.0,-0.55629764,"""[1996, 10, 11]""",11-Oct-96
b8219,w24919,o2105,mickey blue eyes,1999,75000000.0,54264342.0,-0.27647544,1999,20-Aug-99
b8228,w24986,,middle of nowhere (2012 film),2012,200000.0,236806.0,0.18403,"""[2012, 20, Sundance, 2012, 10, 12, United States]""",12-Oct-12
b8234,w25006,,midnight express ,1978,2300000.0,35000000.0,14.217391304347824,"""[1978, 10]""",27-Oct-78
b8241,w25014,o2603,midnight in paris,2011,17000000.0,151119219.0,7.8893658235294115,2011,20-May-11
b8242,w25015,,midnight in the garden of good and evil ,1997,35000000.0,25105255.0,-0.28270700000000004,"""[1997, 11, 21]""",21-Nov-97
b8247,w25071,,mighty joe young (1998 film),1998,90000000.0,50632037.0,-0.4374218111111111,"""[1998, 12, 25]""",25-Dec-98
b8250,w25088,o5414,mike and dave need wedding dates,2016,33000000.0,77068246.0,1.3354013939393938,2016,8-Jul-16
b8256,w25110,,milk ,2008,20000000.0,54586584.0,1.7293292000000002,"""[2008, 10, 28, San Francisco, 2008, 11, 26, United States]""",26-Nov-08
b8263,w25134,o10043,million dollar arm,2014,25000000.0,39227580.0,0.5691031999999999,2014,16-May-14
b8264,w25136,o22074,million dollar baby,2004,30000000.0,216763646.0,6.2254548666666665,2004,15-Dec-04
b8268,w25171,,mimic ,1997,30000000.0,25480490.0,-0.15065033333333333,"""[1997, 08, 22]""",22-Aug-97
b8276,w25202,,minions ,2015,74000000.0,1159398397.0,14.667545905405404,"""[2015, 06, 11, London, premiere, 2015, 07, 10, United States]""",10-Jul-15
b8277,w25209,,minority report ,2002,102000000.0,358372926.0,2.5134600588235294,"""[2002, 06, 19, Ziegfeld Theatre, 2002, 06, 21, United States]""",21-Jun-02
b8284,w25256,,miracles from heaven ,2016,13000000.0,73883359.0,4.6833353076923085,"""[2016, 16]""",16-Mar-16
b8287,w25261,,mirror mirror ,2012,85000000.0,183018522.0,1.1531590823529412,"""[2012, 03, 30]""",30-Mar-12
b8297,w25302,,miss congeniality ,2000,45000000.0,212742720.0,3.7276160000000003,"""[2000, 12, 22]""",22-Dec-00
b8319,w25359,o10666,mission to mars,2000,100000000.0,110983407.0,0.10983407,2000,10-Mar-00
b8321,w25361,,mission: impossible ,1996,80000000.0,457696359.0,4.7212044875,"""[1996, 05, 22]""",22-May-96
b8322,w25362,o2606,mission: impossible â ghost protocol,2011,145000000.0,694713380.0,3.7911267586206896,2011,16-Dec-11
b8323,w25357,o8940,mission: impossible â rogue nation,2015,150000000.0,682714267.0,3.551428446666667,2015,31-Jul-15
b8326,w25365,o20405,mission: impossible iii,2006,150000000.0,397850012.0,1.6523334133333334,2006,5-May-06
b8369,w25509,o10045,moms' night out,2014,5000000.0,10429707.0,1.0859413999999998,2014,9-May-14
b8372,w25511,o9753,mona lisa smile,2003,65000000.0,141337989.0,1.1744306,2003,19-Dec-03
b8377,w25526,o5417,money monster,2016,27000000.0,93282604.0,2.4549112592592595,2016,13-May-16
b8381,w25536,,moneyball ,2011,50000000.0,110206216.0,1.20412432,"""[2011, 09, 09, TIFF, 2011, 09, 23, United States]""",23-Sep-11
b8392,w25560,o20065,monkeybone,2001,75000000.0,7622365.0,-0.8983684666666667,2001,23-Feb-01
b8404,w25588,,monster house ,2006,75000000.0,140175006.0,0.86900008,"""[2006, 21]""",21-Jul-06
b8408,w25605,o20066,monster's ball,2001,4000000.0,44909486.0,10.2273715,2001,26-Dec-01
b8409,w25603,o18334,monster-in-law,2005,43000000.0,154749918.0,2.598835302325581,2005,13-May-05
b8412,w25609,o18772,monsters vs. aliens,2009,175000000.0,381509870.0,1.1800563999999998,2009,27-Mar-09
b8423,w25632,,monument ave. ,1998,11000000.0,333760.0,-0.969658181818182,"""[1998, 20, Sundance Film Festival, 1998, 25, limited]""",25-Sep-98
b8434,w25668,,moonlight mile ,2002,21000000.0,10011050.0,-0.5232833333333333,"""[2002, 09, 27, limited, 2002, 10]""",27-Sep-02
b8438,w25673,o3452,moonrise kingdom,2012,16000000.0,68263166.0,3.266447875,2012,25-May-12
b8442,w25699,o8293,more american graffiti,1979,3000000.0,15014674.0,4.004891333333333,1979,3-Aug-79
b8460,w25741,,mortdecai ,2015,60000000.0,47275695.0,-0.21207175,"""[2015, 01, 23]""",23-Jan-15
b8482,w25841,o20068,moulin rouge!,yes,50000000.0,179213434.0,2.58426868,yes,18-May-01
b8486,w25877,,mousehunt ,1997,38000000.0,122417389.0,2.2215102368421054,"""[1997, 12, 19]""",19-Dec-97
b8490,w25887,o1161,movie 43,2013,6000000.0,32438988.0,4.406498,2013,25-Jan-13
b8496,w25904,o18337,mozart and the whale,2005,12000000.0,84447.0,-0.99296275,2005,14-Apr-06
b8509,w25938,o16299,mr. deeds,2002,50000000.0,171269535.0,2.4253907000000003,2002,28-Jun-02
b8518,w25965,,mr. magoo ,1997,30000000.0,21437192.0,-0.2854269333333333,"""[1997, 12, 25]""",25-Dec-97
b8525,w25981,o10049,mr. peabody & sherman,2014,145000000.0,275698039.0,0.9013657862068966,2014,7-Mar-14
b8527,w25983,,mr. popper's penguins ,2011,55000000.0,187361754.0,2.4065773454545454,"""[2011, 17]""",17-Jun-11
b8533,w25991,o22891,mr. smith goes to washington,1939,1900000.0,9000000.0,3.736842105263158,1939,19-Oct-39
b8544,w26014,o19105,mrs. doubtfire,1993,25000000.0,441286195.0,16.6514478,1993,24-Nov-93
b8551,w26033,,much ado about nothing (1993 film),1993,11000000.0,22549338.0,1.0499398181818185,"""[1993, United States, 1993, 27, United Kingdom]""",7-May-93
b8571,w26077,,munich ,2005,70000000.0,130358911.0,0.8622701571428572,"""[2005, 12, 23]""",23-Dec-05
b8574,w26088,o10050,muppets most wanted,2014,50000000.0,80383290.0,0.6076658,2014,21-Mar-14
b8575,w26087,o2109,muppets from space,1999,24000000.0,22323612.0,-0.0698495,1999,14-Jul-99
b8582,w26111,o16301,murder by numbers,2002,50000000.0,56714147.0,0.13428294,2002,19-Apr-02
b8605,w26225,o2111,music of the heart,1999,27000000.0,14859394.0,-0.4496520740740741,1999,29-Oct-99
b8607,w26238,o18340,must love dogs,29-Jul,30000000.0,58405313.0,0.9468437666666668,29-Jul,29-Jul-05
b8617,w26274,o22081,my baby's daddy,2004,12000000.0,18490423.0,0.5408685833333333,2004,9-Jan-04
b8621,w26277,,my best friend's girl (2008 film),2008,20000000.0,41622502.0,1.0811251,"""[2008, 19]""",19-Sep-08
b8622,w26278,o6466,my best friend's wedding,1997,38000000.0,299288605.0,6.876015921052631,1997,20-Jun-97
b8624,w26282,o16303,my big fat greek wedding,2002,5000000.0,368744044.0,72.74880879999999,2002,19-Apr-02
b8628,w26288,,my bloody valentine 3d,2009,15000000.0,100734718.0,5.715647866666667,"""[2009, 16]""",16-Jan-09
b8633,w26295,o9755,my boss's daughter,2003,14000000.0,18191005.0,0.2993575,2003,22-Aug-03
b8645,w26313,o22082,my date with drew,2004,1100.0,262770.0,237.88181818181815,2004,5-Aug-05
b8651,w26325,,my fair lady ,1964,17000000.0,72000000.0,3.2352941176470584,"""[1964, 11, 09]""",21-Oct-64
b8656,w26336,,my favorite martian ,1999,65000000.0,36850101.0,-0.4330753692307692,"""[1999, 12]""",12-Feb-99
b8660,w26344,o20071,my first mister,2001,5250000.0,568762.0,-0.8916643809523811,2001,12-Oct-01
b8668,w26357,,my girl ,1991,17000000.0,59489799.0,2.4993999411764705,"""[1991, 11, 27]""",27-Nov-91
b8706,w26454,,my sister's keeper ,2009,30000000.0,95714875.0,2.1904958333333333,"""[2009, 26]""",26-Jun-09
b8708,w26463,o8088,my soul to take,2010,25000000.0,20976402.0,-0.16094392,2010,8-Oct-10
b8726,w26535,o2114,mystery men,1999,68000000.0,33461011.0,-0.5079263088235294,1999,6-Aug-99
