key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,year_wiki,year_bom
,w20012,,jersey girl (2004 film),,35000000.0,36100000.0,0.03142857142857143,,
,w7159,,the chocolate war ,,500000.0,303624.0,-0.392752,,
,w14562,,genius (2016 film),,17000000.0,5600000.0,-0.6705882352941176,,
,w25476,,molly (1999 film),,21000000.0,17650.0,-0.9991595238095238,,
,w40918,,war dogs (2016 film),,40000000.0,86200000.0,1.155,,
,w20987,,kiss me kate ,,1981000.0,3117000.0,0.5734477536597677,,
,w22264,,limelight (1952 film),,900000.0,1000000.0,0.1111111111111111,,
,w32252,,romeo and juliet (1936 film),,2000000.0,962000.0,-0.519,,
,w28481,,outbreak ,,50000000.0,189800000.0,2.7960000000000003,,
,w18308,,huckleberry finn (1931 film),,1000000.0,2500000.0,1.5,,
,w10658,,don't be afraid of the dark (2010 film),,25000000.0,36993168.0,0.47972672,,
,w7914,,the common law ,,339000.0,713000.0,1.103244837758112,,
,w26038,,mud (2012 film),,10000000.0,32600000.0,2.26,,
,w29700,,please don't eat the daisies ,,1775000.0,7050000.0,2.9718309859154934,,
,w23944,,man of two worlds ,,388000.0,308000.0,-0.20618556701030927,,
,w5105,,boys and girls (2000 film),,35000000.0,25850615.0,-0.261411,,
,w37578,,tempest (1982 film),,13000000.0,5005245.0,-0.6149811538461538,,
,w19158,,in too deep (1999 film),,7000000.0,14011454.0,1.0016362857142858,,
,w21074,,knock knock (2015 film),,2000000.0,5200000.0,1.6,,
,w33325,,second wife (1936 film),,68000.0,197000.0,1.897058823529412,,
,w7970,,the concorde ... airport '79,,14000000.0,13015688.0,-0.07030800000000001,,
,w4696,,bobby (2006 film),,14000000.0,20700000.0,0.4785714285714286,,
,w9867,,demolition (2015 film),,10000000.0,4100000.0,-0.59,,
,w11541,,elektra (2005 film),,43000000.0,56700000.0,0.3186046511627907,,
,w14101,,from a whisper to a scream ,,1100000.0,1300000.0,0.18181818181818185,,
,w22016,,leviathan (1989 film),,20000000.0,15704614.0,-0.21476929999999997,,
,w28225,,open season (2006 film),,85000000.0,197300000.0,1.3211764705882354,,
,w959,,alexander (2004 film),,155000000.0,167300000.0,0.07935483870967742,,
,w28978,,pathfinder (2007 film),,45000000.0,30800000.0,-0.31555555555555553,,
,w6028,,cairo (1942 film),,924000.0,1197000.0,0.2954545454545455,,
,w9350,,dawn of the dead (1978 film),,1500000.0,55000000.0,35.666666666666664,,
,w10229,,dick tracy (1990 film),,46000000.0,162700000.0,2.5369565217391306,,
,w24594,,the mechanic (2011 film),,40000000.0,76300000.0,0.9075,,
,w15810,,the green years ,,2280000.0,6654000.0,1.918421052631579,,
,w8173,,cop out (2010 film),,30000000.0,55600000.0,0.8533333333333334,,
,w33191,,screamers (1995 film),,20000000.0,5711695.0,-0.71441525,,
,w30526,,pulse (2006 film),,20500000.0,29907685.0,0.4589114634146341,,
,w906,,airport (1970 film),,10200000.0,100500000.0,8.852941176470589,,
,w21647,,latin lovers (1953 film),,1769000.0,2089000.0,0.1808931599773884,,
,w35798,,spy (2015 film),,65000000.0,235700000.0,2.6261538461538456,,
,w16226,,handle with care (1958 film),,426000.0,325000.0,-0.2370892018779343,,
,w28615,,pacific heights ,,18000000.0,44926706.0,1.4959281111111111,,
,w20638,,the keys of the kingdom ,,3000000.0,2400000.0,-0.2,,
,w24984,,middle men ,,20000000.0,754301.0,-0.96228495,,
,w37230,,take me out to the ball game ,,2025000.0,4344000.0,1.145185185185185,,
,w1641,,angel (1984 film),,3000000.0,17488564.0,4.829521333333333,,
,w9607,,dear god ,,22000000.0,7138523.0,-0.6755216818181818,,
,w19828,,the jackal (1997 film),,60000000.0,159300000.0,1.655,,
,w14854,,girl crazy (1932 film),,532000.0,555000.0,0.04323308270676692,,
,w37581,,the tempest (2010 film),,20000000.0,346594.0,-0.9826703000000001,,
,w35494,,space truckers,,25000000.0,1614266.0,-0.93542936,,
,w12001,,evolution (2001 film),,80000000.0,98400000.0,0.23,,
,w15182,,godsend (2004 film),,25000000.0,30114487.0,0.20457948,,
,w41267,,welcome to the jungle (2013 film),,3500000.0,87397.0,-0.9750294285714286,,
,w11912,,every day ,,3000000.0,46029.0,-0.984657,,
,w15916,,the guardian (2006 film),,70000000.0,94900000.0,0.3557142857142857,,
,w15650,,the great divide (1925 film),,318000.0,674000.0,1.1194968553459121,,
,w30930,,raintree county ,,5474000.0,9080000.0,0.6587504567044209,,
,w20216,,jonathan livingston seagull ,,1500000.0,1600000.0,0.06666666666666668,,
,w4220,,black rain (1989 american film),,30000000.0,134200000.0,3.473333333333333,,
,w29359,,phantom of the opera (1943 film),,1750000.0,1600000.0,-0.08571428571428573,,
,w16451,,harry potter and the deathly hallows â part 1,,250000000.0,960300000.0,2.8412,,
,w2612,,bad boys (franchise),,149000000.0,414700000.0,1.7832214765100671,,
,w1967,,are husbands necessary? (1942 film),,552000.0,1050000.0,0.9021739130434784,,
,w28685,,the paleface (1948 film),,2000000.0,4500000.0,1.25,,
,w17971,,horton hears a who! ,,85000000.0,297100000.0,2.4952941176470587,,
,w15112,,go for broke! (1951 film),,1337000.0,3337000.0,1.4958863126402393,,
,w11816,,escape to victory,,10000000.0,27453418.0,1.7453418,,
,w7738,,the collector (2009 film),,3000000.0,9400000.0,2.1333333333333333,,
,w17249,,hide and seek (2005 film),,25000000.0,122700000.0,3.908,,
,w38938,,topaz (1969 film),,4000000.0,6000000.0,0.5,,
,w4839,,the book of mormon movie,,1500000.0,1700000.0,0.13333333333333333,,
,w39556,,tunnel rats ,,8000000.0,35402.0,-0.99557475,,
,w8935,,daddy long legs (1955 film),,2600000.0,2500000.0,-0.038461538461538464,,
,w7160,,the choice (2016 film),,10000000.0,23420878.0,1.3420878,,
,w28314,,oscar (1991 film),,35000000.0,23500000.0,-0.32857142857142857,,
,w31054,,the razor's edge (1946 film),,1200000.0,5000000.0,3.1666666666666665,,
,w43070,,"""yours, mine & ours (2005 film)""",,45000000.0,72000000.0,0.6,,
,w10979,,dragnet (1987 film),,20000000.0,66673516.0,2.3336758,,
,w37105,,swing vote (2008 film),,21000000.0,17600000.0,-0.1619047619047619,,
,w33069,,scene of the crime (1949 film),,761000.0,1391000.0,0.8278580814717477,,
,w37654,,teresa (1951 film),,610000.0,1783000.0,1.9229508196721312,,
,w23091,,love in the afternoon (1957 film),,2100000.0,2000000.0,-0.047619047619047616,,
,w22628,,the loft ,,14000000.0,10100000.0,-0.2785714285714286,,
,w2369,,avatar (2009 film),,237000000.0,2788000.0,-0.9882362869198312,,
,w3327,,behind enemy lines (1986 film),,2000000.0,2497233.0,0.2486165,,
,w30907,,rain (1932 film),,591000.0,704000.0,0.19120135363790186,,
,w13046,,firelight (1964 film),,500.0,501.0,0.002,,
,w25612,,montana (1950 film),,2000000.0,2100000.0,0.05,,
,w18717,,i.q. ,,25000000.0,26381221.0,0.05524884,,
,w36073,,stay (2005 film),,50000000.0,8300000.000000001,-0.8340000000000001,,
,w38637,,tinker bell ,,50000000.0,9199510.0,-0.8160098000000001,,
,w25780,,mother carey's chickens ,,358000.0,703000.0,0.9636871508379888,,
,w15081,,gloria (1999 american film),,30000000.0,4197729.0,-0.8600757,,
,w4987,,the boston strangler ,,4100000.0,17810894.0,3.3441204878048776,,
,w20866,,king kong (2005 film),,207000000.0,550500000.0,1.6594202898550725,,
,w26197,,the muse (1999 film),,15000000.0,11614954.0,-0.2256697333333333,,
,w21762,,lean on me ,,10000000.0,31906454.0,2.1906453999999997,,
,w7133,,chinatown (1974 film),,6000000.0,29200000.0,3.8666666666666663,,
,w33223,,sea devils (1937 film),,477000.0,940000.0,0.9706498951781972,,
,w4052,,bird of paradise (1932 film),,752000.0,753000.0,0.0013297872340425534,,
,w18173,,house of wax (2005 film),,40000000.0,70000000.0,0.75,,
,w950,,albuquerque ,,728000.0,1700000.0,1.335164835164835,,
,w31034,,the raven (1963 film),,350000.0,1499275.0,3.2836428571428566,,
,w17330,,high time ,,2815000.0,2500000.0,-0.11190053285968027,,
,w25117,,the milky way (1936 film),,1032798.21,1170000.0,0.1328447209450528,,
,w41851,,whoopee! ,,1300000.0,2655000.0,1.0423076923076924,,
,w17517,,hit the deck (1955 film),,2300000.0,3400000.0,0.4782608695652174,,
,w17870,,hoodlum ,,30000000.0,23461013.0,-0.21796623333333331,,
,w13864,,francis ,,622000.0,2900000.0,3.6623794212218654,,
,w9539,,deadfall (1993 film),,10000000.0,18369.0,-0.9981631,,
,w20242,,the journey (1959 film),,2290000.0,3450000.0,0.5065502183406113,,
,w20941,,kingdom come (2001 film),,7000000.0,23396049.0,2.3422927142857137,,
,w17490,,history is made at night (1937 film),,821791.0,948500.0,0.15418640505919387,,
,w6799,,chaos (2005 dominion film),,1000000.0,10289.0,-0.989711,,
,w39278,,trespass (1992 film),,14000000.0,13747138.0,-0.01806157142857143,,
,w7009,,chicago (2002 film),,45000000.0,306800000.0,5.817777777777778,,
,w24445,,matilda (1996 film),,36000000.0,62100000.0,0.725,,
,w19164,,the in-laws (1979 film),,9000000.0,38200000.0,3.2444444444444445,,
,w3503,,bereavement ,,2000000.0,43712.0,-0.978144,,
,w20647,,kick-ass (film series),,58000000.0,155000000.0,1.6724137931034482,,
,w39992,,undercurrent (1946 film),,1644000.0,4327000.0,1.6319951338199514,,
,w2516,,bachelor in paradise ,,1989000.0,3500000.0,0.7596782302664655,,
,w33794,,shag ,,5000000.0,6957975.0,0.39159499999999997,,
,w1575,,amusement ,,10000000.0,170255.0,-0.9829745000000001,,
,w32312,,rose marie (1936 film),,875000.0,1695000.0,0.9371428571428572,,
,w29739,,plush ,,2000000.0,3080.0,-0.99846,,
,w18657,,i take this woman (1940 film),,1271000.0,1435000.0,0.12903225806451613,,
,w36698,,sugar hill (1994 film),,10000000.0,18300000.0,0.83,,
,w15444,,"""goodbye, columbus """,,1500000.0,22939805.0,14.293203333333333,,
,w17318,,high society (1956 film),,2762000.0,8258000.0,1.989862418537292,,
,w41707,,white girl (2016 film),,700000.0,200242.0,-0.71394,,
,w30666,,quarantine (2008 film),,12000000.0,41300000.0,2.441666666666667,,
,w35690,,spitfire (1934 film),,223000.0,604000.0,1.7085201793721974,,
,w38574,,the time machine (1960 film),,829000.0,2610000.0,2.1483715319662244,,
,w22672,,lone star (1952 film),,1600000.0,3922000.0,1.45125,,
,w12348,,falling from grace ,,3000000.0,231826.0,-0.9227246666666666,,
,w12427,,fandango (1985 film),,4000000.0,91666.0,-0.9770834999999999,,
,w17303,,high school (2010 film),,10000000.0,139034.0,-0.9860966,,
,w22417,,little man (2006 film),,64000000.0,101600000.0,0.5875,,
,w31375,,remains to be seen ,,976000.0,939000.0,-0.03790983606557377,,
,w16456,,harry potter and the philosopher's stone ,,125000000.0,974800000.0,6.7984,,
,w13394,,the fly (1958 film),,495000.0,3000000.0,5.0606060606060606,,
,w8674,,crossroads (2002 film),,12000000.0,61100000.0,4.091666666666667,,
,w42321,,witness (1985 film),,12000000.0,68700000.0,4.725,,
,w19529,,iris (2001 film),,5500000.0,16200000.0,1.945454545454545,,
,w24897,,michael (1996 film),,46000000.0,119718203.0,1.6025696304347825,,
,w26316,,my dear miss aldrich,,216000.0,358000.0,0.6574074074074074,,
,w40856,,wall street (1987 film),,15000000.0,43800000.0,1.92,,
,w11574,,elmer gantry ,,3000000.0,5200000.0,0.7333333333333333,,
,w8905,,d-tox,,55000000.0,6400000.0,-0.8836363636363637,,
,w20831,,kim (1950 film),,2049000.0,5348000.0,1.6100536847242557,,
,w4113,,bitter sweet (1940 film),,1100000.0,2200000.0,1.0,,
,w21525,,last man standing ,,67000000.0,47267001.0,-0.2945223731343284,,
,w21807,,the legacy (1978 film),,2500000.0,11364985.0,3.5459940000000003,,
,w31850,,the ring (2002 film),,48000000.0,249300000.0,4.19375,,
,w14031,,the freshman (1925 film),,301681.0,2600000.0,7.618375038534079,,
,w41993,,the wild goose chase ,,,60630.68,,,
,w41050,,watusi ,,485000.0,1545000.0,2.185567010309278,,
,w14635,,gerry (2002 film),,3500000.0,254683.0,-0.9272334285714284,,
,w6381,,carefree ,,1253000.0,1731000.0,0.3814844373503592,,
,w8184,,copycat ,,20000000.0,32051917.0,0.60259585,,
,w4210,,black or white ,,9000000.0,21700000.0,1.4111111111111112,,
,w12333,,fallen (2016 film),,40.0,25.0,-0.375,,
,w12721,,felon ,,2900000.0,36756.0,-0.9873255172413792,,
,w27600,,number one (1969 film),,1100000.0,1000000.0,-0.09090909090909093,,
,w4755,,bolt (2008 film),,150000000.0,310000000.0,1.0666666666666669,,
,w32051,,rob roy (1995 film),,28000000.0,31600000.0,0.12857142857142856,,
,w42932,,you only live once ,,628138.0,589503.0,-0.06150718472692306,,
,w22831,,the lorax ,,70000000.0,348800000.0,3.982857142857143,,
,w41465,,when a stranger calls (1979 film),,1500000.0,20149106.0,12.432737333333336,,
,w39152,,traitor ,,22000000.0,27640957.0,0.2564071363636364,,
,w37644,,tentacles ,,750000.0,3000000.0,3.0,,
,w13251,,flash of genius ,,20000000.0,4802953.0,-0.75985235,,
,w4944,,born to sing (1942 film),,465000.0,543000.0,0.16774193548387098,,
,w7644,,the cobweb ,,1976000.0,1978000.0,0.0010121457489878543,,
,w6269,,caprice (1967 film),,4595000.0,4075000.0,-0.11316648531011968,,
,w8671,,crossroads (1942 film),,846000.0,2321000.0,1.743498817966903,,
,w38411,,thumbelina (1994 film),,28000000.0,11300000.0,-0.5964285714285714,,
,w14473,,gaslight (1944 film),,2068000.0,4613000.0,1.2306576402321083,,
,w19354,,insidious ,,1500000.0,97000000.0,63.66666666666666,,
,w10517,,dr. jekyll and mr. hyde (1931 film),,535000.0,1250000.0,1.3364485981308412,,
,w30716,,the quest ,,30000000.0,57400547.0,0.9133515666666666,,
,w31649,,the revolt of mamie stover ,,2000000.0,2000000.0,0.0,,
,w13288,,fletch ,,8000000.0,59612888.0,6.451611,,
,w38300,,the three musketeers (1935 film),,512000.0,900000.0,0.7578125,,
,w25531,,money talks (1997 film),,25000000.0,78400000.0,2.136,,
,w30983,,rango (2011 film),,135000000.0,245700000.0,0.82,,
,w38078,,thirteen (2003 film),,2000000.0,10100000.0,4.05,,
,w13040,,the firefly ,,1495000.0,1244000.0,-0.16789297658862876,,
,w30692,,queen of the desert ,,36000000.0,2000000.0,-0.9444444444444444,,
,w5274,,breathless (1983 film),,7000000.0,19910002.0,1.844286,,
,w5677,,buffalo soldiers (2001 film),,15000000.0,2300684.0,-0.8466210666666667,,
,w2372,,the avengers (2012 film),,220.0,1519000.0,6903.545454545455,,
,w21730,,lawrence of arabia ,,15000000.0,70000000.0,3.6666666666666665,,
,w20698,,the kid (1921 film),,250000.0,5450000.0,20.8,,
,w14236,,the funeral (1996 film),,12500000.0,1412799.0,-0.88697608,,
,w41604,,where the heart is (1990 film),,22000000.0,1106475.0,-0.9497056818181818,,
,w42374,,the wolfman (2010 film),,150000000.0,139800000.0,-0.068,,
,w13995,,freeway (1996 film),,3000000.0,295493.0,-0.9015023333333332,,
,w28046,,one chance ,,12000000.0,10900000.0,-0.09166666666666666,,
,w33977,,shelter (2007 film),,500000.0,142666.0,-0.7146680000000001,,
,w31972,,road house (1989 film),,15000000.0,30100000.0,1.0066666666666666,,
,w40557,,the village (2004 film),,60000000.0,256700000.0,3.2783333333333333,,
,w23265,,the loves of carmen (1948 film),,2500000.0,2500000.0,0.0,,
,w10430,,the divide (2011 film),,3000000.0,130839.0,-0.9563870000000001,,
,w1754,,annie (1982 film),,50000000.0,57000000.0,0.14,,
,w10094,,the devil makes three ,,1005000.0,1485000.0,0.4776119402985074,,
,w42770,,xxx (2002 film),,70000000.0,277400000.0,2.962857142857143,,
,w39200,,trapeze ,,4000000.0,7500000.0,0.875,,
,w38157,,this time for keeps (1942 film),,252000.0,327000.0,0.2976190476190476,,
,w38237,,three comrades ,,839000.0,2043000.0,1.435041716328963,,
,w39171,,transcendence (2014 film),,100000000.0,103000000.0,0.03,,
,w16454,,harry potter and the half-blood prince ,,250000000.0,934400000.0,2.7376,,
,w4406,,blockade (1938 film),,692087.0,665523.0,-0.03838245769679245,,
,w4972,,the boss (2016 film),,29000000.0,78800000.0,1.7172413793103452,,
,w22309,,lionheart (1990 film),,6000000.0,24078196.0,3.0130326666666667,,
,w19526,,irene (1940 film),,578000.0,1620000.0,1.8027681660899653,,
,w28757,,the paperboy (2012 film),,12500000.0,2424372.0,-0.80605024,,
,w3395,,bella ,,3300000.0,12083296.0,2.6616048484848487,,
,w10137,,devil's knot ,,15000000.0,2000000.0,-0.8666666666666667,,
,w577,,adam (2009 film),,3200000.0,12549605.0,2.9217515625,,
,w19346,,inside straight ,,1723000.0,769000.0,-0.5536854323853744,,
,w2871,,barcelona ,,3200000.0,7266973.0,1.2709290625,,
,w22520,,the little vampire ,,35.0,27965865.0,799023.7142857143,,
,w42764,,x2 ,,110000000.0,407700000.0,2.7063636363636365,,
,w41773,,white witch doctor ,,2020000.0,2500000.0,0.2376237623762376,,
,w2672,,bad words ,,10000000.0,7800000.0,-0.22,,
,w41141,,we were dancing ,,1085000.0,1079000.0,-0.00552995391705069,,
,w21620,,the last wagon (1956 film),,1670000.0,1500000.0,-0.10179640718562874,,
,w28913,,party monster (2003 film),,5000000.0,742898.0,-0.8514204,,
,w32173,,rogue one,,200000000.0,1056000.0,-0.99472,,
,w26631,,nancy drew (2007 film),,20000000.0,30700000.0,0.535,,
,w21484,,the last five years ,,2000000.0,145427.0,-0.9272865,,
,w10272,,dillinger (1945 film),,150000.0,2000000.0,12.333333333333336,,
,w24696,,memento ,,9000000.0,39700000.0,3.411111111111111,,
,w4015,,billy the kid (1941 film),,1411000.0,2432000.0,0.7236002834868888,,
,w258,,47 ronin (2013 film),,175000000.0,151800000.0,-0.13257142857142856,,
,w31371,,the reluctant fundamentalist ,,15000000.0,2167020.0,-0.855532,,
,w19602,,island in the sun ,,2250000.0,5056396.0,1.2472871111111108,,
,w15558,,grand prix (1966 film),,9000000.0,20800000.0,1.3111111111111111,,
,w39455,,true crime (1999 film),,55000000.0,16649768.0,-0.6972769454545454,,
,w6989,,cherry 2000,,10000000.0,14000.0,-0.9986,,
,w5333,,bridesmaids (2011 film),,32500000.0,288400000.0,7.873846153846153,,
,w5564,,the brothers grimm ,,88000000.0,105316267.0,0.1967757613636364,,
,w26048,,mulan (1998 film),,90000000.0,304300000.0,2.3811111111111107,,
,w12765,,fever pitch (2005 film),,30000000.0,50500000.0,0.6833333333333333,,
,w31193,,red eye (2005 american film),,26000000.0,95600000.0,2.6769230769230767,,
,w5199,,the brave one (2007 film),,70000000.0,69787663.0,-0.0030333857142857143,,
,w41100,,the wayward bus ,,1465000.0,1750000.0,0.1945392491467577,,
,w30986,,ransom (1996 film),,80000000.0,309500000.0,2.86875,,
,w28502,,outlander ,,47000000.0,7033683.0,-0.850347170212766,,
,w28334,,the other man (2008 film),,15000000.0,970157.0,-0.9353228666666666,,
,w6075,,caligula ,,17500000.0,23000000.0,0.3142857142857143,,
,w13066,,the firm (1993 film),,42000000.0,270248367.0,5.434484928571429,,
,w41501,,when in rome (2010 film),,55000000.0,43000000.0,-0.21818181818181814,,
,w4081,,the birth of a nation (2016 film),,8500000.0,16800000.0,0.976470588235294,,
,w10694,,don't lie ,,19212.0,26274.0,0.3675827607745159,,
,w24327,,marty ,,350000.0,2000000.0,4.714285714285714,,
,w7061,,child's play (1988 film),,9000000.0,44200000.0,3.911111111111111,,
,w25363,,mission: impossible (film series),,650000000.0,2770000.0,-0.9957384615384616,,
,w29409,,phone booth ,,13000000.0,97800000.0,6.523076923076923,,
,w1616,,and then there were none (1945 film),,1000000.0,1000000.0,0.0,,
,w33836,,shanghai trilogy,,105000000.0,187600000.0,0.7866666666666666,,
,w12591,,father of the bride (1950 film),,1215000.0,6084000.0,4.007407407407406,,
,w24280,,married life (2007 film),,12000000.0,2843997.0,-0.76300025,,
,w5803,,burlesque (2010 american film),,55000000.0,89700000.0,0.6309090909090909,,
,w28713,,panama hattie ,,1100000.0,2300000.0,1.0909090909090908,,
,w40335,,valley of the dolls ,,4690000.0,44432255.0,8.473828358208955,,
,w40526,,victory through air power ,,788000.0,799000.0,0.013959390862944164,,
,w4750,,bolero (1984 film),,7000000.0,8900000.0,0.2714285714285714,,
,w19267,,the informer (1935 film),,243000.0,950000.0,2.909465020576132,,
,w6882,,the chase (1994 film),,4500000.0,7924955.0,0.7611011111111111,,
,w32747,,samsara (2011 film),,4000000.0,3201599.0,-0.19960025,,
,w39091,,trade winds ,,738733.0,964404.0,0.3054838486977027,,
,w39076,,tracers ,,11000000.0,593683.0,-0.9460288181818182,,
,w38752,,together alone ,,7000.0,110505.0,14.786428571428573,,
,w38356,,three weeks ,,314728.05,477553.28,0.5173521394105166,,
,w18241,,how the west was won ,,14483000.0,50000000.0,2.4523234136573917,,
,w30295,,prisoners (2013 film),,46000000.0,122100000.0,1.6543478260869566,,
,w39420,,the trouble with angels ,,2000000.0,4100000.0,1.05,,
,w41397,,what maisie knew ,,5000000.0,2700000.0,-0.46,,
,w5351,,the bridge (2006 documentary film),,25000.0,205724.0,7.228960000000001,,
,w34087,,shooter (2007 film),,61000000.0,95700000.0,0.5688524590163935,,
,w25755,,the most dangerous game ,,219869.0,443000.0,1.0148361069545957,,
,w9661,,death of a president (2006 film),,2000000.0,869352.0,-0.5653239999999999,,
,w38656,,titanic (1997 film),,200000000.0,2187000.0,-0.989065,,
,w22246,,lilies of the field (1963 film),,240000.0,3000000.0,11.5,,
,w440,,about a boy ,,30000000.0,130549455.0,3.3516485,,
,w33823,,shane ,,3100000.0,20000000.0,5.451612903225807,,
,w6701,,a certain smile ,,2300000.0,1300000.0,-0.43478260869565216,,
,w12606,,fathom ,,2225000.0,1000000.0,-0.5505617977528089,,
,w34805,,slightly single in l.a.,,2000000.0,13567.0,-0.9932165000000001,,
,w20995,,kiss of death (1947 film),,1520000.0,1650000.0,0.08552631578947369,,
,w11634,,the emperor's candlesticks ,,620000.0,1333000.0,1.15,,
,w960,,"""alexander and the terrible, horrible, no good, very bad day """,,28000000.0,101400000.0,2.6214285714285714,,
,w34900,,smilin' through (1932 film),,851000.0,2033000.0,1.3889541715628673,,
,w36539,,strike up the band ,,854000.0,3494000.0,3.091334894613583,,
,w36789,,sunny (1941 film),,676000.0,1096000.0,0.621301775147929,,
,w20652,,kickboxer (1989 film),,2700000.0,14697005.0,4.443335185185185,,
,w12175,,eyewitness (1981 film),,8500000.0,4500000.0,-0.4705882352941176,,
,w16773,,heat (1986 film),,17000000.0,2793214.0,-0.8356932941176469,,
,w15867,,grizzly ,,750000.0,39000000.0,51.0,,
,w31444,,replicant ,,17000000.0,71263.0,-0.9958080588235294,,
,w36822,,sunshine (2007 film),,40000000.0,32000000.0,-0.2,,
,w21313,,ladyhawke ,,20000000.0,18400000.0,-0.08,,
,w4870,,borat,,18000000.0,261600000.00000003,13.533333333333335,,
,w21008,,kiss them for me ,,1945000.0,1800000.0,-0.07455012853470437,,
,w12605,,fathers' day (1997 film),,85000000.0,35659604.0,-0.5804752470588236,,
,w34131,,shorts: the adventures of the wishing rock,,20000000.0,29000000.0,0.45,,
,w36949,,susan lenox (her fall and rise),,580000.0,1506000.0,1.5965517241379308,,
,w19789,,jack (1996 film),,45000000.0,58600000.0,0.3022222222222222,,
,w36201,,stingaree (1934 film),,408000.0,563000.0,0.3799019607843137,,
,w12448,,the fantasticks ,,10000000.0,49666.0,-0.9950334000000001,,
,w24859,,metro (1997 film),,55000000.0,32000301.0,-0.4181763454545455,,
,w5577,,brown sugar (2002 film),,8000000.0,28316451.0,2.539556375,,
,w3492,,benji (1974 film),,500000.0,45000000.0,89.0,,
,w39411,,trouble in paradise ,,519706.0,475000.0,-0.0860217122757867,,
,w17983,,hostel (2005 film),,4800000.0,80600000.0,15.791666666666664,,
,w1007,,alice in wonderland (1976 film),,400000.0,90000000.0,224.0,,
,w546,,across the wide missouri ,,2220000.0,4601000.0,1.0725225225225226,,
,w22100,,life happens,,930000.0,30905.0,-0.9667688172043012,,
,w42325,,witness for the prosecution (1957 film),,3000000.0,9000000.0,2.0,,
,w28364,,ouija (2014 film),,5000000.0,103600000.0,19.72,,
,w35527,,sparkle (1976 film),,1000000.0,4000000.0,3.0,,
,w3518,,bernie (2011 film),,6000000.0,10100000.0,0.6833333333333333,,
,w12501,,fast & furious (2009 film),,85000000.0,363200000.0,3.272941176470588,,
,w37819,,that girl from paris,,534000.0,1000000.0,0.8726591760299626,,
,w10264,,diggers (2006 film),,28000000.0,24019048.0,-0.14217685714285713,,
,w29985,,the postman always rings twice (1946 film),,1683000.0,5086000.0,2.021984551396316,,
,w20942,,kingdom of heaven ,,130.0,211.7,0.6284615384615384,,
,w453,,above and beyond ,,1397000.0,3980000.0,1.8489620615604867,,
,w11749,,envy (2004 film),,40000000.0,14581765.0,-0.635455875,,
,w34856,,small town girl (1953 film),,1438000.0,2127000.0,0.4791376912378304,,
,w35328,,songwriter ,,8000000.0,865915.0,-0.891760625,,
,w33628,,seven keys to baldpate (1929 film),,251000.0,517000.0,1.0597609561752988,,
,w23308,,lucky devils (1933 film),,117000.0,285000.0,1.4358974358974361,,
,w751,,affliction ,,6000000.0,6330054.0,0.055009,,
,w34947,,snake eyes ,,73000000.0,103891409.0,0.42316998630136987,,
,w30313,,private lessons (1981 film),,2800000.0,26300000.0,8.392857142857142,,
,w6971,,cheetah (1989 film),,5000000.0,8153677.0,0.6307354000000001,,
,w29591,,pixels (2015 film),,129000000.0,244900000.0,0.8984496124031007,,
,w38825,,tomcats (2001 film),,11000000.0,23400000.0,1.1272727272727272,,
,w33006,,scaramouche (1952 film),,3005000.0,6746000.0,1.2449251247920132,,
,w19425,,into the blue (2005 film),,50000000.0,44400000.0,-0.11199999999999999,,
,w33140,,the score (2001 film),,68000000.0,113579918.0,0.6702929117647058,,
,w37417,,tarzan the ape man (1932 film),,652675.0,2540000.0,2.891676561841652,,
,w17516,,hit the deck (1930 film),,542000.0,1100000.0,1.029520295202952,,
,w27701,,oculus ,,5000000.0,44000000.0,7.8,,
,w25816,,motherhood (2009 film),,10000000.0,726354.0,-0.9273646000000001,,
,w29828,,poltergeist (1982 film),,10700000.0,121700000.0,10.373831775700934,,
,w17615,,the hole (2009 film),,12000000.0,10362785.0,-0.13643458333333333,,
,w30947,,rambo (2008 film),,50000000.0,113200000.0,1.264,,
,w28692,,palm springs ,,328818.0,225637.0,-0.3137936487661868,,
,w11635,,empire (2002 film),,4000000.0,18591272.0,3.647818,,
,w29884,,popeye (1980 film),,20000000.0,60000000.0,2.0,,
,w7934,,the company ,,15000000.0,6401690.0,-0.5732206666666667,,
,w3806,,big daddy (1999 film),,34200000.0,234800000.0,5.865497076023392,,
,w35442,,south pacific (1958 film),,5610000.0,36800000.0,5.5597147950089125,,
,w18399,,the hunted (2003 film),,55000000.0,45496534.0,-0.1727902909090909,,
,w21617,,the last valley (1971 film),,6250000.0,1280000.0,-0.7952,,
,w11100,,driven (2001 film),,94000000.0,54700000.0,-0.4180851063829787,,
,w27626,,nuts (1987 film),,25000000.0,30950002.0,0.23800008,,
,w14653,,get low ,,7000000.0,9700000.0,0.3857142857142857,,
,w41764,,the white sister (1933 film),,625000.0,1672000.0,1.6752,,
,w26468,,my summer story,,15000000.0,70936.0,-0.9952709333333334,,
,w69,,5th avenue girl,,607000.0,1370000.0,1.257001647446458,,
,w26713,,naughty marietta ,,782000.0,2057000.0,1.6304347826086956,,
,w31192,,red dust (1932 film),,408000.0,1223000.0,1.9975490196078431,,
,w6470,,casbah ,,1300000.0,1092283.0,-0.1597823076923077,,
,w39661,,twins (1988 film),,18000000.0,216600000.0,11.033333333333333,,
,w18418,,hurlyburly ,,5000000.0,1800000.0,-0.64,,
