bom_budget,bom_domestic_gross,bom_title,bom_worldwide_revenue,key_bom,key_omdb,key_wiki,omdb_title,wiki_budget,wiki_gross,wiki_title,year_bom_format,year_omdb_format,year_wiki_format,budget,gross
0.0,0.0,,0.0,b1134,o5321,w1915,approaching the unknown,1300000.0,10232.0,approaching the unknown,2016.0,2016.0,2016,1300000.0,10232.0
0.0,0.0,,0.0,b11752,o22135,w36358,straight-jacket,1500000.0,45497.0,straight-jacket,2004.0,2004.0,2004,1500000.0,45497.0
0.0,0.0,,0.0,b969,,w929,,10000000.0,52850.0,an alan smithee film: burn hollywood burn,1998.0,,1998,10000000.0,52850.0
0.0,0.0,,0.0,b10314,,w31559,,2000000.0,54207.0,return of the living dead 3,1993.0,,1993,2000000.0,54207.0
0.0,0.0,,0.0,b4168,,w11861,,6500000.0,89781.0,eulogy ,2004.0,,2004,6500000.0,89781.0
0.0,0.0,,0.0,b7435,o8920,w22241,lila & eve,4900000.0,38263.0,lila & eve,2015.0,2015.0,2015,4900000.0,38263.0
0.0,0.0,,0.0,b6117,o1105,w18663,i used to be darker,42394.0,22214.0,i used to be darker,2013.0,2013.0,2013,42394.0,22214.0
0.0,0.0,,0.0,b13131,,w13968,,2000000.0,16613.0,the freebie ,2010.0,,2010,2000000.0,16613.0
0.0,0.0,,0.0,b12206,,w37837,,7000000.0,20473.0,that night,1993.0,,1992,7000000.0,20473.0
0.0,0.0,,0.0,b3273,,w9093,,10000000.0,23671.0,dangerous game (1993 film),1993.0,,1993,10000000.0,23671.0
0.0,0.0,,0.0,b10338,o10080,w31627,revenge of the green dragons,5000000.0,59484.0,revenge of the green dragons,2014.0,2014.0,2014,5000000.0,59484.0
0.0,0.0,,0.0,b3111,,w8473,,10000000.0,6106.0,crazy eyes ,2012.0,,2012,10000000.0,6106.0
0.0,0.0,,0.0,b16782,,w43131,,20000.0,8466.0,zero day ,2003.0,,2003,20000.0,8466.0
0.0,0.0,,0.0,b4057,o18249,w11569,ellie parker,4000000.0,45726.0,ellie parker,2005.0,2005.0,2001,4000000.0,45726.0
0.0,0.0,,0.0,b8958,o3464,w27341,no one lives,2900000.0,74918.0,no one lives,2013.0,2012.0,2012,2900000.0,74918.0
0.0,0.0,,0.0,b1243,o997,w2222,at middleton,2500000.0,82993.0,at middleton,2014.0,2013.0,2013,2500000.0,82993.0
0.0,0.0,,0.0,b7708,o2591,w23206,"""love, wedding, marriage""",1200000.0,1926.0,"""love, wedding, marriage""",2011.0,2011.0,2011,1200000.0,1926.0
0.0,0.0,,0.0,b9676,o10070,w29505,ping pong summer,1000000.0,52909.0,ping pong summer,2014.0,2014.0,2014,1000000.0,52909.0
0.0,0.0,,0.0,b10459,o22412,w32107,rock & rule,8000000.0,30379.0,rock & rule,1983.0,1983.0,1983,8000000.0,30379.0
0.0,0.0,,0.0,b16485,o10203,w41976,wild canaries,300000.0,19777.0,wild canaries,2015.0,2014.0,2014,300000.0,19777.0
0.0,0.0,,0.0,b5377,o18709,w16061,guy and madeline on a park bench,60000.0,35556.0,guy and madeline on a park bench,2010.0,2009.0,2009,60000.0,35556.0
0.0,0.0,,0.0,b1662,o15817,w3520,"""bert rigby, you're a fool""",7000000.0,75868.0,"""bert rigby, you're a fool""",1989.0,1989.0,24-Feb,7000000.0,75868.0
0.0,0.0,,0.0,b5657,o3400,w16949,hello herman,2000000.0,8437.0,hello herman,2013.0,2012.0,2012,2000000.0,8437.0
0.0,0.0,,0.0,b5972,o16592,w18243,how to be a serial killer,2000000.0,899.0,how to be a serial killer,2009.0,2008.0,2008,2000000.0,899.0
0.0,0.0,,0.0,b13079,,w13116,,2000000.0,92654.0,the first time (2012 film),2012.0,,2012,2000000.0,92654.0
0.0,0.0,,0.0,b3754,o22006,w10782,dorian blues,185000.0,72234.0,dorian blues,2005.0,2004.0,2004,185000.0,72234.0
0.0,0.0,,0.0,b9027,,w27504,,800000.0,36026.0,not cool ,2014.0,,2014,800000.0,36026.0
0.0,0.0,,0.0,b9713,,w29627,,30.0,49.5,"""planes, trains and automobiles""",1987.0,,1987,30.0,49.5
0.0,0.0,,0.0,b8823,o18348,w26847,never been thawed,25000.0,47812.0,never been thawed,2005.0,2005.0,2005,25000.0,47812.0
0.0,0.0,,0.0,b11557,o8149,w35898,stake land,625000.0,33245.0,stake land,2011.0,2010.0,2010,625000.0,33245.0
