key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,bom_runtime,wiki_runtime,omdb_runtime,runtime,runtime_flag
,w29305,,peter pan (1953 film),,4000000.0,87400000.0,20.85,,,,,,,,[76 minutes],,[76 minutes],w
,w20106,,joan of arc (1948 film),,4650506.0,5768142.0,0.24032567638876284,,,,,,,,[145 minutes],,[145 minutes],w
,w11854,,eternally yours ,,790878.0,683131.0,-0.13623719461155828,,,,,,,,[95 minutes],,[95 minutes],w
,w25960,,mr. jones (1993 film),,25000000.0,8345845.0,-0.6661661999999999,,,,,,,,[114 minutes],,[114 minutes],w
,w14923,,the girl of the golden west (1938 film),,1680000.0,1597000.0,-0.0494047619047619,,,,,,,,[121 minutes],,[121 minutes],w
,w10952,,dr. seuss' how the grinch stole christmas (2000 film),,123000000.0,345100000.0,1.805691056910569,,,,,,,,[104 minutes],,[104 minutes],w
,w23059,,love crazy (1941 film),,889000.0,2000000.0,1.2497187851518559,,,,,,,,[99 minutes],,[99 minutes],w
,w7858,,the comedian (2016 film),,15000000.0,1700000.0,-0.8866666666666667,,,,,,,,[119 minutes],,[119 minutes],w
,w5190,,brave (2012 film),,185000000.0,540400000.0,1.921081081081081,,,,,,,,[94 minutes],,[94 minutes],w
,w11020,,dream boy ,,1200000.0,6000000.0,4.0,,,,,,,,[90 minutes],,[90 minutes],w
,w20502,,justine (1969 film),,7870000.0,2200000.0,-0.7204574332909784,,,,,,,,[116 minutes],,[116 minutes],w
,w8125,,conviction (2010 film),,12500000.0,9700000.0,-0.22399999999999998,,,,,,,,[107 minutes],,[107 minutes],w
,w30419,,proof (2005 film),,20000000.0,14189860.0,-0.290507,,,,,,,,[100 minutes],,[100 minutes],w
,w9718,,the debt (2010 film),,20000000.0,45600000.0,1.28,,,,,,,,[113 minutes],,[113 minutes],w
,w35428,,"""""""south of heaven, west of hell """"""",,4000000.0,28149.0,-0.99296275,,,,,,,,[132 minutes],,[132 minutes],w
,w24988,,middle school: the worst years of my life ,,8500000.0,23300000.0,1.7411764705882349,,,,,,,,[92 minutes],,[92 minutes],w
,w20836,,kind lady (1951 film),,911000.0,500000.0,-0.451152579582876,,,,,,,,[78 minutes],,[78 minutes],w
,w16006,,gunfight at the o.k. corral ,,2000000.0,10700000.0,4.35,,,,,,,,[122 minutes],,[122 minutes],w
,w15515,,grace of monaco ,,30000000.0,26600000.0,-0.11333333333333333,,,,,,,,[103 minutes],,[103 minutes],w
,w41605,,where the heart is (2000 film),,15000000.0,40863718.0,1.7242478666666667,,,,,,,,[120 minutes],,[120 minutes],w
,w20479,,just this once ,,547000.0,1.0590000000000002,-0.9999980639853748,,,,,,,,[],,[],w
,w17162,,hero (1992 film),,42000000.0,19500000.0,-0.5357142857142857,,,,,,,,[117 minutes],,[117 minutes],w
,w25058,,a midsummer night's dream (1935 film),,981000.0,1229000.0,0.2528032619775739,,,,,,,,"""[133 minutes, 143 minutes]""",,"""[133 minutes, 143 minutes]""",w
,w8668,,crossover (2006 film),,5800000.0,7009668.0,0.20856344827586207,,,,,,,,[111 minutes],,[111 minutes],w
,w35416,,sounder ,,900000.0,16889761.0,17.766401111111108,,,,,,,,[105 minutes],,[105 minutes],w
,w9906,,derailed (2005 film),,22000000.0,57500000.0,1.6136363636363635,,,,,,,,[106 minutes],,[106 minutes],w
,w5981,,cabin fever (2002 film),,1500000.0,30600000.0,19.4,,,,,,,,[92 minutes],,[92 minutes],w
,w22636,,lol (2012 film),,11000000.0,10400000.0,-0.054545454545454536,,,,,,,,[101 minutes],,[101 minutes],w
,w24831,,merton of the movies (1947 film),,1504000.0,1712000.0,0.13829787234042554,,,,,,,,[82 minutes],,[82 minutes],w
,w13443,,flywheel ,,20000.0,37000.0,0.85,,,,,,,,[120 minutes],,[120 minutes],w
,w6759,,champion (1949 film),,570000.0,2500000.0,3.3859649122807016,,,,,,,,[99 minutes],,[99 minutes],w
,w18997,,the in crowd (2000 film),,24000000.0,5280035.0,-0.7799985416666667,,,,,,,,[105 minutes],,[105 minutes],w
,w18020,,the hot rock ,,4895000.0,3500000.0,-0.2849846782431052,,,,,,,,[105 minutes],,[105 minutes],w
,w37498,,ted bundy ,,1200000.0,68716.0,-0.9427366666666668,,,,,,,,[99 min],,[99 min],w
,w35180,,somebody up there likes me (1956 film),,1920000.0,3360000.0,0.75,,,,,,,,[114 minutes],,[114 minutes],w
,w28948,,passion play ,,15000000.0,3669.0,-0.9997554,,,,,,,,[91 minutes],,[91 minutes],w
,w17306,,high school confidential ,,532000.0,1915000.0,2.599624060150376,,,,,,,,[85 minutes],,[85 minutes],w
,w39809,,u turn (1997 film),,19000000.0,6600000.0,-0.6526315789473685,,,,,,,,[125 minutes],,[125 minutes],w
,w20633,,key to the city ,,1514000.0,2973000.0,0.9636723910171732,,,,,,,,[99-101 minutes],,[99-101 minutes],w
,w6282,,captain blood (1935 film),,1242000.0,1357000.0,0.0925925925925926,,,,,,,,[119 minutes],,[119 minutes],w
,w23768,,malevolence ,,200000.0,127287.0,-0.363565,,,,,,,,[90 minutes],,[90 minutes],w
,w43020,,the young lions ,,3550000.0,4480000.0,0.2619718309859155,,,,,,,,[167 minutes],,[167 minutes],w
,w22119,,life of crime ,,12000000.0,1500000.0,-0.875,,,,,,,,[99 minutes],,[99 minutes],w
,w37864,,that's my boy (2012 film),,70000000.0,57300000.0,-0.18142857142857144,,,,,,,,[114 minutes],,[114 minutes],w
,w30475,,psycho (1960 film),,806947.0,50000000.0,60.961938020712644,,,,,,,,[109 minutes],,[109 minutes],w
,w24235,,the mark of zorro (1940 film),,1000000.0,2000000.0,1.0,,,,,,,,[94 minutes],,[94 minutes],w
,w29447,,the picture of dorian gray (1945 film),,1918000.0,2975000.0,0.551094890510949,,,,,,,,[110 minutes],,[110 minutes],w
,w6929,,the cheat (1915 film),,17311.0,96389.0,4.568078100629657,,,,,,,,[59 minutes],,[59 minutes],w
,w7612,,the clown (1953 film),,887000.0,2099000.0,1.3664036076662909,,,,,,,,[91 minutes],,[91 minutes],w
,w23273,,lovin' the ladies,,207000.0,428000.0,1.067632850241546,,,,,,,,[65-68 minutes],,[65-68 minutes],w
,w16457,,harry potter and the prisoner of azkaban ,,130000000.0,796700000.0,5.128461538461538,,,,,,,,[141 minutes],,[141 minutes],w
,w42851,,yentl ,,12000000.0,40218899.0,2.351574916666667,,,,,,,,"""[131 minutes, 136 minutes, (Extended cut)]""",,"""[131 minutes, 136 minutes, (Extended cut)]""",w
,w40054,,unforgettable (1996 film),,18000000.0,2821671.0,-0.8432405000000001,,,,,,,,[117 minutes],,[117 minutes],w
,w3463,,ben-hur (1959 film),,15200000.0,146900000.0,8.664473684210527,,,,,,,,[212 minutes],,[212 minutes],w
,w39636,,twilight (1998 film),,37000000.0,15000000.0,-0.5945945945945946,,,,,,,,[94 minutes],,[94 minutes],w
,w20268,,journey to the center of the earth (2008 theatrical film),,60000000.0,242000000.0,3.033333333333333,,,,,,,,[93 minutes],,[93 minutes],w
,w20659,,kicked in the head ,,4000000.0,102739.0,-0.97431525,,,,,,,,[87 minutes],,[87 minutes],w
,w15185,,godzilla (1998 film),,130000000.0,379000000.0,1.915384615384616,,,,,,,,[139 minutes],,[139 minutes],w
,w34532,,"""""""sister, sister (1987 film)""""""",,4000000.0,743445.0,-0.81413875,,,,,,,,[91 minutes],,[91 minutes],w
,w9890,,denial (2016 film),,10000000.0,5300000.0,-0.47,,,,,,,,[110 minutes],,[110 minutes],w
,w32313,,rose marie (1954 film),,2984000.0,5277000.0,0.7684316353887399,,,,,,,,[103-115 minutes],,[103-115 minutes],w
,w29971,,possession (2002 film),,25000000.0,14815898.0,-0.40736408,,,,,,,,[102 minutes],,[102 minutes],w
,w15109,,go fish ,,15000.0,2408311.0,159.55406666666667,,,,,,,,[84 minutes],,[84 minutes],w
,w18366,,the hunchback of notre dame (1923 film),,1250000.0,1500000.0,0.2,,,,,,,,"""[102 minutes, 117 min (Director's cut), 98 min (cut edition)]""",,"""[102 minutes, 117 min (Director's cut), 98 min (cut edition)]""",w
,w11955,,everything must go ,,5000000.0,2820490.0,-0.4359020000000001,,,,,,,,[97 minutes],,[97 minutes],w
,w28874,,parnell ,,1527000.0,1576000.0,0.0320890635232482,,,,,,,,,,,b
,w7095,,the children's hour ,,3600000.0,3000000.0,-0.16666666666666666,,,,,,,,[107 minutes],,[107 minutes],w
,w16021,,gung ho! (1943 film),,866898.0,2176489.0,1.5106633075632891,,,,,,,,[88 minutes],,[88 minutes],w
,w40045,,unfaithful (2002 film),,50000000.0,119137784.0,1.38275568,,,,,,,,[124 minutes],,[124 minutes],w
,w21629,,the last winter (2006 film),,7000000.0,97522.0,-0.9860682857142856,,,,,,,,[107 minutes],,[107 minutes],w
,w42016,,the wild life (1984 film),,6000000.0,11020375.0,0.8367291666666666,,,,,,,,[96 minutes],,[96 minutes],w
,w8650,,cross fire ,,26000.0,98000.0,2.769230769230769,,,,,,,,[],,[],w
,w28863,,"""""""paris, texas """"""",,1800000.0,2200000.0,0.2222222222222222,,,,,,,,[147 minutes],,[147 minutes],w
,w11546,,elephant (2003 film),,3000000.0,10000000.0,2.333333333333333,,,,,,,,[81 minutes],,[81 minutes],w
,w20873,,king lear (1987 film),,1000000.0,61821.0,-0.9381790000000001,,,,,,,,[90 minutes],,[90 minutes],w
,w12026,,excuse my dust (1951 film),,1789000.0,2298000.0,0.28451648965902737,,,,,,,,[],,[],w
,w2918,,the barretts of wimpole street (1934 film),,820000.0,1258000.0,0.5341463414634147,,,,,,,,[110 minutes],,[110 minutes],w
,w16732,,heartbreak hotel ,,13000000.0,5500000.0,-0.5769230769230769,,,,,,,,[97 minutes],,[97 minutes],w
,w24188,,mardi gras (1958 film),,1690000.0,2500000.0,0.4792899408284024,,,,,,,,[107 min.],,[107 min.],w
,w40460,,vera cruz ,,1600000.0,11000000.0,5.875,,,,,,,,[94 min.],,[94 min.],w
,w4822,,boogeyman ,,20000000.0,67000000.0,2.35,,,,,,,,[89 minutes],,[89 minutes],w
,w16453,,harry potter and the goblet of fire ,,150000000.0,896900000.0,4.979333333333333,,,,,,,,[157 minutes],,[157 minutes],w
,w41502,,when in rome (1952 film),,1313000.0,683000.0,-0.4798172124904798,,,,,,,,[78 minutes],,[78 minutes],w
,w7308,,el cid ,,6200000.0,30000000.0,3.838709677419355,,,,,,,,[184 minutes],,[184 minutes],w
,w25919,,mr. & mrs. smith (1941 film),,743000.0,1400000.0,0.8842530282637954,,,,,,,,[94 minutes],,[94 minutes],w
,w19925,,jason and the argonauts (1963 film),,1000000.0,2100000.0,1.1,,,,,,,,[101 minutes],,[101 minutes],w
,w9628,,death and the maiden ,,12000000.0,3103716.0,-0.7413569999999999,,,,,,,,[103 min.],,[103 min.],w
,w41977,,wild card (2015 film),,30.0,6.7,-0.7766666666666667,,,,,,,,[92 minutes],,[92 minutes],w
,w43092,,zachariah ,,1200000.0,625000.0,-0.4791666666666667,,,,,,,,[93 min.],,[93 min.],w
,w6560,,cat people (1982 film),,12500000.0,21000000.0,0.68,,,,,,,,[118 minutes],,[118 minutes],w
,w10638,,don juan (1926 film),,789963.0,1258000.0,0.5924796477809721,,,,,,,,[112 minutes],,[112 minutes],w
,w6047,,calendar girl (1993 film),,13000000.0,2570145.0,-0.8022965384615385,,,,,,,,[90 minutes],,[90 minutes],w
,w3577,,betrayed (1954 film),,1674000.0,4177000.0,1.4952210274790918,,,,,,,,,,,b
,w10787,,dorothy vernon of haddon hall ,,750000.0,900000.0,0.2,,,,,,,,[135 minutes],,[135 minutes],w
,w4902,,the border (1982 film),,22000000.0,6118683.0,-0.7218780454545455,,,,,,,,[109 minutes],,[109 minutes],w
,w7607,,clown ,,1500000.0,2100000.0,0.4,,,,,,,,[100 minutes],,[100 minutes],w
,w5361,,brigadoon ,,3019000.0,2250000.0,-0.2547201059953627,,,,,,,,[108 minutes],,[108 minutes],w
,w27249,,nine lives (2005 film),,500000.0,1562923.0,2.125846,,,,,,,,[115 minutes],,[115 minutes],w
,w18940,,the immigrant (2013 film),,16000000.0,5900000.0,-0.63125,,,,,,,,[117 minutes],,[117 minutes],w
,w4707,,body and soul (1947 film),,1800000.0,3250000.0,0.8055555555555556,,,,,,,,[104 minutes],,[104 minutes],w
,w19630,,isle of the dead ,,246000.0,383000.0,0.556910569105691,,,,,,,,[72 minutes],,[72 minutes],w
,w42086,,will penny,,1400000.0,1800000.0,0.2857142857142857,,,,,,,,[108 minutes],,[108 minutes],w
,w15567,,grandma's boy (2006 film),,5000000.0,6600000.0,0.32,,,,,,,,[94 minutes],,[94 minutes],w
,w24335,,marvin's room ,,23000000.0,12803305.0,-0.4433345652173913,,,,,,,,[98 minutes],,[98 minutes],w
,w29270,,personal velocity: three portraits,,125000.0,811299.0,5.490392,,,,,,,,[86 minutes],,[86 minutes],w
,w16455,,harry potter and the order of the phoenix ,,150000000.0,939900000.0,5.266,,,,,,,,[138 minutes],,[138 minutes],w
,w34264,,the signal (2007 film),,50000.0,401462.0,7.02924,,,,,,,,[103 minutes],,[103 minutes],w
,w18095,,house arrest ,,5000000.0,7032782.0,0.40655640000000004,,,,,,,,[108 minutes],,[108 minutes],w
,w33791,,shaft (2000 film),,46000000.0,107200000.0,1.3304347826086955,,,,,,,,[99 minutes],,[99 minutes],w
,w37275,,a tale of two cities (1935 film),,1232000.0,1111000.0,-0.09821428571428573,,,,,,,,[123 minutes],,[123 minutes],w
,w23001,,love affair (1994 film),,60000000.0,18272894.0,-0.6954517666666666,,,,,,,,[108 min.],,[108 min.],w
,w13003,,fire and ice (1983 film),,1200000.0,760883.0,-0.3659308333333333,,,,,,,,[81 minutes],,[81 minutes],w
,w2890,,barfly ,,3000000.0,3221568.0,0.07385599999999999,,,,,,,,[97 minutes],,[97 minutes],w
,w40909,,the war at home ,,3000000.0,44722.0,-0.9850926666666666,,,,,,,,[119 min.],,[119 min.],w
,w6481,,the case of sergeant grischa ,,467000.0,456000.0,-0.023554603854389733,,,,,,,,[82 minutes],,[82 minutes],w
,w29426,,piccadilly jim (1936 film),,466000.0,1272000.0,1.7296137339055797,,,,,,,,[95 minutes],,[95 minutes],w
,w31110,,rebecca (1940 film),,1288000.0,6000000.0,3.6583850931677016,,,,,,,,[130 minutes],,[130 minutes],w
,w39125,,the trail of the lonesome pine (1936 film),,621864.0,1700000.0,1.7337166968983573,,,,,,,,[102 minutes],,[102 minutes],w
,w3415,,bells are ringing ,,3246000.0,3625000.0,0.11675908810844116,,,,,,,,[126 minutes],,[126 minutes],w
,w21767,,leap year (2010 film),,19000000.0,32600000.0,0.7157894736842105,,,,,,,,[100 minutes],,[100 minutes],w
,w34473,,singles (1992 film),,9000000.0,18500000.0,1.0555555555555556,,,,,,,,[99 minutes],,[99 minutes],w
,w6569,,cat's eye (1985 film),,7000000.0,13086298.0,0.8694711428571429,,,,,,,,[94 min.],,[94 min.],w
,w2068,,arseÃÂne lupin (1932 film),,433000.0,1110000.0,1.5635103926096998,,,,,,,,[84 minutes],,[84 minutes],w
,w15795,,the green inferno ,,5000000.0,12700000.0,1.54,,,,,,,,[100 minutes],,[100 minutes],w
,w23617,,magic (1978 film),,7000000.0,23800000.0,2.4,,,,,,,,[107 min.],,[107 min.],w
,w7876,,comin' round the mountain,,638120.0,1550000.0,1.4290102175139472,,,,,,,,[77 min.],,[77 min.],w
,w39285,,trial (1955 film),,1341000.0,3305000.0,1.464578672632364,,,,,,,,[105 minutes],,[105 minutes],w
,w33721,,the shadow (1994 film),,40000000.0,48000000.0,0.2,,,,,,,,[108 minutes],,[108 minutes],w
,w37540,,tekken (2009 film),,30000000.0,967369.0,-0.9677543666666668,,,,,,,,[87 minutes],,[87 minutes],w
,w6391,,carmen (1915 cecil b. demille film),,23429.0,147599.0,5.299842076059584,,,,,,,,"""[65 minutes, (4512 feet: 5, reels]""",,"""[65 minutes, (4512 feet: 5, reels]""",w
,w18081,,hounddog ,,3750000.0,131961.0,-0.9648104,,,,,,,,[102 minutes],,[102 minutes],w
,w32709,,salt (2010 film),,110000000.0,293500000.0,1.6681818181818182,,,,,,,,[104 minutes],,[104 minutes],w
,w17548,,hitman (2007 film),,24000000.0,100000000.0,3.1666666666666665,,,,,,,,[92 minutes],,[92 minutes],w
,w40018,,underworld (2003 film),,22000000.0,95700000.0,3.35,,,,,,,,[121 minutes],,[121 minutes],w
,w10200,,diane ,,2660000.0,1232000.0,-0.5368421052631579,,,,,,,,[110 min],,[110 min],w
,w32067,,robin hood (1922 film),,930000.0,2500000.0,1.6881720430107527,,,,,,,,"""[127 minutes, 11 reels (10,680 ft.)]""",,"""[127 minutes, 11 reels (10,680 ft.)]""",w
,w24364,,mash ,,3025000.0,81600000.0,25.975206611570247,,,,,,,,[116 minutes],,[116 minutes],w
,w13899,,frankenweenie (2012 film),,39000000.0,81500000.0,1.0897435897435896,,,,,,,,[87 minutes],,[87 minutes],w
,w33422,,secretary (2002 film),,4000000.0,9300000.0,1.325,,,,,,,,[111 minutes],,[111 minutes],w
,w28052,,one day (2011 film),,15000000.0,56706628.0,2.7804418666666666,,,,,,,,[108 minutes],,[108 minutes],w
,w30396,,project x (2012 film),,12000000.0,102700000.0,7.558333333333334,,,,,,,,[88 minutes],,[88 minutes],w
,w37626,,the tender trap ,,1274000.0,4495000.0,2.5282574568288854,,,,,,,,[111 minutes],,[111 minutes],w
,w2318,,august (2008 film),,3400000.0,12636.0,-0.9962835294117648,,,,,,,,[88 minutes],,[88 minutes],w
,w36450,,the strangers (2008 film),,9000000.0,82400000.0,8.155555555555555,,,,,,,,[85 minutes],,[85 minutes],w
,w6883,,the chaser (1938 film),,161000.0,332000.0,1.062111801242236,,,,,,,,[73 minutes],,[73 minutes],w
,w30957,,rampage (1987 film),,7500000.0,796368.0,-0.8938176,,,,,,,,[97 minutes],,[97 minutes],w
,w4541,,bloodrayne ,,25000000.0,3700000.0,-0.852,,,,,,,,[95 minutes],,[95 minutes],w
,w12054,,exodus (1960 film),,4500000.0,8700000.0,0.9333333333333332,,,,,,,,[208 minutes],,[208 minutes],w
,w41376,,what every woman knows (1934 film),,428000.0,502000.0,0.17289719626168226,,,,,,,,[89-92 minutes],,[89-92 minutes],w
,w35709,,split (2016 american film),,9000000.0,274100000.0,29.45555555555556,,,,,,,,[117 minutes],,[117 minutes],w
,w5349,,a bridge too far ,,25000000.0,50750000.0,1.03,,,,,,,,[176 minutes],,[176 minutes],w
,w24159,,many rivers to cross ,,1683000.0,3832000.0,1.27688651218063,,,,,,,,[],,[],w
,w18965,,the importance of being earnest (2002 film),,15000000.0,17290970.0,0.15273133333333333,,,,,,,,[97 minutes],,[97 minutes],w
,w40636,,the visit (2015 american film),,5000000.0,98500000.0,18.7,,,,,,,,[94 minutes],,[94 minutes],w
,w4121,,black and white (1999 drama film),,12000000.0,5541431.0,-0.5382140833333333,,,,,,,,[98 minutes],,[98 minutes],w
,w15886,,the group ,,2400000.0,6000000.0,1.5,,,,,,,,[150 minutes],,[150 minutes],w
,w31035,,the raven (2012 film),,26.0,29.7,0.14230769230769227,,,,,,,,[111 minutes],,[111 minutes],w
,w23949,,man on fire (1957 film),,1180000.0,1415000.0,0.19915254237288127,,,,,,,,[95 minutes],,[95 minutes],w
,w8684,,the crowd roars (1938 film),,511000.0,2032000.0,2.9765166340508804,,,,,,,,[87-92 minutes],,[87-92 minutes],w
,w37930,,there's no business like show business ,,4340000.0,5103555.0,0.17593433179723506,,,,,,,,[117 minutes],,[117 minutes],w
,w8097,,contraband (2012 film),,25000000.0,96300000.0,2.852,,,,,,,,[110 minutes],,[110 minutes],w
,w16275,,hans christian andersen ,,4000000.0,6000000.0,0.5,,,,,,,,[120 minutes],,[120 minutes],w
,w4727,,the bodyguard (1992 film),,25000000.0,411000000.0,15.44,,,,,,,,[129 minutes],,[129 minutes],w
,w36775,,sundown (1941 film),,1200000.0,873808.0,-0.27182666666666666,,,,,,,,[90 minutes],,[90 minutes],w
,w41652,,whipsaw ,,238000.0,965000.0,3.054621848739496,,,,,,,,[82 minutes],,[82 minutes],w
,w35584,,speechless (1994 film),,30000000.0,20667959.0,-0.3110680333333333,,,,,,,,[99 minutes],,[99 minutes],w
,w42658,,"""""""the world, the flesh and the devil (1959 film)""""""",,1659000.0,1085000.0,-0.3459915611814346,,,,,,,,[95 minutes],,[95 minutes],w
,w12134,,the eye (2008 film),,12000000.0,56964642.0,3.7470535000000003,,,,,,,,[98 minutes],,[98 minutes],w
,w19511,,invitation ,,1020000.0,1455000.0,0.4264705882352941,,,,,,,,[84 minutes],,[84 minutes],w
,w15550,,grand hotel (1932 film),,750000.0,2250000.0,2.0,,,,,,,,[112 minutes],,[112 minutes],w
,w13061,,firestorm (1998 film),,19000000.0,8165212.0,-0.5702520000000001,,,,,,,,[89 minutes],,[89 minutes],w
,w4939,,born to love ,,338000.0,649000.0,0.9201183431952664,,,,,,,,[79 or 84 minutes],,[79 or 84 minutes],w
,w30968,,random harvest ,,1210000.0,4650000.0,2.84297520661157,,,,,,,,[125 minutes],,[125 minutes],w
,w1984,,arena (1953 film),,752000.0,1022000.0,0.35904255319148937,,,,,,,,[83 min.],,[83 min.],w
,w15764,,greed ,,665603.0,274827.0,-0.5871007191974795,,,,,,,,"""[462 minutes (original cut), 140 minutes (original release), 239 minutes (restored)]""",,"""[462 minutes (original cut), 140 minutes (original release), 239 minutes (restored)]""",w
,w36995,,the swan ,,3094000.0,3749000.0,0.2117000646412411,,,,,,,,[104 min],,[104 min],w
,w3165,,beau brummell ,,1800000.0,2700000.0,0.5,,,,,,,,[113 minutes],,[113 minutes],w
,w33356,,the secret garden (1949 film),,1432000.0,993000.0,-0.3065642458100559,,,,,,,,[89 minutes],,[89 minutes],w
,w36666,,sucker punch (2011 film),,82000000.0,89800000.0,0.0951219512195122,,,,,,,,[109 minutes],,[109 minutes],w
,w19711,,it's a dog's life ,,891000.0,509000.0,-0.4287317620650954,,,,,,,,[],,[],w
,w26503,,the mysterious island (1929 film),,55000.0,1130000.0,19.545454545454547,,,,,,,,"""[95 minutes, 93 minutes Turner Library print, 67 minutes restored version]""",,"""[95 minutes, 93 minutes Turner Library print, 67 minutes restored version]""",w
,w24504,,may ,,500000.0,150277.0,-0.699446,,,,,,,,[93 minutes],,[93 minutes],w
,w10792,,the double (2011 film),,17000000.0,3696232.0,-0.7825745882352941,,,,,,,,[98 minutes],,[98 minutes],w
,w34379,,simone (2002 film),,10000000.0,19600000.0,0.96,,,,,,,,[118 minutes],,[118 minutes],w
,w38993,,total recall (1990 film),,5065000000.0,261300000.0,-0.9484106614017768,,,,,,,,[113 minutes],,[113 minutes],w
,w33790,,shaft (1971 film),,500000.0,13000000.0,25.0,,,,,,,,[100 minutes],,[100 minutes],w
,w29307,,peter pan (2003 film),,130000000.0,122000000.0,-0.061538461538461535,,,,,,,,[113 minutes],,[113 minutes],w
,w28910,,party girl (1958 film),,1758000.0,2380000.0,0.35381114903299204,,,,,,,,[99 minutes],,[99 minutes],w
,w7312,,cimarron (1931 film),,1433000.0,1383000.0,-0.03489183531053733,,,,,,,,[124 minutes],,[124 minutes],w
,w35893,,staircase ,,6370000.0,1850000.0,-0.7095761381475667,,,,,,,,[96 min],,[96 min],w
,w25761,,most wanted (1997 film),,25000000.0,11838218.0,-0.52647128,,,,,,,,[99 minutes],,[99 minutes],w
,w34653,,sky high (2005 film),,35000000.0,86400000.0,1.4685714285714286,,,,,,,,[100 minutes],,[100 minutes],w
,w2770,,bandits (2001 film),,75000000.0,67600000.0,-0.09866666666666668,,,,,,,,[123 minutes],,[123 minutes],w
,w6087,,call me madam ,,2460000.0,2850000.0,0.15853658536585366,,,,,,,,[114 minutes],,[114 minutes],w
,w25480,,the molly maguires ,,11000000.0,2200000.0,-0.8,,,,,,,,[124 min.],,[124 min.],w
,w37120,,swiss family robinson (1940 film),,681000.0,890000.0,0.3069016152716593,,,,,,,,[92 minutes],,[92 minutes],w
,w3847,,big jack ,,869000.0,915000.0,0.05293440736478711,,,,,,,,[85 minutes],,[85 minutes],w
,w36948,,the survivors (1983 film),,15000000.0,14000000.0,-0.06666666666666668,,,,,,,,[102 minutes],,[102 minutes],w
,w39800,,tycoon (1947 film),,3200000.0,2500000.0,-0.21875,,,,,,,,[128 minutes],,[128 minutes],w
,w38953,,torch song ,,1029000.0,1668000.0,0.6209912536443148,,,,,,,,[90 minutes],,[90 minutes],w
,w18435,,hurry sundown ,,3785000.0,4050000.0,0.07001321003963012,,,,,,,,[146 minutes],,[146 minutes],w
,w2698,,bait (2000 film),,51000000.0,15471969.0,-0.6966280588235294,,,,,,,,[119 minutes],,[119 minutes],w
,w10960,,dracula (1979 film),,12164000.0,31235812.0,1.5678898388687932,,,,,,,,[109 minutes],,[109 minutes],w
,w19509,,the invisible woman (1940 film),,269062.0,659600.0,1.4514795846310515,,,,,,,,[72 minutes],,[72 minutes],w
,w6264,,capone ,,970000.0,2000000.0,1.0618556701030928,,,,,,,,[101 minutes],,[101 minutes],w
,w8695,,the crucible (1996 film),,25000000.0,7343114.0,-0.70627544,,,,,,,,[123 minutes],,[123 minutes],w
,w40317,,valentino (1951 film),,1300000.0,1550000.0,0.19230769230769232,,,,,,,,[102 minutes],,[102 minutes],w
,w10781,,el dorado (1966 film),,4653000.0,5950000.0,0.27874489576617234,,,,,,,,[126 minutes],,[126 minutes],w
,w4145,,the black cat (1934 film),,95745.31,236000.0,1.4648726919365556,,,,,,,,[65 or 70 minutes],,[65 or 70 minutes],w
,w20728,,kill bill,,60000000.0,333100000.0,4.551666666666667,,,,,,,,[247 minutes],,[247 minutes],w
,w30107,,the president vanishes ,,290056.0,391542.0,0.34988416030008,,,,,,,,[80 minutes],,[80 minutes],w
,w10356,,dirty work (1998 film),,13000000.0,10000000.0,-0.2307692307692308,,,,,,,,[81 minutes],,[81 minutes],w
,w4261,,black widow (1954 film),,1095000.0,2500000.0,1.2831050228310503,,,,,,,,[95 minutes],,[95 minutes],w
,w11609,,emma (1996 theatrical film),,7000000.0,22200000.0,2.1714285714285717,,,,,,,,[120 minutes],,[120 minutes],w
,w41660,,whisper ,,12000000.0,5285197.0,-0.5595669166666667,,,,,,,,[94 minutes],,[94 minutes],w
,w28880,,parrish ,,1500000.0,4200000.0,1.8,,,,,,,,[138 minutes],,[138 minutes],w
,w26604,,naked gun 331Ã¢ÂÂ3: the final insult,,30000000.0,51100000.0,0.7033333333333334,,,,,,,,[82 minutes],,[82 minutes],w
,w11885,,even cowgirls get the blues ,,8000000.0,1700000.0,-0.7875,,,,,,,,[96 minutes],,[96 minutes],w
,w40340,,valley of the kings ,,2065000.0,3305000.0,0.6004842615012107,,,,,,,,[86 minutes],,[86 minutes],w
,w36078,,staying alive (1983 film),,22000000.0,64800000.0,1.945454545454545,,,,,,,,[93 minutes],,[93 minutes],w
,w9975,,deÃÂsireÃÂe ,,2720000.0,4500000.0,0.6544117647058824,,,,,,,,[110 minutes],,[110 minutes],w
,w11377,,easter parade ,,2655000.0,5803000.0,1.1856873822975518,,,,,,,,[108 minutes],,[108 minutes],w
,w21253,,the lady in red (1979 film),,400000.0,900000.0,1.25,,,,,,,,[93 min],,[93 min],w
,w28189,,the one (2001 film),,30000000.0,72700000.0,1.4233333333333331,,,,,,,,[87 minutes],,[87 minutes],w
,w21437,,the last broadcast ,,900.0,4000000.0,4443.444444444444,,,,,,,,[86 minutes],,[86 minutes],w
,w2249,,atl ,,20000000.0,21200000.0,0.06,,,,,,,,[105 minutes],,[105 minutes],w
,w27608,,the nun's story ,,3500000.0,12800000.0,2.657142857142857,,,,,,,,[149 minutes],,[149 minutes],w
