bom_budget,bom_domestic_gross,bom_title,bom_worldwide_revenue,key_bom,key_omdb,key_wiki,omdb_title,wiki_budget,wiki_gross,wiki_title,year_bom_format,year_omdb_format,year_wiki_format,budget,gross
3400000.0,9832166.0,3 strikes,0.0,b154,,w39,,3400000.0,9800000.0,3 strikes ,2000.0,,2000,3400000.0,9832166.0
28000000.0,37053924.0,30 minutes or less,40547440.0,b160,o2413,w230,30 minutes or less,28000000.0,40500000.0,30 minutes or less,2011.0,2011.0,2011,28000000.0,40547440.0
40000000.0,95020213.0,42,0.0,b179,,w251,,40000000.0,97500000.0,42,2013.0,,2013,40000000.0,95020213.0
75000000.0,120908074.0,50 first dates,196482882.0,b194,o21932,w262,50 first dates,75000000.0,196500000.0,50 first dates,2004.0,2004.0,2004,75000000.0,196482882.0
41000000.0,116750901.0,8 mile,242875078.0,b220,,w95,,41000000.0,242900000.0,8 mile ,2002.0,,2002,41000000.0,242875078.0
40000000.0,36663315.0,8mm,96618699.0,b228,,w99,,40000000.0,96600000.0,8mm ,1999.0,,1999,40000000.0,96618699.0
5000000.0,4842699.0,90 minutes in heaven,0.0,b233,,w280,,5000000.0,4800000.0,90 minutes in heaven ,2015.0,,2015,5000000.0,4842699.0
8000000.0,1411927.0,99 homes,1411927.0,b236,o9874,w284,99 homes,8000000.0,1900000.0,99 homes,2015.0,2014.0,2014,8000000.0,1411927.0
58000000.0,170742341.0,a beautiful mind,313542341.0,b243,,w3195,,58000000.0,313000000.0,a beautiful mind ,2001.0,,2001,58000000.0,313542341.0
10000000.0,1759252.0,a better life,1759252.0,b246,o2420,w3588,a better life,10000000.0,1759252.0,a better life,2011.0,2011.0,2011,10000000.0,1759252.0
120000000.0,162798565.0,a bug's life,363258859.0,b262,o13472,w5704,a bug's life,120000000.0,363300000.0,a bug's life,1998.0,1998.0,1998,120000000.0,363258859.0
200000000.0,137855863.0,a christmas carol (2009),325286646.0,b273,,w7218,,175000000.0,325300000.0,a christmas carol (2009 film),2009.0,,2009,200000000.0,325286646.0
19000000.0,51438175.0,a cinderella story,70067909.0,b277,o21934,w7329,a cinderella story,19000000.0,70100000.0,a cinderella story,2004.0,2004.0,2004,19000000.0,70067909.0
75000000.0,56709981.0,a civil action,0.0,b278,,w7449,,75000000.0,56709981.0,a civil action ,1998.0,,1998,75000000.0,56709981.0
40000000.0,8106986.0,a cure for wellness,26324272.0,b285,o5308,w8796,a cure for wellness,40000000.0,26300000.0,a cure for wellness,2017.0,2016.0,2016,40000000.0,26324272.0
22000000.0,64049720.0,a dog's purpose,181249720.0,b297,,w10592,,22000000.0,181200000.0,a dog's purpose ,2017.0,,2017,22000000.0,181249720.0
92000000.0,67349198.0,a good day to die hard,304654182.0,b330,o963,w15353,a good day to die hard,92000000.0,304700000.0,a good day to die hard,2013.0,2013.0,2013,92000000.0,304654182.0
20000000.0,15545431.0,a guy thing,17432163.0,b339,o9614,w16065,a guy thing,20000000.0,17432163.0,a guy thing,2003.0,2003.0,2003,20000000.0,17432163.0
2500000.0,40041683.0,a haunted house,60141683.0,b344,o964,w16515,a haunted house,2500000.0,60100000.0,a haunted house,2013.0,2013.0,2013,2500000.0,60141683.0
32000000.0,31504633.0,a history of violence,60740827.0,b347,o18155,w17495,a history of violence,32000000.0,60700000.0,a history of violence,2005.0,2005.0,2005,32000000.0,60740827.0
65000000.0,56569702.0,a knight's tale,117487473.0,b361,o19954,w21073,a knight's tale,65000000.0,117500000.0,a knight's tale,2001.0,2001.0,2001,65000000.0,117487473.0
40000000.0,107533928.0,a league of their own,132440069.0,b368,o7434,w21761,a league of their own,40000000.0,132440069.0,a league of their own,1992.0,1992.0,1992,40000000.0,132440069.0
30000000.0,21845719.0,a lot like love,42886719.0,b384,o18157,w22967,a lot like love,30000000.0,42800000.0,a lot like love,2005.0,2005.0,2005,30000000.0,42886719.0
36000000.0,26736098.0,a man apart,44350926.0,b387,o9616,w23822,a man apart,36000000.0,44350926.0,a man apart,2003.0,2003.0,2003,36000000.0,44350926.0
11000000.0,16071990.0,a midsummer night's dream,0.0,b403,,w25059,,11000000.0,16071990.0,a midsummer night's dream (1999 film),1999.0,,1999,11000000.0,16071990.0
16000000.0,9176787.0,a mighty heart,18935657.0,b406,,w25069,,16000000.0,18935657.0,a mighty heart ,2007.0,,2007,16000000.0,18935657.0
40000000.0,43139300.0,a million ways to die in the west,87189756.0,b408,o9882,w25157,a million ways to die in the west,40000000.0,87200000.0,a million ways to die in the west,2014.0,2014.0,2014,40000000.0,87189756.0
20000000.0,5749134.0,a most violent year,12007070.0,b415,o9883,w25760,a most violent year,20000000.0,12000000.0,a most violent year,2014.0,2014.0,2014,20000000.0,12007070.0
35000000.0,63075011.0,a nightmare on elm street (2010),115664037.0,b423,,w27221,,35000000.0,115600000.0,a nightmare on elm street (2010 film),2010.0,,2010,35000000.0,115664037.0
14000000.0,15515460.0,a perfect getaway,22852638.0,b433,o18543,w29204,a perfect getaway,14000000.0,22852638.0,a perfect getaway,2009.0,2009.0,2009,14000000.0,22852638.0
30000000.0,16316273.0,a simple plan ,0.0,b479,,w34385,,17000000.0,16300000.0,a simple plan ,1998.0,,1998,30000000.0,16316273.0
7000000.0,9176000.0,a single man,24964890.0,b483,o18545,w34462,a single man,7000000.0,25000000.0,a single man,2009.0,2009.0,2009,7000000.0,24964890.0
80000000.0,1900451.0,a sound of thunder,11665465.0,b494,,w35414,,80000000.0,11700000.0,a sound of thunder ,2005.0,,2005,80000000.0,11665465.0
5019770.0,4335968.0,a star is born,0.0,b496,,w35957,,5019770.0,6100000.0,a star is born (1954 film),1954.0,,1954,5019770.0,4335968.0
40000000.0,18450127.0,a thousand words,22044277.0,b516,,w38209,,40000000.0,22000000.0,a thousand words ,2012.0,,2012,40000000.0,22044277.0
12000000.0,21440752.0,a very brady sequel,0.0,b529,o5061,w40475,a very brady sequel,15000000.0,21440752.0,a very brady sequel,1996.0,1996.0,1996,12000000.0,21440752.0
19000000.0,35061031.0,a very harold &amp; kumar 3d christmas,35387212.0,b530,o2426,w40479,a very harold & kumar 3d christmas,19000000.0,35400000.0,a very harold & kumar 3d christmas,2011.0,2011.0,2011,19000000.0,35387212.0
28000000.0,26307600.0,a walk among the tombstones,53181600.0,b534,,w40803,,28000000.0,62100000.0,a walk among the tombstones ,2014.0,,2014,28000000.0,53181600.0
11800000.0,41281092.0,a walk to remember,47494916.0,b539,o16181,w40825,a walk to remember,11800000.0,47494916.0,a walk to remember,2002.0,2002.0,2002,11800000.0,47494916.0
100000000.0,78616689.0,a.i. artificial intelligence,235926552.0,b554,o19956,w391,a.i. artificial intelligence,100000000.0,235900000.0,a.i. artificial intelligence,2001.0,2001.0,2001,100000000.0,235926552.0
25000000.0,10727683.0,abandon,12302219.0,b567,,w403,,25000000.0,12300000.0,abandon ,2002.0,,2002,25000000.0,12302219.0
12500000.0,48637684.0,about last night (2014),49002684.0,b579,,w446,,12500000.0,49000000.0,about last night (2014 film),2014.0,,2014,12500000.0,49002684.0
23000000.0,36323505.0,accepted,38505009.0,b599,o20196,w483,accepted,23000000.0,38500000.0,accepted,2006.0,2006.0,2006,23000000.0,38505009.0
15000000.0,72217396.0,ace ventura: pet detective,107217396.0,b602,o2248,w518,ace ventura: pet detective,15000000.0,107200000.0,ace ventura: pet detective,1994.0,1994.0,1994,15000000.0,107217396.0
13000000.0,18007317.0,admission,18007317.0,b626,,w607,,13000000.0,18637201.0,admission ,2013.0,,2013,13000000.0,18007317.0
130000000.0,60522097.0,after earth,243843127.0,b657,o975,w776,after earth,130.0,243800000.0,after earth,2013.0,2013.0,2013,130000000.0,243843127.0
60000000.0,28331233.0,after the sunset,61347797.0,b669,o21944,w802,after the sunset,59000000.0,61347797.0,after the sunset,2004.0,2004.0,2004,60000000.0,61347797.0
28000000.0,47938330.0,agent cody banks,58795814.0,b687,o9620,w848,agent cody banks,28000000.0,58700000.0,agent cody banks,2003.0,2003.0,2003,28000000.0,58795814.0
85000000.0,172956409.0,air force one,315156409.0,b709,,w885,,85000000.0,315200000.0,air force one ,1997.0,,1997,85000000.0,315156409.0
6000000.0,339379.0,albino alligator,0.0,b733,,w947,,6000000.0,339379.0,albino alligator,1997.0,,1997,6000000.0,339379.0
35000000.0,25888412.0,alex cross,34588412.0,b734,,w956,,35000000.0,34600000.0,alex cross ,2012.0,,2012,35000000.0,34588412.0
60000000.0,80282231.0,alien vs. predator,172544654.0,b765,,w1051,,60000000.0,172500000.0,alien vs. predator ,2004.0,,2004,60000000.0,172544654.0
45000000.0,25200412.0,aliens in the attic,57881056.0,b770,o18556,w1055,aliens in the attic,45000000.0,57900000.0,aliens in the attic,2009.0,2009.0,2009,45000000.0,57881056.0
15000000.0,25916319.0,all about the benjamins,26306533.0,b783,o16184,w1073,all about the benjamins,15000000.0,26306533.0,all about the benjamins,2002.0,2002.0,2002,15000000.0,26306533.0
1200000.0,0.0,all quiet on the western front,0.0,b800,,w1127,,1200000.0,1500000.0,all quiet on the western front (1930 film),1930.0,,1930,1200000.0,1500000.0
55000000.0,7221458.0,all the king's men,9450897.0,b813,,w1145,,55000000.0,9500000.0,all the king's men (2006 film),2006.0,,2006,55000000.0,9450897.0
85000000.0,40098064.0,allied,119520023.0,b828,,w1193,,85000000.0,119500000.0,allied ,2016.0,,2016,85000000.0,119520023.0
17000000.0,42065185.0,almost christmas,42487325.0,b829,,w1210,,17000000.0,42500000.0,almost christmas ,2016.0,,2016,17000000.0,42487325.0
60000000.0,32534850.0,almost famous,47383689.0,b830,o10569,w1211,almost famous,60000000.0,47400000.0,almost famous,2000.0,2000.0,13-Sep,60000000.0,47383689.0
37000000.0,21067116.0,aloha,26250020.0,b840,,w1222,,52000000.0,26300000.0,aloha ,2015.0,,2015,37000000.0,26250020.0
7000000.0,887851.0,alone yet not alone,0.0,b842,o983,w1235,alone yet not alone,7000000.0,887851.0,alone yet not alone,2013.0,2013.0,2013,7000000.0,887851.0
20000000.0,5178569.0,alone in the dark,10442808.0,b843,,w1231,,20000000.0,10400000.0,alone in the dark (2005 film),2005.0,,2005,20000000.0,10442808.0
42000000.0,88097164.0,along came polly,171963386.0,b845,o21947,w1241,along came polly,42000000.0,173000000.0,along came polly,2004.0,2004.0,2004,42000000.0,171963386.0
60000000.0,74078174.0,along came a spider,105178561.0,b846,,w1236,,60000000.0,105200000.0,along came a spider ,2001.0,,2001,60000000.0,105178561.0
60000000.0,217326974.0,alvin and the chipmunks,361336633.0,b857,,w1272,,60000000.0,361300000.0,alvin and the chipmunks ,2007.0,,2007,60000000.0,361336633.0
75000000.0,133110742.0,alvin and the chipmunks: chipwrecked,342695435.0,b858,o2437,w1276,alvin and the chipmunks: chipwrecked,80000000.0,342700000.0,alvin and the chipmunks: chipwrecked,2011.0,2011.0,2011,75000000.0,342695435.0
75000000.0,219614612.0,alvin and the chipmunks: the squeakquel,443140005.0,b860,o18561,w1277,alvin and the chipmunks: the squeakquel,70000000.0,443140005.0,alvin and the chipmunks: the squeakquel,2009.0,2009.0,2009,75000000.0,443140005.0
40000000.0,14245415.0,amelia,19642013.0,b874,,w1353,,40000000.0,19600000.0,amelia ,2009.0,,2009,40000000.0,19642013.0
46000000.0,93607673.0,america's sweethearts,138191428.0,b883,o19959,w1367,america's sweethearts,64400000.00000001,138200000.0,america's sweethearts,2001.0,2001.0,2001,46000000.0,138191428.0
15000000.0,130096601.0,american beauty,356296601.0,b888,,w1378,,15000000.0,356300000.0,american beauty (1999 film),1999.0,,1999,15000000.0,356296601.0
17000000.0,7191830.0,american dreamz,16458459.0,b896,o20203,w1402,american dreamz,17000000.0,16458459.0,american dreamz,2006.0,2006.0,21-Apr,17000000.0,16458459.0
100000000.0,130164645.0,american gangster,266465037.0,b899,,w1413,,100000000.0,266500000.0,american gangster ,2007.0,,2007,100000000.0,266465037.0
40000000.0,150117807.0,american hustle,251171807.0,b909,o988,w1440,american hustle,40000000.0,251200000.0,american hustle,2013.0,2013.0,2013,40000000.0,251171807.0
11000000.0,102561004.0,american pie,235483004.0,b923,o2022,w1468,american pimp,11000000.0,235483004.0,american pie ,1999.0,1999.0,1999,11000000.0,235483004.0
30000000.0,145103595.0,american pie 2,287553595.0,b924,o19964,w1469,american pie 2,30000000.0,287500000.0,american pie 2,2001.0,2001.0,2001,30000000.0,287553595.0
7000000.0,15070285.0,american psycho,34266564.0,b928,,w1478,,7000000.0,34300000.0,american psycho ,2000.0,,2000,7000000.0,34266564.0
28000000.0,14440985.0,american ultra,27139524.0,b937,o8822,w1514,american ultra,28000000.0,27100000.0,american ultra,2015.0,2015.0,2015,28000000.0,27139524.0
55000000.0,104565114.0,american wedding,231449203.0,b939,o9624,w1522,american wedding,55000000.0,231449203.0,american wedding,2003.0,2003.0,2003,55000000.0,231449203.0
36000000.0,44229441.0,amistad,0.0,b949,,w1547,,36000000.0,44200000.0,amistad ,1997.0,,1997,36000000.0,44229441.0
20000000.0,7013191.0,an american carol,0.0,b973,o16447,w1387,an american carol,20000000.0,7013191.0,an american carol,2008.0,2008.0,2008,20000000.0,7013191.0
14000000.0,16298046.0,an american haunting,29612137.0,b975,o18170,w1430,an american haunting,14000000.0,29612137.0,an american haunting,2006.0,2005.0,2005,14000000.0,29612137.0
14000000.0,75228.0,an everlasting piece,0.0,b985,o10571,w11909,an everlasting piece,14000000.0,75228.0,an everlasting piece,2000.0,2000.0,2000,14000000.0,75228.0
30000000.0,8586392.0,an unfinished life,18618284.0,b995,o18171,w40052,an unfinished life,30000000.0,18600000.0,an unfinished life,2005.0,2005.0,2005,30000000.0,18618284.0
20000000.0,32238923.0,anacondas: the hunt for the blood orchid,70992898.0,b999,o21950,w1580,anacondas: the hunt for the blood orchid,20000000.0,71000000.0,anacondas: the hunt for the blood orchid,2004.0,2004.0,2004,20000000.0,70992898.0
60000000.0,32130627.0,analyze that,55003135.0,b1000,o16187,w1583,analyze that,60000000.0,55003135.0,analyze that,2002.0,2002.0,2002,60000000.0,55003135.0
80000000.0,106885658.0,analyze this,176885658.0,b1001,o2024,w1584,analyze this,80000000.0,176900000.0,analyze this,1999.0,1999.0,1999,80000000.0,176885658.0
50000000.0,125168368.0,anchorman 2: the legend continues,173649015.0,b1010,o992,w1595,anchorman 2: the legend continues,50000000.0,173600000.0,anchorman 2: the legend continues,2013.0,2013.0,2013,50000000.0,173649015.0
26000000.0,85288303.0,anchorman: the legend of ron burgundy,90574188.0,b1011,o21951,w1596,anchorman: the legend of ron burgundy,26000000.0,90600000.0,anchorman: the legend of ron burgundy,2004.0,2004.0,2004,26000000.0,90574188.0
53000000.0,24174218.0,angel eyes,29715606.0,b1028,,w1648,,53000000.0,29715606.0,angel eyes ,2001.0,,2001,53000000.0,29715606.0
17000000.0,17185632.0,angel heart,0.0,b1030,o1319,w1651,angel heart,18000000.0,17000000.0,angel heart,1987.0,1987.0,1987,17000000.0,17185632.0
50000000.0,13042112.0,angela's ashes,0.0,b1034,,w1670,,25000000.0,13042112.0,angela's ashes ,1999.0,,1999,50000000.0,13042112.0
150000000.0,133375846.0,angels &amp; demons,485930816.0,b1035,,w1673,,150000000.0,485900000.0,angels & demons ,2009.0,,2009,150000000.0,485930816.0
75000000.0,135645823.0,anger management,195745823.0,b1041,,w1693,,75000000.0,195700000.0,anger management ,2003.0,,2003,75000000.0,195745823.0
92000000.0,39263420.0,anna and the king,113996937.0,b1061,o2026,w1721,anna and the king,92000000.0,113996937.0,anna and the king,1999.0,1999.0,1999,92000000.0,113996937.0
6500000.0,84273813.0,annabelle,256873813.0,b1062,,w1738,,6500000.0,256899999.99999997,annabelle ,2014.0,,2014,6500000.0,256873813.0
65000000.0,85911262.0,annie (2014),133821816.0,b1071,,w1755,,65000000.0,133800000.00000001,annie (2014 film),2014.0,,2014,65000000.0,133821816.0
4000000.0,38251425.0,annie hall,0.0,b1073,o14512,w1757,annie hall,4000000.0,38300000.0,annie hall,1977.0,1977.0,1977,4000000.0,38251425.0
17000000.0,2865916.0,another you,0.0,b1090,o13697,w1800,another you,17000000.0,2865916.0,another you,1991.0,1991.0,1991,17000000.0,2865916.0
130000000.0,180202163.0,ant-man,519311965.0,b1092,,w1807,,130000000.0,519299999.99999994,ant-man ,2015.0,,2015,130000000.0,519311965.0
12500000.0,21078145.0,antwone fisher,23367586.0,b1106,,w1822,,12500000.0,23400000.0,antwone fisher ,2002.0,,2002,12500000.0,23367586.0
105000000.0,90757863.0,antz,171757863.0,b1107,o13485,w1823,antz,42.0,171800000.0,antz,1998.0,1998.0,1998,105000000.0,171757863.0
55000000.0,75530832.0,any given sunday,100230832.0,b1111,o2027,w1827,any given sunday,55000000.0,100200000.0,any given sunday,1999.0,1999.0,1999,55000000.0,100230832.0
18000000.0,3212310.0,anything else,13585075.0,b1114,o9627,w1842,anything else,18000000.0,13585075.0,anything else,2003.0,2003.0,2003,18000000.0,13585075.0
23000000.0,18670401.0,anywhere but here,23631929.0,b1116,,w1851,,23000000.0,23600000.0,anywhere but here ,1999.0,,1999,23000000.0,23631929.0
40000000.0,50866635.0,apocalypto,120654337.0,b1125,o20213,w1885,apocalypto,40000000.0,120700000.0,apocalypto,2006.0,2006.0,2006,40000000.0,120654337.0
20000000.0,20211394.0,appaloosa,27665851.0,b1129,,w1894,,20000000.0,27665851.0,appaloosa ,2008.0,,2008,20000000.0,27665851.0
750000.0,5520368.0,aqua teen hunger force colon movie film for theaters,0.0,b1143,o3652,w1930,aqua teen hunger force colon movie film for theaters,750000.0,5500000.0,aqua teen hunger force colon movie film for theaters,2007.0,2007.0,2007,750000.0,5520368.0
12000000.0,18597342.0,aquamarine,23006849.0,b1145,,w1932,,12000000.0,23006849.0,aquamarine ,2006.0,,2006,12000000.0,23006849.0
32000000.0,82674398.0,are we there yet?,97918663.0,b1161,,w1974,,32000000.0,97900000.0,are we there yet? ,2005.0,,2005,32000000.0,97918663.0
31000000.0,24756177.0,arlington road,41067311.0,b1171,o2028,w2027,arlington road,31000000.0,41100000.0,arlington road,1999.0,1999.0,9-Jul,31000000.0,41067311.0
20000000.0,15988876.0,armored,22942221.0,b1176,,w2034,,20000000.0,22942221.0,armored ,2009.0,,2009,20000000.0,22942221.0
110000000.0,24008137.0,around the world in 80 days,72178895.0,b1184,,w2050,,110000000.0,75000000.0,around the world in 80 days (2004 film),2004.0,,2004,110000000.0,72178895.0
47000000.0,100546139.0,arrival,198024964.0,b1186,,w2061,,47000000.0,198000000.0,arrival ,2016.0,,2016,47000000.0,198024964.0
40000000.0,33035397.0,arthur (2011),45735397.0,b1197,,w2097,,40000000.0,45735397.0,arthur (2011 film),2011.0,,2011,40000000.0,45735397.0
86000000.0,15132763.0,arthur and the invisibles,107944236.0,b1201,o20216,w2099,arthur and the invisibles,,107944236.0,arthur and the invisibles,2006.0,2006.0,2006,86000000.0,107944236.0
50000000.0,148478011.0,as good as it gets,314178011.0,b1208,o6370,w2126,as good as it gets,50000000.0,314178011.0,as good as it gets,1997.0,1997.0,1997,50000000.0,314178011.0
125000000.0,54647948.0,assassin's creed,240742399.0,b1224,,w2163,,125000000.0,241400000.0,assassin's creed ,2016.0,,2016,125000000.0,240742399.0
50000000.0,30303072.0,assassins,0.0,b1229,,w2170,,50000000.0,30300000.0,assassins ,1995.0,,1995,50000000.0,30303072.0
30000000.0,20040895.0,assault on precinct 13,35294470.0,b1230,,w2178,,30000000.0,35300000.0,assault on precinct 13 (2005 film),2005.0,,2005,30000000.0,35294470.0
65000000.0,19551067.0,astro boy,39886986.0,b1235,,w2194,,65000000.0,41600000.0,astro boy ,2009.0,,2009,65000000.0,39886986.0
60000000.0,22365133.0,at first sight,0.0,b1241,,w2216,,60000000.0,22365133.0,at first sight (1999 film),1999.0,,1999,60000000.0,22365133.0
20000000.0,4627375.0,atlas shrugged: part i,0.0,b1248,o2450,w2262,atlas shrugged: part i,20000000.0,4627375.0,atlas shrugged: part i,2011.0,2011.0,2011,20000000.0,4627375.0
63000000.0,213307889.0,austin powers in goldmember,296655431.0,b1272,o16191,w2341,austin powers in goldmember,63000000.0,296700000.0,austin powers in goldmember,2002.0,2002.0,2002,63000000.0,296655431.0
16500000.0,53883989.0,austin powers: international man of mystery,67683989.0,b1273,o6371,w2339,austin powers: international man of mystery,16500000.0,67700000.0,austin powers: international man of mystery,1997.0,1997.0,1997,16500000.0,67683989.0
33000000.0,206040086.0,austin powers: the spy who shagged me,312016858.0,b1274,o2029,w2340,austin powers: the spy who shagged me,33000000.0,312000000.0,austin powers: the spy who shagged me,1999.0,1999.0,1999,33000000.0,312016858.0
65000000.0,37761915.0,autumn in new york,90726668.0,b1285,,w2359,,65000000.0,90700000.0,autumn in new york ,2000.0,,2000,65000000.0,90726668.0
250000000.0,459005868.0,avengers: age of ultron,1405403694.0,b1289,o8827,w2375,avengers: age of ultron,316000000.0,1405000.0,avengers: age of ultron,2015.0,2015.0,2015,250000000.0,1405403694.0
8600000.0,14377198.0,awake,32685679.0,b1294,,w2393,,8600000.0,32700000.000000004,awake ,2007.0,,2007,8600000.0,32685679.0
17000000.0,9451946.0,away we go,14899417.0,b1297,o18583,w2401,away we go,17000000.0,14899417.0,away we go,2009.0,2009.0,2009,17000000.0,14899417.0
16000000.0,28734552.0,baby boy,29381649.0,b1327,,w2461,,16000000.0,29381649.0,baby boy ,2001.0,,2001,16000000.0,29381649.0
12000000.0,27250736.0,baby geniuses,36450736.0,b1331,o2030,w2476,baby geniuses,12000000.0,36500000.0,baby geniuses,1999.0,1999.0,1999,12000000.0,36450736.0
30000000.0,60494212.0,baby mama,64163648.0,b1332,,w2481,,30000000.0,64200000.0,baby mama ,2008.0,,2008,30000000.0,64163648.0
48000000.0,16827402.0,baby's day out,0.0,b1333,o2258,w2496,baby's day out,48000000.0,16671505.0,baby's day out,1994.0,1994.0,1994,48000000.0,16827402.0
70000000.0,22532572.0,babylon a.d.,72108608.0,b1336,o16455,w2501,babylon a.d.,70000000.0,72100000.0,babylon a.d.,2008.0,2008.0,yes,70000000.0,72108608.0
19000000.0,210609762.0,back to the future,381109762.0,b1348,o21329,w2567,back to the future,19000000.0,381100000.0,back to the future,1985.0,1985.0,1985,19000000.0,381109762.0
40000000.0,118450002.0,back to the future part ii,331950002.0,b1350,o15816,w2568,back to the future part ii,40000000.0,332000000.0,back to the future part ii,1989.0,1989.0,1989,40000000.0,331950002.0
40000000.0,87727583.0,back to the future part iii,244527583.0,b1351,o14969,w2569,back to the future part iii,40000000.0,244500000.0,back to the future part iii,1990.0,1990.0,1990,40000000.0,244527583.0
130000000.0,138608444.0,bad boys ii,273339556.0,b1368,o9636,w2613,bad boys ii,130000000.0,273300000.0,bad boys ii,2003.0,2003.0,2003,130000000.0,273339556.0
25000000.0,1702112.0,bad lieutenant: port of call new orleans,10589102.0,b1381,o18585,w2643,bad lieutenant: port of call new orleans,25000000.0,10600000.0,bad lieutenant: port of call new orleans,2009.0,2009.0,2009,25000000.0,10589102.0
35000000.0,32868349.0,bad news bears,34252847.0,b1387,o18179,w2658,bad news bears,35000000.0,34300000.0,bad news bears,2005.0,2005.0,2005,35000000.0,34252847.0
23000000.0,60060328.0,bad santa,76488889.0,b1388,o9637,w2666,bad santa,23000000.0,76500000.0,bad santa,2003.0,2003.0,2003,23000000.0,76488889.0
26000000.0,17782178.0,bad santa 2,17782178.0,b1389,o5324,w2667,bad santa 2,26000000.0,23200000.0,bad santa 2,2016.0,2016.0,2016,26000000.0,17782178.0
20000000.0,100292856.0,bad teacher,216197492.0,b1390,o2451,w2670,bad teacher,20000000.0,216200000.0,bad teacher,2011.0,2011.0,2011,20000000.0,216197492.0
70000000.0,14307963.0,ballistic: ecks vs. sever,19924033.0,b1413,o16195,w2727,ballistic: ecks vs. sever,70000000.0,19900000.0,ballistic: ecks vs. sever,2002.0,2002.0,20-Sep,70000000.0,19924033.0
2000000.0,0.0,bananas,0.0,b1430,,w2750,,2000000.0,11800000.0,bananas ,1971.0,,1971,2000000.0,11800000.0
45000000.0,15298133.0,bangkok dangerous,42487390.0,b1447,,w2787,,45000000.0,42500000.0,bangkok dangerous (2008 film),2008.0,,2008,45000000.0,42487390.0
30000000.0,65111277.0,barbershop 2: back in business,65971313.0,b1461,o21960,w2844,barbershop 2: back in business,30000000.0,66000000.0,barbershop 2: back in business,2004.0,2004.0,2004,30000000.0,65971313.0
49000000.0,117727224.0,basic instinct,352927224.0,b1479,o7453,w2947,basic instinct,49000000.0,352900000.0,basic instinct,1992.0,1992.0,1992,49000000.0,352927224.0
150000000.0,205343774.0,batman begins,374218673.0,b1488,o18185,w2984,batman begins,150000000.0,374200000.0,batman begins,2005.0,2005.0,2005,150000000.0,374218673.0
100000000.0,184031112.0,batman forever,336529144.0,b1490,o20626,w2987,batman forever,100000000.0,336500000.0,batman forever,1995.0,1995.0,1995,100000000.0,336529144.0
80000000.0,162831698.0,batman returns,266822354.0,b1491,o7454,w2988,batman returns,80000000.0,266800000.0,batman returns,1992.0,1992.0,1992,80000000.0,266822354.0
250000000.0,330360194.0,batman v superman: dawn of justice,873260194.0,b1493,o5327,w2990,batman v superman: dawn of justice,250.0,873300000.0,batman v superman: dawn of justice,2016.0,2016.0,2016,250000000.0,873260194.0
5250000.0,10155690.0,bats,0.0,b1496,,w3002,,5250000.0,10200000.0,bats ,1999.0,,1999,5250000.0,10155690.0
