key_bom	key_wiki	key_omdb	bom_title	wiki_title	omdb_title	year_bom_format	year_wiki_format	year_omdb_format	wiki_budget	wiki_gross	bom_budget	bom_domestic_gross	bom_worldwide_revenue
b7753	w23414	o3837	"""lust, caution"""	"""lust, caution"""	"""lust, caution"""	2007	2007	2007	[$15 million]	"""[$67,091,915]"""	$15 million	4604982	"""$67,091,915 """
b7776	w23477		macgruber	macgruber 		2010	2010		[$10 million]	[$9.3 million]	$10 million	8525600	"""$9,322,895 """
b7780	w23480		machete	machete 		2010	2010		[$10.5 million]	"""[$44,093,316]"""	$10.5 million	26593646	"""$44,093,316 """
b7782	w23484	o2592	machine gun preacher	machine gun preacher	machine gun preacher	2011	2011	2011	[$30 million]	[$3.3 million]	$30 million	538690	"""$3,338,690 """
b7785	w23498		mad city	mad city 		1997	1997		[$50 million]	[$10.5 million]	$50 million	10541523	
b7794	w23520	o8927	mad max: fury road	mad max: fury road	mad max: fury road	2015	2015	2015	[$150 million]	[$378.9 million]	$150 million	153636354	"""$378,858,340 """
b7802	w23534	o16637	madagascar: escape 2 africa	madagascar: escape 2 africa	madagascar: escape 2 africa	2008	2008	2008	[$150 million]	[$603.9 million]	$150 million	180010950	"""$603,900,354 """
b7818	w23575	o16638	made of honor	made of honor	made of honor	2008	2008	2008	[$40 million]	[$106 million]	$40 million	46012734	"""$105,962,760 """
b7827	w23603	o13779	madonna: truth or dare	madonna: truth or dare	madonna: truth or dare	1991	1991	1991	[$4.5 million]	"""[$29,012,935]"""	$4.5 million	15012935	"""$29,012,935 """
b7830	w23610	o13572	mafia!	mafia!	mafia!	1998	1998	1998	[$10 million]	[$30.2 million]	$10 million	19889299	
b7836	w23638	o3439	magic mike	magic mike	magic mike	2012	2012	2012	[$7 million]	[$167.2 million]	$7 million	113721571	"""$167,221,571 """
b7837	w23639	o8930	magic mike xxl	magic mike xxl	magic mike xxl	2015	2015	2015	[$14.8 million]	[$122.5 million]	$14.8 million	66013057	"""$122,513,057 """
b7846	w23672		magnolia	magnolia 		1999	1999		[$37 million]	[$48.5 million]	$37 million	22455976	"""$48,451,803 """
b7850	w23677	o16290	maid in manhattan	maid in manhattan	maid in manhattan	2002	2002	2002	[$55 million]	[$154.9 million]	$55 million	94011225	"""$154,906,693 """
b7880	w23767		maleficent	maleficent 		2014	2014		[$180 million]	[$758.5 million]	$180 million	241410378	"""$758,539,785 """
b7883	w23774	o9745	malibu's most wanted	malibu's most wanted	malibu's most wanted	2003	2003	2003	[$15 million]	"""[$34,622,504]"""	$15 million	34432201	"""$34,622,504 """
b7894	w23800		mamma mia!	mamma mia! 		2008	2008		[$52 million]	[$609.8 million]	$52 million	144130063	"""$609,841,637 """
b7904	w23931		man of steel	man of steel 		2013	2013		[$225 million]	[$668 million]	$225 million	291045518	"""$668,045,518 """
b7913	w23945	o3440	man on a ledge	man on a ledge	man on a ledge	2012	2012	2012	[$42 million]	[$46.2 million]	$42 million	18620000	"""$46,221,189 """
b7916	w23955		man on the moon	man on the moon 		1999	1999		[$52 million]	[$47.3 million]	$82 million	34607430	"""$47,434,430 """
b7937	w24117	o11758	maniac cop	maniac cop	maniac cop	1988	1988	1988	[$1.1 million]	"""[$671,382]"""	$1.1 million	671382	
b7944	w24133		mannequin two: on the move	mannequin two: on the move		1991	1991		"""[$13,000,000 (estimated)]"""	[$3.8 million]	$13 million	3752428	
b7959	w24181	o9746	marci x	marci x	marci x	2003	2003	2003	[$20 million]	[$1.7 million]	$20 million	1648818	"""$1,675,706 """
b7964	w24195		margin call	margin call 		2011	2011		[$3.5 million]	[$19.5 million]	$3.5 million	5354039	"""$19,504,039 """
b7971	w24206		marie antoinette	marie antoinette (2006 film)		2006	2006		[$40 million]	"""[$60,917,189]"""	$40 million	15962471	"""$60,917,189 """
b7984	w24253		marmaduke	marmaduke 		2010	2010		[$50 million]	[$83.8 million]	$50 million	33644788	"""$83,761,844 """
b7993	w24295	o2597	mars needs moms	mars needs moms	mars needs moms	2011	2011	2011	[$150 million]	[$39 million]	$150 million	21392758	"""$38,992,758 """
b8027	w24403	o9748	master and commander: the far side of the world	master and commander: the far side of the world	master and commander: the far side of the world	2003	2003	2003	[$150 million]	[$212 million]	$150 million	93927920	"""$212,011,111 """
b8053	w24481		max (2015)	max (2015 film)		2015	2015		[$20 million]	[$44 million]	$20 million	42656255	"""$43,967,255 """
b8055	w24486	o20058	max keeble's big move	max keeble's big move	max keeble's big move	2001	2001	2001	[$25 million]	[$18.6 million]	$25 million	17294293	"""$18,634,654 """
b8056	w24488		max payne	max payne 		2008	2008		[$35 million]	[$85.8 million]	$35 million	40689393	"""$85,416,905 """
b8075	w24531	o8935	maze runner: the scorch trials	maze runner: the scorch trials	maze runner: the scorch trials	2015	2015	2015	[$61 million]	[$312.3 million]	$61 million	81697192	"""$312,325,103 """
b8084	w24566		me before you	me before you 		2016	2016		[$20 million]	[$207.9 million]	$20 million	56245075	"""$207,945,075 """
b8089	w24555		me and earl and the dying girl	me and earl and the dying girl 		2015	2015		[$8 million]	[$9.1 million]	$8 million	6758416	"""$9,074,749 """
b8092	w24561	o16642	me and orson welles	me and orson welles	me and orson welles	2009	2008	2008	[$25 million]	"""[$2,336,172]"""	$25 million	1190003	"""$2,336,172 """
b8094	w24572	o10662	"""me, myself and irene"""	"""me, myself & irene"""	"""me, myself & irene"""	2000	2000	2000	[$51 million]	"""[$149,270,999]"""	$51 million	90570999	"""$149,270,999 """
b8097	w24577	o22066	mean girls	mean girls	mean girls	2004	2004	2004	[$17 million]	[$129 million]	$17 million	86058055	"""$129,042,871 """
b8108	w24606		medicine man	medicine man 		1992	1992		[$40 million]	"""[$45,500,797]"""	$40 million	45500797	
b8112	w24612	o8073	meek's cutoff	meek's cutoff	meek's cutoff	2011	2010	2010	[$2 million]	[$1.2 million]	$2 million	977772	"""$977,772 """
b8115	w24616	o16645	meet dave	meet dave	meet dave	2008	2008	2008	[$60 million]	[$50.7 million]	$60 million	11803254	"""$50,650,079 """
b8116	w24618	o13575	meet joe black	meet joe black	meet joe black	1998	1998	1998	[$90 million]	"""[$142,940,100]"""	$90 million	44619100	"""$142,940,100 """
b8118	w24622	o421	meet me in st. louis	meet me in st. louis	meet me in st. louis	1944	1944	1944	"""[$1,885,000]"""	"""[$6,566,000 (original release)]"""	$1.7 million		
b8124	w24632	o22067	meet the fockers	meet the fockers	meet the fockers	2004	2004	2004	[$80 million]	[$516 million]	$80 million	279261160	"""$516,642,939 """
b8127	w24638	o10663	meet the parents	meet the parents	meet the parents	2000	2000	2000	[$55 million]	[$330.4 million]	$55 million	166244045	"""$330,444,045 """
b8136	w24662	o8077	megamind	megamind	megamind	2010	2010	2010	[$130 million]	[$321.8 million]	$130 million	148415853	"""$321,885,765 """
b8137	w24666	o20060	megiddo: the omega code ii	megiddo: the omega code 2	megiddo: the omega code 2	2001	2001	2001	[$20 million]	"""[$6,047,691]"""	$22 million	6047691	
b8145	w24698		memoirs of a geisha	memoirs of a geisha 		2005	2005		[$85 million]	[$162.2 million]	$85 million	57490508	"""$162,242,962 """
b8160	w24738		men in black	men in black 		1997	1997		[$90 million]	[$589.4 million]	$90 million	250690539	"""$589,390,539 """
b8161	w24739	o16292	men in black ii	men in black ii	men in black ii	2002	2002	2002	[$140 million]	[$441.8 million]	$140 million	190418803	"""$441,818,803 """
b8162	w24754	o10664	men of honor	men of honor	men of honor	2000	2000	2000	[$32 million]	"""[$82,343,495]"""	$32 million	48818921	"""$82,343,495 """
b8179	w24797	o10665	mercy streets	mercy streets	mercy streets	2000	2000	2000	"""[$600,000]"""	"""[$173,599]"""	"""$600,000 """	173599	
b8188	w24837		message in a bottle	message in a bottle 		1999	1999		[$80 million]	"""[$118,880,016]"""	$80 million	52880016	"""$118,880,016 """
b8190	w24849	o1151	metallica through the never	metallica through the never	metallica through the never	2013	2013	2013	[$32 million]	"""[$7,972,967]"""	$18 million	3419967	"""$7,972,967 """
b8209	w24893		miami vice	miami vice 		2006	2006		[$135 million]	[$163.8 million]	$135 million	63450470	"""$163,794,509 """
b8214	w24900		michael collins	michael collins 		1996	1996		[$25 million]	"""[$27,572,844]"""	$25 million	11092559	
b8219	w24919	o2105	mickey blue eyes	mickey blue eyes	mickey blue eyes	1999	1999	1999	[$75 million]	"""[$54,264,342]"""	$75 million	33864342	"""$54,264,342 """
b8228	w24986		middle of nowhere (2012)	middle of nowhere (2012 film)		2012	2012		"""[$200,000]"""	"""[$236,806]"""	"""$200,000 """	236806	
b8234	w25006		midnight express	midnight express 		1978	1978		[$2.3 million]	[$35 million]	$2.3 million	35000000	
b8241	w25014	o2603	midnight in paris	midnight in paris	midnight in paris	2011	2011	2011	[$17]	[$151.1 million]	$17 million	56817045	"""$151,119,219 """
b8242	w25015		midnight in the garden of good &amp; evil	midnight in the garden of good and evil 		1997	1997		[$30 million]	[$25.1 million]	$35 million	25105255	
b8247	w25071		mighty joe young	mighty joe young (1998 film)		1998	1998		[$90 million]	[$50.6 million (US)]	$90 million	50632037	
b8250	w25088	o5414	mike and dave need wedding dates	mike and dave need wedding dates	mike and dave need wedding dates	2016	2016	2016	[$33 million]	[$77.1 million]	$33 million	46009673	"""$77,068,246 """
b8256	w25110		milk	milk 		2008	2008		[$20 million]	[$54.6 million]	$20 million	31841299	"""$54,586,584 """
b8263	w25134	o10043	million dollar arm	million dollar arm	million dollar arm	2014	2014	2014	[$25 million]	[$39.2 million]	$25 million	36457627	"""$39,227,580 """
b8264	w25136	o22074	million dollar baby	million dollar baby	million dollar baby	2004	2004	2004	[$30 million]	[$216.8 million]	$30 million	100492203	"""$216,763,646 """
b8268	w25171		mimic	mimic 		1997	1997		[$30 million]	[$25.5 million]	$30 million	25480490	
b8276	w25202		minions	minions 		2015	2015		[$74 million]	[$1.159 billion]	$74 million	336045770	"""$1,159,398,397 """
b8277	w25209		minority report	minority report 		2002	2002		[$102 million]	[$358.4 million]	$102 million	132072926	"""$358,372,926 """
b8284	w25256		miracles from heaven	miracles from heaven 		2016	2016		[$13 million]	[$73.9 million]	$13 million	61705123	"""$73,883,359 """
b8287	w25261		mirror mirror	mirror mirror 		2012	2012		[$85 million]	[$183 million]	$85 million	64935167	"""$183,018,522 """
b8297	w25302		miss congeniality	miss congeniality 		2000	2000		[$45 million]	[$212.8 million]	$45 million	106807667	"""$212,742,720 """
b8319	w25359	o10666	mission to mars	mission to mars	mission to mars	2000	2000	2000	[$100 million]	[$111 million]	$100 million	60883407	"""$110,983,407 """
b8321	w25361		mission: impossible	mission: impossible 		1996	1996		[$80 million]	[$457.7 million]	$80 million	180981856	"""$457,696,359 """
b8322	w25362	o2606	mission: impossible - ghost protocol	mission: impossible â ghost protocol	mission: impossible - ghost protocol	2011	2011	2011	[$145 million]	[$694.7 million]	$145 million	209397903	"""$694,713,380 """
b8323	w25357	o8940	mission: impossible - rogue nation	mission: impossible â rogue nation	mission: impossible - rogue nation	2015	2015	2015	[$150 million]	[$682.7 million]	$150 million	195042377	"""$682,714,267 """
b8326	w25365	o20405	mission: impossible iii	mission: impossible iii	mission: impossible iii	2006	2006	2006	[$150 million]	[$397.9 million]	$150 million	134029801	"""$397,850,012 """
b8369	w25509	o10045	moms' night out	moms' night out	moms' night out	2014	2014	2014	[$5 million]	[$10.5 million]	$5 million	10429707	"""$10,429,707 """
b8372	w25511	o9753	mona lisa smile	mona lisa smile	mona lisa smile	2003	2003	2003	[$65 million]	[$141.3 million]	$65 million	63860942	"""$141,337,989 """
b8377	w25526	o5417	money monster	money monster	money monster	2016	2016	2016	[$27 million]	[$93.3 million]	$27 million	41012075	"""$93,282,604 """
b8381	w25536		moneyball	moneyball 		2011	2011		[$50 million]	[$110.2 million]	$50 million	75605492	"""$110,206,216 """
b8392	w25560	o20065	monkeybone	monkeybone	monkeybone	2001	2001	2001	[$75 million]	[$7.6 million]	$75 million	5411999	"""$7,622,365 """
b8404	w25588		monster house	monster house 		2006	2006		[$75 million]	[$140.2 million]	$75 million	73661010	"""$140,175,006 """
b8408	w25605	o20066	monster's ball	monster's ball	monster's ball	2001	2001	2001	[$4 million]	"""[$44,909,486]"""	$4 million	31273922	"""$44,909,486 """
b8409	w25603	o18334	monster-in-law	monster-in-law	monster-in-law	2005	2005	2005	[$44 million]	"""[$154,749,918]"""	$43 million	82931301	"""$154,749,918 """
b8412	w25609	o18772	monsters vs. aliens	monsters vs. aliens	monsters vs. aliens	2009	2009	2009	[$175 million]	[$381.5 million]	$175 million	198351526	"""$381,509,870 """
b8423	w25632		monument ave.	monument ave. 		1998	1998		[$11 million]	"""[$333,760]"""	$11 million	333760	
b8434	w25668		moonlight mile	moonlight mile 		2002	2002		[$21 million]	[$10 million]	$21 million	6835856	"""$10,011,050 """
b8438	w25673	o3452	moonrise kingdom	moonrise kingdom	moonrise kingdom	2012	2012	2012	[$16 million]	[$68.3 million]	$16 million	45512466	"""$68,263,166 """
b8442	w25699	o8293	more american graffiti	more american graffiti	more american graffiti	1979	1979	1979	[$3 million]	[$8â15 million (US)]	$3 million	15014674	
b8460	w25741		mortdecai	mortdecai 		2015	2015		[$60 million]	[$47.3 million]	$60 million	7696134	"""$47,275,695 """
b8482	w25841	o20068	moulin rouge!	moulin rouge!	moulin rouge!	2001	yes	2001	[$52 million]	[$179.2 million]	$50 million	57386607	"""$179,213,434 """
b8486	w25877		mouse hunt	mousehunt 		1997	1997		[$38 million]	[$122.4 million]	$38 million	61917389	"""$122,417,389 """
b8490	w25887	o1161	movie 43	movie 43	movie 43	2013	2013	2013	[$6 million]	[$32.4 million]	$6 million	8840453	"""$32,438,988 """
b8496	w25904	o18337	mozart and the whale	mozart and the whale	mozart and the whale	2006	2005	2005	[$12 million]	"""[$84,447]"""	$12 million	36006	"""$84,447 """
b8509	w25938	o16299	mr. deeds	mr. deeds	mr. deeds	2002	2002	2002	[$50 million]	[$171.3 million]	$50 million	126293452	"""$171,269,535 """
b8518	w25965		mr. magoo	mr. magoo 		1997	1997		[$30 million]	[$21.4 million]	$30 million	21437192	
b8525	w25981	o10049	mr. peabody &amp; sherman	mr. peabody & sherman	mr. peabody & sherman	2014	2014	2014	[$145 million]	[$275.7 million]	$145 million	111506430	"""$275,698,039 """
b8527	w25983		mr. popper's penguins	mr. popper's penguins 		2011	2011		[$55 million]	[$187.3 million]	$55 million	68224452	"""$187,361,754 """
b8533	w25991	o22891	mr. smith goes to washington	mr. smith goes to washington	mr. smith goes to washington	1939	1939	1939	[$1.5 million]	"""[$9,000,000]"""	$1.9 million		
b8544	w26014	o19105	mrs. doubtfire	mrs. doubtfire	mrs. doubtfire	1993	1993	1993	[$25 million]	[$441.3 million]	$25 million	219195243	"""$441,286,195 """
b8551	w26033		much ado about nothing	much ado about nothing (1993 film)		1993	1993		[$11 million]	"""[$36,000,000]"""	$11 million	22549338	
b8571	w26077		munich	munich 		2005	2005		[$70 million]	[$130.4 million]	$70 million	47403685	"""$130,358,911 """
b8574	w26088	o10050	muppets most wanted	muppets most wanted	muppets most wanted	2014	2014	2014	[$50 million]	[$80.4 million]	$50 million	51183113	"""$80,383,290 """
b8575	w26087	o2109	muppets from space	muppets from space	muppets from space	1999	1999	1999	[$24 million]	[$22.3 million]	$24 million	16625807	"""$22,323,612 """
b8582	w26111	o16301	murder by numbers	murder by numbers	murder by numbers	2002	2002	2002	[$50 million]	"""[$56,714,147]"""	$50 million	31945749	"""$56,714,147 """
b8605	w26225	o2111	music of the heart	music of the heart	music of the heart	1999	1999	1999	[$27 million]	"""[$14,936,407]"""	$27 million	14859394	"""$14,859,394 """
b8607	w26238	o18340	must love dogs	must love dogs	must love dogs	2005	29-Jul	2005	[$30 million]	"""[$58,405,313]"""	$30 million	43894863	"""$58,405,313 """
b8617	w26274	o22081	my baby's daddy	my baby's daddy	my baby's daddy	2004	2004	2004	[$12 million]	"""[$18,490,423]"""	$12 million	17669317	"""$18,490,423 """
b8621	w26277		my best friend's girl	my best friend's girl (2008 film)		2008	2008		[$20 million]	"""[$41,622,502]"""	$20 million	19219250	"""$41,622,502 """
b8622	w26278	o6466	my best friend's wedding	my best friend's wedding	my best friend's wedding	1997	1997	1997	[$38 million]	[$299.3 million]	$38 million	127120029	"""$299,288,605 """
b8624	w26282	o16303	my big fat greek wedding	my big fat greek wedding	my big fat greek wedding	2002	2002	2002	[$5 million]	[$368.7 million]	$5 million	241438208	"""$368,744,044 """
b8628	w26288		my bloody valentine 3-d	my bloody valentine 3d		2009	2009		[$14 million]	[$100.7 million]	$15 million	51545952	"""$100,734,718 """
b8633	w26295	o9755	my boss's daughter	my boss's daughter	my boss's daughter	2003	2003	2003	[$14 million]	"""[$18,191,005]"""	$14 million	15550605	"""$18,191,005 """
b8645	w26313	o22082	my date with drew	my date with drew	my date with drew	2005	2004	2004	"""[$1,100]"""	"""[$262,770]"""	"""$1,100 """	181041	"""$262,770 """
b8651	w26325		my fair lady	my fair lady 		1964	1964		[$17 million]	[$72 million]	$17 million	72000000	
b8656	w26336		my favorite martian	my favorite martian 		1999	1999		[$65 million]	"""[$36,850,101]"""	$65 million	36850101	
b8660	w26344	o20071	my first mister	my first mister	my first mister	2001	2001	2001	[$5.25 million]	"""[$595,005]"""	$5.25 million	568762	"""$568,762 """
