omdb_movie_id,genres,cluster
3391,Drama|Romance|Comedy,2
3392,Documentary,4
3393,Drama,2
3394,Drama|Documentary|Biography,4
3395,Horror,6
3396,Fantasy|Adventure,0
3397,Thriller|Crime,6
3398,Documentary,4
3399,Comedy,5
3400,Drama,2
3401,Drama,2
3402,Romance|Biography|Drama,2
3403,Comedy|Sport|Action,5
3404,Crime|Drama|Romance,2
3405,Family|Animation|Comedy,3
3406,Horror|Thriller|Drama,6
3407,Crime|Documentary,4
3408,History|News|Documentary,4
3409,Short|Comedy,3
3410,Drama|Horror|Thriller,6
3411,Drama|Fantasy,2
3412,Family|Adventure|Comedy,5
3413,Comedy|Animation|Adventure,5
3414,Drama,2
3415,Documentary|Short,4
3416,Comedy|Drama,2
3417,Drama,2
3418,Drama,2
3419,Documentary,4
3420,Fantasy|Animation|Action,0
3421,Documentary,4
3422,Documentary|Music,4
3423,Romance|Drama,2
3424,Drama,2
3425,Crime|Thriller,6
3426,Comedy|Horror,6
3427,Documentary|Sport,4
3428,Short|Biography|Documentary,4
3429,Drama,2
3430,Documentary,4
3431,Comedy|Drama|Romance,2
3432,Drama,2
3433,Family|Drama,2
3434,Comedy,5
3435,History|Documentary|Drama,4
3436,Comedy|Drama,2
3437,Romance|Comedy|Drama,2
3438,Biography|Documentary,4
3439,Drama|Comedy|Crime,2
3440,Drama|Comedy,2
3441,Crime|Thriller|Action,0
3442,Short|Action|Sci-Fi,0
3443,Sci-Fi|Animation|Action,0
3444,Adventure|Thriller|Action,0
3445,Documentary,4
3446,Documentary|Biography,4
3447,Documentary,4
3448,Drama|Mystery|Crime,2
3449,Action|Adventure|Comedy,0
3450,Thriller|Mystery|Sci-Fi,6
3451,Biography|War|Documentary,4
3452,History|Documentary,4
3453,Comedy|Drama|Adventure,2
3454,Drama,2
3455,Drama,2
3456,Comedy|Drama|Romance,2
3457,Documentary,4
3458,Mystery|Thriller|Crime,6
3459,Comedy,5
3460,Drama,2
3461,Comedy,5
3462,Sci-Fi|Action|Adventure,0
3463,Comedy,5
3464,Comedy|Documentary|Action,5
3465,Horror|Thriller,6
3466,Horror|Thriller,6
3467,Drama,2
3468,Comedy,5
3469,Drama,2
3470,Documentary,4
3471,Adult,0
3472,Thriller|Action|Crime,0
3473,Short|Comedy|Animation,3
3474,Animation|Adventure|Comedy,5
3475,Horror,6
3476,Drama,2
3477,Comedy|Horror,6
3478,Comedy|Music|Romance,5
3479,Documentary,4
3480,Sci-Fi|Drama,2
3481,Crime|Thriller|Action,0
3482,Animation|Short|Adventure,3
3483,Documentary,4
3484,Drama,2
3485,Drama|Action|Adventure,0
3486,Sci-Fi|Action|Horror,6
3487,Comedy|Adult,5
3488,History|Western|Documentary,4
3489,Animation|Adventure|Family,0
3490,Drama|Comedy|Crime,2
3491,Documentary,4
3492,Comedy|Drama|Fantasy,2
3493,Romance|Comedy|Drama,2
3494,Family|Adventure,0
3495,Drama|Comedy,2
3496,Comedy|Horror,6
3497,Comedy|Documentary|Biography,4
3498,Drama|Romance|Comedy,2
3499,Short|Comedy|Animation,3
3500,Family|Animation|Adventure,0
3501,Romance|Drama,2
3502,Drama|Adventure|Comedy,2
3503,Crime|Comedy,5
3504,Drama|Romance|Comedy,2
3505,Comedy,5
3506,Romance|Comedy|Drama,2
3507,Thriller|Drama,2
3508,Horror,6
3509,Comedy,5
3510,Horror,6
3511,Crime|Drama|Comedy,2
3512,Drama|Action|Adventure,0
3513,Horror,6
3514,Comedy|Action,5
3515,Comedy|Drama|Documentary,2
3516,Comedy|Horror,6
3517,N/A,0
3518,Thriller|Comedy|Crime,5
3519,Action|Sci-Fi|Animation,0
3520,Drama|Music|Romance,2
3521,Documentary,4
3522,Crime|Music|Animation,0
3523,Romance|Comedy|Drama,2
3524,Mystery|Crime|Drama,2
3525,Thriller,6
3526,Sci-Fi|Animation|Action,0
3527,Comedy,5
3528,Comedy,5
3529,Drama|Romance,2
3530,Thriller|Crime|Mystery,6
3531,Drama|Comedy,2
3532,Comedy|Horror,6
3533,Fantasy|Animation|Action,0
3534,Thriller|Horror,6
3535,History|Documentary|Family,4
3536,Thriller|Drama,2
3537,Comedy,5
3538,Crime|Action|Comedy,5
3539,Thriller|Comedy|Fantasy,5
3540,Horror,6
3541,History|Documentary|Crime,4
3542,Comedy|Drama,2
3543,Action|Thriller,0
3544,Thriller|Action|Adventure,0
3545,Comedy,5
3546,Documentary,4
3547,Drama,2
3548,Romance|Comedy,5
3549,Fantasy|Musical|Comedy,5
3550,Comedy|Drama|Romance,2
3551,Romance,0
3552,Fantasy|Adventure,0
3553,Crime|Drama|Documentary,2
3554,Drama,2
3555,Family|Animation|Short,3
3556,Short|Comedy|Animation,3
3557,Comedy|Drama,2
3558,Action,0
3559,Horror|Thriller,6
3560,Family|Comedy|Drama,2
3561,Family|Fantasy|Adventure,0
3562,Sport|Documentary,4
3563,Documentary,4
3564,Comedy|Romance,5
3565,Crime|Drama|Thriller,2
3566,Short,3
3567,Thriller|Horror,6
3568,Documentary,4
3569,Crime|Short|Action,0
3570,Documentary,4
3571,Family|Musical|Animation,3
3572,News|Documentary|History,4
3573,Documentary|Short,4
3574,Fantasy|Action|Adventure,0
3575,Horror,6
3576,Documentary|Music,4
3577,Comedy|Drama,2
3578,Family|Fantasy|Animation,3
3579,Drama|Adventure|Comedy,2
3580,Mystery,0
3581,Drama|Fantasy|Adventure,2
3582,Drama,2
3583,Documentary,4
3584,Horror,6
3585,Romance|Comedy,5
3586,Comedy|Romance,5
3587,Comedy,5
3588,Documentary,4
3589,Drama|Romance,2
3590,Horror,6
3591,Comedy|Family,5
3592,Comedy|Animation|Short,3
3593,Thriller|Drama,2
3594,Family|Comedy,5
3595,Drama|Sport,2
3596,Short|Comedy,3
3597,Drama,2
3598,Documentary,4
3599,Action|Horror|Mystery,6
3600,Horror|Thriller,6
3601,Romance|Comedy|Drama,2
3602,History|Romance|Drama,2
3603,Drama|Comedy,2
3604,Documentary,4
3605,Comedy,5
3606,Crime|Documentary,4
3607,Drama|Animation|Crime,2
3608,Romance|Drama,2
3609,Biography|Crime|Documentary,4
3610,Short|Biography|Drama,2
3611,War|Documentary|News,4
3612,Adventure|Fantasy|Action,0
3613,Adventure|Comedy|Animation,5
3614,Horror,6
3615,Western|Drama,1
3616,Horror|Comedy,6
3617,Thriller|Drama|History,2
3618,Music|Documentary,4
3619,Documentary,4
3620,Horror,6
3621,Documentary,4
3622,Sport|Biography,0
3623,Sci-Fi|Action,0
3624,Drama|Comedy,2
3625,Documentary,4
3626,Crime|Drama|Mystery,2
3627,Drama|Action|Adventure,0
3628,Documentary,4
3629,Documentary,4
3630,Documentary,4
3631,Family|Adventure,0
3632,Documentary,4
3633,Documentary,4
3634,Documentary,4
3635,Drama|Romance,2
3636,Documentary,4
3637,Sci-Fi|Action|Horror,6
3638,Short,3
3639,Drama|Short|Adventure,2
3640,Drama,2
3641,Drama|Horror|Adventure,2
3642,Documentary,4
3643,Drama|Romance|Comedy,2
3644,Documentary|Crime,4
3645,Documentary,4
3646,Horror|Comedy|Drama,2
3647,Drama|Romance|Comedy,2
3648,Drama,2
3649,Drama|Biography|Crime,2
3650,Documentary,4
3651,Drama|Romance,2
3652,Documentary|Music,4
3653,Action|Adventure|Animation,0
3654,Documentary|Family,4
3655,Comedy|Drama|Family,2
3656,Drama,2
3657,Music|Drama,2
3658,Horror,6
3659,Documentary|Music,4
3660,Comedy|Crime|Sport,5
3661,Horror|Thriller,6
3662,Adventure|Animation|Action,0
3663,Action|Drama,2
3664,Comedy|Animation|Adventure,5
3665,Drama|Thriller|Crime,2
3666,N/A,0
3667,Drama|Horror,2
3668,Short,3
3669,Short|Documentary,4
3670,Comedy|Action,5
3671,Comedy|Sport,5
3672,Comedy|Romance,5
3673,Comedy|Horror,6
3674,Documentary|Sport,4
3675,Documentary|War,4
3676,Documentary,4
3677,Thriller|Action|Drama,2
3678,Horror|Thriller|Drama,6
3679,Horror,6
3680,Comedy,5
3681,Drama,2
3682,Comedy|Horror,6
3683,Crime|Drama,2
3684,Horror|Thriller,6
3685,Comedy,5
3686,Comedy|Romance,5
3687,Animation|Family,3
3688,Crime|Drama|Romance,2
3689,Drama|Biography|Crime,2
3690,Drama|Romance|Comedy,2
3691,Biography|Comedy|Drama,2
3692,Documentary,4
3693,Documentary,4
3694,Drama|Thriller,2
3695,Crime|Drama|Thriller,2
3696,Romance|Documentary|Biography,4
3697,Adventure|Comedy|Animation,5
3698,Comedy|Crime|Family,5
3699,Drama|Romance,2
3700,Crime|Action|Comedy,5
3701,Short|Comedy,3
3702,Documentary,4
3703,Documentary,4
3704,Comedy,5
3705,Documentary,4
3706,Comedy|Family,5
3707,Drama|Romance,2
3708,Documentary,4
3709,Romance|Comedy|Drama,2
3710,Documentary,4
3711,Documentary,4
3712,Drama,2
3713,Horror,6
3714,Comedy|Horror,6
3715,Horror|Thriller,6
3716,Horror|Thriller,6
3717,Thriller,6
3718,Horror|Thriller,6
3719,Adult,0
3720,Horror,6
3721,Thriller,6
3722,Horror|Mystery|Drama,6
3723,Thriller|Horror,6
3724,Documentary,4
3725,Animation,0
3726,Music|Documentary,4
3727,Documentary,4
3728,Horror,6
3729,Documentary,4
3730,Drama,2
3731,Horror,6
3732,Mystery|Thriller|Crime,6
3733,Short|Comedy|Horror,3
3734,Drama|Romance,2
3735,Drama,2
3736,Documentary,4
3737,Adventure|Comedy,5
3738,Comedy|Family|Fantasy,5
3739,Comedy|Romance,5
3740,Romance|Comedy|Drama,2
3741,War|Documentary|History,4
3742,Thriller|Horror,6
3743,Horror,6
3744,Drama|Romance,2
3745,Drama|Music,2
3746,Family,0
3747,Comedy,5
3748,Sci-Fi|Horror,6
3749,Comedy|Family|Action,5
3750,Crime|Drama|Action,2
3751,Animation|Short,3
3752,Action|Thriller,0
3753,Documentary,4
3754,Documentary|Romance,4
3755,Drama|Romance,2
3756,Fantasy|Comedy|Family,5
3757,Drama|Biography|Crime,2
3758,Comedy,5
3759,Comedy|Drama,2
3760,Family|Animation|Comedy,3
3761,Comedy|Drama,2
3762,War|Documentary|History,4
3763,Documentary,4
3764,Drama,2
3765,Music|Documentary|Biography,4
3766,Drama|Comedy,2
3767,Drama|Mystery|Crime,2
3768,Comedy|Romance,5
3769,Drama,2
3770,Music|Comedy|Drama,2
3771,Drama|Romance|Comedy,2
3772,Horror|Comedy,6
3773,Crime|Action,0
3774,Drama|Romance|Comedy,2
3775,Horror,6
3776,Thriller|Drama|Romance,2
3777,Documentary,4
3778,War|Documentary|Music,4
3779,Comedy,5
3780,Family|Romance|Comedy,5
3781,Documentary,4
3782,Documentary,4
3783,Fantasy|Action|Adventure,0
3784,Drama|Romance,2
3785,Documentary,4
3786,Horror,6
3787,Sport|Crime|Drama,2
3788,Short|Drama,2
3789,Horror,6
3790,Drama|Romance|Short,2
3791,Drama,2
3792,Short|Comedy|Animation,3
3793,Crime|Mystery|Comedy,5
3794,Sci-Fi|Action|Horror,6
3795,Documentary,4
3796,Drama|Romance|Comedy,2
3797,Mystery|Thriller,6
3798,Documentary,4
3799,Romance|Comedy,5
3800,Romance|Comedy|Drama,2
3801,Drama|Music|Biography,2
3802,Comedy|Romance,5
3803,Horror,6
3804,Comedy|Romance,5
3805,Romance|Comedy|Drama,2
3806,Adventure|Fantasy|Action,0
3807,Drama|Mystery|Crime,2
3808,Documentary,4
3809,Thriller|Sci-Fi,6
3810,Drama,2
3811,Drama|Romance|Comedy,2
3812,History|Documentary|Biography,4
3813,Comedy,5
3814,Documentary|Comedy,4
3815,Drama|Comedy,2
3816,Drama,2
3817,Comedy|Romance,5
3818,Horror|Thriller,6
3819,Sci-Fi|Horror,6
3820,Drama|Romance|Comedy,2
3821,Documentary,4
3822,Comedy,5
3823,Drama,2
3824,Comedy|Romance,5
3825,Drama|Sci-Fi,2
3826,Comedy|Horror,6
3827,Drama|Thriller|War,2
3828,Thriller|Action|Adventure,0
3829,Crime|Thriller|Action,0
3830,Horror,6
3831,Documentary,4
3832,Drama|Comedy,2
3833,Action|Romance|Short,0
3834,Comedy|Romance,5
3835,Romance|Comedy,5
3836,Drama|Comedy,2
3837,Drama,2
3838,Thriller|Drama|Romance,2
3839,Comedy|Drama,2
3840,Comedy|Drama,2
3841,Documentary,4
3842,Drama|Family|Comedy,2
3843,Sport|Documentary,4
3844,Biography|Music|Documentary,4
3845,Comedy|Drama,2
3846,Animation|Adventure|Comedy,5
3847,Documentary,4
3848,Sci-Fi|Horror,6
3849,Drama|Comedy,2
3850,Documentary|Fantasy,4
3851,Drama|Family,2
3852,Documentary,4
3853,Comedy|Romance|Adventure,5
3854,Comedy|Family|Fantasy,5
3855,Documentary,4
3856,Comedy|Documentary,4
3857,Romance|Sport|Comedy,5
3858,Drama|Horror|Comedy,2
3859,Drama|Biography|Comedy,2
3860,Music|Romance|Comedy,5
3861,Documentary,4
3862,Drama|Romance,2
3863,Animation|Family,3
3864,Documentary|Family|Mystery,4
3865,Documentary,4
3866,Fantasy|Comedy,5
3867,Drama|Comedy,2
3868,Musical|Comedy,5
3869,Family|Action|Adventure,0
3870,Horror|Comedy,6
3871,Romance|Drama,2
3872,Documentary,4
3873,War|Documentary,4
3874,Crime|Drama|Comedy,2
3875,Comedy|Romance,5
3876,Drama|Romance,2
3877,Family|Musical|Documentary,4
3878,Documentary,4
3879,War|Documentary,4
3880,Documentary,4
3881,Documentary,4
3882,Documentary,4
3883,Drama,2
3884,Horror,6
3885,Fantasy|Adventure,0
3886,Sport|Comedy,5
3887,Documentary,4
3888,Documentary|History|Music,4
3889,Sci-Fi,0
3890,Comedy|Horror|Action,6
3891,Documentary,4
3892,Horror|Drama,2
3893,Comedy,5
3894,Music|Drama,2
3895,Horror|Fantasy,6
3896,Drama|Romance|Comedy,2
3897,Sport|Documentary,4
3898,Drama,2
3899,Comedy|Crime,5
3900,Horror|Thriller,6
3901,Documentary,4
3902,Short|Drama,2
3903,Drama,2
3904,Crime|Comedy,5
3905,Drama|Thriller|Crime,2
3906,Sport|Drama,2
3907,Horror,6
3908,Mystery|Action|Horror,6
3909,Sport|Documentary,4
3910,Crime|Action|Comedy,5
3911,Short|Documentary,4
3912,Documentary,4
3913,Family|Horror|Mystery,6
3914,Drama,2
3915,Drama|Family|Short,2
3916,Horror|Mystery,6
3917,Drama|Romance|Thriller,2
3918,Comedy|Drama,2
3919,Romance|Drama|History,2
3920,Romance|Comedy|Drama,2
3921,Drama|Romance|Comedy,2
3922,Romance|Comedy|Drama,2
3923,Documentary,4
3924,Thriller|Drama,2
3925,Documentary,4
3926,Comedy|Animation|Adventure,5
3927,Thriller|Crime|Horror,6
3928,Drama|Documentary,4
3929,Music|Documentary,4
3930,Documentary,4
3931,Action|Adventure|Comedy,0
3932,Drama,2
3933,Documentary,4
3934,Action|Adventure,0
3935,Documentary|Sport,4
3936,Comedy,5
3937,Drama|Romance,2
3938,Adventure,0
3939,Drama,2
3940,Horror|Thriller,6
3941,Drama|Music|Romance,2
3942,Comedy|Drama,2
3943,Documentary,4
3944,Family|Animation,3
3945,Music|Animation|Family,3
3946,Drama|Romance|Comedy,2
3947,Comedy|Horror,6
3948,Horror|Sci-Fi,6
3949,Action|Adventure|Animation,0
3950,Documentary|Sport,4
3951,Comedy|Romance,5
3952,Crime|War|Documentary,4
3953,Music|Comedy|Drama,2
3954,Drama|Romance|Comedy,2
3955,Drama|Thriller|Crime,2
3956,Drama|Biography|Crime,2
3957,Drama,2
3958,Documentary,4
3959,Comedy,5
3960,Comedy|Drama|Adventure,2
3961,Romance|Comedy|Drama,2
3962,Documentary,4
3963,Short|Comedy|Animation,3
3964,Comedy|Sport,5
3965,Action|Crime|Thriller,0
3966,Thriller|Action|Crime,0
3967,Thriller|Horror,6
3968,Documentary,4
3969,Drama,2
3970,Drama|Thriller,2
3971,Drama|Sport,2
3972,Action|Sci-Fi,0
3973,Drama,2
3974,Romance|Biography|Drama,2
3975,War|Documentary,4
3976,Horror|Thriller|Fantasy,6
3977,Documentary|Short,4
3978,Drama|Fantasy|Comedy,2
3979,Comedy,5
3980,Horror|Mystery|Crime,6
3981,Biography|Sport|Documentary,4
3982,Family|Animation|Adventure,0
3983,Sci-Fi|Family,0
3984,Western,1
3985,Mystery|Thriller|Drama,2
3986,Drama,2
3987,Comedy,5
3988,Comedy|Horror|Thriller,6
3989,Sci-Fi|Drama|Fantasy,2
3990,Drama,2
3991,Thriller|Action|Comedy,5
3992,Documentary,4
3993,Fantasy|Mystery|Drama,2
3994,Mystery|Thriller,6
3995,Short|Drama,2
3996,Family|Fantasy|Comedy,5
3997,Documentary,4
3998,Mystery|Thriller|Horror,6
3999,Documentary|Drama|Sport,4
4000,Horror|Thriller,6
4001,Family|Fantasy,0
4002,Horror,6
4003,Comedy|Animation|Adventure,5
4004,Documentary,4
4005,Comedy|Romance,5
4006,Comedy|Horror,6
4007,Comedy|Drama|Romance,2
4008,Drama|Mystery,2
4009,Mystery|Crime|Drama,2
4010,Drama,2
4011,Drama|Romance|Comedy,2
4012,Drama|History,2
4013,Romance|Short|Drama,2
4014,Comedy|Romance,5
4015,Comedy|Romance,5
4016,Drama,2
4017,Thriller|Horror,6
4018,Documentary,4
4019,Comedy|Family|Animation,3
4020,Documentary,4
4021,Sci-Fi|Thriller|Action,0
4022,Comedy|Drama|Music,2
4023,Horror|Thriller,6
4024,Drama,2
4025,Documentary,4
4026,Comedy|Horror|Western,1
4027,Thriller,6
4028,Drama|Adventure,2
4029,Comedy|Short,3
4030,Crime|Drama|Action,2
4031,Documentary,4
4032,Thriller|Action|Crime,0
4033,Family|Fantasy|Adventure,0
4034,Crime|Documentary,4
4035,Comedy|History|Adventure,5
4036,Documentary,4
4037,Music|Comedy,5
4038,Drama|Action|Crime,2
4039,Adventure|Crime|Action,0
4040,Documentary|Music|War,4
4041,War|Documentary|History,4
4042,Action|Adventure|Animation,0
4043,Comedy|Crime|Drama,2
4044,Documentary,4
4045,Drama|Crime,2
4046,Romance|Comedy,5
4047,Documentary|Comedy,4
4048,Documentary|Sport,4
4049,Drama,2
4050,Drama,2
4051,Thriller|Drama|Mystery,2
4052,Documentary,4
4053,Sport|Comedy,5
4054,Drama|Comedy,2
4055,Adventure|Comedy|Action,0
4056,Documentary,4
4057,Comedy|Drama,2
4058,Horror,6
4059,Documentary,4
4060,Romance|Animation|Fantasy,0
4061,Romance|Comedy|Crime,5
4062,Documentary,4
4063,Comedy|Animation|Short,3
4064,Documentary,4
4065,Horror,6
4066,Comedy|Short,3
4067,Short|Drama,2
4068,Drama|Short,2
4069,Drama|Short,2
4070,Short|Drama,2
4071,Romance|Western|Short,1
4072,Drama|Short,2
4073,Short|Drama,2
4074,Short,3
4075,Short|Drama,2
4076,Short|Drama,2
4077,Short|Drama,2
4078,Comedy|Short,3
4079,Drama|Short,2
4080,Short|Comedy,3
4081,Comedy|Short,3
4082,Short|Comedy,3
4083,Thriller|Drama|Short,2
4084,Drama|Short,2
4085,Drama|Short,2
4086,Drama|Short,2
4087,Comedy|Short,3
4088,Short|Drama,2
4089,Short|Comedy,3
4090,Short|Comedy,3
4091,Drama|Short,2
4092,Drama|Short,2
4093,Comedy|Short,3
4094,Short|Western,1
4095,Short|Comedy,3
4096,Comedy|Short,3
4097,Short|Drama,2
4098,Comedy|Short,3
4099,Drama|Short,2
4100,Short|Comedy,3
4101,Drama|Short,2
4102,Short|Drama,2
4103,Short|Western,1
4104,Comedy|Short,3
4105,Comedy|Western|Short,3
4106,Western|Short|Comedy,3
4107,Drama|Short|Western,1
4108,Western|Short,1
4109,Western|Short,1
4110,Comedy|War|Short,3
4111,Comedy|Short,3
4112,Romance|Short|Drama,2
4113,Romance|Short|Drama,2
4114,Drama|Short,2
4115,Short|Western,1
4116,Comedy|Short,3
4117,Comedy|Short,3
4118,Short|Comedy,3
4119,Short|Comedy,3
4120,Drama|Romance|Short,2
4121,Short|Drama,2
4122,Drama|Short,2
4123,Short|Comedy,3
4124,Western|Short,1
4125,Comedy|Short,3
4126,Romance|Short|Drama,2
4127,Short|Comedy,3
4128,Drama|Short,2
4129,Romance|Short|Comedy,3
4130,Short|Comedy,3
4131,Comedy|Short,3
4132,Comedy|Short,3
4133,Drama|Short,2
4134,Short|Drama|Romance,2
4135,Drama,2
4136,Short|Drama,2
4137,Drama|Short,2
4138,Short|Drama,2
4139,Drama|Short,2
4140,Crime|Drama,2
4141,Short|Thriller,3
4142,Short|Drama,2
4143,Short|Drama,2
4144,Short|Western,1
4145,Drama|Short,2
4146,Short|Adventure,0
4147,Short,3
4148,Short|Comedy,3
4149,Drama|Short,2
4150,Short|Comedy,3
4151,Comedy|Short,3
4152,Drama|Short,2
4153,Comedy|Short,3
4154,Short|Comedy,3
4155,Comedy|Short,3
4156,Short|Drama,2
4157,Romance|Short,3
4158,Mystery|Short,3
4159,Comedy|Short,3
4160,History|Drama,2
4161,Short|Comedy,3
4162,Comedy|Short,3
4163,Short|Comedy,3
4164,Short|Comedy,3
4165,Comedy|Short,3
4166,Short|Documentary,4
4167,Comedy|Short,3
4168,Drama|Short,2
4169,Comedy|Short,3
4170,Romance|Short,3
4171,N/A,0
4172,Drama|Short,2
4173,Short|Comedy,3
4174,Romance|Short|Drama,2
4175,Drama|Short,2
4176,Comedy|Short,3
4177,Short|Comedy,3
4178,Short|Comedy,3
4179,Western|Short|Drama,1
4180,Short|Drama,2
4181,Western|Short|Action,1
4182,Drama|Short,2
4183,Drama|Short,2
4184,Comedy|Short,3
4185,Drama|Short,2
4186,Drama|Short,2
4187,Drama|Short,2
4188,Short|Drama,2
4189,Short|Drama,2
4190,Short|Crime,3
4191,Short|Drama,2
4192,Drama|Short,2
4193,Short|Western,1
4194,Drama|Short|Comedy,3
4195,Comedy|Short,3
4196,Short|Comedy|Romance,3
4197,Romance|Short|Comedy,3
4198,Comedy|Short,3
4199,Western|Short,1
4200,Comedy|Short,3
4201,Short|Comedy,3
4202,Short|Drama,2
4203,Short|Drama,2
4204,Short,3
4205,Drama|Short,2
4206,Drama|Short,2
4207,Western|Short|Comedy,3
4208,Drama|Short,2
4209,Drama|Short,2
4210,Short|Drama,2
4211,Drama|Short,2
4212,Short|Drama,2
4213,Short|Drama,2
4214,Short|Mystery|Thriller,3
4215,Short|Drama,2
4216,Short|Drama,2
4217,Short|Drama,2
4218,Drama|Short,2
4219,Drama|Short,2
4220,Short|Thriller|Drama,2
4221,Drama|Short,2
4222,Drama|Short|Action,2
4223,Short|Drama,2
4224,Western|Short,1
4225,Drama|Short,2
4226,Comedy|Short,3
4227,Drama|Short,2
4228,Short|Drama,2
4229,Short|Drama,2
4230,Western|Short,1
4231,Short|Drama,2
4232,Short|Drama,2
4233,Drama|Short,2
4234,Action|Comedy|Short,3
4235,Romance|Short|Drama,2
4236,Short|Drama,2
4237,Short|Drama,2
4238,Drama|Short,2
4239,Short|Drama,2
4240,Short|Comedy,3
4241,Short|Drama,2
4242,Drama|Short,2
4243,Drama|Short,2
4244,Short|Comedy,3
4245,Short|Western,1
4246,Comedy|Short,3
4247,Drama|Short,2
4248,Drama|Short,2
4249,Short|Crime,3
4250,Drama|Short,2
4251,Short|Comedy,3
4252,Romance|Short,3
4253,Short,3
4254,Short|Drama,2
4255,Comedy|Short,3
4256,Short|Comedy|Drama,3
4257,Short|Drama,2
4258,Comedy|Drama|Short,3
4259,Short|Drama,2
4260,Drama|Short,2
4261,Drama|Crime,2
4262,Drama|Romance|Short,2
4263,Western|Short,1
4264,Short|Western|Drama,1
4265,Short|Comedy,3
4266,Drama|Short,2
4267,Short|Romance|Drama,2
4268,Comedy|Short,3
4269,Short|Drama,2
4270,Drama|Romance|Short,2
4271,Short|Drama,2
4272,N/A,0
4273,Drama|Short,2
4274,Action|Adventure,0
4275,Short|Drama,2
4276,Romance|Sci-Fi|Horror,6
4277,Short|Family|Animation,3
4278,Crime|Horror|Comedy,6
4279,Drama|Western,1
4280,Comedy,5
4281,Drama,2
4282,Family|Short|Animation,3
4283,Adventure|Drama,2
4284,Comedy|Romance|Western,5
4285,Mystery|Crime|Drama,2
4286,Animation|Short|Family,3
4287,Horror|Sci-Fi,6
4288,Animation|Short|Family,3
4289,Thriller|Crime|Horror,6
4290,Drama|Romance,2
4291,Drama|Romance,2
4292,Short|Family|Animation,3
4293,Romance|Comedy,5
4294,Sci-Fi|Adventure|Horror,6
4295,Western,1
4296,Crime|Drama,2
4297,Adventure,0
4298,Horror|Western,1
4299,Western,1
4300,Short|Comedy|Animation,3
4301,Western,1
4302,Drama|War|Adventure,2
4303,Crime|Drama|Adventure,2
4304,Documentary|Short,4
4305,Adventure,0
4306,Comedy|Horror,6
4307,Drama,2
4308,Musical,0
4309,Western,1
4310,Animation|Short|Family,3
4311,Comedy|Sci-Fi,5
4312,Drama|War,2
4313,Animation|Short|Family,3
4314,Crime|Drama,2
4315,Comedy,5
4316,Comedy|Drama,2
4317,Mystery|Crime|Horror,6
4318,Drama|Crime,2
4319,Sci-Fi|Horror,6
4320,Adventure,0
4321,Comedy,5
4322,Documentary|Music,4
4323,Crime|Drama|Thriller,2
4324,Musical,0
4325,Animation|Short|Family,3
4326,Romance|Western,1
4327,Western,1
4328,Short|Family|Animation,3
4329,Drama,2
4330,Drama|War,2
4331,Musical,0
4332,Drama,2
4333,Western,1
4334,Thriller|Crime|Drama,2
4335,War|Romance,0
4336,Romance|War|Comedy,5
4337,War|Drama,2
4338,Animation|Short|Family,3
4339,Western,1
4340,Action|War|Drama,2
4341,Short,3
4342,Horror|Drama|Fantasy,6
4343,Western,1
4344,Drama|Western,1
4345,Drama,2
4346,Short|Animation|Family,3
4347,Short|Comedy,3
4348,Romance|Comedy|Musical,5
4349,History|Romance|Drama,2
4350,Comedy|Romance,5
4351,Documentary,4
4352,Drama|Thriller,2
4353,Drama,2
4354,War|Drama,2
4355,Adventure|Action,0
4356,Horror|Sci-Fi,6
4357,Sci-Fi|Horror|Romance,6
4358,Comedy|Romance|Drama,2
4359,Comedy|Sci-Fi,5
4360,Sci-Fi|Horror,6
4361,Sci-Fi|Adventure,0
4362,Thriller|Sci-Fi,6
4363,Thriller|Crime|Drama,2
4364,Drama,2
4365,Drama|History,2
4366,Crime|Drama,2
4367,Comedy,5
4368,Thriller|Adventure|Sci-Fi,0
4369,Drama|Mystery|Crime,2
4370,Documentary|Short|Music,4
4371,Drama,2
4372,Drama|History|Crime,2
4373,Music|Biography|Drama,2
4374,Drama,2
4375,Mystery|Horror,6
4376,Crime|Thriller|Comedy,5
4377,Biography|Drama|Music,2
4378,Horror|Sci-Fi,6
4379,Thriller|Crime|Drama,2
4380,Western,1
4381,Western,1
4382,War|Adventure|Romance,0
4383,Comedy,5
4384,Romance|Western,1
4385,Horror|Sci-Fi,6
4386,Drama,2
4387,Drama|Western,1
4388,Crime|Drama,2
4389,Comedy,5
4390,Crime|Mystery,0
4391,Western,1
4392,Sci-Fi|Horror,6
4393,Family|Short|Animation,3
4394,Crime|Drama,2
4395,Comedy,5
4396,Family|Drama,2
4397,Horror,6
4398,Sci-Fi|Horror,6
4399,Western|Romance,1
4400,Crime|Drama,2
4401,Western,1
4402,Drama,2
4403,Drama|Western,1
4404,Adventure|Drama|History,2
4405,Family|Adventure|Drama,2
4406,Comedy,5
4407,Western,1
4408,Family|Short|Animation,3
4409,Short|Comedy,3
4410,Family|Short|Animation,3
4411,Action|Drama|Romance,2
4412,Drama|Thriller|War,2
4413,Western|Family|Animation,1
4414,Documentary|Short,4
4415,Romance|Drama,2
4416,Western,1
4417,Thriller|Horror|Sci-Fi,6
4418,Drama|Horror,2
4419,Drama,2
4420,Drama|Music|Comedy,2
4421,Comedy,5
4422,Crime|Comedy,5
4423,Thriller|Crime|Drama,2
4424,Sci-Fi|Action,0
