index,key_bom,bom_title,bom_budget,bom_worldwide_revenue,revenue,bom_release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,release_year,bom_runtime,runtime,bom_awards,bom_awards_scr,holiday_season,bom_rating,mpaa_rating,genre_cluster,bom_genre,bom_actor_clean,bom_director_clean,bom_writer_clean,bom_distributor_clean,bom_composer_clean,bom_cinematographer_clean,bom_producer_clean,revenue_norm,bom_awards_scr_norm,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
10,b66,15 minutes,60000000.0,56359980.0,-0.060667,2001-03-09 00:00:00,03,1.0,68,9,2001,2 hrs. 0 min.,120.0,,0.0,0.0,R,4.0,0.0,Thriller,"['Robert DeNiro', 'Edward Burns', 'Kelsey Grammer', 'Vera Farmiga', 'Charlize Theron']",['John Herzfeld'],['\r'],['New Line'],[''],[''],['Nick Wechsler'],0.0853708469171032,0.0,1.0551997732694238,0.0853708469171032,0.20518853061795558,0.2337512974444016,0.0,0.0,0.21468763437374297
11,b80,1941,35000000.0,92455742.0,1.6415926285714286,1979-12-14 00:00:00,12,4.0,348,49,1979,1 hrs. 58 min.,118.0,Nominated for Three Oscars.,3.0,0.0,PG,2.0,5.0,Period Comedy,['Mickey Rourke'],['Steven Spielberg'],['\r'],['Universal'],['John Williams'],[''],[''],0.24032020227080136,0.043478260869565216,0.2490217886662198,0.40633674879296255,0.20518853061795558,0.2590830744820066,0.44808970734251696,0.0,0.0
12,b89,2 fast 2 furious,76000000.0,236350661.0,2.1098771184210525,2003-06-06 00:00:00,06,2.0,157,22,2003,1 hrs. 41 min.,101.0,,0.0,0.0,PG-13,3.0,0.0,Action,"['Paul Walker', 'Tyrese Gibson', 'Eva Mendes', 'Cole Hauser', 'Chris Ludacris Bridges', 'Devon Aoki', 'Michael Ealy']",['John Singleton'],['\r'],['Universal'],['David Arnold'],[''],"['Lee R. Mayes', 'Neal H. Moritz']",0.28294612055403573,0.0,2.089591454765619,0.21240705660952827,0.20518853061795558,0.2590830744820066,0.25694127809636536,0.0,0.45616815340953004
13,b90,2 guns,61000000.0,131940411.0,1.1629575573770492,2013-08-02 00:00:00,08,3.0,214,30,2013,1 hrs. 49 min.,109.0,,0.0,0.0,R,4.0,5.0,Action Comedy,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton', 'Bill Paxton', 'James Marsden', 'Fred Ward', 'Edward James Olmos']",['Baltasar Kormakur'],['Blake Masters\r'],['Universal'],['Clinton Shorter'],[''],"['Randall Emmett', 'George Furla', 'Marc Platt', 'Steven Saxton']",0.19675211519028907,0.0,2.653342801609737,0.2945518360396986,0.19675211519028907,0.2590830744820066,0.32344286334220296,0.0,1.1200826231581047
14,b110,2012,200000000.0,769679473.0,2.848397365,2009-11-13 00:00:00,11,4.0,317,45,2009,2 hrs. 38 min.,158.0,,0.0,1.0,PG-13,3.0,2.0,Action Drama,"['Chiwetel Ejiofor', 'John Cusack', 'Woody Harrelson', 'Thandie Newton', 'Amanda Peet', 'Danny Glover']",['Roland Emmerich'],['\r'],['Sony / Columbia'],"['Harald Kloser', 'Thomas Wander']",[''],"['Larry J. Franco', 'Mark Gordon', 'Harald Kloser']",0.35017043475521126,0.0,1.4493726931635087,0.31124944707444074,0.20518853061795558,0.24812630226952237,0.4056485624006888,0.0,0.6601157229031097
15,b119,2046,12000000.0,19470239.0,0.6225199166666666,2005-08-05 00:00:00,08,3.0,217,31,2005,2 hrs. 9 min.,129.0,,0.0,0.0,R,4.0,4.0,Foreign,['Zhang Ziyi'],['Wong Kar Wai'],['Wong Kar Wai\r'],['Sony Classics'],[''],['Christopher Doyle'],['Wong Kar Wai'],0.14755840664465197,0.0,0.23203902585690037,0.14755840664465197,0.14755840664465197,0.16507722327030666,0.0,0.09553080840609346,0.14755840664465197
16,b121,21,35000000.0,157927340.0,3.5122097142857145,2008-03-28 00:00:00,03,1.0,88,12,2008,2 hrs. 3 min.,123.0,,0.0,0.0,PG-13,3.0,2.0,Drama,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth', 'Laurence Fishburne', 'Josh Gad']",['Robert Luketic'],['Allan Loeb\r'],['Sony / Columbia'],['David Sardy'],[''],"['Dana Brunetti', 'Michael De Luca', 'Ryan Kavanaugh']",0.41059441114003886,0.0,1.360768891219126,0.3127341300737399,0.24141620797791347,0.24812630226952237,0.3446694063119974,0.0,0.7432444733628084
17,b122,21 grams,20000000.0,60427839.0,2.02139195,2003-11-21 00:00:00,11,4.0,325,46,2003,2 hrs. 5 min.,125.0,Nominated for Two Oscars.,2.0,1.0,R,4.0,2.0,Drama,"['Sean Penn', 'Naomi Watts', 'Danny Huston', 'Benicio Del Toro', 'Eddie Marsan', 'Melissa Leo']",['Alejandro Gonz?lez I??rritu'],['Guillermo Arriaga\r'],['Focus Features'],[''],[''],"['Alejandro Gonz?lez I??rritu', 'Ted Hope']",0.2748916971423075,0.028985507246376812,1.2455160255431095,0.38531100048780487,0.16482490496466742,0.24318316251427322,0.0,0.0,0.4609997748190485
18,b123,21 jump street,42000000.0,201585328.0,3.7996506666666665,2012-03-16 00:00:00,03,1.0,76,11,2012,1 hrs. 49 min.,109.0,,0.0,0.0,R,4.0,5.0,Action Comedy,"['Jonah Hill', 'Channing Tatum', 'Brie Larson', 'Dave Franco', 'Rob Riggle', 'Ice Cube', 'Ellie Kemper', 'Jake Johnson', 'Chris Parnell', 'Johnny Depp']",['Phil Lord'],"['Michael Bacall', 'Jonah Hill\r']",['Sony / Columbia'],['Mark Mothersbaugh'],[''],"['Jonah Hill', 'Neal H. Moritz', 'Channing Tatum']",0.43675892184458953,0.0,3.7024936709711542,0.49312957549443304,0.8074266853222603,0.24812630226952237,0.2984687002978389,0.0,1.3279095511401313
19,b124,21 and over,13000000.0,48065672.0,2.6973593846153845,2013-03-01 00:00:00,03,1.0,60,8,2013,1 hrs. 33 min.,93.0,,0.0,0.0,R,4.0,5.0,Comedy,"['Miles Teller', 'Skylar Astin', 'Justin Chon']","['Jon Lucas', 'Scott Moore']","['Jon Lucas', 'Scott Moore\r']",['Relativity'],['Lyle Workman'],[''],"['David Hoberman', 'Ryan Kavanaugh', 'Jon Lucas', 'Scott Moore', 'Tucker Tooley']",0.3364220985427375,0.0,1.1920622965363477,1.1734349043840648,0.808012183888294,0.26640792187910495,0.3552069575029053,0.0,1.3950121801922517
20,b126,22 jump street,50000000.0,331333876.0,5.62667752,2014-06-13 00:00:00,06,2.0,164,23,2014,1 hrs. 52 min.,112.0,,0.0,0.0,R,4.0,3.0,Action Comedy,"['Jonah Hill', 'Channing Tatum', 'Ice Cube', 'Peter Stormare', 'Nick Offerman', 'Dave Franco', 'Rob Riggle']",['Phil Lord'],"['Michael Bacall', 'Rodney Rothman', 'Oren Uziel\r']",['Sony / Columbia'],['Mark Mothersbaugh'],[''],"['Reid Carolin', 'Jonah Hill', 'Phil Lord', 'Neal H. Moritz', 'Channing Tatum']",0.603065299782646,0.0,2.39978847417308,0.49312957549443304,1.5767983630429627,0.24812630226952237,0.2984687002978389,0.0,2.424617132304192
21,b131,25th hour,5000000.0,23928503.0,3.7857006,2002-12-19 00:00:00,12,4.0,353,50,2002,2 hrs. 14 min.,134.0,,0.0,1.0,R,4.0,1.0,Crime Drama,"['Edward Norton', 'Philip Seymour Hoffman', 'Barry Pepper', 'Rosario Dawson', 'Anna Paquin', 'Brian Cox']",['Spike Lee'],['David Benioff\r'],['Buena Vista'],['Terence Blanchard'],[''],"['Jon Kilik', 'Nick Wechsler']",0.4354891074162493,0.0,1.5683804843982898,0.22536823499853412,0.34704133027754,0.279920374139993,0.20415831641724871,0.0,0.4896664150908563
22,b132,27 dresses,30000000.0,160259319.0,4.3419773,2008-01-18 00:00:00,01,1.0,18,2,2008,1 hrs. 47 min.,107.0,,0.0,1.0,PG-13,3.0,3.0,Romantic Comedy,"['Katherine Heigl', 'James Marsden', 'Malin Akerman']",['Anne Fletcher'],['Aline Brosh McKenna\r'],['Fox'],['Randy Edelman'],[''],"['Roger Birnbaum', 'Gary Barber', 'Jonathan Glickman', 'Jeffrey Silver']",0.48612457724503144,0.0,0.7695161714937888,0.4607443240019813,0.31000428834091803,0.29354121068936717,0.1998172235020802,0.0,1.0376985814748283
23,b133,28 days,43000000.0,62198945.0,0.4464870930232558,2000-04-14 00:00:00,04,2.0,105,15,2000,1 hrs. 43 min.,103.0,,0.0,0.0,PG-13,3.0,2.0,Comedy / Drama,"['Sandra Bullock', 'Viggo Mortensen']",['Betty Thomas'],['Susannah Grant\r'],['Sony / Columbia'],[''],['Declan Quinn'],[''],0.13153489760594647,0.0,0.6570831776451769,0.2707453365596312,0.2454221628358778,0.24812630226952237,0.0,0.10421528212931493,0.0
24,b134,28 days later,8000000.0,82719885.0,9.339985625,2003-06-27 00:00:00,06,2.0,178,25,2003,1 hrs. 53 min.,113.0,,0.0,1.0,R,4.0,6.0,Horror,"['Cillian Murphy', 'Naomie Harris', 'Brendan Gleeson']",['Danny Boyle'],['Alex Garland\r'],['Fox Searchlight'],[''],[''],[''],0.9410717280865816,0.0,0.906956864703707,0.32094779033881876,0.3216620172919286,0.31407423286906505,0.0,0.0,0.0
25,b143,3 days to kill,28000000.0,52597999.0,0.8784999642857143,2014-02-21 00:00:00,02,1.0,52,7,2014,1 hrs. 57 min.,117.0,,0.0,1.0,PG-13,3.0,1.0,Action Thriller,"['Kevin Costner', 'Hailee Steinfeld', 'Amber Heard', 'Connie Nielsen']",['McG'],"['Luc Besson', 'Adi Hasak\r']",['Relativity'],[''],[''],"['Luc Besson', 'Adi Hasak', 'Ryan Kavanaugh', 'Virginie Silla', 'Tucker Tooley']",0.17085916682027052,0.0,1.00931534766887,0.20271754058588817,0.47613854776165343,0.26640792187910495,0.0,0.0,1.1073875813151615
26,b159,30 days of night,30000000.0,75505973.0,1.5168657666666667,2007-10-19 00:00:00,10,4.0,292,41,2007,1 hrs. 53 min.,113.0,,0.0,0.0,R,4.0,6.0,Horror,"['Josh Hartnett', 'Melissa George', 'Danny Huston', 'Ben Foster']",['David Slade'],['Stuart Beattie\r'],['Sony / Columbia'],['Brian Reitzell'],[''],['Sam Raimi'],0.22896685374331988,0.0,0.6553542082493689,0.5819219574566507,0.2056373789556209,0.24812630226952237,0.23590881105740777,0.0,0.3564039221093651
27,b160,30 minutes or less,28000000.0,40547440.0,0.44812285714285716,2011-08-12 00:00:00,08,3.0,224,32,2011,1 hrs. 23 min.,83.0,,0.0,0.0,R,4.0,3.0,Action Comedy,"['Jesse Eisenberg', 'Aziz Ansari', 'Danny McBride', 'Nick Swardson', 'Michael Pena', 'Fred Ward']",['Ruben Fleischer'],['Michael Diliberti\r'],['Sony / Columbia'],"['Nathan Barr', 'Ludwig Goransson']",[''],['Ben Stiller'],0.13168379416178833,0.0,1.4694295532862676,0.2286482188275213,0.13168379416178833,0.24812630226952237,0.5879807195519835,0.0,0.2084180934745272
28,b162,300,65000000.0,456068181.0,6.016433553846154,2007-03-09 00:00:00,03,1.0,68,9,2007,1 hrs. 57 min.,117.0,,0.0,0.0,R,4.0,0.0,Period Action,"['Gerard Butler', 'Lena Headey', 'Dominic West', 'David Wenham', 'Michael Fassbender', 'Rodrigo Santoro']",['Zack Snyder'],"['Michael B. Gordon', 'Kurt Johnstad', 'Frank Miller', 'Zack Snyder\r']",['Warner Bros.'],['Tyler Bates'],['Larry Fong'],"['Scott Mednick', 'Gianni Nunnari', 'Mark Canton', 'Bernie Goldmann', 'Jeffrey Silver', 'Deborah Snyder', 'Thomas Tull']",0.6385431112610033,0.0,1.5472148476354324,0.28186976211836184,2.0750674385055765,0.22977670967319025,0.22853104864042462,0.33689407397485704,1.9189469223217985
29,b163,3000 miles to graceland,62000000.0,18720175.0,-0.6980616935483871,2001-02-23 00:00:00,02,1.0,54,7,2001,2 hrs. 5 min.,125.0,,0.0,1.0,R,4.0,5.0,Action Comedy,"['Kurt Russell', 'Kevin Costner', 'Courteney Cox', 'Christian Slater', 'Kevin Pollak', 'David Arquette', 'Jon Lovitz', 'Thomas Haden Church']",[''],['\r'],['Warner Bros.'],[''],[''],['Don Carmody'],0.02735155584452148,0.0,1.6840095821348748,0.0,0.20518853061795558,0.22977670967319025,0.0,0.0,0.15770643444231194
30,b164,300: rise of an empire,110000000.0,337580051.0,2.0689095545454546,2014-03-07 00:00:00,03,1.0,66,9,2014,1 hrs. 42 min.,102.0,,0.0,0.0,R,4.0,0.0,Period Action,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Rodrigo Santoro', 'Jack OConnell', 'David Wenham']",['Noam Murro'],"['Kurt Johnstad', 'Zack Snyder\r']",['Warner Bros.'],['Junkie XL'],[''],"['Gianni Nunnari', 'Mark Canton', 'Zack Snyder', 'Deborah Snyder', 'Bernie Goldmann', 'Thomas Tull', 'Frank Miller', 'Stephen Jones', 'Jon Jashni']",0.2792170198302744,0.0,1.558768018779192,0.2792170198302744,0.7979812159835697,0.22977670967319025,0.19863897267241393,0.0,2.4567823258293293
31,b174,3:10 to yuma (2007),55000000.0,70016220.0,0.27302218181818183,2007-09-07 00:00:00,09,3.0,250,35,2007,1 hrs. 57 min.,117.0,Nominated for Two Oscars.,2.0,1.0,R,4.0,1.0,Western,"['Russell Crowe', 'Christian Bale', 'Ben Foster', 'Peter Fonda', 'Vinessa Shaw', 'Alan Tudyk', 'Logan Lerman', 'Gretchen Mol', 'Luke Wilson']",['James Mangold'],['\r'],['Lionsgate'],['Marco Beltrami'],[''],"['Ryan Kavanaugh', 'Cathy Konrad']",0.11574513456593975,0.028985507246376812,1.9534094987862671,0.315427076898578,0.20518853061795558,0.2790415339474079,0.21508881496577756,0.0,0.5458427196388712
32,b185,47 ronin,175000000.0,151783839.0,-0.13266377714285715,2013-12-25 00:00:00,12,4.0,359,51,2013,2 hrs. 7 min.,127.0,,0.0,1.0,PG-13,3.0,2.0,Action Drama,['Keanu Reeves'],['Carl Rinsch'],"['Hossein Amini', 'Chris Morgan\r']",['Universal'],['Ilan Eshkeri'],[''],"['Pamela Abdy', 'Erwin Stoff', 'Scott Stuber']",0.07881729068009616,0.0,0.28930826439529644,0.07881729068009616,0.5337639556577878,0.2590830744820066,0.24148950508414962,0.0,0.7602520254934348
33,b191,5 days of war,12000000.0,17479.0,-0.9985434166666667,2011-08-19 00:00:00,08,3.0,231,33,2011,1 hrs. 53 min.,113.0,,0.0,0.0,R,4.0,2.0,Action Drama,"['Rupert Friend', 'Val Kilmer', 'Andy Garcia', 'Dean Cain', 'Emmanuelle Chriqui', 'Heather Graham']",['Renny Harlin'],['\r'],['Anchor Bay Films'],[''],[''],[''],0.0,0.0,0.8414157824627,0.15491311726452553,0.20518853061795558,0.03544812127931453,0.0,0.0,0.0
34,b194,50 first dates,75000000.0,196482882.0,1.61977176,2004-02-13 00:00:00,02,1.0,44,6,2004,1 hrs. 36 min.,96.0,,0.0,1.0,PG-13,3.0,3.0,Romantic Comedy,"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider', 'Kevin James']",['Peter Segal'],['George Wing\r'],['Sony / Columbia'],['Teddy Castellucci'],[''],"['Jack Giarraputo', 'Steve Golin', 'Daniel Lupi']",0.23833394267699415,0.0,1.0250315746888017,0.2052393459800357,0.23833394267699415,0.24812630226952237,0.2737855206247894,0.0,0.6331925540091969
35,b197,50/50,8000000.0,39187783.0,3.898472875,2011-09-30 00:00:00,09,3.0,273,39,2011,1 hrs. 39 min.,99.0,,0.0,0.0,R,4.0,2.0,Comedy / Drama,"['Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard', 'Anjelica Huston']",['Jonathan Levine'],['Will Reiser\r'],['Summit Entertainment'],['Michael Giacchino'],[''],"['Evan Goldberg', 'Will Reiser', 'Seth Rogen']",0.44575428143537615,0.0,1.3968058322373453,0.3134999849821701,0.44575428143537615,0.27746197655741317,0.2858784716996382,0.0,1.2598431487175477
36,b220,8 mile,41000000.0,242875078.0,4.923782390243902,2002-11-08 00:00:00,11,4.0,312,44,2002,1 hrs. 58 min.,118.0,"""Nominated for One Oscar, Including One Win.""",6.0,1.0,R,4.0,2.0,Music Drama,"['Eminem', 'Brittany Murphy', 'Kim Basinger', 'Anthony Mackie']",['Curtis Hanson'],['\r'],['Universal'],[''],[''],['Brian Grazer'],0.5390837863819178,0.08695652173913043,1.2675143935731663,0.20715438416965226,0.20518853061795558,0.2590830744820066,0.0,0.0,0.22775341525409212
37,b228,8mm,40000000.0,96618699.0,1.415467475,1999-02-26 00:00:00,02,1.0,57,8,1999,2 hrs. 4 min.,124.0,,0.0,0.0,R,4.0,6.0,Thriller,"['Nicolas Cage', 'Joaquin Phoenix', 'James Gandolfini']",['Joel Schumacher'],['Andrew Kevin Walker\r'],['Sony / Columbia'],['Mychael Danna'],['Robert Elswit'],['Gavin Polone'],0.2197370043924886,0.0,0.6030826854597284,0.22256004401681448,0.34864725601441005,0.24812630226952237,0.20581233432261625,0.20089929384860383,0.30739100915928746
38,b229,9,30000000.0,48428063.0,0.6142687666666666,2009-09-09 00:00:00,09,3.0,252,36,2009,1 hrs. 19 min.,79.0,,0.0,1.0,PG-13,3.0,5.0,Animation,"['Elijah Wood', 'Jennifer Connelly', 'Martin Landau ', 'Christopher Plummer', 'John C. Reilly']",[''],['\r'],['Focus Features'],['Deborah Lurie'],[''],"['Timur Bekmambetov', 'Tim Burton']",0.1468073400317995,0.0,1.2248954290297247,0.0,0.20518853061795558,0.24318316251427322,0.23205781158807595,0.0,0.4504253220713824
39,b236,99 homes,8000000.0,1411927.0,-0.823509125,2015-09-25 00:00:00,09,3.0,268,38,2015,1 hrs. 52 min.,112.0,,0.0,0.0,R,4.0,1.0,Thriller,"['Bruce Greenwood', 'Andrew Garfield', 'Michael Shannon', 'Laura Dern']",[''],['\r'],['Broad Green Pictures'],[''],[''],[''],0.01593261697764757,0.0,0.6134557678945967,0.0,0.20518853061795558,0.03902761143710002,0.0,0.0,0.0
40,b243,a beautiful mind,58000000.0,313542341.0,4.405902431034483,2001-12-21 00:00:00,12,4.0,355,50,2001,2 hrs. 16 min.,136.0,"""Nominated for Eight Oscars, Including Four Wins.""",28.0,1.0,PG-13,3.0,2.0,Period Drama,"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Christopher Plummer', 'Paul Bettany', 'Adam Goldberg', 'Josh Lucas']",['Ron Howard'],['Akiva Goldsman\r'],['Universal'],['James Horner'],['Roger Deakins'],"['Brian Grazer', 'Ron Howard']",0.491943406334579,0.4057971014492754,1.790337203167963,0.22613127784684184,0.2559089418550209,0.2590830744820066,1.2435809317813038,0.26574071668156185,0.4208765907595371
41,b246,a better life,10000000.0,1759252.0,-0.8240748,2011-06-24 00:00:00,06,2.0,175,25,2011,1 hrs. 37 min.,97.0,Nominated for One Oscar.,1.0,0.0,PG-13,3.0,1.0,Drama,['Demian Bichir'],['Chris Weitz'],['\r'],['Summit Entertainment'],[''],[''],[''],0.01588112602108692,0.014492753623188406,0.2480682370901997,0.18301863013297234,0.20518853061795558,0.27746197655741317,0.0,0.0,0.0
42,b262,a bug's life,120000000.0,363258859.0,2.0271571583333334,1998-11-20 00:00:00,11,4.0,324,46,1998,1 hrs. 36 min.,96.0,Nominated for One Oscar.,1.0,1.0,G,1.0,3.0,Animation,"['Kevin Spacey', 'Hayden Panettiere', 'Denis Leary ', 'Bonnie Hunt']",['John Lasseter'],"['John Lasseter', 'Andrew Stanton\r']",['Buena Vista'],['Randy Newman'],[''],['Darla K. Anderson'],0.275416479202421,0.014492753623188406,1.3215133535177017,0.34612482898668806,0.8410239489627646,0.279920374139993,0.31683329584313275,0.0,0.3920721054699191
43,b273,a christmas carol (2009),200000000.0,325286646.0,0.62643323,2009-11-06 00:00:00,11,4.0,310,44,2009,1 hrs. 36 min.,96.0,,0.0,1.0,PG,2.0,5.0,Animation,"['Jim Carrey', 'Cary Elwes', 'Colin Firth', 'Gary Oldman', 'Robin Wright Penn']",['Robert Zemeckis'],['\r'],['Buena Vista'],['Alan Silvestri'],[''],[''],0.14791461868664577,0.0,1.4358476460675647,0.3122104913408116,0.20518853061795558,0.279920374139993,0.26700502815039323,0.0,0.0
44,b277,a cinderella story,19000000.0,70067909.0,2.687784684210526,2004-07-16 00:00:00,07,3.0,198,28,2004,1 hrs. 36 min.,96.0,,0.0,0.0,PG,2.0,3.0,Family Comedy,"['Hilary Duff', 'Jennifer Coolidge', 'Chad Michael Murray']",[''],['\r'],['Warner Bros.'],['Christophe Beck'],[''],"['Hunt Lowry', 'Dylan Sellers', 'Casey La Scalla']",0.33555055484250734,0.0,0.863883683144681,0.0,0.20518853061795558,0.22977670967319025,0.2640697647435337,0.0,0.5341290500179192
45,b285,a cure for wellness,40000000.0,26324272.0,-0.3418932,2017-02-17 00:00:00,02,1.0,48,7,2017,2 hrs. 26 min.,146.0,,0.0,1.0,R,4.0,6.0,Horror,"['Dane DeHaan', 'Jason Isaacs', 'Mia Goth']",['Gore Verbinski'],['\r'],['Fox'],[''],[''],"['Arnon Milchan', 'Gore Verbinski']",0.059772038329285196,0.0,0.6317116974114609,0.2564571375610049,0.20518853061795558,0.29354121068936717,0.0,0.0,0.38151205241554054
